"GEO_ID","NAME","B19001I_001E","B19001I_001EA","B19001I_001M","B19001I_001MA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005M","B19001I_005MA","B19001I_005EA","B19001I_006E","B19001I_006M","B19001I_006MA","B19001I_006EA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008M","B19001I_008MA","B19001I_008EA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012M","B19001I_012MA","B19001I_012EA","B19001I_013E","B19001I_013M","B19001I_013MA","B19001I_013EA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015M","B19001I_015MA","B19001I_015EA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","6","null","11","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","6","11","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","9","null","11","null","5","6","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","4","8","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","278","null","95","null","13","17","null","null","17","null","22","null","36","null","42","null","0","18","null","null","39","42","null","null","73","null","80","null","22","35","null","null","26","null","34","null","0","null","18","null","20","29","null","null","0","18","null","null","21","27","null","null","0","null","18","null","11","22","null","null","0","18","null","null","0","null","18","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","252","null","99","null","26","37","null","null","0","null","13","null","9","null","13","null","6","8","null","null","56","65","null","null","37","null","43","null","23","33","null","null","50","null","52","null","0","null","13","null","25","30","null","null","0","13","null","null","14","25","null","null","0","null","13","null","0","13","null","null","0","13","null","null","6","null","9","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","237","null","91","null","38","34","null","null","36","null","30","null","20","null","18","null","0","18","null","null","2","4","null","null","2","null","3","null","42","62","null","null","28","null","28","null","0","null","18","null","38","42","null","null","10","17","null","null","0","18","null","null","0","null","18","null","0","18","null","null","21","33","null","null","0","null","18","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","114","null","61","null","42","46","null","null","0","null","13","null","13","null","18","null","0","13","null","null","1","3","null","null","3","null","7","null","18","28","null","null","2","null","4","null","3","null","6","null","8","13","null","null","9","15","null","null","4","9","null","null","3","null","5","null","0","13","null","null","8","9","null","null","0","null","13","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","154","null","55","null","25","23","null","null","24","null","29","null","21","null","20","null","14","15","null","null","3","5","null","null","13","null","14","null","5","7","null","null","0","null","13","null","0","null","13","null","10","14","null","null","25","21","null","null","4","4","null","null","0","null","13","null","5","9","null","null","0","13","null","null","5","null","6","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","638","null","136","null","43","49","null","null","53","null","76","null","0","null","13","null","12","19","null","null","0","13","null","null","57","null","41","null","64","71","null","null","61","null","79","null","0","null","13","null","52","57","null","null","105","81","null","null","49","81","null","null","0","null","13","null","47","75","null","null","16","25","null","null","79","null","113","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","707","null","143","null","6","11","null","null","63","null","66","null","77","null","48","null","83","57","null","null","66","59","null","null","26","null","41","null","0","13","null","null","88","null","78","null","0","null","13","null","47","42","null","null","152","78","null","null","21","22","null","null","9","null","15","null","69","62","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","134","null","85","null","0","13","null","null","5","null","7","null","0","null","13","null","7","11","null","null","57","68","null","null","0","null","13","null","0","13","null","null","28","null","32","null","13","null","15","null","18","24","null","null","1","2","null","null","4","7","null","null","1","null","2","null","0","13","null","null","0","13","null","null","0","null","13","null",
