"GEO_ID","NAME","B19001I_001E","B19001I_001EA","B19001I_001M","B19001I_001MA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005M","B19001I_005MA","B19001I_005EA","B19001I_006E","B19001I_006M","B19001I_006MA","B19001I_006EA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008M","B19001I_008MA","B19001I_008EA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012M","B19001I_012MA","B19001I_012EA","B19001I_013E","B19001I_013M","B19001I_013MA","B19001I_013EA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015M","B19001I_015MA","B19001I_015EA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","630","null","95","null","135","69","null","null","40","null","46","null","54","null","40","null","28","26","null","null","46","45","null","null","43","null","43","null","61","41","null","null","65","null","42","null","56","null","50","null","15","17","null","null","12","18","null","null","62","47","null","null","3","null","6","null","10","16","null","null","0","13","null","null","0","null","13","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","963","null","133","null","187","89","null","null","65","null","48","null","135","null","66","null","72","51","null","null","77","53","null","null","63","null","46","null","81","56","null","null","55","null","50","null","48","null","41","null","34","36","null","null","74","55","null","null","52","40","null","null","20","null","32","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","712","null","139","null","103","87","null","null","52","null","67","null","74","null","71","null","70","47","null","null","40","44","null","null","0","null","18","null","169","114","null","null","0","null","18","null","28","null","32","null","0","18","null","null","124","99","null","null","41","40","null","null","11","null","19","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","249","null","101","null","19","20","null","null","20","null","31","null","0","null","13","null","23","33","null","null","0","13","null","null","0","null","13","null","9","15","null","null","9","null","14","null","0","null","13","null","10","15","null","null","23","27","null","null","55","52","null","null","72","null","72","null","9","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","158","null","49","null","0","13","null","null","0","null","13","null","14","null","23","null","0","13","null","null","8","12","null","null","7","null","11","null","0","13","null","null","0","null","13","null","0","null","13","null","23","31","null","null","0","13","null","null","45","54","null","null","6","null","14","null","42","39","null","null","13","24","null","null","0","null","13","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","858","null","84","null","183","64","null","null","101","null","66","null","92","null","49","null","111","58","null","null","92","49","null","null","5","null","7","null","44","28","null","null","43","null","29","null","28","null","31","null","76","35","null","null","37","24","null","null","30","29","null","null","11","null","12","null","5","8","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","1004","null","94","null","216","122","null","null","149","null","83","null","36","null","35","null","132","83","null","null","18","27","null","null","81","null","65","null","12","18","null","null","67","null","51","null","38","null","40","null","90","63","null","null","146","70","null","null","19","23","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","918","null","112","null","76","53","null","null","214","null","87","null","104","null","66","null","59","40","null","null","58","38","null","null","35","null","30","null","41","44","null","null","9","null","22","null","20","null","25","null","84","59","null","null","130","71","null","null","59","51","null","null","8","null","12","null","21","34","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","1296","null","128","null","207","82","null","null","126","null","62","null","103","null","68","null","101","75","null","null","130","60","null","null","100","null","49","null","179","89","null","null","68","null","51","null","16","null","24","null","112","80","null","null","63","48","null","null","74","51","null","null","17","null","27","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","1396","null","135","null","315","119","null","null","94","null","70","null","115","null","73","null","177","102","null","null","48","42","null","null","134","null","72","null","146","89","null","null","5","null","10","null","0","null","18","null","120","75","null","null","49","38","null","null","133","84","null","null","46","null","39","null","14","23","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","1335","null","96","null","137","69","null","null","81","null","62","null","127","null","77","null","140","90","null","null","61","61","null","null","65","null","47","null","109","77","null","null","109","null","80","null","61","null","56","null","112","75","null","null","127","71","null","null","134","88","null","null","60","null","60","null","12","21","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","1050","null","108","null","91","78","null","null","91","null","68","null","80","null","62","null","59","59","null","null","125","77","null","null","159","null","92","null","60","68","null","null","106","null","56","null","44","null","37","null","53","44","null","null","78","55","null","null","46","40","null","null","46","null","55","null","0","18","null","null","12","15","null","null","0","null","18","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","1044","null","96","null","76","61","null","null","51","null","42","null","117","null","76","null","131","81","null","null","82","84","null","null","179","null","85","null","86","72","null","null","55","null","49","null","73","null","53","null","59","48","null","null","105","72","null","null","30","29","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","1505","null","123","null","83","68","null","null","115","null","90","null","123","null","76","null","209","96","null","null","124","64","null","null","159","null","89","null","74","53","null","null","78","null","48","null","26","null","32","null","131","63","null","null","207","94","null","null","86","49","null","null","0","null","18","null","65","64","null","null","25","39","null","null","0","null","18","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","732","null","110","null","88","58","null","null","60","null","43","null","137","null","67","null","43","36","null","null","64","38","null","null","25","null","24","null","45","33","null","null","81","null","49","null","39","null","38","null","53","41","null","null","38","34","null","null","11","17","null","null","34","null","30","null","0","13","null","null","14","19","null","null","0","null","13","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","1995","null","206","null","202","121","null","null","215","null","135","null","327","null","148","null","225","110","null","null","242","131","null","null","150","null","89","null","105","79","null","null","106","null","83","null","163","null","100","null","84","78","null","null","54","58","null","null","83","80","null","null","18","null","29","null","21","32","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","578","null","77","null","66","44","null","null","94","null","51","null","58","null","31","null","91","56","null","null","59","49","null","null","50","null","40","null","24","27","null","null","47","null","30","null","0","null","13","null","35","26","null","null","36","30","null","null","18","19","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","378","null","53","null","17","20","null","null","24","null","28","null","21","null","19","null","35","26","null","null","73","49","null","null","53","null","45","null","23","20","null","null","43","null","36","null","0","null","13","null","37","32","null","null","33","24","null","null","15","16","null","null","4","null","7","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","1877","null","252","null","424","262","null","null","158","null","122","null","153","null","126","null","150","99","null","null","181","143","null","null","100","null","73","null","202","167","null","null","166","null","128","null","96","null","104","null","49","75","null","null","52","88","null","null","146","108","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","776","null","83","null","0","13","null","null","19","null","30","null","15","null","25","null","37","36","null","null","120","112","null","null","11","null","21","null","36","45","null","null","56","null","46","null","69","null","66","null","125","88","null","null","71","59","null","null","176","104","null","null","24","null","31","null","17","30","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","1105","null","192","null","47","43","null","null","11","null","19","null","98","null","94","null","57","73","null","null","9","14","null","null","90","null","101","null","60","43","null","null","12","null","19","null","45","null","47","null","145","85","null","null","238","131","null","null","162","82","null","null","104","null","74","null","0","18","null","null","27","43","null","null","0","null","18","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","436","null","96","null","47","40","null","null","0","null","13","null","81","null","61","null","48","36","null","null","119","107","null","null","23","null","33","null","0","13","null","null","29","null","31","null","0","null","13","null","51","42","null","null","27","37","null","null","11","17","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","1564","null","226","null","90","95","null","null","61","null","80","null","49","null","72","null","10","16","null","null","142","134","null","null","291","null","180","null","102","100","null","null","148","null","111","null","95","null","96","null","92","90","null","null","100","82","null","null","305","238","null","null","39","null","45","null","5","14","null","null","35","54","null","null","0","null","18","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","405","null","146","null","0","13","null","null","47","null","56","null","0","null","13","null","19","30","null","null","0","13","null","null","16","null","27","null","0","13","null","null","30","null","35","null","17","null","28","null","86","69","null","null","107","71","null","null","75","61","null","null","8","null","12","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","618","null","77","null","148","58","null","null","85","null","52","null","39","null","31","null","90","48","null","null","0","13","null","null","45","null","33","null","29","32","null","null","42","null","30","null","9","null","14","null","36","30","null","null","22","25","null","null","19","21","null","null","33","null","28","null","21","25","null","null","0","13","null","null","0","null","13","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","1618","null","139","null","377","132","null","null","171","null","79","null","117","null","66","null","268","102","null","null","190","88","null","null","80","null","53","null","45","33","null","null","17","null","20","null","122","null","91","null","77","68","null","null","26","38","null","null","25","29","null","null","103","null","75","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","1363","null","140","null","386","103","null","null","134","null","74","null","101","null","64","null","103","63","null","null","75","54","null","null","86","null","52","null","106","58","null","null","54","null","40","null","31","null","27","null","76","54","null","null","128","63","null","null","27","32","null","null","3","null","8","null","9","13","null","null","44","32","null","null","0","null","18","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","878","null","173","null","242","113","null","null","125","null","87","null","95","null","67","null","31","49","null","null","36","38","null","null","67","null","63","null","7","14","null","null","100","null","74","null","9","null","14","null","34","34","null","null","53","42","null","null","39","50","null","null","40","null","53","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","212","null","78","null","0","13","null","null","0","null","13","null","38","null","32","null","0","13","null","null","22","35","null","null","46","null","48","null","36","31","null","null","0","null","13","null","22","null","33","null","8","13","null","null","0","13","null","null","0","13","null","null","19","null","15","null","0","13","null","null","21","24","null","null","0","null","13","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","198","null","94","null","26","42","null","null","39","null","45","null","44","null","44","null","0","13","null","null","31","22","null","null","7","null","11","null","8","12","null","null","0","null","13","null","4","null","13","null","25","30","null","null","7","13","null","null","7","11","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","476","null","83","null","85","52","null","null","129","null","76","null","17","null","20","null","76","49","null","null","39","33","null","null","26","null","22","null","14","17","null","null","10","null","12","null","9","null","14","null","12","13","null","null","5","7","null","null","0","13","null","null","13","null","21","null","26","32","null","null","8","11","null","null","7","null","12","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","487","null","73","null","152","80","null","null","88","null","50","null","28","null","31","null","37","23","null","null","62","52","null","null","30","null","31","null","16","19","null","null","24","null","25","null","0","null","13","null","20","23","null","null","24","27","null","null","3","6","null","null","3","null","4","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","462","null","67","null","135","59","null","null","70","null","54","null","32","null","31","null","43","30","null","null","39","33","null","null","48","null","35","null","17","21","null","null","20","null","20","null","5","null","7","null","14","17","null","null","3","7","null","null","15","17","null","null","10","null","16","null","0","13","null","null","0","13","null","null","11","null","12","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","1085","null","141","null","481","126","null","null","100","null","63","null","74","null","51","null","158","70","null","null","88","63","null","null","10","null","16","null","16","25","null","null","16","null","26","null","8","null","13","null","51","44","null","null","54","46","null","null","7","12","null","null","9","null","14","null","13","21","null","null","0","18","null","null","0","null","18","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","838","null","106","null","57","53","null","null","70","null","55","null","86","null","55","null","124","87","null","null","111","63","null","null","82","null","64","null","53","54","null","null","17","null","20","null","44","null","41","null","71","57","null","null","64","63","null","null","43","38","null","null","16","null","26","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","539","null","73","null","77","41","null","null","54","null","40","null","74","null","51","null","52","37","null","null","32","31","null","null","13","null","20","null","6","9","null","null","62","null","35","null","28","null","27","null","10","17","null","null","44","40","null","null","84","47","null","null","0","null","13","null","3","6","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","814","null","116","null","143","73","null","null","30","null","36","null","42","null","46","null","50","52","null","null","71","60","null","null","47","null","41","null","76","51","null","null","62","null","46","null","73","null","63","null","88","65","null","null","54","49","null","null","45","42","null","null","18","null","29","null","10","12","null","null","5","9","null","null","0","null","13","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","625","null","99","null","65","42","null","null","71","null","58","null","34","null","42","null","149","87","null","null","78","60","null","null","56","null","47","null","20","24","null","null","45","null","32","null","15","null","20","null","15","17","null","null","38","40","null","null","33","35","null","null","0","null","13","null","6","10","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","956","null","193","null","176","120","null","null","0","null","18","null","180","null","120","null","42","41","null","null","70","79","null","null","63","null","76","null","124","79","null","null","14","null","22","null","59","null","65","null","35","39","null","null","148","96","null","null","45","68","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","269","null","61","null","50","39","null","null","11","null","11","null","18","null","17","null","42","35","null","null","5","8","null","null","21","null","16","null","31","33","null","null","2","null","5","null","8","null","13","null","57","44","null","null","7","11","null","null","0","13","null","null","8","null","10","null","9","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","197","null","54","null","96","39","null","null","26","null","23","null","44","null","44","null","0","13","null","null","6","10","null","null","12","null","19","null","0","13","null","null","0","null","13","null","0","null","13","null","9","18","null","null","4","8","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","247","null","64","null","51","41","null","null","23","null","24","null","14","null","18","null","66","39","null","null","0","13","null","null","17","null","22","null","18","29","null","null","14","null","16","null","0","null","13","null","0","13","null","null","33","36","null","null","0","13","null","null","0","null","13","null","0","13","null","null","11","17","null","null","0","null","13","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","48","null","26","null","7","12","null","null","6","null","9","null","10","null","15","null","0","13","null","null","8","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","7","11","null","null","0","13","null","null","0","null","13","null","0","13","null","null","5","8","null","null","5","null","7","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","305","null","60","null","80","45","null","null","63","null","48","null","66","null","48","null","13","12","null","null","8","10","null","null","12","null","18","null","33","38","null","null","4","null","7","null","5","null","7","null","0","13","null","null","0","13","null","null","16","16","null","null","5","null","7","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","110","null","61","null","7","12","null","null","20","null","18","null","19","null","30","null","0","13","null","null","8","8","null","null","22","null","21","null","0","13","null","null","34","null","45","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","426","null","76","null","122","59","null","null","41","null","30","null","92","null","62","null","73","40","null","null","27","42","null","null","28","null","35","null","0","13","null","null","0","null","13","null","7","null","13","null","21","25","null","null","0","13","null","null","0","13","null","null","15","null","24","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","412","null","80","null","61","50","null","null","19","null","24","null","22","null","25","null","74","46","null","null","44","29","null","null","81","null","62","null","20","20","null","null","23","null","25","null","29","null","29","null","36","38","null","null","3","5","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","414","null","59","null","154","50","null","null","13","null","13","null","85","null","37","null","44","32","null","null","40","38","null","null","11","null","10","null","4","6","null","null","13","null","11","null","0","null","13","null","24","19","null","null","4","7","null","null","0","13","null","null","0","null","13","null","0","13","null","null","22","24","null","null","0","null","13","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","817","null","112","null","246","94","null","null","64","null","50","null","42","null","39","null","130","71","null","null","77","57","null","null","60","null","44","null","24","27","null","null","8","null","12","null","49","null","34","null","88","54","null","null","6","10","null","null","9","15","null","null","8","null","14","null","0","13","null","null","1","10","null","null","5","null","9","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","414","null","58","null","30","22","null","null","38","null","30","null","43","null","43","null","42","36","null","null","22","21","null","null","52","null","35","null","38","32","null","null","72","null","48","null","5","null","8","null","19","20","null","null","17","21","null","null","28","22","null","null","0","null","13","null","0","13","null","null","8","11","null","null","0","null","13","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","195","null","44","null","35","32","null","null","21","null","19","null","18","null","19","null","28","28","null","null","40","26","null","null","18","null","19","null","17","21","null","null","0","null","18","null","0","null","18","null","9","13","null","null","0","18","null","null","9","10","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","572","null","83","null","101","49","null","null","66","null","39","null","26","null","31","null","53","40","null","null","43","29","null","null","84","null","53","null","42","31","null","null","40","null","31","null","28","null","25","null","25","23","null","null","19","19","null","null","15","18","null","null","16","null","20","null","0","13","null","null","4","7","null","null","10","null","11","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","596","null","95","null","260","93","null","null","55","null","32","null","61","null","45","null","78","61","null","null","4","7","null","null","30","null","25","null","11","19","null","null","4","null","7","null","5","null","7","null","6","9","null","null","38","33","null","null","18","21","null","null","26","null","31","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","291","null","73","null","11","18","null","null","56","null","39","null","54","null","46","null","20","24","null","null","38","31","null","null","0","null","13","null","18","22","null","null","29","null","30","null","14","null","25","null","19","18","null","null","11","11","null","null","5","8","null","null","0","null","13","null","0","13","null","null","16","23","null","null","0","null","13","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","469","null","77","null","132","69","null","null","30","null","27","null","15","null","15","null","52","38","null","null","4","6","null","null","15","null","16","null","13","15","null","null","48","null","40","null","15","null","24","null","41","32","null","null","33","29","null","null","39","42","null","null","6","null","8","null","17","21","null","null","0","13","null","null","9","null","14","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","535","null","65","null","95","51","null","null","22","null","25","null","36","null","29","null","40","29","null","null","46","37","null","null","25","null","21","null","8","13","null","null","36","null","34","null","4","null","6","null","47","37","null","null","82","51","null","null","79","57","null","null","0","null","13","null","0","13","null","null","15","21","null","null","0","null","13","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","800","null","78","null","79","55","null","null","220","null","94","null","24","null","20","null","52","35","null","null","60","44","null","null","77","null","51","null","18","15","null","null","44","null","36","null","60","null","39","null","52","45","null","null","67","41","null","null","44","36","null","null","3","null","7","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","541","null","108","null","23","35","null","null","24","null","39","null","82","null","57","null","83","62","null","null","0","13","null","null","45","null","38","null","51","48","null","null","46","null","61","null","13","null","20","null","49","57","null","null","75","71","null","null","16","21","null","null","0","null","13","null","6","10","null","null","8","13","null","null","20","null","31","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","1213","null","127","null","125","72","null","null","110","null","66","null","46","null","39","null","180","95","null","null","121","71","null","null","72","null","49","null","86","60","null","null","100","null","65","null","77","null","59","null","68","39","null","null","56","42","null","null","82","55","null","null","37","null","36","null","45","50","null","null","0","18","null","null","8","null","13","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","814","null","121","null","155","87","null","null","89","null","55","null","58","null","44","null","32","37","null","null","49","50","null","null","62","null","52","null","120","85","null","null","81","null","60","null","0","null","13","null","41","55","null","null","94","61","null","null","33","38","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","729","null","87","null","117","69","null","null","33","null","27","null","31","null","26","null","127","72","null","null","105","53","null","null","67","null","44","null","74","53","null","null","35","null","41","null","18","null","26","null","18","28","null","null","14","22","null","null","68","48","null","null","5","null","9","null","9","13","null","null","0","13","null","null","8","null","13","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","830","null","123","null","170","85","null","null","104","null","66","null","137","null","74","null","36","40","null","null","37","33","null","null","59","null","50","null","59","41","null","null","14","null","22","null","28","null","36","null","91","46","null","null","19","23","null","null","76","46","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","469","null","94","null","48","35","null","null","27","null","36","null","27","null","31","null","92","69","null","null","26","34","null","null","23","null","28","null","12","17","null","null","48","null","39","null","27","null","32","null","37","37","null","null","49","43","null","null","0","13","null","null","6","null","12","null","0","13","null","null","0","13","null","null","47","null","58","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","620","null","93","null","168","66","null","null","17","null","27","null","58","null","49","null","108","46","null","null","0","13","null","null","28","null","26","null","65","50","null","null","0","null","13","null","0","null","13","null","62","45","null","null","50","45","null","null","44","33","null","null","0","null","13","null","0","13","null","null","0","13","null","null","20","null","32","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","760","null","108","null","28","38","null","null","0","null","18","null","46","null","48","null","59","56","null","null","81","69","null","null","31","null","34","null","107","72","null","null","10","null","17","null","83","null","61","null","28","23","null","null","122","89","null","null","91","60","null","null","33","null","29","null","41","45","null","null","0","18","null","null","0","null","18","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","501","null","139","null","36","38","null","null","44","null","51","null","46","null","46","null","71","57","null","null","51","50","null","null","25","null","40","null","41","47","null","null","17","null","15","null","51","null","56","null","0","13","null","null","30","50","null","null","20","32","null","null","41","null","35","null","17","24","null","null","11","18","null","null","0","null","13","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","441","null","99","null","32","51","null","null","22","null","18","null","10","null","16","null","0","13","null","null","19","21","null","null","21","null","31","null","16","19","null","null","12","null","19","null","53","null","53","null","53","42","null","null","62","55","null","null","52","48","null","null","76","null","51","null","13","22","null","null","0","13","null","null","0","null","13","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","601","null","118","null","87","78","null","null","14","null","16","null","47","null","47","null","80","66","null","null","14","22","null","null","73","null","46","null","73","51","null","null","62","null","44","null","21","null","32","null","45","50","null","null","29","27","null","null","40","45","null","null","16","null","25","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","933","null","120","null","54","37","null","null","35","null","40","null","61","null","41","null","70","57","null","null","144","84","null","null","69","null","63","null","10","17","null","null","36","null","50","null","8","null","14","null","212","93","null","null","97","70","null","null","21","24","null","null","43","null","40","null","37","47","null","null","0","18","null","null","36","null","55","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","1023","null","152","null","145","90","null","null","77","null","70","null","87","null","73","null","55","59","null","null","71","66","null","null","92","null","79","null","75","61","null","null","60","null","58","null","77","null","59","null","136","92","null","null","34","35","null","null","69","48","null","null","10","null","16","null","10","16","null","null","25","39","null","null","0","null","18","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","987","null","141","null","72","57","null","null","19","null","24","null","129","null","72","null","41","38","null","null","64","54","null","null","86","null","66","null","106","77","null","null","28","null","33","null","120","null","77","null","114","83","null","null","90","57","null","null","67","54","null","null","24","null","27","null","7","12","null","null","9","15","null","null","11","null","20","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","1267","null","162","null","142","77","null","null","73","null","62","null","46","null","69","null","92","65","null","null","55","47","null","null","146","null","91","null","117","96","null","null","61","null","50","null","0","null","18","null","168","89","null","null","134","63","null","null","83","73","null","null","44","null","52","null","43","39","null","null","63","76","null","null","0","null","18","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","483","null","137","null","0","18","null","null","8","null","13","null","6","null","17","null","0","18","null","null","13","25","null","null","11","null","21","null","24","37","null","null","17","null","22","null","22","null","36","null","44","49","null","null","69","49","null","null","139","101","null","null","44","null","38","null","86","80","null","null","0","18","null","null","0","null","18","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","313","null","138","null","0","13","null","null","0","null","13","null","19","null","38","null","9","15","null","null","0","13","null","null","101","null","132","null","10","19","null","null","0","null","13","null","28","null","38","null","16","21","null","null","60","65","null","null","39","37","null","null","6","null","11","null","16","23","null","null","9","15","null","null","0","null","13","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","622","null","137","null","9","14","null","null","0","null","18","null","0","null","18","null","37","49","null","null","49","75","null","null","73","null","76","null","0","18","null","null","8","null","14","null","127","null","172","null","43","49","null","null","95","84","null","null","58","67","null","null","70","null","57","null","53","51","null","null","0","18","null","null","0","null","18","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","755","null","142","null","47","56","null","null","13","null","22","null","20","null","24","null","131","93","null","null","37","35","null","null","7","null","12","null","138","150","null","null","59","null","60","null","16","null","18","null","72","63","null","null","31","40","null","null","90","63","null","null","94","null","60","null","0","18","null","null","0","18","null","null","0","null","18","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","455","null","123","null","0","13","null","null","0","null","13","null","3","null","11","null","14","25","null","null","105","93","null","null","49","null","57","null","4","6","null","null","79","null","79","null","10","null","12","null","39","37","null","null","96","75","null","null","49","55","null","null","7","null","11","null","0","13","null","null","0","13","null","null","0","null","13","null",
