"GEO_ID","NAME","B19001I_001E","B19001I_001M","B19001I_001MA","B19001I_001EA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004M","B19001I_004MA","B19001I_004EA","B19001I_005E","B19001I_005EA","B19001I_005M","B19001I_005MA","B19001I_006E","B19001I_006EA","B19001I_006M","B19001I_006MA","B19001I_007E","B19001I_007M","B19001I_007MA","B19001I_007EA","B19001I_008E","B19001I_008M","B19001I_008MA","B19001I_008EA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011EA","B19001I_011M","B19001I_011MA","B19001I_012E","B19001I_012M","B19001I_012MA","B19001I_012EA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014M","B19001I_014MA","B19001I_014EA","B19001I_015E","B19001I_015M","B19001I_015MA","B19001I_015EA","B19001I_016E","B19001I_016EA","B19001I_016M","B19001I_016MA","B19001I_017E","B19001I_017M","B19001I_017MA","B19001I_017EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","6","9","null","null","0","132","null","null","0","null","132","null","6","9","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","35","52","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","35","52","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","5","9","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","5","9","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","14","22","null","null","14","22","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","7","11","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","7","null","11","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","38","43","null","null","0","132","null","null","0","null","132","null","5","9","null","null","0","null","132","null","0","null","132","null","33","44","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","119","61","null","null","13","17","null","null","12","null","14","null","5","9","null","null","0","null","132","null","15","null","19","null","8","13","null","null","0","132","null","null","12","null","15","null","5","null","8","null","14","null","23","null","14","23","null","null","21","null","25","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","234","117","null","null","51","46","null","null","23","null","28","null","10","18","null","null","5","null","8","null","67","null","91","null","0","132","null","null","13","21","null","null","21","null","29","null","16","null","21","null","0","null","132","null","12","13","null","null","0","null","132","null","8","14","null","null","0","132","null","null","0","null","132","null","8","14","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","347","119","null","null","25","26","null","null","30","null","33","null","0","132","null","null","42","null","37","null","18","null","29","null","96","81","null","null","0","132","null","null","19","null","32","null","0","null","132","null","49","null","51","null","0","132","null","null","43","null","69","null","25","31","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","103","63","null","null","13","17","null","null","21","null","32","null","0","132","null","null","21","null","34","null","0","null","132","null","3","6","null","null","5","8","null","null","5","null","10","null","0","null","132","null","14","null","17","null","13","21","null","null","4","null","12","null","0","132","null","null","2","6","null","null","2","null","4","null","0","132","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","117","43","null","null","14","17","null","null","13","null","16","null","28","24","null","null","9","null","10","null","0","null","132","null","9","11","null","null","8","12","null","null","4","null","8","null","0","null","132","null","0","null","132","null","16","19","null","null","6","null","9","null","10","16","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","337","135","null","null","19","30","null","null","10","null","18","null","13","21","null","null","0","null","132","null","44","null","56","null","8","14","null","null","0","132","null","null","47","null","61","null","0","null","132","null","44","null","46","null","71","98","null","null","21","null","25","null","0","132","null","null","48","59","null","null","12","null","21","null","0","132","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","639","152","null","null","58","55","null","null","45","null","44","null","40","44","null","null","179","null","133","null","117","null","92","null","29","37","null","null","16","32","null","null","18","null","29","null","0","null","132","null","77","null","62","null","36","49","null","null","0","null","132","null","6","18","null","null","18","30","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","106","79","null","null","0","132","null","null","0","null","132","null","0","132","null","null","11","null","18","null","46","null","70","null","7","14","null","null","7","11","null","null","20","null","33","null","0","null","132","null","15","null","20","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","392","125","null","null","18","30","null","null","0","null","132","null","59","62","null","null","21","null","33","null","0","null","132","null","19","30","null","null","52","49","null","null","20","null","33","null","15","null","24","null","61","null","47","null","0","132","null","null","110","null","102","null","0","132","null","null","17","26","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","103","85","null","null","0","132","null","null","0","null","132","null","0","132","null","null","50","null","78","null","0","null","132","null","0","132","null","null","0","132","null","null","11","null","16","null","0","null","132","null","0","null","132","null","42","33","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","50","38","null","null","3","7","null","null","12","null","19","null","0","132","null","null","4","null","6","null","0","null","132","null","0","132","null","null","3","6","null","null","0","null","132","null","12","null","21","null","4","null","8","null","12","18","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","205","71","null","null","35","27","null","null","41","null","45","null","15","19","null","null","0","null","132","null","0","null","132","null","40","33","null","null","0","132","null","null","4","null","6","null","0","null","132","null","19","null","28","null","3","5","null","null","33","null","31","null","0","132","null","null","0","132","null","null","9","null","15","null","6","10","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","207","56","null","null","15","11","null","null","11","null","11","null","10","10","null","null","25","null","19","null","6","null","6","null","16","16","null","null","30","23","null","null","3","null","4","null","19","null","15","null","48","null","34","null","0","132","null","null","22","null","18","null","0","132","null","null","0","132","null","null","2","null","4","null","0","132","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","561","125","null","null","128","92","null","null","18","null","22","null","45","40","null","null","47","null","52","null","22","null","26","null","76","65","null","null","19","29","null","null","11","null","16","null","78","null","59","null","27","null","26","null","21","31","null","null","60","null","74","null","9","17","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","1164","128","null","null","232","94","null","null","131","null","73","null","33","40","null","null","112","null","75","null","64","null","62","null","92","72","null","null","9","15","null","null","57","null","42","null","44","null","35","null","101","null","71","null","107","58","null","null","68","null","41","null","35","31","null","null","5","8","null","null","37","null","40","null","37","47","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","1465","172","null","null","223","94","null","null","161","null","93","null","145","85","null","null","215","null","111","null","105","null","71","null","62","46","null","null","142","82","null","null","18","null","23","null","38","null","36","null","71","null","45","null","145","104","null","null","85","null","58","null","55","45","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","1058","159","null","null","302","128","null","null","123","null","96","null","57","57","null","null","207","null","111","null","35","null","44","null","140","80","null","null","13","20","null","null","27","null","32","null","33","null","45","null","60","null","41","null","0","132","null","null","28","null","33","null","33","34","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","834","151","null","null","139","104","null","null","126","null","70","null","88","58","null","null","47","null","54","null","52","null","63","null","4","16","null","null","13","21","null","null","99","null","74","null","47","null","45","null","91","null","97","null","80","77","null","null","39","null","36","null","0","132","null","null","9","16","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","31","29","null","null","10","18","null","null","0","null","132","null","0","132","null","null","11","null","17","null","0","null","132","null","10","16","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","427","99","null","null","24","18","null","null","59","null","40","null","78","41","null","null","37","null","28","null","26","null","25","null","15","19","null","null","18","21","null","null","32","null","25","null","18","null","24","null","24","null","28","null","72","58","null","null","24","null","23","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","573","145","null","null","133","78","null","null","12","null","17","null","15","17","null","null","39","null","46","null","57","null","53","null","65","62","null","null","45","24","null","null","10","null","16","null","56","null","51","null","38","null","31","null","56","67","null","null","34","null","29","null","3","5","null","null","10","15","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","230","90","null","null","4","7","null","null","7","null","8","null","3","6","null","null","77","null","78","null","0","null","132","null","39","36","null","null","5","9","null","null","12","null","13","null","15","null","24","null","6","null","8","null","31","39","null","null","10","null","17","null","2","4","null","null","0","132","null","null","19","null","25","null","0","132","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","139","65","null","null","13","21","null","null","0","null","132","null","24","40","null","null","0","null","132","null","0","null","132","null","8","14","null","null","17","28","null","null","12","null","19","null","34","null","58","null","23","null","27","null","0","132","null","null","8","null","15","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","50","40","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","11","null","19","null","0","132","null","null","0","132","null","null","0","null","132","null","12","null","20","null","16","null","26","null","0","132","null","null","11","null","17","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","147","58","null","null","10","15","null","null","0","null","132","null","0","132","null","null","0","null","132","null","49","null","36","null","48","48","null","null","0","132","null","null","12","null","21","null","17","null","26","null","11","null","18","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","383","127","null","null","94","86","null","null","43","null","48","null","43","66","null","null","14","null","24","null","0","null","132","null","0","132","null","null","38","43","null","null","9","null","16","null","0","null","132","null","79","null","47","null","63","53","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","87","56","null","null","17","25","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","13","22","null","null","0","null","132","null","14","null","23","null","15","null","23","null","0","132","null","null","28","null","38","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","187","128","null","null","114","117","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","21","24","null","null","15","25","null","null","0","null","132","null","0","null","132","null","37","null","43","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","377","141","null","null","17","27","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","28","44","null","null","92","78","null","null","0","null","132","null","0","null","132","null","0","null","132","null","8","13","null","null","96","null","95","null","84","65","null","null","22","36","null","null","0","null","132","null","30","44","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","262","98","null","null","21","33","null","null","27","null","43","null","0","132","null","null","17","null","23","null","16","null","19","null","22","25","null","null","56","57","null","null","0","null","132","null","0","null","132","null","32","null","31","null","26","29","null","null","20","null","24","null","15","23","null","null","10","17","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","257","148","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","54","78","null","null","23","37","null","null","0","null","132","null","64","null","73","null","50","null","81","null","5","8","null","null","34","null","37","null","0","132","null","null","27","43","null","null","0","null","132","null","0","132","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","204","96","null","null","24","28","null","null","0","null","132","null","13","22","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","12","null","21","null","7","null","14","null","0","null","132","null","0","132","null","null","23","null","28","null","75","56","null","null","0","132","null","null","0","null","132","null","50","70","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","285","87","null","null","11","18","null","null","0","null","132","null","8","14","null","null","0","null","132","null","0","null","132","null","8","13","null","null","0","132","null","null","25","null","31","null","49","null","63","null","19","null","23","null","14","22","null","null","69","null","50","null","0","132","null","null","48","39","null","null","34","null","37","null","0","132","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","391","135","null","null","12","20","null","null","11","null","19","null","23","30","null","null","10","null","16","null","30","null","36","null","65","71","null","null","59","54","null","null","0","null","132","null","0","null","132","null","48","null","60","null","22","26","null","null","57","null","50","null","7","12","null","null","37","39","null","null","0","null","132","null","10","16","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","219","102","null","null","0","132","null","null","16","null","25","null","0","132","null","null","0","null","132","null","42","null","33","null","0","132","null","null","56","70","null","null","0","null","132","null","40","null","60","null","31","null","36","null","8","15","null","null","16","null","28","null","0","132","null","null","0","132","null","null","10","null","20","null","0","132","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","213","93","null","null","18","23","null","null","0","null","132","null","0","132","null","null","0","null","132","null","22","null","31","null","0","132","null","null","10","16","null","null","0","null","132","null","11","null","17","null","0","null","132","null","0","132","null","null","30","null","48","null","73","61","null","null","14","22","null","null","35","null","33","null","0","132","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","77","54","null","null","0","132","null","null","16","null","24","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","20","null","30","null","33","31","null","null","0","132","null","null","0","null","132","null","8","13","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","144","87","null","null","0","132","null","null","20","null","32","null","0","132","null","null","37","null","49","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","23","null","35","null","36","null","51","null","7","12","null","null","21","null","24","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","922","186","null","null","38","43","null","null","131","null","83","null","39","44","null","null","84","null","102","null","8","null","14","null","127","107","null","null","38","52","null","null","26","null","27","null","116","null","82","null","68","null","78","null","101","89","null","null","102","null","152","null","25","31","null","null","19","31","null","null","0","null","132","null","0","132","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","256","85","null","null","21","31","null","null","23","null","26","null","5","8","null","null","0","null","132","null","37","null","38","null","26","29","null","null","0","132","null","null","9","null","14","null","10","null","16","null","31","null","29","null","40","56","null","null","41","null","31","null","0","132","null","null","0","132","null","null","13","null","19","null","0","132","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","289","91","null","null","34","50","null","null","0","null","132","null","9","17","null","null","19","null","21","null","33","null","44","null","47","38","null","null","7","12","null","null","13","null","15","null","0","null","132","null","29","null","29","null","43","48","null","null","11","null","19","null","29","32","null","null","0","132","null","null","15","null","23","null","0","132","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","98","81","null","null","18","41","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","65","null","76","null","0","132","null","null","0","null","132","null","15","25","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","230","110","null","null","0","132","null","null","39","null","60","null","31","36","null","null","0","null","132","null","8","null","13","null","14","24","null","null","0","132","null","null","0","null","132","null","0","null","132","null","9","null","15","null","20","24","null","null","45","null","42","null","0","132","null","null","0","132","null","null","64","null","89","null","0","132","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","195","78","null","null","20","33","null","null","10","null","16","null","40","32","null","null","0","null","132","null","7","null","11","null","2","13","null","null","19","29","null","null","4","null","11","null","0","null","132","null","14","null","29","null","33","39","null","null","15","null","18","null","18","28","null","null","13","21","null","null","0","null","132","null","0","132","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","340","123","null","null","9","16","null","null","0","null","132","null","56","89","null","null","68","null","44","null","52","null","42","null","0","132","null","null","0","132","null","null","0","null","132","null","24","null","37","null","36","null","37","null","75","59","null","null","11","null","17","null","0","132","null","null","0","132","null","null","0","null","132","null","9","15","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","57","52","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","39","49","null","null","0","132","null","null","8","null","14","null","0","null","132","null","0","null","132","null","10","16","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","68","52","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","34","40","null","null","0","null","132","null","0","null","132","null","0","null","132","null","12","19","null","null","7","null","12","null","0","132","null","null","0","132","null","null","15","null","25","null","0","132","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","495","142","null","null","61","61","null","null","9","null","15","null","10","20","null","null","27","null","29","null","35","null","41","null","85","85","null","null","30","38","null","null","9","null","20","null","28","null","34","null","58","null","57","null","20","29","null","null","86","null","68","null","3","20","null","null","34","47","null","null","0","null","132","null","0","132","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","140","68","null","null","8","13","null","null","10","null","17","null","8","13","null","null","0","null","132","null","14","null","24","null","0","132","null","null","33","45","null","null","19","null","20","null","0","null","132","null","0","null","132","null","26","31","null","null","22","null","26","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","180","98","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","23","38","null","null","30","null","35","null","82","88","null","null","0","132","null","null","30","null","34","null","15","24","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","203","119","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","46","34","null","null","0","null","132","null","0","null","132","null","0","null","132","null","43","53","null","null","92","null","108","null","0","132","null","null","22","35","null","null","0","null","132","null","0","132","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","90","69","null","null","0","132","null","null","0","null","132","null","21","34","null","null","28","null","32","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","30","46","null","null","6","null","9","null","0","132","null","null","0","132","null","null","0","null","132","null","5","7","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","118","80","null","null","0","132","null","null","32","null","51","null","0","132","null","null","0","null","132","null","29","null","43","null","0","132","null","null","0","132","null","null","21","null","25","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","36","55","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","317","79","null","null","24","30","null","null","79","null","52","null","24","25","null","null","10","null","12","null","17","null","20","null","50","56","null","null","15","20","null","null","17","null","27","null","12","null","13","null","18","null","28","null","18","16","null","null","22","null","17","null","4","8","null","null","0","132","null","null","7","null","11","null","0","132","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","13","16","null","null","0","132","null","null","0","null","132","null","7","11","null","null","0","null","132","null","0","null","132","null","6","10","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","98","98","null","null","0","132","null","null","0","null","132","null","64","93","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","34","37","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","227","131","null","null","13","22","null","null","0","null","132","null","13","21","null","null","8","null","15","null","13","null","28","null","107","121","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","30","37","null","null","0","null","132","null","27","34","null","null","0","132","null","null","16","null","22","null","0","132","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","127","60","null","null","0","132","null","null","9","null","12","null","7","11","null","null","7","null","11","null","28","null","42","null","13","21","null","null","0","132","null","null","6","null","10","null","0","null","132","null","18","null","22","null","16","19","null","null","15","null","17","null","8","14","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
