"GEO_ID","NAME","B19001I_001E","B19001I_001M","B19001I_001MA","B19001I_001EA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004M","B19001I_004MA","B19001I_004EA","B19001I_005E","B19001I_005EA","B19001I_005M","B19001I_005MA","B19001I_006E","B19001I_006EA","B19001I_006M","B19001I_006MA","B19001I_007E","B19001I_007M","B19001I_007MA","B19001I_007EA","B19001I_008E","B19001I_008M","B19001I_008MA","B19001I_008EA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011EA","B19001I_011M","B19001I_011MA","B19001I_012E","B19001I_012M","B19001I_012MA","B19001I_012EA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014M","B19001I_014MA","B19001I_014EA","B19001I_015E","B19001I_015M","B19001I_015MA","B19001I_015EA","B19001I_016E","B19001I_016EA","B19001I_016M","B19001I_016MA","B19001I_017E","B19001I_017M","B19001I_017MA","B19001I_017EA",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","44","67","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","44","null","67","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","71","81","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","36","null","58","null","18","28","null","null","0","132","null","null","17","null","26","null","0","132","null","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","31","36","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","16","24","null","null","15","null","25","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","40","47","null","null","0","132","null","null","0","null","132","null","0","132","null","null","30","null","43","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","10","16","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","119","67","null","null","34","52","null","null","11","null","19","null","0","132","null","null","0","null","132","null","11","null","17","null","0","132","null","null","0","132","null","null","37","null","46","null","0","null","132","null","26","null","41","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","185","123","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","20","null","31","null","0","132","null","null","0","132","null","null","0","null","132","null","49","null","52","null","0","null","132","null","116","118","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","81","73","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","26","null","31","null","0","null","132","null","0","null","132","null","41","63","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","14","22","null","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","64","49","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","13","null","21","null","37","40","null","null","0","132","null","null","0","null","132","null","14","22","null","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","16","25","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","16","null","25","null","0","132","null","null",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","120","72","null","null","22","33","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","39","null","47","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","27","null","42","null","32","35","null","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","24","28","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","14","null","23","null","10","17","null","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","108","97","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","13","null","21","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","74","null","84","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","21","34","null","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","48","60","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","48","60","null","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","55","41","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","15","26","null","null","0","null","132","null","17","null","27","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","12","19","null","null","0","null","132","null","11","20","null","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","38","38","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","12","21","null","null","0","132","null","null","6","null","11","null","20","31","null","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","71","73","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","10","null","16","null","0","null","132","null","0","null","132","null","0","132","null","null","12","null","20","null","0","132","null","null","0","132","null","null","0","null","132","null","49","67","null","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","30","32","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","2","10","null","null","0","132","null","null","14","null","23","null","14","22","null","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","83","64","null","null","0","132","null","null","0","null","132","null","0","132","null","null","30","null","48","null","0","null","132","null","8","15","null","null","30","35","null","null","0","null","132","null","0","null","132","null","15","null","25","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","27","31","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","14","24","null","null","0","132","null","null","13","null","21","null","0","132","null","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","189","117","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","52","null","65","null","0","132","null","null","14","21","null","null","13","null","22","null","0","null","132","null","7","null","11","null","13","21","null","null","0","null","132","null","0","132","null","null","90","97","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","40","39","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","10","null","18","null","0","null","132","null","17","25","null","null","13","null","21","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","70","51","null","null","14","22","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","40","44","null","null","0","null","132","null","0","null","132","null","16","null","20","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","59","47","null","null","0","132","null","null","4","null","7","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","13","null","20","null","0","null","132","null","14","23","null","null","0","null","132","null","0","132","null","null","14","23","null","null","0","null","132","null","14","23","null","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","99","56","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","12","19","null","null","0","132","null","null","0","null","132","null","13","null","20","null","27","null","32","null","16","25","null","null","0","null","132","null","11","19","null","null","0","132","null","null","12","null","19","null","8","13","null","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","138","72","null","null","15","24","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","28","null","45","null","0","null","132","null","35","null","47","null","0","132","null","null","31","null","31","null","15","26","null","null","0","132","null","null","0","null","132","null","14","24","null","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","116","70","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","14","null","21","null","7","12","null","null","26","33","null","null","0","null","132","null","0","null","132","null","25","null","31","null","0","132","null","null","0","null","132","null","26","33","null","null","0","132","null","null","9","null","15","null","9","14","null","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","13","22","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","13","null","22","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","73","51","null","null","8","14","null","null","22","null","35","null","6","10","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","21","null","32","null","0","null","132","null","7","11","null","null","0","null","132","null","9","13","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","237","103","null","null","0","132","null","null","34","null","56","null","0","132","null","null","75","null","60","null","0","null","132","null","48","71","null","null","33","54","null","null","0","null","132","null","11","null","17","null","0","null","132","null","11","18","null","null","25","null","38","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","177","106","null","null","88","86","null","null","14","null","23","null","0","132","null","null","0","null","132","null","0","null","132","null","16","28","null","null","0","132","null","null","0","null","132","null","0","null","132","null","34","null","56","null","25","30","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","54","50","null","null","0","132","null","null","0","null","132","null","14","19","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","40","45","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","90","62","null","null","0","132","null","null","7","null","11","null","32","41","null","null","0","null","132","null","0","null","132","null","10","18","null","null","0","132","null","null","0","null","132","null","0","null","132","null","11","null","17","null","0","132","null","null","30","null","44","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","578","149","null","null","0","132","null","null","39","null","44","null","30","35","null","null","15","null","25","null","75","null","80","null","27","30","null","null","0","132","null","null","0","null","132","null","51","null","79","null","132","null","107","null","64","84","null","null","102","null","104","null","0","132","null","null","43","68","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","89","71","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","27","null","42","null","45","55","null","null","0","132","null","null","17","null","27","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","392","155","null","null","0","132","null","null","21","null","35","null","39","61","null","null","24","null","38","null","40","null","66","null","35","54","null","null","0","132","null","null","19","null","22","null","40","null","44","null","11","null","17","null","24","37","null","null","57","null","40","null","67","78","null","null","15","23","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","169","106","null","null","24","28","null","null","15","null","27","null","0","132","null","null","28","null","46","null","0","null","132","null","0","132","null","null","14","23","null","null","0","null","132","null","0","null","132","null","0","null","132","null","12","19","null","null","59","null","72","null","0","132","null","null","0","132","null","null","17","null","30","null","0","132","null","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","259","116","null","null","4","16","null","null","0","null","132","null","34","54","null","null","40","null","55","null","0","null","132","null","28","46","null","null","0","132","null","null","0","null","132","null","14","null","23","null","119","null","100","null","0","132","null","null","0","null","132","null","20","36","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","112","63","null","null","0","132","null","null","0","null","132","null","11","17","null","null","0","null","132","null","12","null","18","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","45","55","null","null","23","null","25","null","10","16","null","null","11","17","null","null","0","null","132","null","0","132","null","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","381","115","null","null","34","55","null","null","25","null","30","null","0","132","null","null","29","null","27","null","33","null","50","null","0","132","null","null","12","23","null","null","0","null","132","null","71","null","78","null","44","null","53","null","0","132","null","null","48","null","60","null","11","18","null","null","13","19","null","null","0","null","132","null","61","74","null","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","115","45","null","null","0","132","null","null","57","null","65","null","0","132","null","null","0","null","132","null","0","null","132","null","35","30","null","null","23","29","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","439","93","null","null","48","51","null","null","0","null","132","null","0","132","null","null","0","null","132","null","71","null","86","null","0","132","null","null","0","132","null","null","99","null","72","null","24","null","32","null","59","null","50","null","83","74","null","null","9","null","16","null","46","52","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","210","141","null","null","95","89","null","null","39","null","44","null","0","132","null","null","0","null","132","null","40","null","62","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","36","null","55","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","262","88","null","null","24","42","null","null","0","null","132","null","0","132","null","null","28","null","23","null","70","null","56","null","25","38","null","null","19","23","null","null","28","null","33","null","0","null","132","null","42","null","43","null","0","132","null","null","26","null","36","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","164","77","null","null","0","132","null","null","0","null","132","null","0","132","null","null","13","null","19","null","34","null","55","null","0","132","null","null","39","40","null","null","0","null","132","null","0","null","132","null","10","null","17","null","21","22","null","null","36","null","34","null","11","17","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","19","30","null","null","19","30","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","567","149","null","null","0","132","null","null","27","null","36","null","49","50","null","null","27","null","30","null","141","null","98","null","39","54","null","null","150","103","null","null","48","null","50","null","31","null","43","null","55","null","51","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","528","147","null","null","6","16","null","null","67","null","72","null","26","21","null","null","17","null","25","null","58","null","72","null","62","70","null","null","37","60","null","null","68","null","79","null","60","null","64","null","29","null","37","null","77","63","null","null","0","null","132","null","8","14","null","null","0","132","null","null","9","null","16","null","4","11","null","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","28","27","null","null","11","17","null","null","0","null","132","null","7","11","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","10","null","16","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","235","89","null","null","0","132","null","null","22","null","25","null","32","41","null","null","28","null","46","null","41","null","52","null","22","36","null","null","6","10","null","null","9","null","14","null","10","null","16","null","0","null","132","null","65","62","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","381","218","null","null","42","52","null","null","11","null","18","null","49","60","null","null","11","null","18","null","177","null","160","null","10","17","null","null","7","12","null","null","0","null","132","null","0","null","132","null","21","null","33","null","8","15","null","null","43","null","56","null","0","132","null","null","0","132","null","null","0","null","132","null","2","7","null","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","514","166","null","null","114","83","null","null","34","null","55","null","78","68","null","null","52","null","61","null","28","null","32","null","66","66","null","null","12","22","null","null","13","null","21","null","14","null","23","null","44","null","55","null","59","83","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","277","115","null","null","24","29","null","null","0","null","132","null","33","53","null","null","35","null","57","null","0","null","132","null","0","132","null","null","33","54","null","null","0","null","132","null","33","null","51","null","39","null","43","null","53","59","null","null","27","null","31","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","213","139","null","null","0","132","null","null","36","null","62","null","0","132","null","null","32","null","55","null","0","null","132","null","0","132","null","null","5","19","null","null","67","null","74","null","33","null","47","null","0","null","132","null","0","132","null","null","0","null","132","null","40","58","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","290","88","null","null","0","132","null","null","24","null","40","null","29","36","null","null","85","null","76","null","28","null","39","null","0","132","null","null","8","13","null","null","13","null","20","null","28","null","33","null","14","null","23","null","0","132","null","null","21","null","23","null","0","132","null","null","24","31","null","null","16","null","25","null","0","132","null","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","307","132","null","null","14","24","null","null","10","null","18","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","34","54","null","null","16","null","26","null","0","null","132","null","27","null","33","null","63","56","null","null","66","null","66","null","0","132","null","null","10","17","null","null","67","null","78","null","0","132","null","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","159","58","null","null","0","132","null","null","0","null","132","null","12","20","null","null","0","null","132","null","38","null","36","null","0","132","null","null","0","132","null","null","0","null","132","null","12","null","18","null","0","null","132","null","12","18","null","null","62","null","38","null","12","18","null","null","0","132","null","null","0","null","132","null","11","17","null","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","219","104","null","null","0","132","null","null","4","null","14","null","0","132","null","null","16","null","25","null","12","null","20","null","34","57","null","null","45","57","null","null","31","null","49","null","18","null","27","null","0","null","132","null","35","31","null","null","13","null","21","null","0","132","null","null","0","132","null","null","0","null","132","null","11","18","null","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","195","88","null","null","0","132","null","null","0","null","132","null","9","14","null","null","0","null","132","null","12","null","16","null","10","16","null","null","0","132","null","null","52","null","67","null","0","null","132","null","58","null","55","null","17","25","null","null","15","null","21","null","12","20","null","null","10","19","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","155","98","null","null","12","20","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","31","32","null","null","0","132","null","null","6","null","14","null","0","null","132","null","57","null","60","null","0","132","null","null","41","null","50","null","0","132","null","null","0","132","null","null","8","null","14","null","0","132","null","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","340","145","null","null","29","43","null","null","32","null","52","null","81","91","null","null","43","null","67","null","18","null","33","null","11","21","null","null","0","132","null","null","0","null","132","null","59","null","57","null","32","null","39","null","13","20","null","null","0","null","132","null","0","132","null","null","8","18","null","null","14","null","23","null","0","132","null","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","391","157","null","null","12","19","null","null","23","null","28","null","15","23","null","null","46","null","71","null","20","null","35","null","58","74","null","null","56","64","null","null","0","null","132","null","25","null","28","null","65","null","68","null","42","48","null","null","29","null","39","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","158","70","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","14","null","23","null","11","18","null","null","0","132","null","null","25","null","25","null","15","null","22","null","6","null","10","null","48","53","null","null","6","null","10","null","33","42","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","287","117","null","null","0","132","null","null","0","null","132","null","13","22","null","null","41","null","66","null","42","null","64","null","11","18","null","null","0","132","null","null","60","null","61","null","0","null","132","null","43","null","39","null","11","17","null","null","0","null","132","null","12","18","null","null","38","58","null","null","16","null","27","null","0","132","null","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","611","149","null","null","45","61","null","null","26","null","42","null","36","57","null","null","73","null","82","null","53","null","58","null","88","69","null","null","42","51","null","null","57","null","66","null","12","null","18","null","74","null","81","null","53","50","null","null","0","null","132","null","0","132","null","null","21","32","null","null","0","null","132","null","31","38","null","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","598","176","null","null","111","97","null","null","77","null","95","null","0","132","null","null","0","null","132","null","26","null","40","null","39","38","null","null","40","63","null","null","61","null","78","null","0","null","132","null","39","null","37","null","85","80","null","null","35","null","33","null","0","132","null","null","23","35","null","null","19","null","28","null","43","45","null","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","121","71","null","null","0","132","null","null","23","null","32","null","19","22","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","11","null","18","null","2","10","null","null","0","null","132","null","52","55","null","null","11","16","null","null","3","null","9","null","0","132","null","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","279","114","null","null","67","68","null","null","0","null","132","null","0","132","null","null","10","null","16","null","14","null","22","null","37","58","null","null","0","132","null","null","0","null","132","null","0","null","132","null","26","null","41","null","50","60","null","null","14","null","22","null","61","46","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","182","95","null","null","9","14","null","null","39","null","57","null","8","14","null","null","0","null","132","null","0","null","132","null","0","132","null","null","37","58","null","null","11","null","18","null","13","null","14","null","0","null","132","null","0","132","null","null","29","null","24","null","36","36","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","235","92","null","null","0","132","null","null","16","null","26","null","0","132","null","null","15","null","23","null","12","null","22","null","7","14","null","null","12","21","null","null","30","null","36","null","54","null","70","null","73","null","68","null","0","132","null","null","8","null","17","null","8","26","null","null","0","132","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","115","72","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","11","18","null","null","17","19","null","null","0","null","132","null","4","null","14","null","0","null","132","null","22","33","null","null","8","null","13","null","36","45","null","null","17","30","null","null","0","null","132","null","0","132","null","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","89","58","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","9","null","15","null","0","132","null","null","0","null","132","null","39","56","null","null","0","132","null","null","17","null","24","null","24","28","null","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","157","56","null","null","0","132","null","null","16","null","32","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","17","26","null","null","0","null","132","null","0","null","132","null","0","null","132","null","24","27","null","null","23","null","25","null","50","48","null","null","14","21","null","null","13","null","21","null","0","132","null","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","72","52","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","9","17","null","null","0","null","132","null","0","null","132","null","0","null","132","null","0","132","null","null","28","null","31","null","0","132","null","null","13","17","null","null","0","null","132","null","22","33","null","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","224","97","null","null","0","132","null","null","26","null","42","null","0","132","null","null","0","null","132","null","0","null","132","null","8","13","null","null","15","20","null","null","0","null","132","null","0","null","132","null","0","null","132","null","36","45","null","null","19","null","24","null","59","48","null","null","0","132","null","null","36","null","41","null","25","24","null","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","440","156","null","null","29","38","null","null","0","null","132","null","68","80","null","null","14","null","22","null","63","null","69","null","40","61","null","null","43","64","null","null","15","null","23","null","0","null","132","null","68","null","65","null","60","62","null","null","0","null","132","null","19","22","null","null","0","132","null","null","21","null","32","null","0","132","null","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","878","115","null","null","136","66","null","null","12","null","13","null","45","41","null","null","79","null","51","null","48","null","41","null","62","36","null","null","25","24","null","null","84","null","54","null","21","null","27","null","48","null","35","null","94","62","null","null","150","null","59","null","35","28","null","null","28","23","null","null","11","null","14","null","0","132","null","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","634","161","null","null","15","25","null","null","35","null","53","null","55","59","null","null","44","null","55","null","27","null","30","null","64","67","null","null","82","84","null","null","125","null","79","null","16","null","25","null","21","null","36","null","86","88","null","null","49","null","56","null","0","132","null","null","0","132","null","null","15","null","24","null","0","132","null","null",
