"GEO_ID","NAME","B19001I_001E","B19001I_001EA","B19001I_001M","B19001I_001MA","B19001I_002E","B19001I_002EA","B19001I_002M","B19001I_002MA","B19001I_003E","B19001I_003M","B19001I_003MA","B19001I_003EA","B19001I_004E","B19001I_004M","B19001I_004MA","B19001I_004EA","B19001I_005E","B19001I_005M","B19001I_005MA","B19001I_005EA","B19001I_006E","B19001I_006EA","B19001I_006M","B19001I_006MA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008M","B19001I_008MA","B19001I_008EA","B19001I_009E","B19001I_009M","B19001I_009MA","B19001I_009EA","B19001I_010E","B19001I_010M","B19001I_010MA","B19001I_010EA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012EA","B19001I_012M","B19001I_012MA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015EA","B19001I_015M","B19001I_015MA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","6","null","10","null","0","null","101","null","0","101","null","null","6","10","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","3","null","4","null","3","null","4","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","15","null","17","null","0","null","101","null","0","101","null","null","7","11","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","8","13","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","4","null","6","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","4","null","6","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","17","null","20","null","9","null","13","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","8","14","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","40","null","45","null","0","null","101","null","0","101","null","null","6","9","null","null","0","101","null","null","0","null","101","null","34","null","44","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","157","null","71","null","25","null","20","null","12","14","null","null","8","15","null","null","0","101","null","null","10","null","18","null","9","null","15","null","5","8","null","null","0","101","null","null","14","15","null","null","45","46","null","null","0","null","101","null","29","null","33","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","252","null","104","null","67","null","61","null","13","20","null","null","13","23","null","null","0","101","null","null","73","null","92","null","12","null","20","null","41","37","null","null","4","8","null","null","20","32","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","9","null","16","null","0","101","null","null","0","null","101","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","315","null","142","null","44","null","38","null","28","34","null","null","13","22","null","null","36","36","null","null","6","null","8","null","61","null","80","null","15","24","null","null","0","101","null","null","17","30","null","null","41","42","null","null","0","null","101","null","46","null","68","null","8","null","15","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","144","null","65","null","27","null","27","null","16","21","null","null","10","13","null","null","26","41","null","null","0","null","101","null","4","null","6","null","5","8","null","null","6","10","null","null","0","101","null","null","13","18","null","null","16","null","27","null","9","null","14","null","7","null","11","null","2","null","3","null","3","5","null","null","0","null","101","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","159","null","52","null","24","null","23","null","5","9","null","null","34","28","null","null","19","17","null","null","0","null","101","null","10","null","12","null","5","8","null","null","0","101","null","null","14","16","null","null","0","101","null","null","22","null","21","null","8","null","10","null","9","null","14","null","2","null","4","null","0","101","null","null","7","null","10","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","382","null","140","null","24","null","40","null","12","20","null","null","0","101","null","null","17","26","null","null","52","null","64","null","18","null","21","null","0","101","null","null","43","69","null","null","11","21","null","null","51","54","null","null","77","null","86","null","12","null","19","null","0","null","101","null","50","null","65","null","15","25","null","null","0","null","101","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","551","null","128","null","39","null","45","null","59","50","null","null","54","52","null","null","82","79","null","null","116","null","88","null","29","null","40","null","15","27","null","null","19","31","null","null","0","101","null","null","82","54","null","null","37","null","45","null","0","null","101","null","0","null","101","null","19","null","30","null","0","101","null","null","0","null","101","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","101","null","81","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","51","null","67","null","9","null","14","null","0","101","null","null","26","33","null","null","0","101","null","null","15","17","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","363","null","136","null","14","null","24","null","0","101","null","null","23","38","null","null","0","101","null","null","24","null","47","null","16","null","27","null","18","38","null","null","27","34","null","null","32","44","null","null","92","36","null","null","0","null","101","null","82","null","101","null","14","null","30","null","0","null","101","null","21","32","null","null","0","null","101","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","103","null","96","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","47","null","76","null","0","null","101","null","0","101","null","null","11","17","null","null","0","101","null","null","0","101","null","null","45","null","35","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","49","null","36","null","3","null","6","null","14","20","null","null","0","101","null","null","9","14","null","null","0","null","101","null","0","null","101","null","3","5","null","null","0","101","null","null","0","101","null","null","3","6","null","null","17","null","27","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","202","null","72","null","31","null","33","null","45","54","null","null","0","101","null","null","6","10","null","null","0","null","101","null","43","null","37","null","0","101","null","null","6","8","null","null","0","101","null","null","18","21","null","null","3","null","6","null","17","null","18","null","20","null","31","null","0","null","101","null","7","11","null","null","6","null","10","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","226","null","61","null","14","null","13","null","12","9","null","null","9","12","null","null","30","19","null","null","10","null","10","null","2","null","3","null","27","24","null","null","7","7","null","null","23","22","null","null","39","27","null","null","11","null","15","null","25","null","21","null","12","null","15","null","0","null","101","null","5","6","null","null","0","null","101","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","504","null","119","null","100","null","61","null","83","66","null","null","10","19","null","null","25","28","null","null","0","null","101","null","93","null","69","null","38","43","null","null","0","101","null","null","53","58","null","null","38","42","null","null","32","null","40","null","32","null","48","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","1233","null","137","null","178","null","83","null","132","85","null","null","102","84","null","null","96","68","null","null","160","null","103","null","46","null","49","null","56","53","null","null","26","44","null","null","47","34","null","null","90","63","null","null","111","null","49","null","109","null","52","null","13","null","22","null","18","null","19","null","35","34","null","null","14","null","15","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","1411","null","162","null","218","null","98","null","140","73","null","null","94","61","null","null","195","105","null","null","115","null","72","null","52","null","45","null","112","71","null","null","129","79","null","null","37","27","null","null","30","29","null","null","86","null","71","null","150","null","83","null","53","null","40","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","1103","null","164","null","207","null","103","null","196","117","null","null","36","39","null","null","256","133","null","null","68","null","65","null","101","null","71","null","14","24","null","null","11","18","null","null","48","55","null","null","74","42","null","null","0","null","101","null","51","null","48","null","41","null","43","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","837","null","116","null","134","null","79","null","189","90","null","null","105","73","null","null","34","34","null","null","79","null","66","null","6","null","18","null","9","19","null","null","12","21","null","null","62","55","null","null","28","33","null","null","129","null","98","null","41","null","39","null","0","null","101","null","9","null","16","null","0","101","null","null","0","null","101","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","37","null","34","null","12","null","20","null","0","101","null","null","0","101","null","null","12","19","null","null","0","null","101","null","13","null","20","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","438","null","115","null","27","null","21","null","36","34","null","null","89","46","null","null","34","34","null","null","38","null","35","null","23","null","22","null","16","19","null","null","42","43","null","null","10","17","null","null","43","40","null","null","55","null","53","null","25","null","21","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","441","null","113","null","117","null","76","null","9","14","null","null","9","10","null","null","32","36","null","null","41","null","50","null","27","null","24","null","52","38","null","null","26","21","null","null","15","17","null","null","16","18","null","null","57","null","54","null","32","null","23","null","2","null","6","null","6","null","10","null","0","101","null","null","0","null","101","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","241","null","87","null","3","null","5","null","6","7","null","null","9","11","null","null","55","61","null","null","12","null","17","null","30","null","31","null","3","5","null","null","3","6","null","null","15","22","null","null","0","101","null","null","31","null","40","null","52","null","47","null","2","null","3","null","0","null","101","null","20","27","null","null","0","null","101","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","136","null","77","null","13","null","20","null","0","101","null","null","29","52","null","null","0","101","null","null","13","null","21","null","7","null","12","null","15","25","null","null","8","13","null","null","25","41","null","null","9","15","null","null","11","null","18","null","6","null","9","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","21","null","24","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","11","19","null","null","0","null","101","null","10","null","14","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","249","null","94","null","44","null","54","null","0","101","null","null","0","101","null","null","13","24","null","null","69","null","79","null","74","null","42","null","20","36","null","null","9","17","null","null","0","101","null","null","10","15","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","10","16","null","null","0","null","101","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","442","null","138","null","57","null","70","null","69","86","null","null","51","78","null","null","16","26","null","null","44","null","60","null","0","null","101","null","0","101","null","null","15","25","null","null","16","27","null","null","99","48","null","null","75","null","70","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","236","null","93","null","15","null","23","null","0","101","null","null","0","101","null","null","44","50","null","null","0","null","101","null","0","null","101","null","12","18","null","null","0","101","null","null","0","101","null","null","92","72","null","null","0","null","101","null","40","null","49","null","14","null","24","null","19","null","31","null","0","101","null","null","0","null","101","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","254","null","143","null","59","null","62","null","0","101","null","null","0","101","null","null","0","101","null","null","80","null","121","null","33","null","50","null","14","25","null","null","27","39","null","null","0","101","null","null","0","101","null","null","41","null","57","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","380","null","139","null","53","null","56","null","0","101","null","null","0","101","null","null","18","28","null","null","0","null","101","null","0","null","101","null","62","70","null","null","0","101","null","null","0","101","null","null","0","101","null","null","54","null","62","null","104","null","89","null","55","null","64","null","18","null","31","null","0","101","null","null","16","null","28","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","319","null","86","null","26","null","41","null","42","41","null","null","0","101","null","null","37","32","null","null","14","null","18","null","10","null","16","null","38","41","null","null","25","41","null","null","0","101","null","null","22","34","null","null","4","null","12","null","35","null","32","null","0","null","101","null","18","null","33","null","48","56","null","null","0","null","101","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","248","null","130","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","36","null","55","null","17","28","null","null","0","101","null","null","0","101","null","null","59","74","null","null","57","null","82","null","38","null","40","null","0","null","101","null","41","null","53","null","0","101","null","null","0","null","101","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","268","null","126","null","24","null","27","null","0","101","null","null","13","21","null","null","0","101","null","null","61","null","87","null","0","null","101","null","0","101","null","null","0","101","null","null","12","24","null","null","0","101","null","null","0","null","101","null","32","null","39","null","81","null","52","null","0","null","101","null","0","101","null","null","45","null","60","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","308","null","98","null","0","null","101","null","0","101","null","null","0","101","null","null","9","14","null","null","0","null","101","null","9","null","14","null","0","101","null","null","29","34","null","null","49","57","null","null","0","101","null","null","15","null","23","null","102","null","81","null","0","null","101","null","36","null","37","null","36","40","null","null","23","null","35","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","321","null","128","null","10","null","16","null","0","101","null","null","19","28","null","null","0","101","null","null","11","null","25","null","11","null","18","null","38","47","null","null","54","67","null","null","0","101","null","null","41","41","null","null","22","null","26","null","63","null","50","null","7","null","13","null","39","null","39","null","0","101","null","null","6","null","12","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","234","null","102","null","13","null","24","null","28","40","null","null","0","101","null","null","0","101","null","null","31","null","27","null","0","null","101","null","25","34","null","null","0","101","null","null","52","80","null","null","22","36","null","null","34","null","39","null","15","null","28","null","0","null","101","null","0","null","101","null","14","19","null","null","0","null","101","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","200","null","75","null","19","null","24","null","37","44","null","null","0","101","null","null","0","101","null","null","0","null","101","null","26","null","40","null","0","101","null","null","0","101","null","null","30","34","null","null","0","101","null","null","0","null","101","null","0","null","101","null","29","null","29","null","18","null","31","null","41","37","null","null","0","null","101","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","69","null","47","null","0","null","101","null","22","34","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","7","null","10","null","13","null","18","null","18","null","19","null","0","null","101","null","0","101","null","null","9","null","15","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","126","null","75","null","0","null","101","null","25","43","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","5","10","null","null","14","24","null","null","0","101","null","null","38","null","44","null","30","null","34","null","14","null","22","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","836","null","197","null","28","null","35","null","105","92","null","null","104","79","null","null","53","84","null","null","24","null","32","null","110","null","104","null","125","100","null","null","34","37","null","null","107","85","null","null","25","27","null","null","45","null","55","null","59","null","74","null","9","null","15","null","8","null","18","null","0","101","null","null","0","null","101","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","310","null","97","null","28","null","31","null","67","62","null","null","4","7","null","null","0","101","null","null","34","null","39","null","13","null","21","null","0","101","null","null","10","17","null","null","11","16","null","null","16","18","null","null","17","null","21","null","41","null","39","null","12","null","20","null","9","null","17","null","48","56","null","null","0","null","101","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","277","null","98","null","24","null","38","null","0","101","null","null","0","101","null","null","0","101","null","null","34","null","42","null","17","null","20","null","8","12","null","null","14","18","null","null","16","23","null","null","49","45","null","null","61","null","57","null","0","null","101","null","26","null","26","null","16","null","22","null","12","19","null","null","0","null","101","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","69","null","73","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","29","44","null","null","40","null","63","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","182","null","91","null","0","null","101","null","0","101","null","null","56","61","null","null","0","101","null","null","9","null","14","null","17","null","27","null","0","101","null","null","0","101","null","null","0","101","null","null","6","11","null","null","10","null","15","null","49","null","42","null","0","null","101","null","0","null","101","null","35","56","null","null","0","null","101","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","167","null","63","null","18","null","35","null","0","101","null","null","35","28","null","null","0","101","null","null","0","null","101","null","17","null","25","null","13","19","null","null","9","13","null","null","0","101","null","null","10","16","null","null","25","null","31","null","15","null","17","null","17","null","27","null","8","null","16","null","0","101","null","null","0","null","101","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","312","null","111","null","59","null","66","null","0","101","null","null","0","101","null","null","56","46","null","null","30","null","37","null","21","null","33","null","0","101","null","null","20","33","null","null","29","47","null","null","15","29","null","null","23","null","27","null","39","null","40","null","0","null","101","null","0","null","101","null","12","20","null","null","8","null","14","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","52","null","39","null","7","null","8","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","21","null","33","null","8","12","null","null","9","15","null","null","0","101","null","null","0","101","null","null","7","null","11","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","119","null","86","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","33","51","null","null","14","24","null","null","0","101","null","null","0","101","null","null","37","null","41","null","12","null","19","null","0","null","101","null","0","null","101","null","23","39","null","null","0","null","101","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","467","null","129","null","45","null","42","null","11","20","null","null","6","12","null","null","25","32","null","null","44","null","47","null","19","null","29","null","14","21","null","null","26","28","null","null","0","101","null","null","88","70","null","null","8","null","15","null","156","null","104","null","17","null","29","null","8","null","19","null","0","101","null","null","0","null","101","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","119","null","58","null","15","null","18","null","5","10","null","null","12","13","null","null","0","101","null","null","0","null","101","null","0","null","101","null","17","23","null","null","15","18","null","null","0","101","null","null","0","101","null","null","15","null","23","null","10","null","19","null","30","null","36","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","206","null","61","null","40","null","56","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","14","null","23","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","26","null","41","null","16","null","26","null","0","null","101","null","0","null","101","null","60","55","null","null","50","null","56","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","121","null","61","null","0","null","101","null","0","101","null","null","0","101","null","null","15","28","null","null","0","null","101","null","0","null","101","null","53","32","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","20","null","38","null","0","null","101","null","33","null","50","null","0","101","null","null","0","null","101","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","66","null","51","null","0","null","101","null","0","101","null","null","23","37","null","null","29","31","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","14","null","22","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","61","null","67","null","0","null","101","null","25","38","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","36","null","55","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","339","null","72","null","30","null","27","null","84","56","null","null","14","20","null","null","18","21","null","null","12","null","18","null","55","null","55","null","15","21","null","null","0","101","null","null","31","37","null","null","29","36","null","null","22","null","19","null","17","null","23","null","4","null","11","null","0","null","101","null","8","12","null","null","0","null","101","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","21","null","21","null","0","null","101","null","0","101","null","null","0","101","null","null","6","9","null","null","0","null","101","null","6","null","8","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","9","null","16","null","0","null","101","null","0","null","101","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","90","null","87","null","0","null","101","null","0","101","null","null","60","82","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","30","null","35","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","210","null","87","null","46","null","56","null","0","101","null","null","11","18","null","null","10","16","null","null","32","null","33","null","71","null","67","null","0","101","null","null","13","22","null","null","0","101","null","null","7","11","null","null","11","null","21","null","0","null","101","null","9","null","19","null","0","null","101","null","0","101","null","null","0","null","101","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","152","null","76","null","0","null","101","null","10","13","null","null","8","14","null","null","0","101","null","null","33","null","47","null","10","null","16","null","0","101","null","null","34","43","null","null","0","101","null","null","18","21","null","null","14","null","16","null","17","null","20","null","8","null","12","null","0","null","101","null","0","101","null","null","0","null","101","null",
