"GEO_ID","NAME","B19001I_001E","B19001I_001EA","B19001I_001M","B19001I_001MA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005EA","B19001I_005M","B19001I_005MA","B19001I_006E","B19001I_006EA","B19001I_006M","B19001I_006MA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008EA","B19001I_008M","B19001I_008MA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012EA","B19001I_012M","B19001I_012MA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015EA","B19001I_015M","B19001I_015MA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","207","null","100","null","0","13","null","null","0","null","13","null","0","null","13","null","37","null","56","null","10","null","18","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","17","null","0","13","null","null","0","null","13","null","19","null","22","null","86","null","64","null","37","null","45","null","0","13","null","null","8","null","17","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","289","null","113","null","17","30","null","null","0","null","19","null","0","null","19","null","17","null","29","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","39","null","57","null","43","null","45","null","79","null","89","null","18","null","29","null","27","39","null","null","49","null","82","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","61","null","34","null","0","13","null","null","0","null","13","null","0","null","13","null","10","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","21","null","18","null","0","null","13","null","22","null","28","null","0","null","13","null","8","14","null","null","0","null","13","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","200","null","88","null","14","21","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","17","null","0","null","13","null","0","null","13","null","0","13","null","null","58","null","52","null","67","null","63","null","27","null","32","null","0","null","13","null","15","23","null","null","8","null","12","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","162","null","76","null","0","13","null","null","0","null","13","null","0","null","13","null","14","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","22","null","11","18","null","null","25","null","31","null","34","null","37","null","13","null","19","null","51","null","45","null","0","13","null","null","0","null","13","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","560","null","279","null","32","53","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","36","null","42","null","34","null","33","null","41","null","51","null","0","null","13","null","47","58","null","null","106","null","115","null","95","null","78","null","148","null","212","null","0","null","13","null","21","29","null","null","0","null","13","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","219","null","74","null","0","13","null","null","0","null","13","null","23","null","36","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","22","null","35","null","0","null","13","null","48","43","null","null","5","null","9","null","52","null","54","null","35","null","35","null","0","null","13","null","8","15","null","null","26","null","31","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","588","null","157","null","47","43","null","null","28","null","30","null","21","null","33","null","37","null","36","null","0","null","13","null","50","null","45","null","60","null","80","null","61","null","45","null","28","null","26","null","62","61","null","null","97","null","77","null","91","null","96","null","6","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","218","null","83","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","6","null","9","null","0","null","13","null","12","null","15","null","0","null","13","null","0","null","13","null","15","19","null","null","116","null","79","null","54","null","45","null","15","null","15","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","167","null","147","null","21","34","null","null","13","null","20","null","29","null","46","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","10","null","17","null","86","null","138","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","144","null","109","null","0","19","null","null","0","null","19","null","46","null","53","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","71","null","91","null","0","19","null","null","17","null","26","null","0","null","19","null","10","null","16","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","99","null","77","null","0","13","null","null","28","null","34","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","14","23","null","null","14","null","23","null","1","null","2","null","0","null","13","null","42","null","68","null","0","13","null","null","0","null","13","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","466","null","206","null","46","54","null","null","0","null","19","null","0","null","19","null","18","null","29","null","0","null","19","null","0","null","19","null","0","null","19","null","119","null","162","null","26","null","43","null","0","19","null","null","51","null","60","null","24","null","53","null","31","null","52","null","151","null","110","null","0","19","null","null","0","null","19","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","763","null","179","null","31","50","null","null","20","null","22","null","12","null","21","null","0","null","19","null","35","null","40","null","55","null","52","null","27","null","42","null","42","null","39","null","38","null","43","null","71","62","null","null","94","null","60","null","197","null","149","null","32","null","36","null","64","null","53","null","13","19","null","null","32","null","38","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","387","null","87","null","14","17","null","null","0","null","13","null","21","null","23","null","0","null","13","null","23","null","36","null","10","null","17","null","0","null","13","null","19","null","29","null","21","null","32","null","68","59","null","null","76","null","70","null","101","null","82","null","0","null","13","null","0","null","13","null","10","16","null","null","24","null","30","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","909","null","253","null","0","19","null","null","22","null","40","null","0","null","19","null","0","null","19","null","24","null","43","null","72","null","76","null","0","null","19","null","229","null","231","null","139","null","135","null","164","177","null","null","9","null","18","null","172","null","146","null","0","null","19","null","23","null","38","null","55","54","null","null","0","null","19","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","284","null","96","null","0","13","null","null","24","null","35","null","0","null","13","null","8","null","14","null","0","null","13","null","6","null","10","null","34","null","44","null","0","null","13","null","0","null","13","null","0","13","null","null","49","null","46","null","52","null","44","null","65","null","49","null","0","null","13","null","0","13","null","null","46","null","45","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","468","null","279","null","15","23","null","null","24","null","40","null","13","null","20","null","14","null","22","null","11","null","20","null","181","null","271","null","33","null","50","null","0","null","13","null","0","null","13","null","65","75","null","null","40","null","35","null","46","null","64","null","20","null","26","null","0","null","13","null","0","13","null","null","6","null","9","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","538","null","157","null","118","92","null","null","0","null","19","null","0","null","19","null","22","null","34","null","41","null","61","null","0","null","19","null","0","null","19","null","43","null","58","null","45","null","51","null","29","33","null","null","0","null","19","null","55","null","41","null","135","null","77","null","33","null","48","null","0","19","null","null","17","null","34","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","380","null","82","null","7","10","null","null","0","null","13","null","21","null","24","null","70","null","56","null","2","null","3","null","51","null","41","null","8","null","14","null","26","null","20","null","10","null","15","null","41","38","null","null","57","null","37","null","30","null","26","null","18","null","21","null","31","null","23","null","8","14","null","null","0","null","13","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","232","null","76","null","0","13","null","null","0","null","13","null","0","null","13","null","34","null","33","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","42","39","null","null","30","null","39","null","13","null","36","null","66","null","43","null","33","null","40","null","6","16","null","null","0","null","13","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","1274","null","435","null","14","24","null","null","41","null","69","null","21","null","33","null","70","null","76","null","85","null","122","null","16","null","33","null","50","null","73","null","59","null","69","null","71","null","110","null","61","71","null","null","0","null","19","null","650","null","396","null","65","null","65","null","71","null","67","null","0","19","null","null","0","null","19","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","764","null","76","null","37","45","null","null","25","null","30","null","12","null","23","null","78","null","61","null","46","null","57","null","23","null","29","null","134","null","110","null","12","null","14","null","6","null","10","null","134","87","null","null","61","null","59","null","77","null","49","null","58","null","67","null","35","null","45","null","7","13","null","null","19","null","31","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","1182","null","285","null","24","28","null","null","28","null","30","null","8","null","14","null","50","null","44","null","57","null","52","null","64","null","54","null","166","null","181","null","62","null","64","null","46","null","51","null","75","55","null","null","192","null","102","null","260","null","256","null","50","null","43","null","65","null","61","null","35","35","null","null","0","null","19","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","963","null","200","null","111","172","null","null","25","null","28","null","0","null","19","null","8","null","15","null","69","null","53","null","32","null","32","null","71","null","69","null","0","null","19","null","44","null","46","null","137","112","null","null","166","null","90","null","97","null","53","null","119","null","78","null","36","null","39","null","8","14","null","null","40","null","63","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","698","null","118","null","11","17","null","null","11","null","17","null","32","null","49","null","41","null","49","null","31","null","36","null","8","null","13","null","17","null","19","null","96","null","70","null","53","null","59","null","17","20","null","null","136","null","91","null","145","null","63","null","53","null","41","null","19","null","29","null","28","40","null","null","0","null","19","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","956","null","164","null","9","14","null","null","0","null","19","null","20","null","32","null","41","null","41","null","0","null","19","null","26","null","30","null","103","null","97","null","47","null","54","null","22","null","35","null","107","75","null","null","256","null","99","null","218","null","131","null","41","null","44","null","16","null","20","null","22","33","null","null","28","null","49","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","425","null","106","null","10","16","null","null","8","null","12","null","0","null","13","null","6","null","9","null","33","null","39","null","9","null","15","null","0","null","13","null","0","null","13","null","10","null","15","null","61","89","null","null","66","null","38","null","113","null","60","null","67","null","50","null","0","null","13","null","22","22","null","null","20","null","29","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","745","null","190","null","70","92","null","null","21","null","26","null","45","null","74","null","0","null","13","null","18","null","30","null","61","null","68","null","79","null","126","null","0","null","13","null","0","null","13","null","59","62","null","null","117","null","92","null","31","null","38","null","134","null","92","null","28","null","46","null","12","20","null","null","70","null","78","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","1033","null","286","null","10","15","null","null","29","null","34","null","0","null","19","null","46","null","49","null","50","null","53","null","109","null","78","null","6","null","10","null","19","null","31","null","15","null","25","null","41","40","null","null","230","null","228","null","256","null","150","null","124","null","83","null","74","null","67","null","12","18","null","null","12","null","20","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","231","null","82","null","7","12","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","16","null","27","null","8","null","13","null","0","null","13","null","0","13","null","null","7","null","12","null","54","null","50","null","65","null","60","null","30","null","37","null","29","38","null","null","15","null","18","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","449","null","103","null","24","40","null","null","0","null","13","null","24","null","38","null","0","null","13","null","24","null","42","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null","66","83","null","null","71","null","58","null","63","null","62","null","22","null","29","null","81","null","73","null","62","82","null","null","7","null","15","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","271","null","100","null","3","6","null","null","0","null","13","null","62","null","55","null","0","null","13","null","6","null","23","null","21","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","14","20","null","null","4","null","7","null","38","null","39","null","106","null","76","null","0","null","13","null","10","15","null","null","7","null","13","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","754","null","325","null","19","32","null","null","10","null","16","null","15","null","25","null","0","null","19","null","189","null","259","null","67","null","81","null","10","null","17","null","29","null","31","null","0","null","19","null","182","188","null","null","24","null","37","null","41","null","41","null","119","null","88","null","0","null","19","null","49","50","null","null","0","null","19","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","624","null","199","null","11","17","null","null","0","null","19","null","3","null","4","null","12","null","19","null","22","null","24","null","31","null","35","null","0","null","19","null","0","null","19","null","0","null","19","null","68","54","null","null","37","null","50","null","285","null","179","null","78","null","65","null","24","null","29","null","17","26","null","null","36","null","34","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","739","null","147","null","69","67","null","null","0","null","13","null","0","null","13","null","12","null","20","null","108","null","121","null","44","null","53","null","29","null","48","null","40","null","56","null","43","null","55","null","64","61","null","null","169","null","97","null","81","null","69","null","0","null","13","null","35","null","27","null","8","18","null","null","37","null","46","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","588","null","254","null","5","9","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","21","null","0","null","13","null","0","null","13","null","0","null","13","null","108","70","null","null","9","null","13","null","149","null","62","null","95","null","59","null","52","null","46","null","148","254","null","null","7","null","11","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","673","null","106","null","7","13","null","null","30","null","49","null","0","null","19","null","0","null","19","null","15","null","18","null","30","null","44","null","63","null","56","null","0","null","19","null","9","null","14","null","71","57","null","null","44","null","45","null","62","null","62","null","142","null","89","null","79","null","56","null","121","76","null","null","0","null","19","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","735","null","105","null","97","76","null","null","30","null","41","null","38","null","58","null","0","null","13","null","16","null","27","null","59","null","64","null","69","null","67","null","20","null","26","null","0","null","13","null","25","38","null","null","70","null","61","null","88","null","73","null","49","null","48","null","20","null","28","null","77","65","null","null","77","null","57","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","882","null","141","null","50","49","null","null","40","null","45","null","17","null","21","null","27","null","40","null","0","null","13","null","77","null","59","null","122","null","92","null","4","null","6","null","33","null","38","null","70","53","null","null","43","null","39","null","200","null","124","null","78","null","61","null","27","null","31","null","34","41","null","null","60","null","58","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","950","null","165","null","0","19","null","null","0","null","19","null","17","null","29","null","0","null","19","null","32","null","53","null","0","null","19","null","0","null","19","null","16","null","27","null","87","null","62","null","97","78","null","null","153","null","104","null","191","null","104","null","149","null","122","null","90","null","58","null","91","71","null","null","27","null","29","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","1096","null","229","null","0","19","null","null","10","null","20","null","59","null","61","null","0","null","19","null","0","null","19","null","0","null","19","null","32","null","37","null","26","null","31","null","66","null","64","null","130","71","null","null","92","null","66","null","339","null","180","null","201","null","79","null","108","null","100","null","6","10","null","null","27","null","35","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","708","null","85","null","9","13","null","null","0","null","13","null","0","null","13","null","10","null","15","null","5","null","9","null","12","null","20","null","8","null","12","null","15","null","25","null","15","null","16","null","54","52","null","null","126","null","64","null","235","null","87","null","85","null","50","null","74","null","50","null","19","23","null","null","41","null","39","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","558","null","98","null","28","29","null","null","0","null","13","null","6","null","9","null","16","null","26","null","19","null","21","null","7","null","9","null","10","null","16","null","20","null","27","null","56","null","40","null","39","40","null","null","57","null","41","null","95","null","60","null","144","null","91","null","0","null","13","null","42","47","null","null","19","null","30","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","627","null","70","null","37","30","null","null","21","null","27","null","5","null","9","null","41","null","35","null","7","null","12","null","33","null","22","null","14","null","20","null","7","null","10","null","33","null","29","null","91","53","null","null","154","null","57","null","96","null","48","null","34","null","31","null","17","null","17","null","37","32","null","null","0","null","13","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","877","null","208","null","67","58","null","null","64","null","67","null","0","null","13","null","137","null","180","null","62","null","59","null","0","null","13","null","0","null","13","null","42","null","44","null","74","null","63","null","119","80","null","null","113","null","67","null","54","null","49","null","117","null","93","null","21","null","33","null","7","16","null","null","0","null","13","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","740","null","139","null","28","27","null","null","32","null","47","null","0","null","19","null","11","null","16","null","11","null","18","null","31","null","37","null","0","null","19","null","31","null","50","null","78","null","55","null","62","59","null","null","122","null","70","null","150","null","89","null","7","null","13","null","127","null","79","null","31","37","null","null","19","null","31","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","1014","null","246","null","0","19","null","null","0","null","19","null","13","null","20","null","0","null","19","null","32","null","48","null","0","null","19","null","12","null","22","null","41","null","43","null","12","null","22","null","78","71","null","null","107","null","88","null","164","null","82","null","322","null","242","null","159","null","103","null","74","61","null","null","0","null","19","null",
"1400000US04013082212","Census Tract 822.12, Maricopa County, Arizona","1223","null","379","null","61","95","null","null","0","null","19","null","0","null","19","null","0","null","19","null","46","null","75","null","0","null","19","null","6","null","15","null","6","null","9","null","42","null","50","null","232","156","null","null","50","null","71","null","305","null","184","null","276","null","354","null","0","null","19","null","189","156","null","null","10","null","29","null",
"1400000US04013082213","Census Tract 822.13, Maricopa County, Arizona","1132","null","155","null","0","19","null","null","0","null","19","null","10","null","17","null","0","null","19","null","80","null","102","null","65","null","90","null","0","null","19","null","52","null","62","null","66","null","81","null","148","121","null","null","20","null","35","null","252","null","143","null","233","null","161","null","38","null","49","null","127","99","null","null","41","null","55","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","1861","null","250","null","95","85","null","null","262","null","322","null","26","null","30","null","120","null","119","null","180","null","182","null","44","null","68","null","62","null","56","null","143","null","136","null","178","null","155","null","202","149","null","null","191","null","123","null","186","null","127","null","112","null","95","null","60","null","65","null","0","19","null","null","0","null","19","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","500","null","153","null","101","112","null","null","0","null","19","null","0","null","19","null","82","null","79","null","99","null","86","null","8","null","14","null","10","null","17","null","8","null","14","null","88","null","85","null","0","19","null","null","42","null","56","null","4","null","6","null","43","null","40","null","0","null","19","null","15","25","null","null","0","null","19","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","375","null","107","null","0","19","null","null","43","null","50","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","32","null","36","null","0","null","19","null","57","null","53","null","0","19","null","null","78","null","68","null","31","null","40","null","22","null","36","null","83","null","67","null","29","47","null","null","0","null","19","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","873","null","386","null","0","19","null","null","35","null","54","null","83","null","106","null","214","null","307","null","0","null","19","null","0","null","19","null","47","null","65","null","118","null","184","null","5","null","13","null","96","127","null","null","3","null","20","null","95","null","92","null","80","null","84","null","43","null","53","null","40","47","null","null","14","null","25","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","641","null","374","null","253","366","null","null","0","null","19","null","20","null","31","null","0","null","19","null","8","null","14","null","0","null","19","null","37","null","52","null","0","null","19","null","97","null","85","null","54","78","null","null","46","null","68","null","12","null","21","null","31","null","46","null","64","null","70","null","0","19","null","null","19","null","32","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","483","null","128","null","0","19","null","null","0","null","19","null","0","null","19","null","6","null","10","null","7","null","11","null","67","null","53","null","0","null","19","null","19","null","30","null","19","null","29","null","25","30","null","null","68","null","70","null","84","null","75","null","64","null","55","null","14","null","22","null","110","95","null","null","0","null","19","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","449","null","138","null","50","66","null","null","82","null","67","null","31","null","46","null","45","null","44","null","47","null","46","null","0","null","13","null","42","null","44","null","47","null","48","null","0","null","13","null","20","22","null","null","59","null","30","null","26","null","41","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","480","null","145","null","0","19","null","null","17","null","28","null","0","null","19","null","38","null","59","null","94","null","106","null","28","null","45","null","57","null","92","null","0","null","19","null","0","null","19","null","74","84","null","null","98","null","99","null","30","null","48","null","0","null","19","null","0","null","19","null","0","19","null","null","44","null","54","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","629","null","235","null","18","21","null","null","8","null","14","null","0","null","13","null","77","null","67","null","31","null","34","null","29","null","46","null","8","null","14","null","154","null","193","null","0","null","13","null","138","87","null","null","18","null","22","null","33","null","28","null","67","null","52","null","11","null","16","null","0","13","null","null","37","null","43","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","542","null","257","null","10","15","null","null","139","null","207","null","0","null","13","null","4","null","10","null","52","null","38","null","13","null","20","null","120","null","131","null","10","null","16","null","54","null","53","null","27","24","null","null","26","null","29","null","42","null","37","null","0","null","13","null","0","null","13","null","4","8","null","null","41","null","49","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","823","null","252","null","102","87","null","null","103","null","81","null","13","null","19","null","9","null","15","null","88","null","69","null","54","null","55","null","47","null","46","null","13","null","21","null","43","null","47","null","34","41","null","null","63","null","55","null","231","null","232","null","13","null","16","null","10","null","16","null","0","13","null","null","0","null","13","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","599","null","135","null","117","84","null","null","4","null","10","null","51","null","56","null","29","null","47","null","45","null","51","null","50","null","57","null","30","null","49","null","71","null","53","null","66","null","74","null","21","26","null","null","46","null","54","null","45","null","67","null","5","null","14","null","0","null","13","null","19","28","null","null","0","null","13","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","866","null","234","null","27","32","null","null","11","null","17","null","22","null","31","null","56","null","59","null","0","null","13","null","186","null","106","null","33","null","51","null","0","null","13","null","46","null","47","null","226","230","null","null","93","null","50","null","94","null","68","null","23","null","28","null","39","null","53","null","0","13","null","null","10","null","17","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","173","null","68","null","7","12","null","null","16","null","21","null","0","null","13","null","17","null","25","null","13","null","16","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","25","20","null","null","15","null","21","null","56","null","45","null","0","null","13","null","14","null","22","null","0","13","null","null","10","null","16","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","460","null","111","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","43","null","53","null","0","null","13","null","46","null","66","null","0","null","13","null","14","23","null","null","79","null","76","null","66","null","66","null","187","null","145","null","0","null","13","null","0","13","null","null","25","null","37","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","634","null","151","null","0","19","null","null","0","null","19","null","30","null","45","null","0","null","19","null","0","null","19","null","50","null","64","null","0","null","19","null","0","null","19","null","13","null","20","null","24","26","null","null","78","null","55","null","66","null","66","null","157","null","122","null","18","null","27","null","126","58","null","null","72","null","59","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","447","null","110","null","5","7","null","null","5","null","7","null","6","null","9","null","6","null","10","null","36","null","39","null","16","null","17","null","68","null","49","null","0","null","13","null","0","null","13","null","58","64","null","null","59","null","41","null","46","null","30","null","83","null","61","null","19","null","21","null","20","24","null","null","20","null","22","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","641","null","137","null","7","11","null","null","30","null","38","null","35","null","32","null","0","null","19","null","34","null","41","null","45","null","58","null","0","null","19","null","13","null","22","null","42","null","43","null","72","47","null","null","102","null","70","null","79","null","64","null","46","null","36","null","48","null","42","null","88","53","null","null","0","null","19","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","758","null","249","null","31","49","null","null","12","null","19","null","29","null","47","null","0","null","19","null","0","null","19","null","18","null","21","null","40","null","43","null","64","null","52","null","139","null","213","null","43","36","null","null","73","null","53","null","85","null","62","null","78","null","62","null","70","null","67","null","76","68","null","null","0","null","19","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","708","null","135","null","0","13","null","null","0","null","13","null","51","null","66","null","0","null","13","null","13","null","21","null","11","null","18","null","61","null","69","null","48","null","48","null","59","null","67","null","34","52","null","null","180","null","117","null","39","null","45","null","46","null","49","null","43","null","58","null","80","71","null","null","43","null","59","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","690","null","114","null","10","17","null","null","0","null","13","null","44","null","51","null","0","null","13","null","55","null","53","null","37","null","34","null","0","null","13","null","24","null","41","null","10","null","17","null","154","97","null","null","83","null","56","null","163","null","92","null","87","null","66","null","12","null","18","null","0","13","null","null","11","null","19","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","714","null","171","null","19","21","null","null","0","null","19","null","0","null","19","null","97","null","59","null","8","null","19","null","49","null","54","null","40","null","62","null","183","null","133","null","22","null","30","null","33","42","null","null","8","null","13","null","97","null","87","null","101","null","82","null","50","null","51","null","0","19","null","null","7","null","11","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","610","null","217","null","16","26","null","null","12","null","27","null","0","null","13","null","69","null","51","null","29","null","36","null","45","null","53","null","7","null","13","null","27","null","34","null","147","null","191","null","27","28","null","null","61","null","64","null","104","null","73","null","45","null","51","null","0","null","13","null","21","29","null","null","0","null","13","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","657","null","161","null","0","13","null","null","0","null","13","null","0","null","13","null","90","null","81","null","0","null","13","null","34","null","52","null","29","null","44","null","0","null","13","null","49","null","53","null","99","99","null","null","83","null","82","null","111","null","57","null","85","null","79","null","27","null","26","null","50","54","null","null","0","null","13","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","710","null","192","null","0","19","null","null","62","null","58","null","11","null","14","null","0","null","19","null","68","null","74","null","0","null","19","null","0","null","19","null","11","null","18","null","43","null","50","null","23","33","null","null","131","null","94","null","23","null","27","null","120","null","126","null","53","null","57","null","108","83","null","null","57","null","53","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","253","null","56","null","10","14","null","null","0","null","13","null","0","null","13","null","21","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","6","9","null","null","4","null","8","null","78","null","42","null","46","null","41","null","32","null","29","null","41","34","null","null","15","null","18","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","506","null","132","null","0","13","null","null","9","null","16","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","29","null","48","null","9","null","15","null","0","null","13","null","46","43","null","null","164","null","109","null","102","null","72","null","108","null","114","null","22","null","28","null","17","32","null","null","0","null","13","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","460","null","153","null","41","55","null","null","62","null","96","null","55","null","62","null","32","null","31","null","0","null","13","null","57","null","51","null","17","null","24","null","37","null","51","null","13","null","21","null","10","15","null","null","76","null","61","null","21","null","27","null","1","null","3","null","24","null","22","null","14","23","null","null","0","null","13","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","1120","null","198","null","126","113","null","null","40","null","52","null","77","null","78","null","96","null","73","null","22","null","26","null","66","null","61","null","38","null","47","null","10","null","17","null","184","null","101","null","140","84","null","null","97","null","94","null","101","null","70","null","59","null","82","null","38","null","51","null","26","37","null","null","0","null","19","null",
