"GEO_ID","NAME","B19001I_001E","B19001I_001M","B19001I_001MA","B19001I_001EA","B19001I_002E","B19001I_002EA","B19001I_002M","B19001I_002MA","B19001I_003E","B19001I_003M","B19001I_003MA","B19001I_003EA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005EA","B19001I_005M","B19001I_005MA","B19001I_006E","B19001I_006EA","B19001I_006M","B19001I_006MA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008M","B19001I_008MA","B19001I_008EA","B19001I_009E","B19001I_009EA","B19001I_009M","B19001I_009MA","B19001I_010E","B19001I_010M","B19001I_010MA","B19001I_010EA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012EA","B19001I_012M","B19001I_012MA","B19001I_013E","B19001I_013M","B19001I_013MA","B19001I_013EA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015M","B19001I_015MA","B19001I_015EA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than $10,000","Annotation of Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Annotation of Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Annotation of Margin of Error!!Total:!!$10,000 to $14,999","Annotation of Estimate!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Annotation of Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Annotation of Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Annotation of Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Annotation of Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Annotation of Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Annotation of Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Annotation of Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Annotation of Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Annotation of Margin of Error!!Total:!!$35,000 to $39,999","Annotation of Estimate!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Annotation of Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Annotation of Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Annotation of Margin of Error!!Total:!!$45,000 to $49,999","Annotation of Estimate!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Annotation of Margin of Error!!Total:!!$50,000 to $59,999","Annotation of Estimate!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Annotation of Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Annotation of Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Annotation of Margin of Error!!Total:!!$75,000 to $99,999","Annotation of Estimate!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Annotation of Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Annotation of Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Annotation of Margin of Error!!Total:!!$125,000 to $149,999","Annotation of Estimate!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Annotation of Margin of Error!!Total:!!$150,000 to $199,999","Annotation of Estimate!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Annotation of Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more","Annotation of Margin of Error!!Total:!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","7","9","null","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","1","3","null","null","6","null","9","null","0","19","null","null","0","19","null","null","0","null","19","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","35","34","null","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","20","27","null","null","0","null","19","null","3","6","null","null","12","null","21","null","0","19","null","null","0","19","null","null","0","null","19","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","4","6","null","null","4","null","6","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","8","14","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","8","null","14","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","9","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","9","13","null","null","0","null","13","null",
"1400000US04001944301","Census Tract 9443.01, Apache County, Arizona","16","19","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","6","9","null","null","0","null","13","null","0","13","null","null","0","13","null","null","10","null","17","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001944302","Census Tract 9443.02, Apache County, Arizona","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","4","8","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","4","null","8","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","14","12","null","null","10","null","10","null","4","6","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","32","27","null","null","0","null","13","null","10","16","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","11","15","null","null","0","null","13","null","0","13","null","null","11","18","null","null","0","null","13","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","8","8","null","null","5","null","7","null","0","13","null","null","0","null","13","null","0","null","13","null","3","null","4","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","26","26","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","6","null","8","null","0","null","13","null","20","24","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001970201","Census Tract 9702.01, Apache County, Arizona","142","90","null","null","0","null","13","null","11","19","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","45","48","null","null","0","null","13","null","0","13","null","null","42","45","null","null","0","null","13","null","0","13","null","null","0","null","13","null","44","79","null","null","0","13","null","null","0","null","13","null",
"1400000US04001970202","Census Tract 9702.02, Apache County, Arizona","53","53","null","null","0","null","13","null","0","13","null","null","0","null","13","null","22","null","31","null","0","null","13","null","18","null","36","null","0","13","null","null","13","null","20","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","287","94","null","null","32","null","50","null","0","13","null","null","30","null","47","null","30","null","47","null","26","null","31","null","27","null","43","null","0","13","null","null","0","null","13","null","46","44","null","null","0","13","null","null","33","null","53","null","63","61","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","277","101","null","null","74","null","57","null","12","25","null","null","14","null","19","null","0","null","19","null","55","null","68","null","0","null","19","null","16","28","null","null","16","null","26","null","0","19","null","null","0","19","null","null","26","null","20","null","17","25","null","null","16","null","23","null","31","46","null","null","0","19","null","null","0","null","19","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","180","71","null","null","5","null","11","null","7","11","null","null","0","null","13","null","7","null","7","null","0","null","13","null","13","null","18","null","13","20","null","null","0","null","13","null","1","3","null","null","2","3","null","null","5","null","10","null","66","53","null","null","18","null","41","null","19","26","null","null","24","31","null","null","0","null","13","null",
"1400000US04003000101","Census Tract 1.01, Cochise County, Arizona","207","71","null","null","23","null","18","null","5","8","null","null","18","null","16","null","5","null","8","null","16","null","16","null","9","null","9","null","3","4","null","null","63","null","59","null","29","21","null","null","9","8","null","null","11","null","10","null","0","13","null","null","13","null","13","null","3","4","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000102","Census Tract 1.02, Cochise County, Arizona","32","23","null","null","5","null","5","null","0","13","null","null","0","null","13","null","5","null","7","null","13","null","20","null","0","null","13","null","6","10","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","3","null","6","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","402","114","null","null","0","null","13","null","0","13","null","null","0","null","13","null","39","null","49","null","29","null","49","null","24","null","36","null","30","35","null","null","56","null","56","null","9","15","null","null","36","42","null","null","50","null","43","null","55","48","null","null","17","null","22","null","0","13","null","null","31","47","null","null","26","null","41","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","607","162","null","null","43","null","38","null","14","25","null","null","29","null","33","null","113","null","98","null","69","null","62","null","103","null","78","null","37","54","null","null","0","null","13","null","26","31","null","null","16","27","null","null","10","null","18","null","89","97","null","null","43","null","47","null","15","18","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","187","101","null","null","3","null","4","null","0","13","null","null","19","null","19","null","19","null","27","null","16","null","14","null","0","null","13","null","0","13","null","null","14","null","16","null","13","17","null","null","0","13","null","null","46","null","43","null","9","11","null","null","47","null","83","null","0","13","null","null","0","13","null","null","1","null","3","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","390","140","null","null","91","null","79","null","57","61","null","null","12","null","18","null","58","null","60","null","0","null","13","null","8","null","15","null","0","13","null","null","14","null","24","null","0","13","null","null","67","62","null","null","56","null","38","null","14","24","null","null","13","null","21","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","228","119","null","null","40","null","62","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","36","46","null","null","0","null","13","null","28","31","null","null","68","86","null","null","0","null","13","null","27","44","null","null","29","null","34","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000304","Census Tract 3.04, Cochise County, Arizona","49","59","null","null","16","null","26","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","33","null","51","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000305","Census Tract 3.05, Cochise County, Arizona","71","68","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","21","null","36","null","0","13","null","null","50","58","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","118","57","null","null","6","null","10","null","12","15","null","null","0","null","13","null","7","null","11","null","6","null","11","null","9","null","14","null","0","13","null","null","0","null","13","null","7","12","null","null","0","13","null","null","35","null","38","null","7","11","null","null","29","null","24","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000501","Census Tract 5.01, Cochise County, Arizona","200","100","null","null","9","null","14","null","0","13","null","null","16","null","17","null","7","null","8","null","0","null","13","null","0","null","13","null","21","21","null","null","20","null","20","null","12","14","null","null","13","12","null","null","72","null","89","null","20","21","null","null","7","null","9","null","3","4","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000502","Census Tract 5.02, Cochise County, Arizona","68","44","null","null","0","null","13","null","21","24","null","null","40","null","49","null","5","null","9","null","0","null","13","null","0","null","13","null","0","13","null","null","2","null","3","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000503","Census Tract 5.03, Cochise County, Arizona","2","4","null","null","0","null","13","null","0","13","null","null","2","null","4","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","676","163","null","null","24","null","28","null","48","49","null","null","33","null","40","null","77","null","68","null","0","null","13","null","79","null","71","null","28","32","null","null","33","null","51","null","22","30","null","null","88","70","null","null","117","null","87","null","51","72","null","null","50","null","52","null","10","16","null","null","10","16","null","null","6","null","12","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","1381","201","null","null","88","null","50","null","140","94","null","null","123","null","67","null","198","null","129","null","47","null","33","null","103","null","74","null","20","24","null","null","86","null","81","null","30","35","null","null","100","66","null","null","62","null","44","null","231","97","null","null","75","null","57","null","40","33","null","null","38","41","null","null","0","null","19","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","1257","181","null","null","144","null","91","null","31","32","null","null","23","null","26","null","54","null","41","null","83","null","65","null","78","null","57","null","88","56","null","null","35","null","40","null","43","52","null","null","267","126","null","null","115","null","76","null","202","111","null","null","8","null","12","null","0","13","null","null","64","57","null","null","22","null","26","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","959","143","null","null","174","null","77","null","125","72","null","null","111","null","72","null","60","null","44","null","24","null","24","null","85","null","68","null","64","48","null","null","13","null","21","null","24","26","null","null","33","30","null","null","101","null","68","null","48","44","null","null","40","null","53","null","8","13","null","null","49","71","null","null","0","null","13","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","793","178","null","null","35","null","25","null","212","125","null","null","33","null","30","null","55","null","37","null","74","null","46","null","44","null","28","null","44","40","null","null","25","null","21","null","67","59","null","null","47","33","null","null","77","null","93","null","63","40","null","null","17","null","20","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","37","30","null","null","0","null","13","null","0","13","null","null","0","null","13","null","17","null","27","null","0","null","13","null","0","null","13","null","0","13","null","null","20","null","32","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","717","175","null","null","52","null","44","null","89","109","null","null","17","null","17","null","32","null","46","null","62","null","66","null","57","null","50","null","51","36","null","null","70","null","53","null","101","116","null","null","78","74","null","null","14","null","19","null","28","27","null","null","49","null","49","null","17","28","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","376","143","null","null","78","null","65","null","45","38","null","null","20","null","24","null","2","null","5","null","67","null","52","null","31","null","40","null","6","9","null","null","18","null","29","null","0","13","null","null","0","13","null","null","30","null","32","null","17","21","null","null","54","null","80","null","8","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001301","Census Tract 13.01, Cochise County, Arizona","176","215","null","null","22","null","38","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","154","null","211","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001302","Census Tract 13.02, Cochise County, Arizona","126","48","null","null","13","null","17","null","6","8","null","null","0","null","13","null","42","null","22","null","14","null","18","null","3","null","7","null","0","13","null","null","15","null","15","null","13","22","null","null","7","7","null","null","0","null","13","null","6","9","null","null","3","null","5","null","0","13","null","null","4","5","null","null","0","null","13","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","96","60","null","null","0","null","13","null","0","13","null","null","16","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null","15","20","null","null","0","null","13","null","1","4","null","null","6","12","null","null","26","null","40","null","11","13","null","null","21","null","29","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","44","39","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","26","30","null","null","0","null","13","null","0","13","null","null","18","26","null","null","0","null","13","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","487","184","null","null","59","null","60","null","117","110","null","null","39","null","58","null","0","null","13","null","46","null","55","null","93","null","80","null","0","13","null","null","23","null","29","null","0","13","null","null","32","51","null","null","1","null","2","null","61","61","null","null","16","null","24","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","563","131","null","null","35","null","34","null","0","13","null","null","7","null","12","null","119","null","83","null","81","null","78","null","52","null","49","null","14","18","null","null","33","null","48","null","10","16","null","null","142","85","null","null","11","null","17","null","10","16","null","null","49","null","61","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","762","310","null","null","0","null","13","null","167","167","null","null","71","null","103","null","0","null","13","null","0","null","13","null","80","null","56","null","21","34","null","null","0","null","13","null","20","33","null","null","83","112","null","null","24","null","39","null","23","39","null","null","37","null","47","null","236","230","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","226","97","null","null","29","null","32","null","22","27","null","null","28","null","35","null","0","null","13","null","22","null","22","null","22","null","31","null","0","13","null","null","0","null","13","null","0","13","null","null","36","50","null","null","0","null","13","null","7","11","null","null","18","null","29","null","42","63","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","387","174","null","null","0","null","13","null","26","42","null","null","0","null","13","null","19","null","27","null","0","null","13","null","97","null","111","null","0","13","null","null","0","null","13","null","10","18","null","null","0","13","null","null","112","null","72","null","41","48","null","null","61","null","98","null","0","13","null","null","21","36","null","null","0","null","13","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","188","83","null","null","8","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","17","null","10","19","null","null","16","null","26","null","11","18","null","null","22","29","null","null","41","null","61","null","28","36","null","null","33","null","41","null","9","14","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","315","117","null","null","0","null","13","null","0","13","null","null","17","null","31","null","0","null","13","null","13","null","24","null","0","null","13","null","38","49","null","null","0","null","13","null","0","13","null","null","14","22","null","null","27","null","40","null","163","94","null","null","13","null","26","null","30","49","null","null","0","13","null","null","0","null","13","null",
"1400000US04003001801","Census Tract 18.01, Cochise County, Arizona","311","120","null","null","0","null","19","null","31","45","null","null","0","null","19","null","0","null","19","null","44","null","65","null","0","null","19","null","0","19","null","null","0","null","19","null","27","46","null","null","0","19","null","null","33","null","39","null","29","35","null","null","58","null","56","null","25","42","null","null","34","41","null","null","30","null","38","null",
"1400000US04003001802","Census Tract 18.02, Cochise County, Arizona","210","106","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","77","null","81","null","0","null","13","null","38","48","null","null","0","null","13","null","0","13","null","null","12","21","null","null","16","null","25","null","14","22","null","null","12","null","21","null","6","20","null","null","35","50","null","null","0","null","13","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","206","135","null","null","12","null","20","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","15","null","26","null","46","69","null","null","39","53","null","null","0","null","19","null","31","40","null","null","38","null","62","null","0","19","null","null","25","39","null","null","0","null","19","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","730","247","null","null","0","null","19","null","0","19","null","null","142","null","101","null","0","null","19","null","0","null","19","null","0","null","19","null","77","85","null","null","81","null","73","null","0","19","null","null","157","148","null","null","21","null","34","null","252","205","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","592","278","null","null","0","null","19","null","13","22","null","null","27","null","36","null","0","null","19","null","0","null","19","null","17","null","27","null","248","240","null","null","43","null","50","null","0","19","null","null","72","61","null","null","9","null","14","null","97","77","null","null","12","null","20","null","29","34","null","null","25","31","null","null","0","null","19","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","343","151","null","null","0","null","13","null","16","28","null","null","0","null","13","null","68","null","106","null","21","null","33","null","22","null","35","null","0","13","null","null","21","null","35","null","0","13","null","null","87","99","null","null","7","null","12","null","28","46","null","null","0","null","13","null","55","66","null","null","18","31","null","null","0","null","13","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","97","52","null","null","15","null","26","null","8","12","null","null","0","null","13","null","12","null","20","null","11","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","39","35","null","null","0","null","13","null","0","13","null","null","0","13","null","null","12","null","19","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","109","65","null","null","0","null","13","null","21","29","null","null","0","null","13","null","30","null","38","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","12","16","null","null","0","13","null","null","0","null","13","null","8","15","null","null","0","null","13","null","38","36","null","null","0","13","null","null","0","null","13","null",
"1400000US04005000301","Census Tract 3.01, Coconino County, Arizona","328","176","null","null","0","null","13","null","59","59","null","null","0","null","13","null","50","null","56","null","0","null","13","null","0","null","13","null","46","70","null","null","0","null","13","null","0","13","null","null","75","86","null","null","20","null","34","null","6","30","null","null","0","null","13","null","23","37","null","null","0","13","null","null","49","null","79","null",
"1400000US04005000302","Census Tract 3.02, Coconino County, Arizona","696","258","null","null","164","null","139","null","0","13","null","null","0","null","13","null","63","null","78","null","11","null","32","null","11","null","22","null","13","20","null","null","0","null","13","null","211","204","null","null","14","28","null","null","65","null","83","null","20","29","null","null","55","null","58","null","0","13","null","null","0","13","null","null","69","null","61","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","274","148","null","null","0","null","19","null","12","17","null","null","0","null","19","null","12","null","17","null","0","null","19","null","0","null","19","null","46","54","null","null","14","null","24","null","0","19","null","null","0","19","null","null","26","null","32","null","32","32","null","null","132","null","142","null","0","19","null","null","0","19","null","null","0","null","19","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","362","129","null","null","0","null","13","null","43","40","null","null","19","null","30","null","8","null","14","null","77","null","69","null","19","null","24","null","6","10","null","null","9","null","16","null","0","13","null","null","42","58","null","null","13","null","18","null","87","81","null","null","0","null","13","null","39","54","null","null","0","13","null","null","0","null","13","null",
"1400000US04005000601","Census Tract 6.01, Coconino County, Arizona","18","27","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","18","null","27","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04005000602","Census Tract 6.02, Coconino County, Arizona","83","70","null","null","0","null","13","null","0","13","null","null","0","null","13","null","7","null","11","null","0","null","13","null","0","null","13","null","0","13","null","null","22","null","36","null","0","13","null","null","0","13","null","null","0","null","13","null","21","34","null","null","0","null","13","null","14","23","null","null","0","13","null","null","19","null","35","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","281","148","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","40","null","46","null","0","null","13","null","0","13","null","null","1","null","3","null","0","13","null","null","0","13","null","null","70","null","96","null","137","89","null","null","27","null","40","null","0","13","null","null","0","13","null","null","6","null","10","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","345","128","null","null","37","null","63","null","24","30","null","null","11","null","18","null","33","null","41","null","0","null","19","null","33","null","34","null","45","46","null","null","0","null","19","null","28","47","null","null","11","22","null","null","8","null","14","null","89","80","null","null","0","null","19","null","17","25","null","null","9","14","null","null","0","null","19","null",
"1400000US04005000901","Census Tract 9.01, Coconino County, Arizona","247","170","null","null","7","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","96","135","null","null","18","null","24","null","46","51","null","null","10","null","38","null","23","36","null","null","42","68","null","null","5","null","11","null",
"1400000US04005000902","Census Tract 9.02, Coconino County, Arizona","205","132","null","null","29","null","45","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","110","111","null","null","40","null","58","null","0","13","null","null","0","13","null","null","14","null","27","null","12","21","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","66","38","null","null","18","null","22","null","6","7","null","null","4","null","7","null","1","null","2","null","12","null","19","null","14","null","22","null","10","3","null","null","0","null","21","null","0","21","null","null","0","21","null","null","1","null","4","null","0","21","null","null","0","null","21","null","0","21","null","null","0","21","null","null","0","null","21","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","111","58","null","null","5","null","9","null","0","13","null","null","6","null","9","null","8","null","15","null","0","null","13","null","0","null","13","null","19","28","null","null","8","null","14","null","20","32","null","null","0","13","null","null","27","null","29","null","10","17","null","null","8","null","14","null","0","13","null","null","0","13","null","null","0","null","13","null",
