"GEO_ID","NAME","B19001I_001E","B19001I_001M","B19001I_001MA","B19001I_001EA","B19001I_002E","B19001I_002EA","B19001I_002M","B19001I_002MA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005M","B19001I_005MA","B19001I_005EA","B19001I_006E","B19001I_006M","B19001I_006MA","B19001I_006EA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008EA","B19001I_008M","B19001I_008MA","B19001I_009E","B19001I_009M","B19001I_009MA","B19001I_009EA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012EA","B19001I_012M","B19001I_012MA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015EA","B19001I_015M","B19001I_015MA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017M","B19001I_017MA","B19001I_017EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","2","4","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","2","null","4","null","0","12","null","null","0","12","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","15","17","null","null","0","null","17","null","3","null","6","null","0","null","17","null","4","6","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","8","null","14","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","3","4","null","null","3","null","4","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","20","24","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","20","null","24","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","5","8","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","5","null","8","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","6","9","null","null","0","null","12","null","0","null","12","null","2","null","3","null","4","7","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","7","12","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","7","null","12","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","12","11","null","null","12","null","11","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","304","110","null","null","16","null","18","null","17","null","27","null","52","null","59","null","0","12","null","null","33","49","null","null","65","null","77","null","32","null","48","null","34","44","null","null","0","null","12","null","17","25","null","null","0","null","12","null","13","null","21","null","0","null","12","null","25","null","35","null","0","12","null","null","0","12","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","304","95","null","null","51","null","57","null","19","null","24","null","11","null","12","null","6","9","null","null","60","61","null","null","11","null","18","null","26","null","30","null","53","54","null","null","0","null","12","null","15","19","null","null","0","null","12","null","45","null","56","null","0","null","12","null","0","null","12","null","0","12","null","null","7","11","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","265","92","null","null","37","null","37","null","46","null","39","null","24","null","26","null","11","13","null","null","2","3","null","null","2","null","4","null","8","null","13","null","36","36","null","null","13","null","21","null","44","47","null","null","16","null","19","null","0","null","17","null","0","null","17","null","0","null","17","null","26","44","null","null","0","17","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","127","67","null","null","53","null","57","null","0","null","12","null","15","null","21","null","0","12","null","null","1","4","null","null","0","null","12","null","15","null","24","null","1","4","null","null","7","null","12","null","8","13","null","null","14","null","22","null","2","null","6","null","4","null","6","null","0","null","12","null","7","9","null","null","0","12","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","171","52","null","null","31","null","27","null","24","null","22","null","0","null","12","null","28","24","null","null","0","12","null","null","24","null","23","null","5","null","6","null","0","12","null","null","0","null","12","null","12","16","null","null","33","null","24","null","5","null","6","null","2","null","3","null","3","null","4","null","0","12","null","null","4","5","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","565","201","null","null","21","null","23","null","44","null","69","null","0","null","12","null","15","24","null","null","0","12","null","null","43","null","53","null","80","null","92","null","50","48","null","null","0","null","12","null","84","95","null","null","116","null","116","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","112","155","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","768","143","null","null","15","null","17","null","101","null","86","null","93","null","56","null","101","63","null","null","12","20","null","null","25","null","40","null","0","null","12","null","86","82","null","null","6","null","11","null","31","37","null","null","150","null","77","null","49","null","44","null","34","null","38","null","65","null","60","null","0","12","null","null","0","12","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","166","71","null","null","18","null","29","null","7","null","10","null","0","null","12","null","34","47","null","null","18","30","null","null","6","null","9","null","6","null","9","null","54","50","null","null","16","null","22","null","0","12","null","null","1","null","3","null","5","null","8","null","1","null","2","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","391","111","null","null","48","null","61","null","0","null","12","null","48","null","41","null","69","67","null","null","37","43","null","null","11","null","23","null","11","null","18","null","0","12","null","null","0","null","12","null","47","41","null","null","49","null","60","null","71","null","76","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","102","77","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","20","33","null","null","31","null","38","null","0","null","12","null","0","null","12","null","51","null","53","null","0","12","null","null","0","12","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","73","55","null","null","0","null","12","null","17","null","25","null","0","null","12","null","10","16","null","null","21","26","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","25","null","34","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","104","44","null","null","8","null","14","null","0","null","12","null","10","null","15","null","16","18","null","null","0","12","null","null","20","null","22","null","0","null","12","null","12","19","null","null","16","null","17","null","14","16","null","null","0","null","12","null","8","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","222","60","null","null","5","null","7","null","14","null","12","null","7","null","7","null","6","7","null","null","19","16","null","null","15","null","24","null","40","null","27","null","14","12","null","null","5","null","7","null","25","24","null","null","7","null","8","null","38","null","25","null","13","null","13","null","11","null","16","null","3","4","null","null","0","19","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","838","145","null","null","106","null","65","null","169","null","80","null","110","null","80","null","25","27","null","null","54","57","null","null","95","null","63","null","41","null","44","null","56","50","null","null","38","null","49","null","27","21","null","null","41","null","53","null","46","null","40","null","30","null","46","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","980","159","null","null","188","null","82","null","126","null","63","null","123","null","74","null","19","18","null","null","85","57","null","null","37","null","30","null","31","null","25","null","39","30","null","null","19","null","22","null","69","37","null","null","86","null","54","null","105","null","52","null","39","null","33","null","4","null","7","null","5","7","null","null","5","9","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","1015","187","null","null","167","null","66","null","123","null","62","null","76","null","45","null","48","34","null","null","53","49","null","null","67","null","47","null","26","null","29","null","70","48","null","null","122","null","61","null","47","32","null","null","24","null","19","null","134","null","70","null","50","null","36","null","8","null","13","null","0","12","null","null","0","12","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","763","131","null","null","118","null","59","null","142","null","69","null","102","null","52","null","54","41","null","null","69","41","null","null","71","null","53","null","37","null","28","null","24","22","null","null","20","null","25","null","40","34","null","null","33","null","32","null","14","null","16","null","25","null","29","null","14","null","16","null","0","12","null","null","0","12","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","524","105","null","null","133","null","72","null","58","null","33","null","61","null","53","null","43","29","null","null","66","44","null","null","63","null","53","null","7","null","8","null","0","12","null","null","14","null","14","null","43","38","null","null","21","null","19","null","8","null","12","null","7","null","9","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","87","46","null","null","6","null","10","null","9","null","13","null","7","null","11","null","31","33","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","15","null","23","null","0","12","null","null","0","null","12","null","8","null","11","null","0","null","12","null","0","null","12","null","11","17","null","null","0","12","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","650","126","null","null","86","null","61","null","132","null","82","null","31","null","25","null","70","44","null","null","37","30","null","null","22","null","23","null","16","null","19","null","30","26","null","null","13","null","20","null","22","24","null","null","65","null","51","null","76","null","45","null","47","null","50","null","0","null","12","null","3","6","null","null","0","12","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","467","102","null","null","12","null","20","null","77","null","61","null","124","null","65","null","21","25","null","null","20","24","null","null","9","null","9","null","20","null","25","null","3","6","null","null","28","null","30","null","31","28","null","null","53","null","41","null","32","null","28","null","23","null","29","null","0","null","12","null","14","20","null","null","0","12","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","315","94","null","null","36","null","35","null","59","null","56","null","61","null","53","null","8","15","null","null","8","13","null","null","8","null","10","null","14","null","25","null","11","14","null","null","4","null","8","null","12","19","null","null","18","null","19","null","76","null","57","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","72","37","null","null","0","null","12","null","0","null","12","null","0","null","12","null","7","10","null","null","4","8","null","null","0","null","12","null","0","null","12","null","24","28","null","null","4","null","8","null","0","12","null","null","5","null","8","null","28","null","20","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","40","37","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","7","null","12","null","0","12","null","null","30","null","33","null","3","null","5","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","345","130","null","null","52","null","75","null","0","null","12","null","7","null","15","null","26","28","null","null","71","69","null","null","106","null","104","null","18","null","30","null","0","12","null","null","0","null","12","null","16","23","null","null","11","null","20","null","14","null","20","null","9","null","14","null","0","null","12","null","15","25","null","null","0","12","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","515","146","null","null","72","null","69","null","9","null","16","null","46","null","44","null","26","39","null","null","72","78","null","null","8","null","12","null","14","null","18","null","49","62","null","null","15","null","22","null","62","56","null","null","48","null","44","null","46","null","52","null","22","null","24","null","11","null","18","null","15","29","null","null","0","12","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","706","202","null","null","0","null","17","null","0","null","17","null","0","null","17","null","108","122","null","null","20","33","null","null","56","null","89","null","20","null","36","null","95","100","null","null","12","null","27","null","136","83","null","null","144","null","128","null","57","null","72","null","38","null","52","null","20","null","32","null","0","17","null","null","0","17","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","388","156","null","null","120","null","95","null","32","null","48","null","6","null","10","null","9","15","null","null","18","21","null","null","101","null","120","null","29","null","36","null","8","14","null","null","0","null","12","null","19","31","null","null","19","null","25","null","27","null","42","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","282","98","null","null","44","null","49","null","0","null","12","null","0","null","12","null","23","37","null","null","0","12","null","null","0","null","12","null","29","null","47","null","0","12","null","null","0","null","12","null","0","12","null","null","67","null","53","null","56","null","65","null","14","null","27","null","0","null","12","null","49","72","null","null","0","12","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","356","154","null","null","23","null","38","null","93","null","106","null","0","null","12","null","22","28","null","null","42","46","null","null","20","null","36","null","16","null","25","null","0","12","null","null","13","null","20","null","0","12","null","null","18","null","28","null","36","null","25","null","16","null","26","null","0","null","12","null","39","59","null","null","18","28","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","264","110","null","null","0","null","12","null","0","null","12","null","51","null","77","null","14","24","null","null","0","12","null","null","21","null","32","null","22","null","34","null","0","12","null","null","46","null","71","null","18","25","null","null","22","null","36","null","28","null","43","null","42","null","43","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","346","147","null","null","19","null","30","null","0","null","17","null","0","null","17","null","0","17","null","null","49","73","null","null","19","null","32","null","0","null","17","null","0","17","null","null","0","null","17","null","94","105","null","null","0","null","17","null","29","null","45","null","74","null","72","null","43","null","52","null","0","17","null","null","19","32","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","307","143","null","null","17","null","27","null","0","null","17","null","14","null","24","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","15","null","24","null","7","12","null","null","0","null","17","null","66","null","56","null","59","null","54","null","0","null","17","null","115","100","null","null","14","21","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","490","170","null","null","80","null","71","null","92","null","110","null","19","null","31","null","39","62","null","null","43","49","null","null","8","null","13","null","14","null","35","null","76","95","null","null","0","null","17","null","46","54","null","null","0","null","17","null","39","null","61","null","19","null","32","null","15","null","25","null","0","17","null","null","0","17","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","295","96","null","null","26","null","36","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","44","null","39","null","17","26","null","null","0","null","12","null","43","66","null","null","23","null","32","null","42","null","45","null","0","null","12","null","42","null","37","null","9","21","null","null","49","66","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","226","75","null","null","0","null","17","null","0","null","17","null","31","null","35","null","0","17","null","null","0","17","null","null","0","null","17","null","22","null","35","null","0","17","null","null","44","null","57","null","25","44","null","null","0","null","17","null","21","null","36","null","44","null","56","null","0","null","17","null","39","46","null","null","0","17","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","92","65","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","7","null","12","null","0","12","null","null","0","null","12","null","9","15","null","null","15","null","18","null","17","null","22","null","0","null","12","null","0","null","12","null","11","18","null","null","33","50","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","248","89","null","null","12","null","16","null","31","null","45","null","29","null","29","null","0","12","null","null","0","12","null","null","5","null","9","null","13","null","21","null","0","12","null","null","5","null","8","null","53","39","null","null","17","null","20","null","74","null","69","null","0","null","12","null","0","null","12","null","9","17","null","null","0","12","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","700","179","null","null","103","null","92","null","85","null","88","null","61","null","68","null","67","78","null","null","33","38","null","null","88","null","68","null","14","null","20","null","92","88","null","null","34","null","39","null","16","24","null","null","49","null","51","null","41","null","44","null","17","null","27","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","344","90","null","null","21","null","25","null","28","null","42","null","50","null","58","null","0","17","null","null","0","17","null","null","0","null","17","null","8","null","12","null","6","11","null","null","0","null","17","null","42","34","null","null","12","null","14","null","34","null","28","null","87","null","72","null","21","null","25","null","35","42","null","null","0","17","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","394","116","null","null","0","null","12","null","0","null","12","null","0","null","12","null","12","20","null","null","39","57","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","112","81","null","null","89","null","62","null","43","null","52","null","1","null","14","null","34","null","51","null","64","64","null","null","0","12","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","192","106","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","24","null","41","null","0","null","17","null","0","17","null","null","39","null","58","null","72","84","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","57","61","null","null","0","17","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","139","44","null","null","0","null","12","null","14","null","16","null","7","null","10","null","0","12","null","null","0","12","null","null","12","null","15","null","20","null","25","null","0","12","null","null","5","null","10","null","0","12","null","null","22","null","25","null","12","null","11","null","22","null","22","null","8","null","14","null","17","25","null","null","0","12","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","284","74","null","null","53","null","51","null","9","null","15","null","16","null","26","null","24","23","null","null","53","50","null","null","29","null","32","null","23","null","28","null","8","13","null","null","7","null","12","null","15","24","null","null","9","null","14","null","0","null","17","null","38","null","33","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","430","148","null","null","128","null","99","null","40","null","50","null","23","null","27","null","0","17","null","null","25","29","null","null","0","null","17","null","0","null","17","null","10","16","null","null","45","null","49","null","10","18","null","null","28","null","32","null","69","null","51","null","8","null","21","null","0","null","17","null","8","15","null","null","36","39","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","60","32","null","null","16","null","13","null","4","null","7","null","7","null","10","null","0","17","null","null","0","17","null","null","6","null","9","null","8","null","12","null","8","13","null","null","0","null","17","null","0","17","null","null","0","null","17","null","11","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","192","78","null","null","11","null","12","null","28","null","36","null","0","null","12","null","0","12","null","null","7","11","null","null","6","null","9","null","0","null","12","null","6","11","null","null","7","null","11","null","33","41","null","null","46","null","54","null","33","null","25","null","9","null","16","null","0","null","12","null","6","9","null","null","0","12","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","616","168","null","null","44","null","50","null","46","null","63","null","115","null","90","null","36","38","null","null","47","40","null","null","0","null","17","null","0","null","17","null","61","76","null","null","51","null","45","null","43","41","null","null","38","null","43","null","62","null","65","null","0","null","17","null","8","null","14","null","44","49","null","null","21","34","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","221","92","null","null","34","null","30","null","48","null","42","null","6","null","10","null","0","12","null","null","0","12","null","null","10","null","17","null","0","null","12","null","0","12","null","null","0","null","12","null","16","20","null","null","20","null","29","null","22","null","26","null","57","null","64","null","0","null","12","null","8","13","null","null","0","12","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","211","89","null","null","68","null","94","null","0","null","17","null","9","null","14","null","0","17","null","null","0","17","null","null","7","null","12","null","0","null","17","null","0","17","null","null","31","null","37","null","0","17","null","null","4","null","9","null","7","null","12","null","7","null","14","null","17","null","21","null","16","26","null","null","45","45","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","283","94","null","null","0","null","17","null","0","null","17","null","0","null","17","null","13","20","null","null","44","46","null","null","12","null","20","null","36","null","53","null","0","17","null","null","0","null","17","null","38","40","null","null","41","null","56","null","16","null","25","null","63","null","63","null","0","null","17","null","20","30","null","null","0","17","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","59","54","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","23","null","34","null","0","null","12","null","0","12","null","null","0","null","12","null","21","34","null","null","0","null","12","null","0","null","12","null","15","null","22","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","45","56","null","null","0","null","12","null","0","null","12","null","34","null","52","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","11","null","17","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","276","64","null","null","34","null","35","null","9","null","13","null","36","null","31","null","24","22","null","null","31","27","null","null","0","null","12","null","33","null","22","null","6","10","null","null","15","null","17","null","8","11","null","null","6","null","11","null","30","null","34","null","17","null","19","null","27","null","37","null","0","12","null","null","0","12","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","27","25","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","13","null","20","null","6","9","null","null","8","null","13","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","234","121","null","null","40","null","65","null","35","null","42","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","28","null","44","null","0","17","null","null","33","null","54","null","74","52","null","null","24","null","41","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","172","75","null","null","12","null","18","null","0","null","17","null","0","null","17","null","25","40","null","null","0","17","null","null","23","null","37","null","0","null","17","null","0","17","null","null","12","null","22","null","7","11","null","null","0","null","17","null","0","null","17","null","71","null","41","null","22","null","78","null","0","17","null","null","0","17","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","208","104","null","null","0","null","17","null","0","null","17","null","10","null","16","null","9","16","null","null","45","47","null","null","8","null","12","null","71","null","81","null","15","24","null","null","0","null","17","null","0","17","null","null","36","null","45","null","14","null","21","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
