"GEO_ID","NAME","B19001I_001E","B19001I_001M","B19001I_001MA","B19001I_001EA","B19001I_002E","B19001I_002EA","B19001I_002M","B19001I_002MA","B19001I_003E","B19001I_003EA","B19001I_003M","B19001I_003MA","B19001I_004E","B19001I_004EA","B19001I_004M","B19001I_004MA","B19001I_005E","B19001I_005M","B19001I_005MA","B19001I_005EA","B19001I_006E","B19001I_006M","B19001I_006MA","B19001I_006EA","B19001I_007E","B19001I_007EA","B19001I_007M","B19001I_007MA","B19001I_008E","B19001I_008EA","B19001I_008M","B19001I_008MA","B19001I_009E","B19001I_009M","B19001I_009MA","B19001I_009EA","B19001I_010E","B19001I_010EA","B19001I_010M","B19001I_010MA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012EA","B19001I_012M","B19001I_012MA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015EA","B19001I_015M","B19001I_015MA","B19001I_016E","B19001I_016M","B19001I_016MA","B19001I_016EA","B19001I_017E","B19001I_017M","B19001I_017MA","B19001I_017EA",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","202","119","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","52","null","77","null","0","17","null","null","0","null","17","null","0","null","17","null","49","null","54","null","0","null","17","null","0","17","null","null","101","89","null","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","152","95","null","null","24","null","34","null","0","null","17","null","13","null","24","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","15","null","24","null","18","null","28","null","0","17","null","null","82","84","null","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","28","32","null","null","13","null","21","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","15","24","null","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","349","151","null","null","0","null","12","null","15","null","24","null","0","null","12","null","0","12","null","null","37","47","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","12","21","null","null","0","null","12","null","0","null","12","null","30","null","33","null","178","null","128","null","0","12","null","null","77","61","null","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","54","40","null","null","7","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","47","38","null","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","96","56","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","12","null","null","0","null","12","null","10","17","null","null","21","null","25","null","21","null","28","null","22","null","24","null","0","null","12","null","14","21","null","null","0","12","null","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","73","64","null","null","9","null","16","null","0","null","17","null","0","null","17","null","30","48","null","null","0","17","null","null","0","null","17","null","13","null","25","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","21","null","34","null","0","17","null","null","0","17","null","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","67","53","null","null","0","null","12","null","0","null","12","null","0","null","12","null","36","34","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","8","null","17","null","0","null","12","null","23","36","null","null","0","12","null","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","64","51","null","null","8","null","12","null","0","null","12","null","21","null","33","null","23","36","null","null","0","12","null","null","0","null","12","null","0","null","12","null","12","19","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","119","73","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","42","null","64","null","0","null","12","null","34","null","48","null","26","37","null","null","17","26","null","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","202","130","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","13","null","22","null","0","17","null","null","15","null","25","null","49","75","null","null","18","null","31","null","44","null","58","null","63","null","85","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","96","65","null","null","0","null","12","null","12","null","21","null","0","null","12","null","0","12","null","null","4","8","null","null","0","null","12","null","0","null","12","null","0","12","null","null","17","null","20","null","0","12","null","null","35","null","34","null","0","null","12","null","28","null","45","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","63","62","null","null","0","null","12","null","18","null","26","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","34","53","null","null","11","null","18","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","93","52","null","null","18","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","10","15","null","null","7","null","11","null","0","null","12","null","0","12","null","null","23","null","29","null","15","23","null","null","4","null","7","null","0","null","12","null","8","null","8","null","4","null","7","null","4","8","null","null","0","12","null","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","136","84","null","null","29","null","43","null","8","null","13","null","21","null","21","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","23","null","28","null","41","67","null","null","0","null","12","null","9","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","5","9","null","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","160","89","null","null","42","null","61","null","36","null","57","null","0","null","12","null","57","39","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","14","22","null","null","0","null","12","null","0","null","12","null","0","null","12","null","11","null","18","null","0","12","null","null","0","12","null","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","95","85","null","null","9","null","15","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","9","null","14","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","77","84","null","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","137","90","null","null","3","null","8","null","0","null","12","null","32","null","48","null","0","12","null","null","4","9","null","null","26","null","42","null","10","null","19","null","29","36","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","25","null","28","null","8","null","13","null","0","12","null","null","0","12","null","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","456","108","null","null","142","null","84","null","104","null","75","null","23","null","37","null","0","12","null","null","35","42","null","null","18","null","25","null","0","null","12","null","20","33","null","null","26","null","40","null","10","17","null","null","47","null","49","null","0","null","12","null","21","null","23","null","0","null","12","null","10","16","null","null","0","12","null","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","246","116","null","null","12","null","20","null","27","null","34","null","0","null","12","null","0","12","null","null","29","25","null","null","0","null","12","null","43","null","69","null","0","12","null","null","0","null","12","null","35","44","null","null","0","null","12","null","45","null","51","null","19","null","19","null","10","null","15","null","0","12","null","null","26","41","null","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","335","107","null","null","78","null","78","null","16","null","26","null","0","null","17","null","14","22","null","null","0","17","null","null","0","null","17","null","0","null","17","null","17","30","null","null","113","null","75","null","0","17","null","null","0","null","17","null","90","null","80","null","0","null","17","null","0","null","17","null","7","11","null","null","0","17","null","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","155","96","null","null","37","null","60","null","0","null","17","null","0","null","17","null","0","17","null","null","22","27","null","null","0","null","17","null","0","null","17","null","22","36","null","null","0","null","17","null","41","38","null","null","0","null","17","null","0","null","17","null","0","null","17","null","14","null","26","null","0","17","null","null","19","34","null","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","356","132","null","null","80","null","89","null","0","null","17","null","0","null","17","null","79","65","null","null","0","17","null","null","0","null","17","null","18","null","29","null","97","116","null","null","18","null","29","null","0","17","null","null","0","null","17","null","64","null","71","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","260","84","null","null","0","null","12","null","19","null","21","null","8","null","14","null","33","50","null","null","0","12","null","null","5","null","9","null","0","null","12","null","24","23","null","null","6","null","11","null","49","60","null","null","47","null","40","null","0","null","12","null","44","null","49","null","25","null","43","null","0","12","null","null","0","12","null","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","442","168","null","null","14","null","24","null","85","null","117","null","43","null","69","null","0","17","null","null","0","17","null","null","69","null","88","null","0","null","17","null","0","17","null","null","39","null","44","null","33","43","null","null","0","null","17","null","82","null","79","null","59","null","54","null","18","null","31","null","0","17","null","null","0","17","null","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","101","36","null","null","0","null","12","null","0","null","12","null","19","null","28","null","0","12","null","null","0","12","null","null","0","null","12","null","21","null","18","null","0","12","null","null","6","null","9","null","0","12","null","null","23","null","19","null","27","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","5","9","null","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","588","175","null","null","36","null","56","null","12","null","20","null","71","null","63","null","157","143","null","null","0","17","null","null","68","null","79","null","41","null","50","null","0","17","null","null","0","null","17","null","60","53","null","null","67","null","86","null","52","null","82","null","0","null","17","null","0","null","17","null","24","26","null","null","0","17","null","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","221","158","null","null","0","null","12","null","15","null","26","null","0","null","12","null","0","12","null","null","17","27","null","null","35","null","57","null","0","null","12","null","0","12","null","null","12","null","21","null","69","109","null","null","73","null","89","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","392","126","null","null","16","null","26","null","14","null","21","null","44","null","53","null","0","12","null","null","36","49","null","null","0","null","12","null","76","null","80","null","22","37","null","null","105","null","85","null","0","12","null","null","31","null","33","null","27","null","35","null","21","null","33","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","303","101","null","null","43","null","46","null","0","null","12","null","0","null","12","null","11","16","null","null","8","13","null","null","35","null","44","null","10","null","13","null","58","63","null","null","0","null","12","null","36","44","null","null","38","null","31","null","10","null","16","null","27","null","43","null","27","null","43","null","0","12","null","null","0","12","null","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","4","8","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","4","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","643","175","null","null","96","null","80","null","117","null","106","null","9","null","17","null","14","24","null","null","11","19","null","null","91","null","81","null","46","null","54","null","36","42","null","null","32","null","45","null","73","79","null","null","36","null","32","null","44","null","54","null","38","null","60","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","385","144","null","null","20","null","32","null","8","null","14","null","15","null","24","null","55","51","null","null","58","58","null","null","64","null","79","null","0","null","17","null","39","53","null","null","0","null","17","null","0","17","null","null","0","null","17","null","32","null","40","null","19","null","32","null","54","null","89","null","21","34","null","null","0","17","null","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","16","15","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","5","7","null","null","0","null","17","null","0","17","null","null","7","null","11","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","4","6","null","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","262","84","null","null","57","null","42","null","35","null","39","null","80","null","40","null","22","24","null","null","18","29","null","null","0","null","12","null","37","null","43","null","13","20","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","188","98","null","null","64","null","74","null","17","null","26","null","31","null","36","null","0","12","null","null","6","9","null","null","0","null","12","null","16","null","18","null","0","12","null","null","40","null","43","null","14","22","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","350","159","null","null","39","null","37","null","0","null","17","null","14","null","24","null","55","49","null","null","61","97","null","null","112","null","125","null","0","null","17","null","15","27","null","null","54","null","86","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","662","190","null","null","108","null","103","null","96","null","113","null","177","null","146","null","0","17","null","null","45","73","null","null","9","null","18","null","0","null","17","null","30","40","null","null","16","null","24","null","152","110","null","null","0","null","17","null","29","null","45","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","357","125","null","null","114","null","83","null","53","null","52","null","70","null","65","null","0","12","null","null","36","41","null","null","0","null","12","null","20","null","33","null","20","31","null","null","17","null","29","null","6","15","null","null","8","null","15","null","0","null","12","null","0","null","12","null","0","null","12","null","13","21","null","null","0","12","null","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","274","58","null","null","17","null","26","null","0","null","12","null","29","null","28","null","25","27","null","null","3","5","null","null","0","null","12","null","6","null","11","null","54","51","null","null","20","null","28","null","48","48","null","null","15","null","23","null","17","null","24","null","40","null","43","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","294","116","null","null","19","null","31","null","0","null","17","null","0","null","17","null","53","61","null","null","46","72","null","null","0","null","17","null","17","null","28","null","21","33","null","null","0","null","17","null","59","69","null","null","44","null","52","null","16","null","28","null","19","null","30","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","167","68","null","null","7","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","16","null","7","null","11","null","0","12","null","null","20","null","22","null","23","20","null","null","62","null","51","null","10","null","15","null","18","null","21","null","10","null","17","null","0","12","null","null","0","12","null","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","282","113","null","null","64","null","86","null","25","null","40","null","16","null","28","null","19","22","null","null","7","11","null","null","0","null","12","null","41","null","46","null","19","31","null","null","0","null","12","null","35","40","null","null","8","null","13","null","48","null","46","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","131","62","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","17","null","25","null","0","null","12","null","0","12","null","null","0","null","12","null","25","40","null","null","44","null","40","null","8","null","12","null","22","null","29","null","15","null","22","null","0","12","null","null","0","12","null","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","348","154","null","null","24","null","36","null","13","null","20","null","0","null","17","null","30","32","null","null","0","17","null","null","0","null","17","null","42","null","67","null","0","17","null","null","0","null","17","null","27","28","null","null","96","null","92","null","0","null","17","null","44","null","57","null","52","null","61","null","20","30","null","null","0","17","null","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","318","161","null","null","16","null","28","null","0","null","17","null","0","null","17","null","67","89","null","null","0","17","null","null","0","null","17","null","20","null","31","null","0","17","null","null","11","null","20","null","62","72","null","null","28","null","44","null","79","null","95","null","35","null","49","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","240","85","null","null","0","null","12","null","0","null","12","null","41","null","61","null","13","20","null","null","15","24","null","null","0","null","12","null","13","null","21","null","89","83","null","null","14","null","38","null","0","12","null","null","0","null","12","null","10","null","21","null","45","null","46","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","134","35","null","null","19","null","16","null","0","null","12","null","12","null","18","null","14","14","null","null","14","21","null","null","3","null","5","null","18","null","21","null","3","6","null","null","12","null","13","null","0","12","null","null","3","null","6","null","4","null","10","null","14","null","15","null","18","null","19","null","0","12","null","null","0","12","null","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","231","79","null","null","14","null","19","null","8","null","13","null","0","null","12","null","58","63","null","null","0","12","null","null","0","null","12","null","7","null","11","null","0","12","null","null","18","null","18","null","33","25","null","null","59","null","43","null","26","null","27","null","8","null","15","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","621","165","null","null","38","null","54","null","23","null","36","null","0","null","17","null","140","93","null","null","100","96","null","null","33","null","42","null","47","null","47","null","80","60","null","null","0","null","17","null","56","57","null","null","64","null","53","null","30","null","27","null","10","null","23","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","584","219","null","null","83","null","93","null","0","null","17","null","166","null","138","null","17","34","null","null","43","41","null","null","45","null","70","null","21","null","33","null","92","88","null","null","0","null","17","null","27","32","null","null","35","null","57","null","55","null","67","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","142","53","null","null","5","null","8","null","7","null","12","null","0","null","12","null","0","12","null","null","7","11","null","null","0","null","12","null","11","null","17","null","37","38","null","null","0","null","12","null","0","12","null","null","34","null","27","null","19","null","18","null","22","null","31","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","432","136","null","null","43","null","31","null","0","null","17","null","0","null","17","null","17","28","null","null","40","61","null","null","0","null","17","null","0","null","17","null","16","27","null","null","0","null","17","null","76","78","null","null","128","null","93","null","35","null","51","null","16","null","24","null","15","null","29","null","0","17","null","null","46","48","null","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","220","61","null","null","0","null","12","null","0","null","12","null","8","null","14","null","0","12","null","null","0","12","null","null","9","null","13","null","0","null","12","null","0","12","null","null","16","null","25","null","48","48","null","null","43","null","33","null","42","null","43","null","13","null","21","null","31","null","30","null","10","16","null","null","0","12","null","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","330","125","null","null","17","null","27","null","0","null","17","null","0","null","17","null","74","88","null","null","0","17","null","null","0","null","17","null","23","null","34","null","0","17","null","null","0","null","17","null","17","26","null","null","70","null","45","null","63","null","83","null","18","null","29","null","23","null","33","null","25","29","null","null","0","17","null","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","140","72","null","null","0","null","12","null","8","null","14","null","10","null","16","null","0","12","null","null","0","12","null","null","23","null","35","null","32","null","48","null","0","12","null","null","10","null","15","null","9","13","null","null","10","null","17","null","0","null","12","null","9","null","16","null","10","null","15","null","19","21","null","null","0","12","null","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","39","33","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","18","27","null","null","0","null","12","null","0","null","12","null","5","null","8","null","4","null","6","null","5","8","null","null","7","12","null","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","174","62","null","null","0","null","12","null","5","null","9","null","17","null","20","null","17","27","null","null","0","12","null","null","19","null","28","null","0","null","12","null","0","12","null","null","25","null","34","null","53","33","null","null","3","null","5","null","26","null","32","null","9","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","77","44","null","null","5","null","7","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","16","null","25","null","0","12","null","null","7","null","11","null","0","12","null","null","12","null","13","null","18","null","27","null","5","null","8","null","0","null","12","null","14","14","null","null","0","12","null","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","68","36","null","null","0","null","12","null","8","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","11","18","null","null","0","null","12","null","0","12","null","null","7","null","11","null","21","null","22","null","0","null","12","null","0","null","12","null","0","12","null","null","21","25","null","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","533","104","null","null","29","null","47","null","0","null","17","null","0","null","17","null","34","56","null","null","0","17","null","null","77","null","75","null","13","null","22","null","25","30","null","null","27","null","29","null","101","77","null","null","28","null","35","null","146","null","88","null","0","null","17","null","53","null","52","null","0","17","null","null","0","17","null","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","916","177","null","null","109","null","64","null","123","null","81","null","99","null","80","null","40","47","null","null","65","58","null","null","52","null","40","null","68","null","55","null","45","42","null","null","64","null","46","null","103","75","null","null","73","null","47","null","66","null","46","null","9","null","14","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","785","198","null","null","21","null","37","null","17","null","27","null","43","null","70","null","60","58","null","null","75","80","null","null","148","null","127","null","36","null","40","null","15","26","null","null","100","null","104","null","115","91","null","null","65","null","69","null","58","null","95","null","19","null","31","null","0","null","17","null","13","21","null","null","0","17","null","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","190","90","null","null","10","null","14","null","17","null","28","null","7","null","12","null","0","12","null","null","0","12","null","null","65","null","61","null","28","null","46","null","9","14","null","null","17","null","18","null","25","40","null","null","5","null","8","null","0","null","12","null","7","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","162","43","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","13","21","null","null","0","null","17","null","16","null","21","null","45","46","null","null","0","null","17","null","34","51","null","null","10","null","18","null","7","null","11","null","16","null","26","null","21","null","29","null","0","17","null","null","0","17","null","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","218","72","null","null","40","null","59","null","9","null","14","null","10","null","16","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","22","24","null","null","45","null","40","null","22","null","24","null","50","null","35","null","0","null","17","null","20","22","null","null","0","17","null","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","74","65","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","7","null","12","null","0","17","null","null","0","null","17","null","12","null","19","null","27","null","44","null","0","null","17","null","15","29","null","null","13","21","null","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","30","27","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","9","14","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","13","null","19","null","0","null","12","null","0","12","null","null","8","12","null","null",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","68","56","null","null","0","null","12","null","0","null","12","null","0","null","12","null","8","14","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","43","null","51","null","0","null","12","null","17","null","26","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","118","59","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","13","20","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","53","null","35","null","0","null","17","null","12","null","19","null","40","null","52","null","0","17","null","null","0","17","null","null",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","217","86","null","null","13","null","19","null","0","null","12","null","0","null","12","null","11","20","null","null","0","12","null","null","0","null","12","null","11","null","19","null","4","13","null","null","0","null","12","null","23","26","null","null","0","null","12","null","14","null","20","null","99","null","73","null","0","null","12","null","42","48","null","null","0","12","null","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","148","76","null","null","28","null","29","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","25","null","36","null","0","12","null","null","0","null","12","null","5","9","null","null","0","null","12","null","46","null","45","null","27","null","42","null","9","null","15","null","0","12","null","null","8","12","null","null",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","173","74","null","null","8","null","14","null","0","null","12","null","16","null","28","null","12","21","null","null","0","12","null","null","37","null","35","null","0","null","12","null","19","32","null","null","29","null","48","null","52","52","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","211","53","null","null","20","null","30","null","0","null","12","null","21","null","33","null","16","23","null","null","0","12","null","null","16","null","23","null","23","null","37","null","0","12","null","null","13","null","20","null","0","12","null","null","47","null","39","null","29","null","35","null","0","null","12","null","26","null","32","null","0","12","null","null","0","12","null","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","180","136","null","null","46","null","73","null","0","null","12","null","26","null","44","null","41","63","null","null","60","86","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","7","null","14","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","100","61","null","null","9","null","14","null","20","null","29","null","8","null","14","null","11","18","null","null","0","12","null","null","0","null","12","null","9","null","15","null","0","12","null","null","0","null","12","null","30","41","null","null","0","null","12","null","0","null","12","null","13","null","21","null","0","null","12","null","0","12","null","null","0","12","null","null",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","221","69","null","null","0","null","17","null","35","null","39","null","49","null","56","null","0","17","null","null","0","17","null","null","40","null","64","null","0","null","17","null","10","18","null","null","0","null","17","null","17","28","null","null","16","null","27","null","54","null","45","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","35","31","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","11","null","17","null","13","null","20","null","4","null","7","null","7","null","11","null","0","12","null","null","0","12","null","null",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","62","34","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","8","13","null","null","14","null","22","null","0","null","12","null","0","null","12","null","40","null","28","null","0","12","null","null","0","12","null","null",
