SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
SHIVWITS PLATEAU,17,0,0,0,0,0,0,14,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794,2034,1713,30,13,130739,4,901107,0,4051149,138409,2794,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANAB PLATEAU,57,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5770,11142,6578,2032,91,457886,1961,3162542,10,7412344,1163920,940,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10871,3293,436,130,0,168388,0,64437,0,805763,121158,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,0,0,0,0,0,0,1,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,1607,2655,575,0,0,19494,5,366055,1,2347291,6440,7342,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCONINO PLATEAU,6,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18860,49707,21052,4064,627,427719,6297,3557591,0,11793444,850422,4044,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,0,0,0,0,0,2,1,0,0,0,0,0,292,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22708,58598,26818,2877,672,136888,430,224914,0,2968546,39169,670,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,7270,3048,29,1,414,16,41110,0,484294,26,6908,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,27132,8072,651,0,0,0,903,15,0,1,0,2801,0,9426,60,0,33,0,0,0,0,0,0,0,0,0,0,178278,0,46,0,0,0,5099,0,325,48616,9449,657,429,261,0,4,0,1277336,15954,0,1,70,23,0,0,0,0,0,0,0,0,0,23,0,0,10999,0,0,0,0,0,0,0,377,0,0,0,0,0,0
DETRITAL VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93266,25077,7954,236,4,42252,145,50792,0,2316893,23301,123,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,18,21690,8,0,0,0,2071,151,0,1,0,0,0,39166,1316,0,1,155,32,21,6,0,0,0,0,0,0,10187,11,0,0,34,72,0,0,114858,25697,54905,21766,2126,14697,2,178,0,2447101,4165,46643,6294,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
PEACH SPRINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3066,5678,1616,146,27,65482,7,739844,11,2858859,372830,4822,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,1,0,2,0,0,0,4,6,0,0,0,1,0,831,331,0,41,0,27,2,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,52,21969,9207,632,52,1456,16,1452724,0,3772380,59917,104,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,0,0,0,0,0,0,1,0,0,0,0,0,99,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,14456,3452,158,41,91,26305,347444,1228,2798113,48296,4158,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,3,0,0,0,0,0,1,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,1,0,0,1342,91078,27114,2297,405,4261,6686,236775,0,4145647,43736,2340,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,48,0,0,0,0,0,0,2,0,0,0,0,0,90,181,0,0,0,0,0,0,0,0,0,0,0,0,50,0,7,0,0,0,317,0,47014,277316,127855,34205,6875,2139801,11210,13549660,0,52937659,7120912,112918,12491,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORT ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1675,2867,108,30,80,0,638616,0,1728500,101868,191,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,1007,16,0,0,0,0,1,8,0,0,2,111,0,2364,322,0,0,0,9,0,0,0,0,0,0,0,10,103,0,0,0,0,0,1,0,591,97383,58857,11647,960,20267,1051,4115428,3,2714035,160616,13088,4330,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2427,2813,3595,816,97,545,0,384,0,492025,4138,13397,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,3158,2028,212,25,3807,0,406554,0,1578153,1916,701,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,0,1,0,0,0,0,0,0,0,22,0,0,0,286,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,44282,25800,8637,1927,121,5,160625,0,616618,27385,11,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,0,1,0,0,0,0,2,0,0,0,0,0,0,154,34,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,7364,2912,346,48,842,36,259613,2,2250832,7427,1626,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE HAVASU,1,0,0,0,0,0,2,4,0,0,0,0,0,412,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,37361,17776,48717,18484,1774,2228,11,145,10,592569,143,2947,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,27,0,0,0,0,0,0,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,159,19589,14830,4273,514,67,3,186762,0,268795,638,52,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,0,11,0,0,0,0,11,46,0,1,0,0,0,175,53,0,0,0,4,0,64,0,0,0,0,0,0,153,0,0,0,0,0,0,0,11074,9873,2220,51,7,48,3437,2049,1024,2601932,86450,5292,655,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,0,4,0,0,0,0,0,0,0,1,0,0,0,508,17,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,33779,29582,13008,1178,46,213,0,583748,0,2972040,550,2031,112,0,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKULL VALLEY,1,0,0,0,0,0,0,14,0,0,0,0,0,1172,72,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5789,1564,90,3,4,0,160767,0,715816,3099,130,360,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARA PEAK,0,236,0,0,0,0,52,895,0,0,0,0,0,553,25,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,14,2,0,0,5900,2835,1939,256,11,133,30,19,86,1467467,912,11970,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
VERDE CANYON,27,96,0,0,0,0,12,0,0,0,0,0,0,66,4,0,0,0,35,4,0,0,0,0,0,0,0,39,0,0,0,0,0,38,0,13177,14556,11920,1086,188,1971,0,1143690,4,2571055,7821,9848,3054,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UPPER HASSAYAMPA,0,1,0,0,0,0,4,16,0,1,0,1,0,525,102,0,1,0,0,0,1,0,0,0,0,0,0,114,0,0,0,0,0,3,0,39,20929,6821,983,199,96,0,314652,0,1769442,149684,2028,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONTO CREEK,10,0,0,0,0,0,0,0,0,0,0,0,0,207,18,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,10,0,69,12158,5544,256,12,269,0,1259040,9,1465960,5561,2149,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,284,15508,4393,159,48,222,0,3883277,0,2213308,11414,1459,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,2,0,0,0,0,0,0,0,97,0,0,0,2,0,0,0,1808,24700,14524,3564,257,71490,2,33,1,3251088,229,120,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,0,39590,12,0,0,0,326,34119,0,0,0,970,0,246275,7104,0,0,4,1,196,4,3769,0,0,0,2,0,43887,114,0,306,3714,181,0,0,9313,16045,8499,1626,263,35103,5708,72,0,516611,39735,21901,5516,0,0,0,0,0,21,0,0,0,387,0,0,0,0,0,4,0,0,0,12,0,0,0,0,1,0,0,0,0
BUTLER VALLEY,0,12,1,0,0,0,78,2,0,0,0,0,0,4898,50,0,11,0,0,0,333,0,0,0,0,0,0,2987,0,0,0,0,0,0,0,0,2484,277,6,0,297,0,72,0,813242,2293,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,8,9,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,5,0,2292,9126,3276,366,85,270,16938,1498080,0,245728,52030,740,333,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,350,12578,1,0,0,0,31007,5749,0,0,0,0,0,4126,184,0,9459,5,2,845,3131,0,0,0,0,0,0,94809,0,0,0,0,0,0,0,27,28714,2914,201,14,226,2,1797,55,1441363,215236,739,2421,0,0,1,0,0,9312,0,0,1053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LAKE PLEASANT,0,19,1,0,0,0,0,0,0,1,0,0,0,171,30,0,0,0,32,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3060,20486,6198,2029,128,3,0,4084,0,640778,4795,667,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
CAREFREE,0,0,0,0,0,0,0,1,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20699,17567,2824,73,1,0,1984,0,361640,6,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,2328,5218,1871,0,0,0,5604,40,0,1299,66,15,0,33529,1467,0,3,39,14,0,82,0,0,0,0,0,1,36275,0,0,0,0,0,0,0,2542,59066,8552,1704,687,132,24,12,0,3065024,206208,12936,69,0,0,141,0,0,2,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,469,0,0,1,0,0,0,0
WEST SALT RIVER VALLEY,16712,39676,3994,0,0,0,30085,8406,0,2226,95,1366,0,201391,17396,0,0,7033,5153,0,5638,0,0,0,0,0,81,152159,0,0,0,0,0,13,0,4113,248491,474591,454838,84549,470,0,3,0,1858708,90716,83902,225,0,0,5843,0,0,632,1,0,0,8,0,0,0,625,119,0,0,0,0,0,0,3536,28,0,760,0,0,0,0
BLACK RIVER,28,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,3404,5857,1052,370,15,301,7525,2973207,0,465698,150952,175,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,7,2270,29,0,0,0,1072,60,0,0,0,0,0,14965,39,0,2,0,2,2,2300,0,0,0,0,0,0,19012,0,0,0,0,1,0,0,31,14621,10696,650,8,44315,16,36,0,2497881,10925,93,2,0,0,27,0,0,1948,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST SALT RIVER VALLEY,31106,45273,1260,0,0,0,42543,3264,0,791,40,2754,0,183202,6753,0,36,50,2019,121,1959,0,0,0,0,492,2874,171363,0,0,0,0,763,1384,0,5191,474244,536190,371359,62153,1018,0,3880,0,2920486,14221,13406,26,0,0,238,0,0,223,2609,1041,0,1111,0,0,460,3,0,302,0,0,0,0,0,8,840,0,671,0,0,0,0
MORENCI,2,1,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,0,0,15,0,929,12779,5894,1918,41,32619,1870,2812042,8,1702304,26999,5749,378,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,1,5,1,0,0,0,33,0,0,0,0,0,0,14,2,0,0,0,2,0,0,0,0,0,0,0,0,47,0,0,0,0,0,3,0,90316,20415,14441,4365,823,28809,0,430525,0,2894194,4479,7281,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,61,7,1,0,0,0,665,13,0,1,0,182,0,4184,103,0,0,0,104,1,23,0,0,0,0,0,153,148,0,0,0,0,0,227,0,3508,25704,17761,5175,369,74,0,182,0,955972,912,13277,20,0,0,39,0,0,1,84,15,0,15,0,0,221,0,0,1,0,0,0,0,0,0,53,0,39,0,0,0,0
HARQUAHALA,1833,17230,267,0,0,0,18870,1818,0,278,0,29,0,62146,213,0,113,4,38,18,3541,0,0,0,0,0,0,125197,0,0,0,1,1,0,0,602,28061,3887,96,11,2325,72,562,2,1728544,203551,751,168,0,0,149,0,0,183,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
