SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
AVRA VALLEY,47,48470,95,0,0,0,1881,12634,0,742,0,491,0,27775,859,0,1,12,7,0,2,0,0,0,0,0,0,49296,0,0,0,0,0,4045,0,893,113458,30822,7529,1447,24743,19,43400,36,5306341,487959,10847,364,0,958,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,64,0,0,0,0,0,0,0
TIGER WASH,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,8,0,0,695,52,1,0,88,0,0,0,208574,3705,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CAMP GRANT WASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1758,278,26,3,13,0,1740,2,354613,725,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN SIMON VALLEY,1011,312,17,0,0,0,0,3,0,36,0,765,0,13875,1882,0,7,2,47,0,0,0,0,0,0,0,0,108185,0,0,92,0,0,51696,0,24,32484,5052,661,68,34295,49,303074,27644,3873462,439288,2532,370,871,97,0,0,0,0,0,0,0,0,0,0,0,49,934,0,98,0,0,0,0,0,62,3,0,0,0,0,0
SANTA ROSA VALLEY,19,4661,138,0,7,0,17,1,0,145,0,14,0,587,122,0,0,0,0,0,18,0,2,0,0,0,0,7136,0,0,0,0,3,81,0,219,8214,1843,276,46,13074,0,45,0,2742186,153433,12063,432,0,14,1,0,0,12,0,4,0,0,0,0,25,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
UPPER SANTA CRUZ,111,1047,0,0,0,0,26,598,0,9,0,148,0,4441,53,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,21576,0,2198,258179,356390,186928,42392,116877,33,291750,196,3653795,26099,1671,197,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0
WILLCOX,20429,16113,3140,0,0,0,1260,633,0,13275,684,2442,0,47469,210,0,4088,3896,4472,0,0,0,0,0,0,0,0,396903,0,2440,193,0,0,15557,40,1180,61036,6575,2749,792,150447,226,568294,9940,3210542,839205,161,229,5771,62608,0,0,0,0,0,0,0,0,0,0,0,5842,33589,0,7621,0,0,0,0,1232,1044,460,0,0,0,0,0
AGUIRRE VALLEY,14,3357,3,0,0,0,317,1276,0,3,0,33,0,265,50,0,0,0,33,0,1,0,0,0,0,0,0,4438,0,0,0,0,0,101,0,6,4734,476,32,10,10018,0,10749,0,2127284,107528,15850,252,0,240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
CHILDS VALLEY,0,0,0,0,0,0,2,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,336,7035,9012,2365,204,37841,0,13,0,2304114,181614,1540,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAN SIMON WASH,0,292,9,0,0,0,4,1,0,0,0,160,0,242,86,0,0,0,19,0,0,0,13,0,0,0,0,683,0,0,0,0,0,437,0,60,11920,3080,238,121,42755,1,28558,2,6032791,340179,110023,1366,0,58,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ALLEN FLAT,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,5,0,0,41,0,0,1138,41,0,0,6,0,30297,27,456906,15012,181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WESTERN MEXICAN DRAINAGE,1,2,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,0,4,2073,1088,96,12,94527,0,18,0,1637747,18747,186,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
SIERRA VISTA,28,1320,7,0,0,0,31,4,0,66,24,80,0,6371,31,0,4,13,10,0,0,0,0,0,0,0,0,7982,0,0,32,0,0,1423,10,38,83058,29646,13097,2543,2232,103,278824,1109,3703223,575775,17329,342,626,36,0,0,0,0,0,0,0,0,0,0,0,8,41,0,74,0,0,0,0,1,4,2,0,0,0,0,0
CIENEGA CREEK,0,9,0,0,0,0,3,0,0,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,63,0,0,12054,1425,215,16,86,340,219066,683,1134650,399707,1630,60,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,1,5,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,6878,0,0,1,0,0,21,0,1,7255,846,321,41,783,0,53590,11,953358,112121,5,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
SANTA CRUZ AMA,12,322,0,0,0,0,950,5,0,16,0,25,0,3460,462,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,2077,0,871,54191,10424,4355,1793,295,90,97341,87,1595037,282339,6662,249,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,2,0,0,0,0,0,0,0
SAN BERNARDINO VALLEY,178,175,175,175,175,175,175,175,175,175,175,175,175,229,180,175,175,175,175,175,175,175,175,175,175,175,175,328,175,175,176,175,175,308,175,189,2612,377,178,175,242,175,20936,342,1070818,17817,664,1877,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
SAN RAFAEL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,343,2430,18,13,0,1,15,142899,350,301389,211514,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VIRGIN RIVER,0,0,0,0,0,0,0,0,1,0,0,15,0,50,66,123,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,88,10149,3061,889,91,2998,46,182013,0,912155,126422,7578,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIVWITS PLATEAU,0,7,0,0,0,0,0,4,0,0,0,0,0,32,9,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,5,0,9960,6771,921,73,11,137171,12,888627,0,4176563,13392,3310,242,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANAB PLATEAU,0,0,0,0,0,0,0,0,0,0,0,216,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,403,0,7244,26372,7229,1909,274,364176,541,2869372,21,8847671,96400,3063,380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11283,1809,627,177,0,8202,0,42436,0,1110677,177,368,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,0,1,0,0,0,0,0,11,0,3,0,16,0,64,27,169,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,2,0,606,1034,272,6,0,15918,9,342507,0,2316693,64648,10855,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
COCONINO PLATEAU,0,0,0,0,0,0,5,0,0,0,0,306,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,277,0,22208,40562,19751,7422,1534,439649,7223,3293873,18,11984047,913616,3006,434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,6,0,0,0,0,13,6,0,0,0,20,0,73,35,34,0,0,1,0,0,0,0,0,0,0,8,5,0,0,0,0,0,9,0,18462,49012,25605,4608,1603,47500,183,227134,0,3102090,4355,3056,1493,0,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADVIEW,0,0,0,0,0,0,0,2,0,0,0,0,0,5,20,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1390,7576,2385,67,4,974,1,40883,0,482346,751,9168,1046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,2803,7779,1,0,0,0,193,95,0,349,2,1837,0,19981,88,0,769,70,625,0,0,0,0,0,0,0,0,151105,0,0,25,0,0,10330,0,949,36847,8075,2208,630,686,0,6,0,1202787,111978,53,51,368,831,0,0,0,0,0,0,0,0,0,0,0,14674,14172,0,477,0,0,0,0,13,3201,2983,0,0,0,0,0
DETRITAL VALLEY,1,0,0,0,0,0,0,2,0,15,0,40,0,113,43,256,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,0,0,77822,20761,8162,353,8,23005,55,51816,0,2340212,37863,233,107,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,5,252,0,0,0,0,0,1581,475,2307,5,0,86,44787,3229,1572,0,0,0,0,0,3,0,0,0,0,2680,13787,0,0,1722,1954,2375,0,0,107181,27346,48680,24721,4981,38605,0,493,0,2387507,34436,50053,9946,0,1652,0,0,0,0,201,0,594,12,1,164,7,0,0,12,0,0,2,1,0,4,0,0,1,0,0,1,0
PEACH SPRINGS,0,0,0,0,0,0,0,1,0,0,0,18,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,2973,9800,1733,266,41,74341,4,734714,0,3155979,67937,4755,371,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
BIG CHINO,0,0,0,0,0,0,58,0,0,0,0,5154,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,0,82,32764,8967,1803,186,267,44,1146579,0,3967581,155076,340,657,0,0,0,0,354,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,0,0,0,0,0,0,0,0,0,0,56,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,434,0,42,13753,2428,205,44,1623,9762,342555,28,2861295,5255,6137,298,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,2,0,0,0,0,12,0,0,1,0,4,0,191,42,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,6,20,0,13,0,1225,94385,21369,3391,863,32799,2141,238048,1,4160846,4207,2269,422,0,5,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,25,13,0,0,0,0,7,27,0,3,0,99,0,303,162,0,10,0,2,0,32,0,0,0,0,0,0,191,0,0,1,0,0,1297,0,49373,339857,157387,58740,11393,835970,11361,12100708,585,55820369,6823676,132386,34340,5,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,269,0,0,0,0,9,3,0,0,0,0,0,0
FORT ROCK,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,4250,1772,205,27,182,1,633066,0,1808664,25311,362,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,410,180,0,0,0,0,361,153,0,7,0,87,0,2566,50,2,0,0,1,0,5,0,0,0,0,0,0,140,0,0,7,0,0,1190,0,599,102440,58466,17835,2638,1965,1218,3834744,2,3000977,150429,19300,6412,0,1,16,0,9,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,2404,2227,4469,1427,252,4124,0,113,0,427027,64259,13080,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,441,4347,1067,254,131,9034,15,355719,0,1621727,3442,1525,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,0,4,0,0,0,0,1,0,0,0,0,182,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,44,0,1226,45725,26212,13379,3236,249,0,128621,0,514297,153547,78,348,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,0,0,0,0,0,0,0,1,0,5,0,94,0,140,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,58,0,9,7912,3073,345,33,6374,0,152759,0,2354565,4220,1581,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LAKE HAVASU,0,4,0,0,0,0,0,5,43,0,0,0,0,138,14,4,0,0,0,0,1,1,0,0,0,0,4,27,0,0,5,4,1,0,0,37011,14199,43175,25792,4803,21985,1,37,0,571430,230,1738,3219,0,9,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UPPER AGUA FRIA,7,0,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,0,164,22696,15147,7629,1819,61,0,158014,0,263525,26551,151,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,3,0,0,0,0,0,1,2,0,1,0,145,0,130,88,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,17,2,57,19,0,8932,6593,1124,61,2,4659,571,1093,0,2684277,7646,8631,461,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,6,12,0,0,0,0,9,0,0,2,0,95,0,106,8,0,0,0,0,0,0,0,0,0,0,1,0,117,0,0,0,0,0,76,0,32892,25027,11875,1777,149,308,4,476722,0,2907005,176825,3149,671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SKULL VALLEY,2,0,0,0,0,0,29,0,0,9,1,176,0,318,3,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,1,0,0,117,0,2,9131,1413,134,12,54,0,112960,0,743162,20333,388,601,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARA PEAK,3,348,0,0,0,0,0,16,0,0,0,0,0,254,64,15,0,0,0,0,0,0,0,0,0,0,0,725,0,0,79,514,269,0,0,5531,1799,749,363,80,14719,6,0,8,1455235,194,12412,227,0,0,0,0,0,0,2,0,0,2,141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE CANYON,27,72,0,0,0,0,12,0,0,0,0,8,0,386,40,0,1,1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,874,0,13669,17974,9997,3181,530,1805,1,1050316,13,2657940,6693,12914,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
UPPER HASSAYAMPA,0,2,0,0,0,0,3,0,0,3,0,66,0,398,7,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,61,0,26,16199,7150,2155,541,715,1,282117,0,1942441,11264,2140,266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
TONTO CREEK,2,0,0,0,0,0,1,0,0,0,0,6,0,275,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,177,0,9,16611,5672,971,54,127,0,1195685,17,1523355,4801,3511,234,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,307,0,275,18740,3524,304,102,107,0,3116952,6,2960392,26102,2733,839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,2,0,0,0,0,0,7,1,0,0,0,0,66,2,1,0,0,0,0,1,0,0,0,0,0,0,30,0,0,10,2,3,3,0,1778,15325,11686,5058,924,925926,0,59,0,2185105,221929,110,68,0,8,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,1432,11282,0,94,0,0,0,22157,12,3,0,1,0,249373,26863,99,0,0,823,0,436,181,0,0,19,0,0,43699,0,0,14523,5530,14517,1296,0,9210,15610,7580,2211,601,263559,671,7,0,293036,8370,32932,11994,0,0,311,212,4,63,530,0,1446,573,0,112,6,0,0,24,0,0,0,2,0,7,0,0,2,0,0,9,0
BUTLER VALLEY,275,0,0,0,0,0,0,0,3,47,0,1,0,4111,48,1192,0,0,0,0,2,20,0,0,0,0,3,529,0,0,0,6,3,0,0,1,2580,306,13,0,6428,0,57,0,809586,1618,34,11,0,3,0,0,16,0,0,0,4,146,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2880,13504,3864,737,157,36,17111,1476545,78,264044,44972,1404,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,8037,483,113,0,0,0,489,110,0,303,24,1002,0,53233,252,25,0,0,239,0,10,0,0,0,0,5,29,27926,0,0,0,0,0,275,0,419,18724,2993,621,85,1701,0,1955,0,1729773,8190,1061,3012,0,5,0,0,4317,4,0,1,0,1,0,0,111,1,2,749,4,0,0,0,0,0,48,0,0,0,0,0,0
LAKE PLEASANT,4,4,0,0,0,0,4,0,0,0,0,0,0,450,298,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,3,0,3042,12555,9261,6799,991,818,0,2848,0,640828,3849,652,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
CAREFREE,0,2,0,0,0,0,2,0,0,0,0,5,0,242,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,17,0,4,23524,20718,5176,365,13,0,1506,0,353270,5,319,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HASSAYAMPA,2798,457,14,0,0,0,77,1273,0,2963,261,190,0,42539,2570,1,0,0,29,0,10,1,0,0,0,1,14,40402,0,0,0,0,0,6,0,4260,42145,12716,7587,2105,82962,0,0,0,2833676,351785,12378,362,0,107,1,0,0,0,2,0,0,7,0,0,0,1170,1,12,1040,0,0,0,0,652,0,8,2,0,0,0,0
WEST SALT RIVER VALLEY,29209,7115,1255,0,1,0,5413,5655,0,4407,459,2312,1,235001,10642,1206,0,50,629,0,5535,366,2,3,0,422,15,134370,15,0,6,3,45,43,0,7099,261085,488706,528349,143285,14557,0,5,0,1764956,51522,84343,523,0,1283,2758,0,0,34,12,0,0,768,0,0,3401,2080,1020,2570,355,30,6,28,18,9341,0,3204,2390,0,7,0,1
BLACK RIVER,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4839,5985,3200,270,250,625,6573,2658443,664,789895,132965,203,5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,0,18,0,0,0,0,0,1522,1,30,2,24,0,17630,75,95,0,0,0,0,3,31,0,0,0,0,155,240,0,0,1,1,6,3,0,14,13193,8290,2214,232,418400,1,0,0,2152406,4378,384,22,0,12,0,0,192,1,0,0,0,1614,0,0,12,34,0,16,0,0,0,36,0,0,0,0,1,0,0,0,0
EAST SALT RIVER VALLEY,17048,47651,1001,0,267,0,3539,3986,0,1251,70,2938,6,180852,10113,2,0,2100,862,62,314,0,2348,0,0,402,2117,184492,2,0,24,0,110,1736,0,5370,421703,555537,475440,107924,29089,0,3132,2,2607608,216858,7047,1147,0,1310,900,0,1,105,3620,1522,0,3467,0,0,713,11,779,2187,0,22,0,0,0,277,0,14,29,0,0,0,1
MORENCI,2,1,0,0,0,0,1,0,0,4,0,4,0,265,0,0,0,0,1,0,0,0,0,0,0,0,0,89,0,0,0,0,0,198,0,885,9592,8222,3048,415,53014,1360,2639634,605,1807340,72260,4737,2094,6,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,5,19,0,0,0,0,5,2,0,1,0,25,0,53,5,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,575,0,91956,16312,11900,4686,1180,36108,6,374933,16,2894918,50651,7095,5102,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,87,147,7,0,0,0,22,6,0,2,0,7,1,7513,35,0,0,4,0,0,8,0,0,0,0,15,44,1185,0,0,0,0,0,1216,0,2738,28041,17785,6572,862,1118,0,93,0,947474,655,12797,205,0,4,0,0,0,0,1,31,0,41,0,0,4,0,0,25,9,1,0,0,0,532,0,0,8,0,0,0,0
