SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
SANTA CRUZ AMA,25,372,2,0,0,0,2,3,0,0,0,1,0,2543,476,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,16,0,899,56015,10426,4355,1793,177,9,95757,287,1581852,300377,5753,235,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN BERNARDINO VALLEY,176,178,175,175,175,175,175,175,175,175,175,175,175,240,185,175,175,175,175,175,175,175,175,175,175,175,175,312,175,175,175,175,175,339,175,192,2813,375,178,175,237,175,20707,316,1067284,21146,779,1994,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
SAN RAFAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,2740,18,13,0,1,0,144492,335,299347,211441,20,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRGIN RIVER,0,0,0,0,0,0,0,0,0,0,0,2,0,627,121,0,0,0,2,0,0,0,0,0,0,0,1,454,0,0,0,0,0,0,0,3,11182,3101,890,91,3750,12,183606,1,905999,129469,7014,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIVWITS PLATEAU,0,15,0,0,0,0,0,2,0,0,0,0,0,39,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9951,8751,956,73,11,137898,7,888246,3,4180598,7341,2991,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANAB PLATEAU,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,6919,29098,7657,2039,274,360293,385,2873291,9,8840853,101831,2144,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIA,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11265,1826,642,177,0,8999,0,37885,0,1114369,284,270,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,0,0,0,0,0,0,0,0,0,0,0,0,0,266,76,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,598,2655,309,7,0,15792,6,350984,1,2339488,32538,9520,3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCONINO PLATEAU,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22174,46847,23125,8695,1534,449399,8225,3282750,76,11903458,983665,3520,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,6,0,0,0,0,0,4,0,0,0,12,0,309,23,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18587,52004,25599,4608,1603,46775,155,225242,0,3101304,4961,2159,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,7624,2368,67,4,902,1,40749,0,482519,797,8967,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,2767,7705,1454,0,0,0,877,100,0,13,1,244,0,22988,289,0,570,1,624,0,0,0,0,0,0,0,0,161586,0,0,0,0,0,10824,0,954,37328,8081,2208,630,677,0,5,0,1179886,123964,28,73,188,0,0,0,0,0,0,0,0,0,0,0,0,13538,8684,0,270,0,0,0,0,0,3200,7284,0,0,0,0,0
DETRITAL VALLEY,0,0,0,0,0,0,0,15,0,0,0,65,0,630,42,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,78361,23810,8162,353,8,22671,54,51189,1,2345780,29446,193,123,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,14,147,0,0,0,0,0,530,0,0,0,7714,0,53384,3531,0,0,14,2077,0,0,0,0,0,0,0,2755,9732,0,0,0,0,0,0,0,107142,28190,48978,24742,4981,40627,0,483,0,2378495,39179,49601,10867,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
PEACH SPRINGS,0,1,0,0,0,0,0,0,0,0,0,4,0,12,25,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2445,9836,1738,268,41,77073,5,735756,1,3168202,52311,4741,512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,354,1,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,35258,8853,1809,186,237,52,1143048,1,3945133,182838,1310,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,1,0,0,0,0,0,0,0,0,0,0,0,302,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,14824,2436,205,44,2201,11601,340078,134,2859335,5077,7471,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,0,0,0,0,0,0,16,0,0,0,0,0,220,65,0,0,0,4,0,0,0,0,0,0,0,1,73,0,0,0,0,0,0,0,1233,97274,21600,3392,864,35728,2685,235565,18,4158958,1849,2377,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,141,1,0,0,0,0,0,0,0,0,0,0,0,50,1,0,2,0,2,0,0,0,0,0,0,0,0,244,0,0,0,0,0,1,0,52233,427785,164993,61270,11393,864913,11797,12183734,526,55325557,7114943,122748,36308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
FORT ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4586,1772,205,27,175,3,630903,1,1803648,32118,340,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,442,189,0,0,0,0,259,322,377,0,1,0,0,3196,70,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,7,0,0,33,0,566,117924,59168,17932,2638,1721,2206,3859152,6,2984749,125255,20541,5445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,2277,4447,1427,252,4794,0,66,0,422571,70399,10486,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,791,4497,1083,256,131,10173,0,356900,0,1617957,4146,1561,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,11,3,0,0,0,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1193,47072,26310,13392,3236,105,0,125547,0,507941,161911,231,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SANTA MARIA,0,0,0,0,0,0,0,0,170,0,0,0,0,201,2,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,11,8213,3162,346,33,6896,0,148467,0,2356689,5273,1618,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE HAVASU,0,2,0,0,0,0,0,5,0,0,0,1,0,102,14,0,0,0,44,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,37002,14304,43218,25792,4803,25447,2,33,0,567729,463,1626,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
UPPER AGUA FRIA,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,23139,15152,7656,1819,38,0,162912,0,254366,30232,305,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,0,13,0,0,0,0,0,1,0,0,0,0,0,454,35,0,0,0,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0,0,8765,8168,1250,65,2,4868,611,1168,2,2679224,8122,11030,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,2,6,0,0,0,0,4,0,1,0,13,0,0,365,10,0,0,0,0,0,1,0,0,0,0,0,0,62,0,0,0,0,0,25,0,34245,26759,11996,1777,149,158,2,477491,1,2898134,181844,3360,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
SKULL VALLEY,3,30,0,0,0,0,1,0,0,0,0,0,0,1047,15,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,1,0,0,1,0,3,9617,1420,134,12,20,0,110450,0,743173,22008,573,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CLARA PEAK,5,412,0,0,0,0,0,5,0,0,0,1,0,460,69,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,5467,2047,846,363,80,15957,2,0,0,1453661,305,13512,456,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE CANYON,19,182,0,0,0,0,1,2,6,0,0,0,0,477,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,13368,20465,10077,3190,530,1952,0,1054335,5,2653019,7289,10859,2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UPPER HASSAYAMPA,4,3,0,0,0,0,2,0,0,0,2,0,0,1023,13,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,8,0,30,17272,7295,2158,541,669,0,282206,2,1941359,10385,2423,213,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONTO CREEK,0,4,0,0,0,0,0,0,5,0,0,0,0,284,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,20628,5769,972,54,65,0,1198896,1,1515869,5979,2713,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,175,25520,3621,314,102,81,0,3153467,3,2924449,20091,1668,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,3,0,0,0,0,0,3,0,0,0,0,0,67,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,16273,11941,5058,924,931650,0,68,0,2176976,223270,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,1461,51966,0,0,0,0,4,4472,1,0,0,3156,0,267018,29840,0,0,1,5,0,0,2546,0,0,0,0,0,36,0,0,0,0,38,0,0,8876,16913,7638,2211,602,264220,607,1,8,326650,7350,35027,9078,0,0,0,0,0,0,14,0,0,887,0,0,7,0,0,549,0,0,0,227,12,1,0,0,0,0,0,0,0
BUTLER VALLEY,27,429,0,0,0,0,0,1986,0,4,7,57,0,6937,77,3,0,0,3,0,0,0,23,0,0,0,8,6,0,0,0,0,0,0,0,0,3078,323,13,0,6752,0,76,0,805589,1654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164,16477,3950,738,157,34,19945,1483457,130,252268,44381,1359,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,5499,27338,353,0,0,0,96,32,21,11,354,2,0,22085,411,0,0,0,265,0,24,3,34215,0,0,0,69,3366,0,0,0,0,0,0,0,34,18730,3018,641,85,1693,0,2181,0,1728450,9022,1412,4669,79,10,2,0,1840,27,0,1,0,0,0,0,9,1,0,65,0,0,0,0,0,46,48,0,125,0,0,0,0
LAKE PLEASANT,3,2,0,0,0,0,18,0,0,0,0,0,0,433,272,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3116,12612,9319,6799,991,929,0,2965,0,639613,4700,707,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,1,10,0,0,0,0,0,0,1,0,0,0,0,254,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,7,23555,20724,5176,365,13,0,1517,0,353291,5,264,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,3567,1476,174,0,0,0,218,6,2,393,1257,18,0,44274,1427,2,0,0,13,0,2,0,9,0,0,0,15,19121,0,0,0,0,0,0,0,4342,43213,12744,7587,2106,89330,1,0,0,2828254,372008,11995,225,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2156,1,639,1,0,0,0,0
WEST SALT RIVER VALLEY,19285,18814,1551,0,0,0,18550,3063,23,1558,3005,208,0,233400,13394,896,0,2,5026,0,5971,1161,298,0,0,15,15,93090,15,0,6,0,4,13,0,6717,262058,488954,528347,143288,16836,0,6,0,1786014,57012,82822,563,1,0,1875,0,0,10,7,0,29,17,0,0,3463,111,782,2560,0,0,1,87,1,5902,594,9007,1390,99,0,0,0
BLACK RIVER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005,8773,3286,270,250,16,7351,2673711,945,778468,126738,127,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,184,1545,10,0,0,0,1,3885,1,35,259,12,0,19476,195,0,0,0,35,0,23,2,1007,0,0,0,196,76,0,0,0,0,8,0,0,46,14328,8398,2216,232,427284,1,0,0,2136568,4607,435,28,1,0,0,0,37,0,0,0,0,0,0,0,0,10,0,23,0,0,0,0,0,114,11,0,0,0,0,0,0
EAST SALT RIVER VALLEY,19513,48504,406,0,0,0,6587,4307,1,265,13,1552,0,179177,13128,83,0,0,311,0,274,96,995,0,0,1268,2001,175897,2,0,24,0,177,1052,0,5794,422976,555790,475441,107966,31875,1,2886,3,2593051,232955,8721,591,0,538,2,0,0,55,3267,1509,0,3825,0,0,304,0,46,1170,0,0,0,0,7,106,49,16,4531,0,0,0,0
MORENCI,4,1,0,0,0,0,1,0,0,0,0,1,0,210,0,0,0,0,1,0,0,0,0,0,0,0,0,130,0,0,0,0,0,59,0,1225,11100,8563,3056,415,48719,1955,2640588,888,1813114,68830,3308,1610,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,7,15,0,0,0,0,4,0,0,2,0,1,0,42,13,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,8,0,92803,19622,11894,4686,1180,35722,0,387003,30,2893649,37852,7351,3862,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,37,94,0,0,0,0,6,1,0,1,0,6,0,6559,24,0,0,0,0,0,0,0,0,0,0,20,35,1516,0,0,0,0,0,580,0,2888,29613,17795,6572,862,1202,1,110,0,944584,766,15779,117,0,0,0,0,0,0,0,31,0,10,0,0,0,0,0,5,0,0,0,0,1,0,0,0,80,0,0,0,0
HARQUAHALA,1379,23336,0,0,0,0,51,1953,0,601,569,9,0,86248,842,4,0,0,20,0,1369,2,1090,0,0,0,32,31209,0,0,0,0,0,0,0,179,19192,3631,202,89,230251,1,610,0,1743983,53766,1081,280,1,0,17,0,7,895,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,11,0,43,3,0,0,0,0
