SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
DENDORA VALLEY,34,194,1,0,0,0,202,14,0,30,2110,0,0,14395,281,0,0,0,0,0,0,0,38,0,0,0,5,2361,0,0,0,0,0,0,0,132,1186,737,127,13,58967,0,0,77,570233,14692,2119,1253,0,9,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1356,0,470,0,0,0,0,0
DRIPPING SPRINGS WASH,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,150,0,100,2216,885,245,42,1344,0,42013,0,1038766,194,4042,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILA BEND,22495,3710,378,0,0,0,11595,1675,0,4750,2092,450,0,178950,6775,0,0,0,0,0,113,174,6,0,0,30,26,70084,0,0,0,0,10,2,0,830,17214,15411,7756,2493,56222,0,0,0,2750265,489691,21525,20731,0,4653,66,0,0,0,0,0,0,23,0,0,25,4505,1,10,2,0,0,0,0,1218,0,45,0,0,0,0,0
GILA VALLEY,142,82886,1992,0,0,0,277,1529,844,6380,20,49,0,12477,1625,0,0,0,0,0,7,0,3,0,0,0,3,47171,0,13,1,0,0,2156,42,436,34869,24422,11399,2817,30861,308,309685,19,4016424,104783,32800,1150,55,60,0,0,0,0,0,0,0,0,0,0,0,74,203,0,65,0,0,0,0,0,8,2146,0,0,0,0,0
DONNELLY WASH,0,2,0,0,0,0,0,1,0,0,1,4,0,89,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,152,0,9,4362,428,25,0,387,0,8,0,831227,1948,5715,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOY,28179,241282,3727,0,0,0,25199,40733,0,92,1,3462,0,150077,10658,0,719,29,965,0,1606,0,171,0,0,0,140,411845,0,0,0,0,2,7110,0,936,107427,50376,32383,11214,35350,0,0,0,2086546,344776,17491,6376,0,2490,2,0,0,4750,0,1,0,2637,0,0,201,1206,263,50,0,0,0,0,0,2,0,1,3,1,0,0,97
DUNCAN VALLEY,2539,2075,10,0,0,0,74,4,10,385,21,1404,0,5903,442,0,0,7,0,0,0,0,0,0,0,0,0,2535,0,0,1,0,0,2518,0,16,5681,9970,2459,248,3353,53,34754,16,1434876,70589,2432,62,10,560,0,0,0,0,0,0,0,0,0,0,0,11,125,0,69,0,0,0,0,0,13,10,0,0,0,0,0
ARAVAIPA CANYON,0,15,1,0,0,0,33,0,0,39,0,4,0,403,1,0,0,0,0,0,0,0,1,0,0,0,0,677,0,0,2,0,0,139,0,10,1348,1088,182,3,27,0,205702,17,1246226,29642,3698,132,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VEKOL VALLEY,0,8,0,0,0,0,6,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,4,0,1,1275,946,296,21,10735,0,0,0,774107,82773,558,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YUMA,743,16833,15,0,0,16,1318,22321,101,0,0,3832,0,124776,11941,812,0,0,791,105,73,2408,0,0,0,2647,2143,21,623,0,16138,43055,70802,3,0,4891,57714,52522,65275,21858,1119693,0,3,0,380144,42088,19376,1482,0,0,204,0,0,70,233,119,1400,12281,18,23,29580,0,0,82069,0,0,22879,28546,550,0,0,5,4688,2291,1385,11,0
AVRA VALLEY,4138,50608,74,0,0,0,4507,15014,0,36,0,11,0,17467,463,0,0,0,9,0,1,0,0,0,0,0,4,46740,0,0,0,0,0,4036,0,1007,125967,37122,12968,3064,24490,1,39732,5,5345900,429241,9663,2877,0,13,0,0,0,70,0,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TIGER WASH,0,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,8,0,1,790,81,9,7,88,0,0,0,208308,3837,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMP GRANT WASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1945,431,122,17,5,0,1691,0,354241,717,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN SIMON VALLEY,900,381,49,0,0,0,21,0,9,492,464,711,0,15737,83,0,0,58,0,0,5,0,0,0,0,0,0,106938,0,0,21,0,0,62524,0,33,31612,7729,3015,290,35959,92,274553,30513,3897893,421205,3855,486,727,474,0,0,0,0,0,0,0,0,0,0,0,62,107,0,1144,0,0,0,0,0,854,51,0,0,0,0,0
SANTA ROSA VALLEY,18,5931,7,0,0,0,34,58,0,0,0,36,0,177,74,0,3,0,0,0,0,0,87,0,0,0,0,7342,0,0,0,0,3,82,0,368,11291,2832,520,86,13522,0,72,0,2739474,151354,11010,411,0,1,0,0,0,41,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER SANTA CRUZ,76,1641,0,0,0,0,36,47,0,5,0,0,0,4356,66,0,0,0,3,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,21993,0,2312,231024,315838,269901,77723,112995,0,283669,39,3617451,23340,1750,311,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WILLCOX,5903,9641,2851,0,0,0,175,108,5,5228,273,35,0,43098,195,0,4398,2025,0,0,16,0,0,0,0,0,0,427320,0,2738,113,0,0,18891,63,873,71396,7450,5093,1876,160180,73,536484,7971,3173475,847463,121,79,4189,10735,0,0,0,0,0,0,0,0,0,0,0,25477,58668,0,68084,0,0,0,0,0,21,3,0,0,0,0,0
AGUIRRE VALLEY,2,3842,5,0,0,0,16,1388,0,0,0,10,0,189,25,0,0,0,0,0,0,0,49,0,0,0,4,5475,0,0,0,0,0,139,0,11,5911,641,124,16,9900,0,11154,1,2129444,102021,15738,924,0,37,0,0,0,7,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILDS VALLEY,0,0,0,0,0,0,2,2,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,336,9316,9323,3772,367,36820,0,19,0,2301038,181513,1598,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
