SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
SAN SIMON WASH,2,86,0,0,0,0,12,19,0,0,1,103,0,256,60,0,0,0,0,0,0,0,29,0,0,0,0,10654,0,0,0,0,0,404,0,118,22653,3958,450,125,44139,0,28874,1,6030485,322137,108068,421,0,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLEN FLAT,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,1,5,0,0,42,0,0,867,152,4,0,6,3,30137,2,456908,15257,223,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
WESTERN MEXICAN DRAINAGE,0,5,0,0,0,0,0,2,0,0,1,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,74,0,0,0,0,1,0,0,3,2590,1384,191,16,97868,0,15,12,1633023,19126,252,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA VISTA,85,962,30,0,0,0,24,33,8,530,3,18,0,5289,10,0,0,0,0,0,0,0,0,0,0,0,0,7778,0,36,21,0,0,1379,0,253,101297,31642,22727,5230,2413,592,277301,1185,3674738,573225,16388,559,259,45,0,0,0,0,0,0,0,0,0,0,0,1002,409,0,52,0,0,0,0,0,3,21,0,0,0,0,0
CIENEGA CREEK,0,18,0,0,0,0,11,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,67,0,0,18379,2266,620,88,84,0,215346,874,1108774,421374,1785,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,0,0,5,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6615,0,0,0,0,0,37,0,11,8902,1373,636,121,409,0,53059,23,948986,115003,3,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ AMA,136,623,1,0,0,0,24,1,0,17,0,6,0,3958,10,0,0,0,0,0,2,0,0,0,0,0,0,217,0,2,0,0,0,1448,0,895,64148,12064,6563,3028,433,7,88574,44,1682469,189658,6570,399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN BERNARDINO VALLEY,181,178,175,175,175,175,175,175,175,175,175,188,175,229,175,175,175,175,175,175,175,175,175,175,175,175,175,328,175,175,175,175,175,357,175,192,3086,1281,370,177,247,244,20631,347,1071420,15830,859,1647,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,183,175,175,175,175,175,176,175,175,175,175,175,175
SAN RAFAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,349,4945,71,19,1,16,0,142071,800,303949,206498,27,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRGIN RIVER,0,1,0,0,0,0,1,0,0,0,0,9,0,467,126,0,0,0,0,0,0,0,0,0,0,0,1,513,0,0,0,7,0,2,0,119,9495,4184,3287,557,3649,47,181746,0,865560,167878,8544,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIVWITS PLATEAU,2,4,0,0,0,0,2,3,0,0,1,0,0,77,28,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,1,0,9520,5928,1527,334,377,126866,26,883358,1,4198955,6685,3167,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANAB PLATEAU,0,0,0,0,0,0,3,3,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,18,0,7289,32272,10431,3588,842,345712,459,2832467,157,8890898,94768,3732,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11401,2349,704,346,4,8558,0,43017,0,1108522,169,657,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,0,4,0,0,0,0,0,0,0,0,158,0,0,158,201,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,1,0,756,2255,452,54,16,11583,28,339941,1,2354509,31467,10509,3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCONINO PLATEAU,1,0,0,0,0,0,17,3,0,0,0,4,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,22722,50694,35301,15793,2758,423041,8266,3278773,16,12012585,880076,3102,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,12,8,0,0,0,0,4,39,0,0,0,0,0,136,52,0,0,0,0,0,0,0,12,0,0,0,8,11,1,0,0,0,1,7,0,19487,59450,28349,8051,2756,46473,384,220316,0,3092454,2379,3328,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0
MEADVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,12,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1772,8230,3464,663,24,638,0,40716,0,480302,195,9478,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,4795,1337,2224,0,0,0,1800,7,2,88,4,49,0,17461,623,0,111,11,0,0,3,0,0,0,0,0,0,153249,0,0,25,0,0,14946,0,1359,36724,8903,4337,1316,675,10,38,0,1186489,115292,29,27,219,2002,0,0,0,0,0,0,0,0,0,0,0,9389,22986,0,4889,0,0,0,0,0,5614,8,0,0,0,0,0
DETRITAL VALLEY,1,0,0,0,0,0,0,0,0,0,0,0,0,330,100,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,22,0,0,78901,26164,11955,1625,66,23788,30,50086,0,2348906,18155,287,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,3,287,256,0,0,0,0,3635,0,0,0,1,0,41605,6986,0,0,0,0,0,492,0,0,0,0,0,1338,11274,189,0,1952,9188,4515,1,0,107948,21955,48559,36836,7977,37722,9,551,62,2379616,28424,41575,20443,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEACH SPRINGS,1,0,0,0,0,0,1,10,0,0,1,0,0,101,62,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,3,5,0,3461,9147,2377,529,103,67875,7,733905,0,3207421,23320,4226,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,0,0,0,0,0,0,15,89,0,0,0,4,0,76,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,115,51121,16895,5786,898,338,51,1140248,2,3951275,151975,734,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,0,0,0,0,0,6,72,0,0,0,0,0,242,16,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,1,413,0,116,18835,2917,571,139,1218,11051,333555,4,2869087,210,5323,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,4,0,13,0,0,0,1,7,0,0,0,0,0,237,60,0,0,0,0,0,0,0,5,0,0,0,0,88,0,0,0,8,26,8,0,1294,112723,24388,6083,1979,32037,2530,235103,0,4142028,796,2342,617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,13,8,1,0,0,0,1,3,0,0,0,53,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,176,0,53871,451674,201239,126064,25292,825243,13385,11920429,609,55771789,6819914,128494,38971,0,34,0,0,0,0,0,0,0,0,0,0,0,3,91,0,539,0,0,0,0,0,0,0,0,0,0,0,0
FORT ROCK,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5144,1956,423,104,189,721,634562,0,1815480,15018,324,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,72,162,27,0,0,0,9,234,367,0,0,29,0,2837,32,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,7,0,0,599,0,642,106193,72402,35393,6051,2077,2178,3816648,3,3014608,114030,20276,7251,0,1,9,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,7
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2343,2235,3699,2967,630,4944,0,74,0,428180,63919,9508,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,2,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,18,0,896,4401,1408,584,269,9348,0,362552,0,1614626,1883,1777,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,0,0,0,0,0,0,2,0,0,0,0,92,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1205,54210,29913,20842,6445,188,0,124391,0,489921,159420,129,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,0,4,0,0,0,0,14,53,169,1,0,0,0,92,3,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,40,0,69,8420,4161,1058,170,5938,0,154205,0,2352813,2380,1556,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE HAVASU,0,4,0,0,0,0,0,2,0,0,0,0,0,111,25,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,1,7,26,0,0,36915,7389,29172,44943,8763,22644,0,38,1,568345,268,1849,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,21810,16559,13062,4113,49,0,159996,0,250764,29127,152,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,0,21,0,0,0,0,2,14,0,0,2,0,0,520,86,0,0,0,0,0,0,0,21,0,0,0,0,80,0,0,15,0,63,29,0,12518,7913,1724,224,23,4649,229,1046,169,2680161,3877,10767,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,16,7,0,0,0,0,8,8,1,2,7,5,0,128,5,0,0,0,0,0,0,0,0,0,0,0,3,147,0,0,0,0,0,66,0,34387,26538,16311,5520,863,224,2,450633,1,2925835,173354,2461,303,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SKULL VALLEY,1,0,0,0,0,0,69,108,0,0,0,4,0,284,1,0,0,0,0,0,0,0,7,0,0,0,0,28,0,0,1,0,0,6,0,3,11603,2153,342,38,36,0,113661,1,749813,9564,646,517,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
CLARA PEAK,1,265,1,0,0,0,0,58,0,0,0,0,0,1925,157,0,0,0,0,0,0,0,3,0,0,0,0,30,0,0,11,48,517,16,0,5735,2149,1084,559,191,14883,194,8,20,1454187,188,10851,670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE CANYON,2,78,1,0,0,0,1,0,5,0,0,3,0,384,28,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,741,0,13422,19428,16470,6175,1001,1605,0,1024314,1,2670959,11169,10162,2739,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER HASSAYAMPA,0,5,0,0,0,0,91,279,0,0,0,2,0,347,8,0,0,0,0,0,0,0,22,0,0,0,0,131,0,0,0,0,0,34,0,31,20770,11059,5153,1595,681,1,277994,0,1936847,8291,2180,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0
TONTO CREEK,1,2,0,0,0,0,0,0,5,0,0,1,0,309,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,202,0,24,19980,10852,3316,366,79,0,1180359,50,1530674,2201,2817,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,352,0,706,24489,4986,1395,287,97,0,3016135,94,2985983,91984,2980,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,1,0,0,0,0,0,8,0,0,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,17,0,0,1765,16604,12029,8938,1943,920467,4,46,3,2184457,221576,135,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,176,17893,2399,0,0,68,828,26376,0,0,0,1679,0,249325,20358,0,0,0,240,0,78,1948,0,0,0,0,0,42,1390,0,13255,21127,31639,226,0,9007,15020,8719,3366,1181,262507,0,1,0,299835,8457,27302,15737,0,0,0,0,0,0,0,0,2,1135,0,0,22,0,0,70,0,0,1,4,3,0,0,5,1,0,0,0,0
BUTLER VALLEY,16,2,0,0,0,0,8,172,0,10,0,0,0,6988,2151,0,0,0,0,0,8,0,17,0,0,0,3,21,0,0,1,0,126,0,0,1,3119,371,43,19,6545,0,59,0,805316,1556,18,377,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3993,16601,4605,1123,380,113,16861,1473981,271,262585,43834,1193,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,7529,1090,1,0,0,0,15009,9218,21,49,10,2,0,37697,27,0,0,0,0,0,28,1,24713,0,0,0,11,30667,0,0,0,0,0,94,0,2,20790,3308,1441,300,2363,1,2048,1,1689062,15699,1403,3616,0,22,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,37,48,0,11,0,0,0,0
LAKE PLEASANT,0,22,0,0,0,0,17,13,0,0,0,0,0,441,270,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,4,0,3164,11119,10312,9960,2202,854,0,2726,0,636140,4535,674,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CAREFREE,0,1,0,0,0,0,1,15,1,0,0,1,0,243,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,4,19915,23307,10922,1163,14,0,1522,0,347776,10,276,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,7081,1836,20,0,0,0,838,1218,0,671,5,13,0,39968,2195,0,0,0,0,0,13,1,122,0,0,0,14,37880,0,0,0,0,0,2,0,4076,57918,17975,11336,3873,83289,0,0,0,2811546,350154,12042,323,0,14,9,0,0,0,0,0,0,3,0,0,1,1505,0,6,0,0,0,0,0,630,0,3,1,3,0,0,0
WEST SALT RIVER VALLEY,22048,6587,685,0,0,0,8608,8909,2,3247,171,1509,0,221876,12712,0,0,5,1,0,8574,1149,6,0,0,0,12,130989,0,0,6,0,325,70,0,7092,240306,388603,634720,239849,13704,0,7,0,1707477,46607,83108,393,0,2616,4912,0,0,29,0,0,0,653,0,0,2994,5805,927,1985,1168,0,18,0,0,3601,0,920,1890,1041,0,0,0
BLACK RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5114,7945,3626,617,482,281,6334,2648956,645,915475,15357,355,4161,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,490,124,0,0,0,0,20,2295,0,377,5,2,0,22659,89,0,0,0,0,0,1,10,8,0,0,0,155,429,0,0,1,0,50,2,0,46,14780,9026,4627,729,418981,10,0,7,2142088,3734,410,83,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,35,0,0,0,0,0,0,0
EAST SALT RIVER VALLEY,7660,38128,362,0,0,0,4330,7980,0,3887,3075,729,0,174472,9466,0,925,141,29,0,101,66,801,0,0,659,1858,152473,0,0,24,0,109,1768,0,5748,365579,479067,611173,186881,29917,0,2641,0,2556078,243506,8770,1517,0,1322,452,0,0,196,0,5,0,2075,0,0,1899,111,471,2598,22,0,0,0,0,5,0,2,28,2,0,0,0
MORENCI,4,1,1,0,0,0,1,0,0,1,0,3,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,176,0,1666,11101,7898,4556,874,52242,1795,2624976,473,1825873,64863,5625,999,5,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,302,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,3,21,0,0,0,0,3,5,0,3,0,2,0,49,5,0,0,0,0,0,0,0,3,0,0,0,0,227,0,0,0,0,0,697,0,92679,20960,13081,6312,1941,35419,1,342614,0,2720168,250097,7363,4169,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,70,206,113,0,0,0,3,13,0,22,1,5,0,7516,54,0,2,0,0,0,0,0,6,0,0,0,42,1023,0,0,0,0,0,1291,0,2847,31911,18354,11354,1827,1142,0,76,0,924166,12467,14602,121,0,0,8,0,0,3,0,0,0,11,0,0,15,2,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0
