SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
WILLCOX,69463,40065,5034,0,0,0,5717,4990,2,56,0,1777,169,50781,0,0,4495,0,0,0,0,0,0,0,0,0,0,598567,0,39,0,0,0,7407,0,648,66932,6120,1173,152,145894,28,740469,10772,3458169,257464,133,29,2923,52,0,0,0,0,0,0,0,0,0,4883,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUIRRE VALLEY,2,6388,8,0,0,0,19,0,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,7168,0,0,0,0,0,4,0,5,7799,893,21,0,4895,0,10917,0,2198409,37713,12800,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILDS VALLEY,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,8723,9821,2281,127,14968,0,125,3,2505235,1,2854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN SIMON WASH,27,1905,2,0,0,0,11,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,18133,0,0,0,0,0,1,0,50,13229,1939,184,38,6959,0,29089,1,6298813,108207,94445,7,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALLEN FLAT,0,68,5,0,0,0,9,0,0,1,0,17,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,34,0,0,1223,19,0,0,14,0,28667,2,472673,901,156,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WESTERN MEXICAN DRAINAGE,0,30,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,97,0,0,0,0,0,0,0,56,0,0,0,2,1,0,0,0,4908,2408,157,7,197695,37,28,0,1548810,2,358,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA VISTA,135,785,281,0,0,0,260,85,59,1,0,286,1,2579,0,0,21,0,0,0,0,0,0,0,0,0,0,7478,0,0,0,0,0,1098,0,299,93104,28875,6689,1023,1352,0,304994,1636,4255976,8175,10095,67,175,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIENEGA CREEK,1,45,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,144,0,0,10454,1379,58,4,265,0,228710,598,1524155,2626,1664,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,2,34,2,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,15555,0,0,0,0,0,1,0,7,12401,980,213,19,875,0,52619,38,1050958,1551,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ AMA,106,2414,6,0,0,0,33,34,0,0,0,9,0,6048,0,0,8,0,0,0,0,0,0,0,0,0,12,527,0,0,0,0,2,1454,0,665,56404,10307,2631,728,212,0,114921,198,1857337,2324,5031,10,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
SAN BERNARDINO VALLEY,200,391,175,175,175,175,175,175,175,175,175,177,175,205,175,175,200,175,175,175,175,175,175,175,175,175,175,3473,175,175,175,175,175,188,175,177,3643,585,175,175,188,175,24000,203,1080734,2210,633,236,180,175,175,175,175,175,175,175,175,175,175,178,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
SAN RAFAEL,8,53,0,0,0,0,1,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,7,0,115,2240,6,0,0,47,0,147426,670,494968,13409,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRGIN RIVER,0,4,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,39,7624,3502,269,9,2139,2,209180,27,1017794,1762,3009,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIVWITS PLATEAU,7,42,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,9,0,13,0,9673,1480,1057,60,4,123856,0,908639,0,4072498,119161,421,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANAB PLATEAU,15,154,0,0,7,0,1,5,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,3,0,4337,11775,5541,1955,56,448119,694,3138889,2,7589330,1022160,337,11,0,124,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARIA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10522,1285,510,100,0,150901,0,65952,0,819285,126885,316,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,8,4,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,1,0,0,0,0,0,0,0,0,155,0,0,0,0,0,11,0,2319,1445,338,4,0,13171,1,383019,0,2344659,5482,4547,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCONINO PLATEAU,3,304,0,0,2,0,2,1,0,0,0,0,0,311,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12300,44660,22363,4549,414,414017,6502,3536871,0,11847107,843106,1355,34,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,187,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,21,0,21241,61461,25773,3373,877,143451,198,222033,7,2958338,46765,736,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1071,7079,1822,35,1,1542,2,42028,0,489354,56,2647,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,14414,19438,358,0,0,0,3297,159,0,48,0,3316,1521,11481,0,0,238,0,0,0,0,0,0,0,0,0,0,261212,0,2,0,0,0,3309,0,854,49038,8505,1311,351,188,0,47,0,1201210,9635,5,6,163,0,0,0,0,0,0,0,0,0,0,803,0,0,6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETRITAL VALLEY,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87180,28686,9478,151,4,37766,2,48803,0,2328245,20544,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,18,27636,214,0,0,0,3109,7,0,7,0,26,0,40601,0,0,0,0,9,0,0,0,0,0,0,0,1,14097,0,0,0,24,31,0,0,109841,22981,59476,18311,3042,13132,0,393,0,2451787,317,45543,2654,0,0,0,0,0,5,0,0,0,0,0,0,0,0,158,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PEACH SPRINGS,0,3,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2259,3604,1497,128,19,67726,1,737490,1,2931569,308045,315,201,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,44,255,0,0,16,0,18,1,0,0,0,0,0,1882,0,0,0,2,0,0,0,0,0,0,0,0,0,7556,0,0,0,0,0,19,0,47,24573,10909,1097,61,1791,5,1439473,0,3774221,57030,815,230,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,20,0,0,0,0,1,1,0,0,0,0,0,185,0,0,0,0,1,0,0,0,0,0,0,0,0,113,0,0,0,5,0,2,0,96,10989,3343,163,50,113,19472,390135,1,2758489,56161,4530,65,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,139,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,2,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,1863,104176,24713,2544,388,5529,3385,231687,9,4122171,63052,1982,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,58,220,0,0,0,0,65,0,0,0,0,9,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,30,0,47282,237127,120759,39186,3581,2199218,9525,13424674,8,53332643,6864183,86177,13133,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FORT ROCK,0,5,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,10,2020,3058,172,19,97,4,643999,0,1731604,92696,68,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,287,964,33,0,1540,0,21,25,0,0,0,0,0,6905,0,0,0,0,0,0,0,0,0,0,0,0,2,302,0,0,0,0,0,114,0,234,95446,55743,11312,926,20654,1767,4171943,1,2664341,155617,9880,3886,0,26,218,0,0,0,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2491,2360,4029,859,69,336,0,618,0,498222,3554,7522,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,1,2,0,0,2,0,2,6,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,136,0,0,0,0,0,0,0,2017,2552,1996,236,38,3984,12,444341,0,1540402,1052,1060,26,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,13,363,0,0,61,0,7,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,22,0,1208,45986,25903,9801,1467,30,3,138448,0,642210,19203,326,101,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,2,44,0,0,18,0,11,47,0,22,0,0,0,533,0,0,8,0,0,0,0,1,0,0,0,0,0,657,0,0,0,0,0,0,0,15,5715,2965,295,113,3486,2,252197,0,2257509,6440,1201,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE HAVASU,0,43,0,0,0,0,2,1,0,0,0,0,0,298,0,0,0,0,0,2,0,2,0,0,0,0,0,133,0,0,0,0,18,0,0,36552,15277,48858,17756,2899,2798,0,255,0,595346,10,3318,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,0,98,19,0,12,0,12,24,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,162,19757,14287,4565,568,31,0,175648,0,279562,564,111,27,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,10,132,0,0,1,0,4,62,0,1,0,0,0,751,0,0,0,0,26,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,2,0,12758,8208,1774,47,3,122,1320,4165,6,2605585,81655,6947,47,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,41,95,0,0,166,0,38,9,0,0,0,0,0,1114,0,0,0,3,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,1,0,32945,33816,12128,1185,33,326,0,568429,0,2984366,435,1450,29,0,0,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKULL VALLEY,6,253,5,0,13,0,37,136,0,48,0,0,0,3715,0,0,15,0,1,0,0,5,0,0,0,0,0,264,0,0,0,0,0,5,0,0,6355,1678,95,0,23,0,144995,0,728546,2125,502,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARA PEAK,0,334,0,0,0,0,0,5,0,0,0,0,0,572,0,0,0,0,71,0,0,2,0,0,0,0,0,727,988,0,0,52,5,0,0,5457,1310,1479,169,47,10,8,133,36,1469897,1278,11155,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VERDE CANYON,22,1682,13,0,486,0,9,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,72,0,6318,20349,10028,1909,153,1943,0,1224191,43,2498420,5392,4605,1506,0,0,2,0,0,0,239,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UPPER HASSAYAMPA,3,137,0,0,2,0,1,5,0,1,0,0,0,1396,0,0,1,8,0,0,0,0,0,0,0,0,0,2857,0,0,0,0,0,6,0,42,21491,6215,1072,195,316,0,339599,0,1759812,129427,2946,114,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONTO CREEK,5,32,2,0,1,0,8,3,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,8,14553,4416,363,12,851,0,1359213,6,1366918,3233,1007,39,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,7,0,0,0,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,234,15917,2689,119,23,214,0,3983136,51,2115173,11782,295,114,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,7,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,1,26,0,0,0,0,0,0,2,1314,0,0,0,2,23,0,0,1715,15808,15396,3303,484,81667,7,77,0,3247518,435,120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,2,74817,0,0,0,0,74,15600,0,1436,0,167,0,243267,0,0,2,0,1143,63,0,0,0,0,0,0,0,72786,279,0,0,7144,141,0,0,9083,14540,7546,1489,470,40923,5482,0,0,486820,25026,26601,5375,0,0,0,0,1079,43,0,0,0,0,0,0,1,0,0,14,0,0,0,3,0,0,0,0,0,2,0,0,0
BUTLER VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17887,0,0,0,0,0,0,0,0,799,301,3,0,3,0,5,0,807991,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2124,9328,2850,564,17,64,13478,1506431,0,240858,52329,78,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,678,28050,2,0,15,0,265,12708,0,7339,0,16,0,2655,0,0,4789,10,298,5,69,2,0,0,0,0,0,83602,0,0,0,11,20,0,0,11,32592,2472,404,41,253,102,3269,1,1462245,214605,1833,1279,0,0,0,0,0,6683,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
LAKE PLEASANT,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,2713,20219,5699,1850,211,9,0,5793,0,643622,1688,320,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,0,6,2,0,0,0,21,0,0,0,0,1,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,0,1,19809,16623,3309,86,17,0,5131,0,359313,7,177,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,3409,9735,20,0,2,0,4204,379,0,3,4,6,0,30515,0,0,0,5,2,0,0,0,0,0,0,0,0,86250,0,0,0,0,1,0,0,3880,67317,7974,1879,673,525,0,28,0,3035266,180135,12563,214,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0
WEST SALT RIVER VALLEY,21382,71639,1315,0,73,0,51942,10427,0,784,8,394,0,168756,0,0,10,606,22,0,19,0,0,0,0,0,1,156700,0,0,0,0,11,55,0,3956,263240,473909,439853,92354,514,0,263,0,1869846,94748,83763,140,4,0,30,0,0,5,238,174,0,0,0,0,0,0,0,0,0,0,0,2,0,302,62,2746,0,0,0,0,0
BLACK RIVER,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263,5061,1873,167,0,652,4889,2984580,0,456033,151340,20,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,15,5731,0,0,0,0,2392,525,0,1,0,0,0,12023,0,0,0,0,1768,19,0,1,0,0,0,0,1,46346,0,0,0,0,7,0,0,12,15535,11845,417,51,40823,4,0,0,2471713,10805,186,10,0,0,0,0,0,1045,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST SALT RIVER VALLEY,21187,70348,1535,0,0,0,37656,13741,0,101,0,0,0,159625,0,0,0,113,6,0,74,0,0,0,0,0,127,205113,0,0,0,0,214,640,0,3571,475563,542500,379951,54179,765,0,2834,12,2916079,5491,12890,37,1,0,0,0,0,1,2626,687,0,0,0,0,0,0,61,0,0,0,0,3,0,1,283,0,0,0,0,0,0
MORENCI,12,235,0,0,0,0,16,0,0,1,0,8,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,155,0,1471,10153,7369,1955,22,42346,228,2850504,25,1662505,24438,1183,307,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,3,543,0,0,10,0,43,10,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,3,679,0,0,0,0,0,53,0,105880,23991,13610,4211,981,27987,1,468694,11,2837524,5502,3626,1521,21,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,18,67,9,0,0,0,2560,209,0,0,0,0,0,2660,0,0,0,1,0,0,0,0,0,0,0,0,1,1650,0,0,0,0,6,203,0,705,26458,17252,5175,323,25,0,215,0,963086,573,7899,68,12,0,0,0,0,0,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARQUAHALA,2519,40229,0,0,0,0,12514,277,0,5,0,0,0,50286,0,0,152,3,77,1,108,0,0,0,0,0,117,116389,0,0,0,6,7,6,0,934,28858,3097,126,14,1213,13,879,0,1715456,226806,1612,883,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
