SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
AGUIRRE VALLEY,0,5711,0,0,0,0,0,0,0,0,2,4,0,125,28,0,0,0,0,0,0,0,0,0,0,0,0,6205,0,0,0,0,0,3,0,10,7581,460,41,1,6165,0,12102,0,2210318,18024,20232,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILDS VALLEY,0,2,0,0,0,0,8,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,323,5929,9027,2201,194,14127,0,106,0,2509942,2,2118,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN SIMON WASH,12,146,0,0,0,0,1,0,0,0,4,1,0,236,28,0,0,0,7,0,0,0,0,0,0,0,0,10707,0,0,0,0,0,5,0,91,8150,1446,128,43,12368,0,31858,0,6328926,69774,108831,332,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ALLEN FLAT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,1,0,0,0,0,0,0,606,12,2,0,25,0,30117,4,467765,4906,87,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WESTERN MEXICAN DRAINAGE,0,8,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,5,2750,2527,94,5,207789,0,49,0,1540894,6,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA VISTA,34,1814,44,0,0,0,31,0,0,85,2,1,3,5201,465,0,5,0,0,0,1,0,0,0,0,0,0,17021,0,32,2,0,0,444,0,319,96158,27915,11924,1475,791,3,297933,997,4242264,5184,13292,403,1400,67,0,0,0,0,2,0,0,0,0,19,0,1,18,1,0,0,0,0,0,0,0,196,0,0,0,0,0
CIENEGA CREEK,5,170,1,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,17,0,3,10051,1282,213,5,133,0,216870,348,1536989,2366,1497,76,10,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,0,4,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7585,0,0,1,0,0,14,0,7,7728,956,247,3,385,0,53026,58,1063549,1673,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ AMA,18,660,0,0,0,0,1,0,0,12,2,1,0,4620,1188,1,0,0,0,0,0,0,0,0,0,0,2,233,0,0,0,0,0,24,0,816,57526,11454,3355,889,370,1,120296,87,1851036,2600,5083,230,963,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0
SAN BERNARDINO VALLEY,175,175,175,175,175,175,175,175,175,175,175,175,175,213,177,175,175,175,175,175,175,175,175,175,175,175,175,1240,175,175,175,175,175,285,175,184,2821,292,178,175,205,175,22181,298,1085175,2101,962,789,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
SAN RAFAEL,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,271,2363,14,2,0,11,3,150381,529,486626,18506,194,132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRGIN RIVER,0,0,0,0,0,0,0,25,0,0,0,4,0,657,50,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,5,7769,3031,1341,274,2950,46,203743,1,1020090,269,5757,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIVWITS PLATEAU,0,11,0,0,0,0,0,0,0,0,0,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9814,1881,819,182,33,163619,65,900865,0,4061083,96341,1976,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KANAB PLATEAU,0,7,0,0,0,0,0,0,0,0,0,0,0,255,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6615,12825,7617,1857,102,550754,2061,3116495,2,7631521,892080,2862,207,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
PARIA,0,12,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11635,3154,552,112,0,178494,0,70040,0,829191,81763,759,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,0,0,0,0,0,0,0,0,0,0,0,0,0,98,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1685,1205,462,33,1,32074,54,367134,0,2338801,1028,9591,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COCONINO PLATEAU,0,6,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21746,54323,17976,7489,1245,497075,8183,3546291,0,12153409,422393,3164,598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,24,0,0,0,0,0,0,0,0,0,0,0,563,27,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,22155,72374,26302,4117,1159,178743,327,231122,0,2926630,17064,3135,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MEADVIEW,0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1356,8686,2403,59,1,1494,25,41501,0,481061,32,9384,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,15515,17377,187,0,0,0,925,0,0,9,2,2298,7,19442,2396,0,2,0,0,0,0,0,0,0,0,0,0,234575,0,0,0,0,0,11085,0,989,44957,8682,1610,231,825,0,2,0,1220554,2352,79,6,115,677,0,0,0,0,1,0,0,0,0,23,0,0,10020,0,0,0,0,0,0,1,2097,0,0,0,0,0,0
DETRITAL VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,367,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,92846,25107,7243,322,5,45800,101,51533,0,2330948,4661,416,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,0,4596,16,0,0,0,0,4018,0,0,5,1685,0,54096,6153,0,0,0,0,416,0,0,0,0,0,0,3,13382,0,0,0,0,0,0,0,112009,22475,50845,22789,4080,20758,10,608,0,2440135,174,47597,7356,0,0,0,0,0,0,201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,2,0,0,0,0
PEACH SPRINGS,1,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,2746,4885,926,206,44,74556,43,740944,0,2878780,345471,3422,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,12,13,46,0,0,0,5,0,0,10,0,5,0,706,65,0,16,0,0,0,0,10,0,0,0,0,0,714,0,0,0,0,0,21,0,49,27295,7100,2039,246,2334,17,1466094,0,3767935,42667,1658,640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,3,0,0,0,0,0
WIKIEUP,0,4,0,0,0,0,0,0,0,0,0,0,0,316,3,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,78,13399,1994,207,35,583,21604,350308,0,2817712,32874,4346,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,11,3,0,0,0,0,2,0,0,0,0,0,113,45,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,1463,111731,17907,3566,528,9069,4062,240885,0,4157902,12098,2371,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,1,34,0,0,0,0,0,0,0,1,7,0,0,388,8,0,0,0,0,0,0,0,0,0,0,0,0,317,0,3,0,0,0,2,0,56667,279358,136643,54214,8195,2554050,15314,13310010,35,56952662,2855928,133274,21334,25,0,0,0,0,0,1,1,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORT ROCK,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,21,2489,1853,265,47,354,3,649380,0,1719738,99322,355,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,392,26,25,0,0,0,277,0,0,152,8,102,0,2584,88,0,4,1,2,0,0,1,0,0,0,0,1,102,0,0,7,0,0,172,0,909,104643,57989,17940,1712,30212,1926,4119142,2,2727233,110990,19141,6430,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2529,1898,4283,1222,149,618,0,49,0,496011,485,12457,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,8,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1415,2124,872,380,125,8992,25,411517,0,1570223,152,1792,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,9,2,2,0,0,0,4,0,0,0,1,46,0,384,0,0,0,17,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,19,0,1271,47688,25846,11159,2474,407,0,156053,0,637912,3271,417,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0
SANTA MARIA,0,3,0,0,0,0,1,0,0,0,0,0,0,320,7,0,2,0,0,0,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,94,5944,2322,431,109,5856,0,244603,0,2265978,4041,1416,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LAKE HAVASU,0,11,0,0,0,0,0,0,0,0,1,0,0,529,39,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,37454,13163,46588,23917,4149,2077,5,24,0,591090,3,1681,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,4,2,0,0,0,0,0,0,0,3,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,1,0,167,21072,14436,6582,1195,177,0,184998,0,266675,103,119,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ALAMO RESERVOIR,8,12,0,0,0,0,0,10,0,2,0,0,0,455,46,0,5,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,13747,7840,896,48,4,311,1113,2590,0,2652042,34999,9806,393,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,0,5,0,0,0,0,0,0,0,0,0,0,0,694,11,0,0,4,1,0,0,1,0,0,0,0,0,80,0,0,0,0,0,26,0,34385,26472,11098,1989,152,372,1,548316,0,3009900,155,2329,842,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SKULL VALLEY,0,41,15,0,0,0,0,0,0,6,1,11,0,1652,39,0,2,0,1,0,1,1,0,0,0,0,0,203,0,0,1,0,0,85,0,1,4486,1276,64,23,145,0,150943,0,727771,599,1016,472,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,28,1,0,0,0,0
CLARA PEAK,0,370,1,0,0,0,0,0,0,0,0,0,0,4012,54,0,0,0,0,0,0,0,0,0,0,0,0,1757,0,0,0,0,0,0,0,5630,2160,836,236,52,115,83,20,22,1466457,299,11397,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE CANYON,7,163,0,0,0,0,0,0,0,0,0,1,0,336,13,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,10,0,11405,14769,10008,3666,381,4576,0,1134652,9,2583284,1120,10992,3310,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER HASSAYAMPA,1,25,4,0,0,0,6,0,0,0,0,0,0,1196,5,0,0,0,5,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,47,20637,6260,1258,361,582,0,300771,0,1826781,104757,2721,129,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONTO CREEK,0,4,0,0,0,0,0,0,0,0,0,0,0,282,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,30,11268,5048,1459,51,689,1,1263708,3,1462599,3798,2467,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,2,0,178,17311,4061,509,108,530,0,3872964,37,2226215,6104,2159,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,3,0,0,0,0,0,0,0,1,0,0,0,197,7,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,1731,17317,11292,4436,784,66183,1,53,0,3265578,19,125,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,6,32876,1,0,0,0,0,9069,0,0,11,4,0,260467,29060,0,0,0,1867,1,0,4778,0,0,0,0,0,81925,0,0,0,1,9,0,0,9964,14125,8609,2090,528,44326,8622,62,0,495905,7503,22788,5237,0,0,1,0,415,8,13,0,0,1135,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BUTLER VALLEY,441,1199,53,0,0,0,0,42,0,16,0,0,0,10826,427,0,0,0,6,0,0,1,0,0,0,0,0,716,0,0,0,0,0,0,0,2,1999,121,35,0,239,0,48,0,810868,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459,8821,3442,668,117,74,23221,1488581,0,249967,46524,2371,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,19065,56409,738,0,0,0,2582,1907,0,33,1,0,0,22389,352,48,20292,16,1,0,222,115,0,0,0,1,1,61317,0,0,0,0,0,0,0,11,29056,2336,659,120,896,4,2565,0,1537580,100793,1736,4677,65,0,27,0,0,2,1,0,0,0,0,0,0,37,194,18,0,0,0,0,0,0,0,1,65,0,0,0,0
LAKE PLEASANT,0,5,0,0,0,0,6,0,0,0,0,0,0,492,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3142,19178,8014,6065,690,36,0,3556,0,640394,130,742,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,0,0,0,0,0,0,1,0,0,0,1,0,0,298,6,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,21834,21129,4285,259,14,0,1854,0,355313,0,181,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,2057,6984,4334,0,0,0,186,2,0,1730,2,2,0,40815,1166,3,6,1,0,0,21,0,0,0,0,0,19,60009,0,0,0,0,0,0,0,3789,60093,9948,3689,1088,582,0,7,3,3154901,80185,13442,407,0,1,74,0,0,1,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,55,0,909,20,0,0,0,0
WEST SALT RIVER VALLEY,20830,22212,4106,0,0,0,14264,1,0,8954,502,3092,0,243201,5524,892,12,877,2119,0,6010,2723,0,0,0,398,17,155158,0,0,6,0,0,3,0,7533,236211,499203,531763,119900,433,0,241,0,1783377,25169,83376,592,0,4,6013,0,0,21,6,0,0,27,0,23,1,1212,2415,6214,0,0,0,0,0,6627,95,12338,3695,517,1,0,0
BLACK RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4283,4476,2130,314,45,58,10166,2946558,0,475989,161723,403,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,179,2330,789,0,0,0,260,274,0,736,0,11,0,23395,825,11,97,0,1,0,2,1,0,0,0,0,2,16129,0,0,0,0,7,0,0,41,13674,7756,715,65,46916,0,0,0,2504333,1997,443,28,0,0,27,0,0,0,0,0,0,204,0,0,0,0,0,2,0,0,0,4,0,8,0,27,0,0,0,0,0
EAST SALT RIVER VALLEY,18197,58462,3818,0,0,0,1329,2,0,5650,4073,6566,844,205967,7384,625,5779,2580,663,0,14,604,0,0,0,399,3329,199618,0,0,28,0,137,894,0,6091,429928,560647,458710,87315,1092,0,2733,5,2800760,3062,13633,780,0,5,5,0,0,394,3471,1510,0,8140,0,15,399,11,9,1155,0,0,0,0,0,1044,0,165,578,1,479,0,1
MORENCI,0,5,0,0,0,0,0,0,0,4,0,15,0,214,3,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,1,0,0,52,0,1229,11704,8549,2825,257,48905,2291,2776278,11,1714475,30847,5078,886,8,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,0,14,40,0,0,0,1,0,0,0,0,1,0,56,4,0,0,0,0,0,0,0,0,0,0,0,0,133,0,2,0,0,0,8,0,107031,15688,13346,4929,1135,35158,0,421665,10,2886069,4026,5565,945,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,67,41,0,0,0,0,7,0,0,1,8,22,0,6069,33,3,55,0,5,0,0,12,0,0,0,0,19,1853,0,0,0,0,0,195,0,2792,25696,18005,6139,597,90,0,65,0,953237,62,13912,96,0,0,0,0,0,1,5,31,0,161,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
HARQUAHALA,6527,38137,156,0,0,0,144,2,0,4190,0,1,0,82872,812,0,1068,0,7,0,0,0,0,0,0,0,26,119098,0,0,0,0,0,0,0,297,29857,3093,161,25,2159,6,903,0,1809281,102621,1047,388,0,0,5,0,0,36,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,2,0,17,17,0,0,0,0
