SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
AVRA VALLEY,627,48082,1020,0,0,0,7322,13901,0,0,0,181,0,9896,660,0,10,31,32,1,3,0,0,3,0,0,34,179604,0,0,0,0,3,2083,0,570,89938,25927,3541,485,8461,0,57999,0,5635266,77190,12283,4,0,0,0,0,0,0,14,54,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIGER WASH,0,4,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,0,0,0,0,0,0,1217,160,0,0,25,0,0,0,192260,17860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMP GRANT WASH,0,3,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2486,168,12,0,19,0,793,0,355609,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN SIMON VALLEY,3385,5457,32,0,0,0,630,1,0,15,3,1029,0,26458,2164,0,495,0,11,0,0,0,0,0,0,0,0,404176,0,0,0,0,0,438,0,0,33725,5183,184,2,129,0,489797,35108,3857080,22058,5841,9,4150,1,0,0,0,0,0,0,0,0,0,1083,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA VALLEY,20,9395,3,0,0,0,26,2,0,0,0,0,0,935,3,0,0,0,24,0,0,0,0,2,0,0,3,23986,0,0,0,0,3,12,0,8,14331,2974,70,5,1708,0,123,0,2882409,106,8686,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER SANTA CRUZ,44,1793,110,0,1,0,335,863,0,18,0,944,0,10607,26,0,93,14,29,85,37,0,0,30,0,0,94,6814,0,0,0,0,2,63,0,1041,135261,329437,137149,18751,122132,0,363818,189,3812731,12156,10826,78,5,0,0,0,0,0,153,143,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WILLCOX,57265,14280,12187,0,0,0,7441,2911,0,38,3,1408,0,44226,1221,0,13034,0,3032,0,0,0,0,0,0,0,0,842998,0,0,0,0,0,2481,0,491,30850,5177,853,18,149829,205,756813,14294,3249072,264799,34,6,5688,3,0,0,0,0,0,0,0,0,0,7325,0,0,10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUIRRE VALLEY,1,4282,12,0,0,0,120,10,0,0,0,1,0,326,1,0,0,0,2,0,0,0,0,0,0,0,2,35913,0,0,0,0,0,0,0,0,6662,801,15,0,4769,0,11907,0,2185223,22949,14069,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHILDS VALLEY,1,2,19,0,0,0,33,2,0,0,0,0,0,123,1,0,0,0,29,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,195,8760,8171,2138,204,8817,0,310,0,2510917,27,3534,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN SIMON WASH,50,491,23,0,3,0,15,2,0,0,0,0,0,252,12,0,0,0,3,0,0,0,0,0,0,0,0,21521,0,0,0,0,0,1,0,14,8270,1947,106,45,9474,0,30569,0,6308500,110148,81469,106,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ALLEN FLAT,0,0,0,0,0,0,1,3,0,3,0,21,0,28,0,0,61,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,3,0,0,432,8,0,0,22,0,32356,0,461271,8609,15,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WESTERN MEXICAN DRAINAGE,0,17,18,0,0,0,23,14,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,7,4571,1513,152,26,194086,0,120,0,1553734,11,17,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SIERRA VISTA,730,1080,116,0,0,0,300,4,0,168,0,497,0,1474,46,0,32,0,813,0,0,0,0,0,0,0,0,126649,0,0,0,0,0,608,0,7,71906,25013,3419,1075,1773,0,308419,4862,4147924,23439,4527,7,162,0,0,0,0,0,0,0,0,0,0,18,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIENEGA CREEK,1,0,0,0,0,0,7,0,0,45,0,23,0,74,1,0,0,0,4,0,0,0,0,0,0,0,0,923,0,0,0,0,0,313,0,1,12038,1184,120,2,95,0,220664,498,1524180,9560,377,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,11,136,33,0,0,0,0,0,0,0,0,0,0,2,13,0,13,0,2,0,0,0,0,0,0,0,0,34772,0,0,0,0,0,0,0,0,8235,840,138,39,143,0,54861,692,1029034,6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CRUZ AMA,27,91,0,0,0,0,132,48,0,112,0,96,0,1773,7,0,0,0,82,0,0,0,0,0,0,0,0,878,0,0,0,0,0,28,0,720,51473,9027,3012,121,757,2,122451,360,1863252,2916,4012,87,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN BERNARDINO VALLEY,222,238,185,175,175,175,175,175,175,175,175,193,175,272,186,175,177,175,175,175,175,175,175,175,175,175,175,14848,175,175,175,175,175,189,175,175,6128,304,184,175,179,175,25267,649,1063864,3525,948,175,177,175,175,175,175,175,175,175,175,175,175,181,175,175,235,175,175,175,175,175,175,175,175,175,175,175,175,175,175
SAN RAFAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594,9,0,0,0,0,156189,2243,477269,20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIRGIN RIVER,0,101,0,0,0,0,0,75,17,0,0,0,0,1071,2,0,0,0,0,0,0,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,40,10666,2660,182,5,3208,74,202667,0,1014672,1621,7877,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIVWITS PLATEAU,0,1,0,0,0,0,0,8,1,0,0,0,0,256,0,0,0,0,155,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,8976,3508,1446,9,7,101207,72,902404,0,4064018,153068,1772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KANAB PLATEAU,1,9,0,0,2,0,0,20,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,4262,10139,6923,1823,92,409432,792,3203961,0,7387865,1197845,1655,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
PARIA,0,95,0,0,3,0,31,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,15589,2137,367,118,0,165485,0,70104,0,791347,129828,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
GRAND WASH,0,72,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,411,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,10599,5757,360,1,0,22011,24,385780,0,2317987,11634,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COCONINO PLATEAU,0,20,0,0,4,0,0,0,0,0,0,0,0,43,18,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,14434,56072,25558,3156,692,388606,7329,3569970,0,11896725,767579,3320,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,85,5,0,0,0,0,21,24,0,0,0,0,1501,0,0,0,0,116,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,27073,61258,25385,1862,886,142614,1119,214788,0,2975253,32259,231,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADVIEW,0,7,0,0,0,0,1,6,0,0,0,0,0,78,0,0,0,0,209,0,0,0,0,0,0,0,1,156,0,0,0,0,0,0,0,7338,4867,2090,11,1,1036,10,43360,0,487347,83,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,14063,12410,514,0,0,0,2295,5,0,18,0,1342,0,14856,115,0,1858,0,33,0,0,0,0,0,0,0,0,424725,0,0,0,0,0,4387,0,6,37158,7312,1370,65,236,0,0,0,1063370,2806,3,0,303,0,0,0,0,0,0,0,0,0,0,25,0,0,7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DETRITAL VALLEY,0,0,0,0,0,0,27,82,0,0,0,0,0,93,0,0,0,0,19,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,110385,30466,9205,138,7,22124,134,44517,0,2335578,7915,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,0,24623,18,0,0,0,44,74,82,0,0,0,0,44611,1191,0,0,0,11,0,0,0,0,0,0,0,460,15192,0,0,0,0,0,0,0,114493,17942,48642,17150,2712,11674,14,170,0,2464423,718,46206,2774,0,0,0,0,0,71,18,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
PEACH SPRINGS,0,3,0,0,0,0,0,1,0,0,0,0,0,347,0,0,0,0,206,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,4926,3451,1920,133,30,54713,230,743520,0,2902189,339912,1369,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,1,54,3,0,1,0,0,0,0,0,0,1,0,252,1332,0,0,0,0,0,0,0,0,0,0,0,2,8877,0,0,0,0,0,0,0,10,18615,11833,547,76,1073,6,1455128,0,3768737,52624,151,674,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,1,0,0,0,0,0,2,0,0,0,0,0,106,0,0,0,0,1,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,13,15316,3455,74,52,1610,7906,383290,0,2788050,36246,7546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,13,0,0,0,0,2,12,44,0,0,0,0,184,43,0,0,0,0,0,0,0,0,0,0,0,1,2341,0,0,0,0,0,0,0,1376,86176,22660,1615,588,6259,2175,219021,0,4185331,32093,2295,139,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,11,89,0,0,9,0,96,24,0,0,0,1,0,678,3,0,999,0,0,0,0,0,0,0,0,0,3,664,0,0,0,0,0,1,0,56158,253832,119169,26621,6769,2121847,10195,13694399,1,52848795,7149954,77437,10856,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
FORT ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3322,3128,169,24,351,100,653635,0,1707069,106167,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,7,47,110,0,1137,0,33,3,0,0,0,473,0,2496,1148,0,0,0,0,0,0,0,0,0,0,0,38,403,0,0,0,0,0,0,0,1062,82353,57146,8131,932,11199,1361,4098663,0,2758068,164286,11356,1203,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,1803,4626,325,104,200,0,1269,0,497312,2445,9966,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,23,1,0,0,0,1,12,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,1130,4685,2092,192,42,4702,97,417068,0,1566312,482,673,254,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,2,9,0,0,1,0,0,0,0,0,0,9,0,26,333,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,578,32169,23149,4712,1350,1103,0,165084,0,628106,30172,22,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,0,124,17,0,5,0,62,9,0,0,0,2,0,350,7,0,0,0,0,0,0,0,0,0,0,0,6,1137,0,0,0,0,0,0,0,95,12094,3853,284,89,2175,9,260337,0,2233162,16088,1265,39,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,62,0,4,0,0,0,0,0,0,0,0,0,0,0
LAKE HAVASU,0,97,12,0,0,0,3,15,16,0,0,0,0,1966,9,0,0,0,0,0,0,0,0,0,0,0,1,612,0,0,0,0,0,0,0,38133,12780,48234,17689,2844,2255,2,3,0,595243,30,2114,1796,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16974,12797,2612,349,338,0,187863,0,272764,1934,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,1,41,3,0,0,0,4,23,0,0,0,1,0,295,0,0,0,0,596,0,0,0,0,0,0,0,0,3887,0,0,0,0,0,0,0,13865,9342,2170,50,1,218,5114,1416,0,2584807,96766,5781,2,0,0,0,0,0,6,231,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,3,132,15,0,5,0,63,0,0,0,0,31,0,642,56,0,0,0,1,0,0,0,0,0,0,0,1,330,0,0,0,0,0,0,0,33675,32712,12355,965,50,218,1,627506,0,2925295,735,1870,126,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
SKULL VALLEY,4,35,1,0,3,0,16,29,1,0,0,8,0,1997,74,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,0,0,0,0,0,2,7026,1528,90,4,83,1,181712,0,694331,1007,480,174,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0
CLARA PEAK,0,230,0,0,0,0,0,1,1,0,0,0,0,797,6,0,0,0,76,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,0,5692,2368,1813,221,48,69,2,0,0,1468798,719,10960,109,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE CANYON,74,142,3,0,11,0,108,39,0,0,0,2,0,542,54,0,0,0,3,0,0,0,0,0,0,0,0,341,0,0,0,0,3,4,0,13399,15766,10365,1036,226,594,0,1186088,0,2532270,4765,11388,1481,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UPPER HASSAYAMPA,27,66,21,0,5,0,19,1,0,0,0,10,0,963,11,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,165,21476,6442,1209,179,658,0,332357,0,1746197,152284,2835,18,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
TONTO CREEK,2,31,1,0,4,0,66,51,0,0,0,5,0,446,13,0,0,0,0,1,0,0,0,0,0,0,23,84,0,0,0,0,3,35,0,4,13063,4179,281,19,19,0,1318807,0,1406322,5250,2616,205,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,7,0,0,0,0,3,1,0,1,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,190,19683,2367,104,52,183,0,4038887,0,2059186,8962,694,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,8,0,0,0,0,0,12,3,0,0,0,0,294,8,0,0,0,0,0,0,0,0,0,0,0,0,13840,0,0,0,0,0,0,0,2070,14249,14877,2546,469,66878,4,26,0,3252602,82,103,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,0,35862,70,0,0,0,153,11185,2681,0,0,0,0,282323,18622,0,0,0,0,1,0,0,0,0,0,0,29,47599,0,0,0,0,0,0,0,10531,13891,8436,1516,384,43764,6949,0,0,488935,38493,27904,1830,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,140,0,0,0,4,0,0,0,0,0,0,0,0,0
BUTLER VALLEY,0,1,0,0,0,0,0,2,1,0,0,0,0,2155,0,0,0,0,0,0,0,0,0,0,0,0,1,12475,0,0,0,0,0,0,0,0,4484,345,7,0,76,0,12,0,807468,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053,6816,2041,416,119,350,13942,1534479,0,211539,54090,206,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,84,12833,117,0,0,0,5897,12034,20,0,0,2,0,1643,7,0,0,0,11,0,0,0,0,0,0,0,4,183236,0,0,0,0,0,0,0,11,25640,2489,355,42,384,52,1423,0,1382000,220150,1707,0,0,0,0,0,0,16168,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE PLEASANT,21,4,2,0,0,0,18,4,0,0,0,4,0,314,7,0,0,1,10,0,0,0,0,0,0,0,0,953,0,0,0,0,0,5,0,2602,15227,3668,519,61,5,0,6933,0,649187,2089,834,31,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,18,8,4,0,0,0,1,7,0,0,0,1,0,1408,7,0,0,0,0,1,0,0,0,0,0,0,29,57,0,0,0,0,1,0,0,3,14458,15231,2474,104,10,0,2689,0,368388,34,257,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,3479,7899,23,0,1,0,4515,1501,0,13,138,20,0,30534,397,0,0,23,6,0,0,0,0,0,0,0,1698,144810,0,0,0,0,0,12,0,2109,57860,7749,1998,421,322,0,1,0,3002081,165368,13414,2,0,0,0,0,0,56,113,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
WEST SALT RIVER VALLEY,23554,62132,882,0,0,0,24619,19832,0,2634,225,2315,0,212259,7615,0,0,5850,2100,0,2,0,0,0,0,0,5691,289133,0,0,0,0,26,60,0,4562,147651,370840,410225,77222,128,0,4,0,1946656,107627,87526,37,0,0,0,0,0,0,1741,55,0,0,0,0,0,0,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACK RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4328,4880,1525,185,13,447,8607,2968221,0,471549,148690,8,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,0,4936,1069,0,0,0,1576,134,37,0,0,0,0,10690,1,0,0,0,1621,0,0,0,0,0,0,0,17,40048,0,0,0,0,0,0,0,123,7381,10752,296,45,38649,23,0,0,2489043,13372,108,0,0,0,0,0,0,1366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST SALT RIVER VALLEY,19397,76470,2017,0,2,0,29449,2284,0,37,2,745,0,214143,3648,0,0,2069,2575,0,206,0,0,1,0,0,2386,453081,0,0,0,0,812,2132,0,3517,277686,433091,306591,52849,770,0,5065,0,2975133,17657,13555,46,0,0,0,0,0,0,8931,1220,0,0,0,0,425,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
MORENCI,24,244,1,0,0,0,58,1,0,4,1,98,0,363,13,0,8,0,7,0,0,0,0,0,0,0,0,3575,0,0,0,0,0,17,0,191,10459,7419,1320,17,26620,1169,2805920,17,1717245,25724,2993,37,159,0,0,0,0,0,0,0,0,0,0,44,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,74,762,2,0,1,0,251,198,0,10,0,8,0,541,10,0,0,0,4,0,0,0,0,0,0,0,85,1762,0,0,0,0,0,68,0,70807,19230,14226,2723,930,26439,0,447451,0,2895405,3757,11015,23,0,0,0,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,304,239,21,0,1,0,2059,312,0,1,1,2,0,8185,13,0,0,0,38,0,0,0,0,0,0,0,37,7724,0,0,0,0,23,2372,0,848,21832,16618,4229,333,45,0,203,0,947520,326,15353,28,0,0,0,0,0,0,588,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
HARQUAHALA,254,37207,106,0,0,0,802,2993,30,3,0,4,0,48859,34,0,0,94,35,0,0,0,0,0,0,0,8,199574,0,0,0,0,0,0,0,13,25742,3397,211,23,975,0,619,0,1703422,170957,1046,0,0,0,0,0,0,6517,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
