SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
DENDORA VALLEY,1,2913,3,0,0,0,2248,1261,4,0,0,0,0,9210,728,0,0,0,1,0,0,0,0,0,0,0,3,5945,0,0,0,0,0,0,0,718,3364,1277,29,3,14,0,0,0,634882,5002,3448,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRIPPING SPRINGS WASH,0,5,0,0,0,0,0,1,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,24,4178,2123,386,22,1500,0,43629,0,1035047,54,3023,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILA BEND,8886,11795,4958,0,0,0,14193,5993,0,8,6,1606,0,133217,2216,0,0,13,5,0,0,0,0,0,0,0,362,292926,0,0,0,0,0,0,0,109,43843,14917,2438,234,61,0,0,0,3116947,6234,26691,379,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GILA VALLEY,125,130150,15,0,0,0,5408,2787,0,725,68,4485,0,16372,479,0,3,4,92,0,63,0,0,0,0,0,0,78517,0,0,0,0,0,12,0,437,36028,24200,3095,88,709,529,377817,0,4020810,2974,22754,12,199,66,0,0,0,12,0,0,0,0,0,44,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONNELLY WASH,51,45,0,0,0,0,13,10,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,6,1479,0,0,0,0,0,118,0,0,7687,759,5,0,92,0,2,0,827107,21,5678,6,0,0,0,0,0,0,72,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOY,13979,351560,887,0,0,0,35964,8499,0,39,1,860,0,168229,523,0,0,2811,199,0,1593,0,0,0,0,0,7725,651894,0,0,0,0,38,3983,0,282,125079,39470,8265,2301,2762,0,0,0,2168565,1858,21563,1107,0,0,0,0,0,0,614,4383,0,0,0,0,2968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUNCAN VALLEY,3680,2365,4,0,0,0,305,7,0,90,142,3366,0,7276,2223,0,20,0,3,0,0,0,0,0,0,0,0,15744,0,0,0,0,0,3,0,1,7144,11860,1099,6,122,0,42080,0,1482801,336,2496,1,41,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAVAIPA CANYON,18,88,0,0,0,0,85,0,0,221,0,425,0,379,3,0,22,0,2,0,0,0,0,0,0,0,0,1524,0,0,0,0,0,10,0,21,3381,1753,83,0,20,0,228590,0,1242355,7357,2966,24,76,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEKOL VALLEY,70,137,11,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,0,0,0,0,7,0,0,8915,3076,118,0,46,0,0,0,856298,99,548,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
YUMA,0,1309,7,0,0,0,10019,16265,8314,0,0,0,0,62271,7601,0,0,0,0,82,0,0,0,0,0,0,2052,22558,0,0,0,0,1730,0,0,5773,36418,55033,25581,3904,463773,86,0,1,1179625,29863,18191,1115,0,0,0,0,0,10489,216,0,0,0,0,0,0,0,0,154365,0,0,8733,35201,0,0,0,0,0,28,0,0,0
