SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
RANEGRAS PLAIN,0,681,33,0,0,0,218,77,0,0,0,42,0,11934,171,0,0,0,0,22,0,0,0,0,0,0,11,16677,2,0,0,22,13,0,0,18,14025,9166,1323,99,47981,0,0,9,2501399,16610,549,0,0,0,0,0,80,0,0,0,0,7,0,0,0,0,0,0,0,0,0,38,0,0,0,0,79,0,0,0,0
EAST SALT RIVER VALLEY,13433,51058,3815,0,0,0,21812,10002,0,125,154,2674,0,235956,7073,547,1396,15,1214,0,10,1752,0,0,0,1610,1487,178499,0,0,0,1,740,2251,0,4223,433491,550714,474589,77817,441,0,2165,0,2800668,13084,5425,133,0,0,1736,0,0,120,2215,1344,0,2887,0,0,136,0,0,289,0,0,0,0,0,4,0,4,31,0,1611,4,0
MORENCI,25,2,0,0,0,0,1,0,0,0,0,1,0,214,0,0,28,0,0,0,0,0,0,0,0,0,0,141,0,72,0,0,0,269,0,485,8666,7387,3284,882,28055,731,2732782,145,1770141,47838,1578,1005,30,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,16,11,0,0,0,0,49,15,0,0,0,0,0,335,6,5,1,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,91,0,88805,18645,16402,5098,428,23270,0,436142,0,2896882,3595,4754,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,81,33,1,0,0,0,740,572,0,4,4,25,0,7370,62,0,0,1,6,0,0,30,0,0,0,5,14,795,0,0,0,0,1,417,0,1616,25899,18228,6385,545,48,0,154,0,955444,340,10379,26,0,0,2,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0
HARQUAHALA,801,13257,6248,0,0,0,2115,5054,0,8,0,2,0,75302,142,31,0,1,0,0,1,0,0,0,0,0,1,106029,0,0,0,5,0,0,0,7,25923,4018,290,25,4320,4,552,1,1745299,211966,934,52,0,0,34,0,0,13,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,2,5,0,0,0,0
CIBOLA VALLEY,489,10844,2,0,0,0,0,348,0,1,0,3,0,14176,166,0,0,0,12,485,0,1,0,0,0,0,25,9999,0,0,0,18924,742,3,0,14997,6660,6406,1491,209,3201,2318,2,5,1856927,11766,31713,1723,0,0,0,0,3,55,1,0,1,8,0,0,0,0,0,96,0,0,5,74,0,0,0,0,2,0,0,0,0
SAN CARLOS VALLEY,120,407,0,0,0,0,2,8,0,0,0,8,0,2773,143,0,0,0,0,0,0,0,0,0,0,0,0,3674,0,0,0,0,0,553,0,7146,24576,13887,1090,102,140,0,432658,11,3506799,1222,30925,12583,1,55,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WELLTON-MOHAWK,7550,17672,321,0,0,0,5291,19548,0,140,0,280,0,193034,10348,2,561,77,1376,7259,1210,875,0,0,0,299,5347,171418,4,0,0,1995,6123,46,0,7581,83564,30727,3363,1109,1493307,1564,51,47,15537556,71077,42672,3999,0,0,6,0,13,2830,57,5,59,7126,0,0,239,0,0,15082,0,0,3315,13508,52,0,0,12,4297,95,0,32,0
BONITA CREEK,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,203,0,0,1322,2277,160,35,44,0,184375,8,1125317,170,488,3,1,0,0,0,0,0,0,0,0,0,0,0,0,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAMMOTH,81,1467,0,0,0,0,21,924,0,2,0,71,0,1987,49,0,2,8,9,0,0,0,0,0,0,0,0,3721,0,223,4,0,0,1366,0,641,36447,12940,3100,371,19190,0,240181,30,3958742,414,35305,351,0,3,0,0,0,0,8,1,0,0,0,0,0,34,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0
MARICOPA-STANFIELD,70055,65976,7018,0,0,0,30129,10493,0,1,5,3199,0,174803,3778,5,200,2188,1273,0,24,0,0,0,0,0,2508,204598,0,0,0,3,498,2564,0,511,94230,26150,14788,838,3903,0,2,0,1279310,1970,33045,43,0,0,0,0,0,18151,59,1192,0,0,0,0,3,0,0,19,0,0,0,0,0,180,0,1,4,0,43,39,0
RAINBOW VALLEY,1193,2264,88,0,0,0,731,3601,0,5,0,4,0,11640,81,0,0,8,6,0,6,0,0,0,0,0,0,51890,0,0,0,0,0,1,0,48,23740,1327,125,24,308,0,0,0,1112840,6001,342,6,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,6,0,0,0,0
