SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
GRAND WASH,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,522,1316,568,52,0,10924,0,306943,2,2422626,482,7658,4892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCONINO PLATEAU,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20136,50973,18445,10377,362,430906,6534,3492199,0,12352648,349139,859,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUALAPAI VALLEY,0,0,0,0,0,0,0,1,0,0,0,0,0,26024,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,21039,68934,25692,4636,1170,153748,487,194132,0,2975682,9618,1908,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEADVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,8230,2391,94,0,572,34,39219,0,487423,0,6831,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOUGLAS,33987,6266,123,0,0,0,1171,0,0,1846,0,1042,0,19030,1664,0,50,0,0,0,0,0,0,0,0,0,0,260038,0,0,0,0,0,6895,0,908,45776,8727,2322,241,836,0,1,0,1198913,1674,14,1,117,1235,0,0,0,0,0,0,0,0,0,0,0,0,3077,0,0,0,0,0,0,0,1037,50,0,0,0,0,0
DETRITAL VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86130,29317,9727,481,10,46542,15,48623,0,2336723,629,5,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE MOHAVE,1,12411,0,0,0,0,0,3498,0,6242,0,264,0,42501,4102,0,0,0,0,0,0,0,0,0,0,0,0,13684,0,0,0,8,0,0,0,111721,24813,55355,21964,4494,14851,0,268,0,2453475,13,39366,4130,0,0,0,0,0,4,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEACH SPRINGS,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,5760,1595,261,22,60228,1,671231,0,2965442,343666,1173,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG CHINO,0,0,0,0,0,0,0,0,0,0,0,0,0,663,74,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,40,19563,9042,1324,34,1020,19,1369651,0,3881059,35922,236,634,8,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIKIEUP,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,8530,2526,272,47,338,18152,317519,0,2860561,31584,4102,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACRAMENTO VALLEY,0,1,0,0,0,0,0,0,0,0,0,0,0,69,28,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,1197,108465,24787,2549,800,7293,4653,226385,0,4178157,6147,1382,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE COLORADO RIVER PLATEAU,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,39,0,48382,275241,130914,59127,6313,2335575,10345,12899229,0,58091062,2470436,41306,10301,25,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORT ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4452,3001,123,24,54,0,627925,0,1740868,97353,28,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,137,0,3,0,0,0,1,0,0,543,0,0,0,2521,206,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,3,0,123,93730,59963,16475,2097,27303,1484,4092661,0,2767967,115747,15710,5373,16,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,1329,4054,1287,151,262,0,484,0,506601,288,3758,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,2605,1787,532,16,5802,13,366578,0,1619180,102,122,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,1,0,0,0,0,0,0,0,0,36,0,0,0,415,2,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,777,39187,25810,12125,1183,1075,0,136561,0,668811,864,8,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,0,2,0,0,0,0,0,0,0,1,0,0,0,400,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,50,7383,2721,442,23,3818,17,230160,0,2282441,3067,770,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
LAKE HAVASU,0,0,0,0,0,0,0,0,0,0,0,0,0,464,27,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,6,0,0,0,36684,12505,50439,21154,4266,1312,1,133,0,592777,3,1128,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,0,1,4,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,0,106,18958,14172,7027,928,260,0,171618,0,282460,104,121,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,1,7,0,0,0,0,0,1,0,22,0,0,0,500,39,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,13275,8591,1289,124,7,19,971,639,3,2664447,27351,6889,198,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0
AGUA FRIA,3,4,0,0,0,0,0,0,0,9,0,10,0,690,18,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,33809,24970,13393,2409,81,87,0,538603,0,3019927,121,1903,776,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKULL VALLEY,32,0,0,0,0,0,0,0,0,6,0,0,0,1762,41,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,2,0,0,5600,1596,140,6,17,0,139035,0,739314,378,185,632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
CLARA PEAK,0,17,0,0,0,0,0,0,0,0,0,0,0,1839,13,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,5394,2095,1576,294,59,106,114,12,2,1476071,143,4985,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE CANYON,0,0,2,0,0,0,0,1,0,5,0,0,0,326,36,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,10,0,13409,19347,9346,3221,79,2974,0,1100241,33,2616722,980,9979,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER HASSAYAMPA,0,0,1,0,0,0,0,0,0,44,0,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,21,23134,6988,1014,190,590,0,308351,0,1827540,94494,2005,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TONTO CREEK,0,5,0,0,0,0,0,0,0,0,0,0,0,222,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,14499,4843,1044,10,385,0,1232787,0,1493160,3401,1119,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,19592,4105,606,62,201,0,3901016,0,2200384,3587,770,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,0,0,0,0,0,0,0,0,2,0,0,0,174,9,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,1636,19199,15543,3625,773,59629,3,57,0,3267140,2,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,394,21588,0,0,0,0,0,4196,0,15,0,291,0,281842,22476,0,0,1,522,3,0,7071,0,0,0,0,0,74360,0,0,0,7,2918,0,0,9567,14001,8970,2054,512,42458,7267,0,0,502356,9079,21454,4223,0,0,0,0,2898,18,12,0,0,0,0,0,1,0,0,856,0,0,0,0,0,12,0,0,0,0,0,0,0
BUTLER VALLEY,0,62,0,0,0,0,16,1,0,3,0,0,0,10434,42,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,0,0,0,0,0,0,2863,187,27,0,33,0,20,0,810986,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0
WHITE RIVER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252,7202,2915,671,13,43,19345,1494882,0,251026,48281,43,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,1425,15289,0,0,0,0,56,364,0,6019,574,0,0,19484,722,0,0,0,5,4,1277,1,0,0,0,0,0,125947,0,0,0,0,0,0,0,0,30813,2210,754,6,255,25,1109,0,1581645,63698,76,278,7389,0,4,0,435,643,1,0,32,0,0,0,11,0,2204,48,0,0,0,0,0,18,0,890,6,0,0,0,0
LAKE PLEASANT,0,0,0,0,0,0,6,0,0,0,0,0,0,495,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2855,18919,8571,6286,676,6,0,3002,0,641153,35,493,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21321,21806,4442,201,0,0,924,0,356128,0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HASSAYAMPA,4141,1471,785,0,0,0,197,0,0,2772,68,200,0,42502,934,2,0,0,0,0,10,0,0,0,0,0,0,61135,0,0,0,1,0,0,0,2966,58120,10158,4350,382,324,3,4,0,3194397,49284,8069,13,2,0,2,0,0,15,0,0,0,0,0,0,0,0,251,13,0,0,0,0,0,266,1,3746,0,0,0,0,0
WEST SALT RIVER VALLEY,21104,29546,2950,0,0,0,7509,0,0,11319,398,3299,0,238066,6273,1202,8,538,0,0,6008,74,0,0,0,1,0,157465,0,0,0,0,0,6,0,4304,231786,496779,541762,117245,218,5,246,0,1801576,25870,69386,88,0,117,12232,0,0,237,1,0,0,0,0,2,306,408,2748,1581,0,0,0,0,0,4745,288,14436,2031,0,0,3753,0
BLACK RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5105,7603,2636,2514,302,43,6574,2959785,0,460303,162124,31,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,1,92,0,0,0,0,24,1358,0,18,1,0,0,24209,209,0,0,0,4,0,1,26,0,0,0,0,0,17674,0,0,0,1,7,0,0,0,13888,11400,248,31,39460,1,0,0,2510642,657,26,0,26,0,0,0,91,1,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,1,0,87,0,0,0,0,0
EAST SALT RIVER VALLEY,17994,45485,1904,0,0,0,1530,0,0,22716,1,3315,0,206007,7950,8,3397,2874,21,0,8,0,0,0,0,1572,3808,201970,0,0,0,0,312,614,0,4739,432961,554164,474244,82408,564,0,2735,0,2808487,448,6637,27,0,1538,9,0,0,753,2837,1040,0,7959,0,0,0,4060,5,15,0,0,0,0,0,1941,14,25,1,0,0,11,0
MORENCI,3,1,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,60,0,769,11750,9106,4574,242,32494,843,2741423,10,1771169,27290,1880,1802,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,1,4,0,0,0,0,42,0,0,2,0,0,0,110,5,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,99150,18672,15406,4959,1104,31071,0,419926,0,2897054,3803,3941,498,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,5,24,1,0,0,0,1,0,0,0,0,1,0,5676,16,0,0,0,0,0,0,0,0,0,0,60,1,1492,0,0,0,0,0,190,0,2152,26172,18570,6356,545,61,0,67,0,958508,148,8592,34,0,0,0,0,0,4,0,0,0,614,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARQUAHALA,0,17837,169,0,0,0,49,1838,0,6021,2,1,0,83252,1437,0,0,0,0,0,1721,0,0,0,0,0,0,128008,0,0,0,0,0,0,0,12,33817,3454,120,0,3494,15,310,2,1830628,79534,101,46,219,0,1,0,0,5335,0,0,1921,0,0,0,0,0,1,7,0,0,0,0,0,2,0,3378,0,0,0,0,0
