SUBBASIN_N,crop1,crop2,crop4,crop6,crop12,crop14,crop21,crop22,crop23,crop24,crop27,crop28,crop29,crop36,crop37,crop41,crop42,crop43,crop44,crop47,crop48,crop49,crop51,crop53,crop54,crop57,crop59,crop61,crop67,crop68,crop69,crop71,crop72,crop74,crop77,crop111,crop121,crop122,crop123,crop124,crop131,crop141,crop142,crop143,crop152,crop176,crop190,crop195,crop204,crop205,crop206,crop207,crop208,crop209,crop211,crop212,crop213,crop214,crop215,crop216,crop219,crop225,crop226,crop227,crop228,crop229,crop231,crop232,crop233,crop236,crop237,crop238,crop243,crop244,crop245,crop246,crop249
FORT ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1291,1362,261,15,400,0,604660,0,1766445,99208,82,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERDE VALLEY,516,37,1,0,111,0,0,2,375,59,0,2,0,2878,14,6,0,0,0,0,4,1,0,0,0,0,0,123,0,0,0,0,0,0,0,127,101935,56921,17190,2301,17342,1224,4080058,0,2782347,120923,13375,4319,0,0,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JOSEPH CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,1119,4591,957,138,574,0,424,0,505802,545,2756,1016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURRO CREEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,318,1656,597,417,66,7096,26,401501,0,1585296,141,670,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE CHINO,1,2,5,0,0,0,0,0,0,0,0,0,0,414,11,0,0,0,0,0,6,0,0,0,0,0,0,49,0,0,0,0,0,0,0,988,45285,24518,13239,2384,331,2,143020,3,654765,1739,4,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,2,4528,1554,586,37,2777,25,226382,0,2290693,3193,1048,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKE HAVASU,0,2,0,0,0,0,0,10,0,0,0,0,0,528,42,0,10,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,36863,11747,50813,24932,2264,2470,3,34,4,589545,0,2137,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER AGUA FRIA,7,0,0,0,0,0,0,0,0,0,0,3,0,76,0,0,0,7,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,138,19933,13352,7197,1270,111,0,169079,0,284515,11,6,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAMO RESERVOIR,2,103,0,0,0,0,0,2,0,0,0,0,0,438,40,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,10,0,0,0,7255,7511,1331,123,6,539,1836,1001,38,2660901,33104,8670,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGUA FRIA,10,1,2,0,0,0,0,0,0,0,0,0,0,707,14,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,34053,33816,11363,2273,180,307,0,555259,0,2997309,6,1398,91,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKULL VALLEY,10,32,0,0,0,0,0,23,0,0,0,1,0,1716,33,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,4849,784,108,5,18,0,147889,0,732478,134,223,387,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARA PEAK,0,447,0,0,0,0,0,0,0,0,0,0,0,1019,516,0,116,0,0,0,0,26,0,0,0,0,0,892,0,0,0,11,0,0,0,5723,1586,1874,323,34,108,357,2,9,1467871,169,12577,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,9,0
VERDE CANYON,41,11,4,0,3,0,0,0,0,1,0,0,0,534,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,9790,17187,9081,3988,274,3026,0,1107279,30,2615564,900,9337,1657,0,0,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPPER HASSAYAMPA,0,1,0,0,0,0,0,0,0,0,0,1,0,1275,1,0,0,0,0,0,4,0,0,0,0,0,0,133,0,0,0,0,0,0,0,4,23298,5723,1739,347,685,0,305181,0,1826949,98186,2099,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TONTO CREEK,0,0,0,0,0,0,0,0,0,1,0,0,0,288,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,13,12858,4696,1571,47,514,0,1227031,0,1499825,2532,2075,87,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER CANYON,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,312,20325,3248,352,193,430,0,3903528,0,2196593,3423,1811,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA POSA PLAINS,0,0,0,0,0,0,0,1,0,0,0,0,0,200,2,0,279,0,0,0,0,0,0,0,0,0,0,47,0,0,0,4,2,0,0,1682,15828,15424,5197,323,64246,2,91,0,3264724,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLORADO RIVER INDIAN RES.,1631,12003,0,0,0,0,0,23645,0,0,0,1819,0,297408,16549,0,10,0,0,13,0,5655,0,0,0,0,0,56224,0,0,0,6580,8,0,0,8966,13541,9188,2455,225,48529,5262,0,0,492008,8036,20377,10111,0,0,0,0,140,17,0,0,1,848,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,171,0,0,0
BUTLER VALLEY,0,2917,0,0,0,0,0,339,0,0,0,226,0,5164,56,0,3854,0,0,1,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,3442,264,11,0,318,0,75,0,810030,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2144,11754,2586,678,64,28,21635,1468676,0,268163,48577,1774,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCMULLEN VALLEY,6789,63414,2,0,0,0,0,1412,0,1,0,2600,0,19284,72,0,755,2,2,8,553,1,0,0,0,0,0,89883,0,0,0,0,0,0,0,1,29523,2594,451,56,513,4,1353,0,1549326,96883,375,208,0,0,104,0,0,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,121,0,0,0,0,0,0,0
LAKE PLEASANT,2,17,0,0,0,0,13,12,0,0,0,0,0,295,3,0,0,0,2,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,3007,18828,8244,6302,643,24,0,3009,0,641127,42,904,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAREFREE,0,2,1,0,0,0,0,0,0,0,0,0,0,309,2,7,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,22332,21907,3925,298,8,0,1156,0,355015,0,206,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
HASSAYAMPA,3960,1389,1579,0,0,0,149,756,0,194,0,139,0,51812,1124,202,0,4,6,0,7,2,0,0,0,0,0,55433,0,0,0,0,0,0,0,3218,68944,12876,4129,1107,383,0,0,0,3172412,54691,10553,12,0,0,24,0,0,1,0,0,0,0,0,0,0,9,611,1,0,0,0,0,0,836,0,0,0,0,0,21,0
WEST SALT RIVER VALLEY,20997,21825,3564,0,0,0,9011,23975,0,285,0,4261,0,246308,7731,182,0,2669,3876,4,6771,2898,0,0,0,1127,0,154876,0,0,2,0,0,9,0,4487,239658,482521,542850,120063,130,0,24,0,1803513,21889,73660,15,0,0,8750,0,0,64,3,0,0,0,0,0,0,1337,2062,1439,0,0,0,0,0,2487,0,1,1130,670,0,792,0
BLACK RIVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968,10036,2402,2116,0,84,7587,2957298,2,474971,150309,366,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANEGRAS PLAIN,17,1304,0,0,0,0,0,367,0,0,0,1,0,21755,164,0,20645,0,0,5,0,0,0,0,0,0,0,743,0,0,0,3,0,0,0,7,12213,10703,1397,35,43418,1,0,0,2506284,1083,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAST SALT RIVER VALLEY,29485,40464,257,0,1,0,10302,5037,2,34379,0,2353,0,188603,7122,78,76,2053,12,0,14,321,0,0,0,855,987,202160,0,0,0,0,424,1056,0,4518,437567,550511,470649,83918,670,0,2097,0,2810832,331,5185,24,0,981,153,0,0,218,2123,902,0,4143,0,0,0,3987,159,6,0,0,0,0,0,724,3,1700,1128,0,538,0,0
MORENCI,0,52,0,0,0,0,15,0,0,1,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,14,0,0,0,43,0,667,13555,8413,4004,1,28229,2812,2727500,1,1784498,27857,5012,724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALT RIVER LAKES,1,14,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,5,0,96064,17740,13374,5912,522,28365,0,434118,0,2891207,3721,4487,93,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOUNTAIN HILLS,241,206,0,0,0,0,129,681,5,453,0,16,0,4960,10,0,0,37,0,0,1,18,0,0,0,3,5,1239,0,0,0,0,0,184,0,2093,25378,18135,6422,546,287,0,63,0,955448,120,12514,55,0,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0
HARQUAHALA,249,45841,7,0,0,0,34,10888,0,1,0,108,0,94788,719,1,587,0,0,0,2115,3,0,0,0,0,0,94336,0,0,0,0,0,0,0,7,31012,4534,230,11,1975,47,467,1,1829020,85576,305,5,0,0,2,0,0,62,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,0,3,0
