"GEO_ID","NAME","B19013H_001E","B19013H_001M","B19013H_001MA","B19013H_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","-","**","**","-",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","65625","22545","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","108750","21696","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","40313","30255","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","75787","9891","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","77222","2758","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","49861","19234","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","45833","28647","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","54000","841","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","39135","94743","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","-","**","**","-",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","16806","24930","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","42083","5819","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","29883","15269","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","50759","11512","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","47369","7900","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","33417","6748","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","44792","20038","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","34464","12196","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","39844","3189","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","31434","10736","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","44120","4571","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","52784","4764","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","28446","4026","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","43061","3231","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","45417","17737","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","61250","31203","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","42727","27989","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","9875","40524","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","40250","47536","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","32314","5686","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","34750","3989","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","44779","18641","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","44583","10387","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","38361","14364","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","65735","20411","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","52731","19074","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","41797","6696","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","64253","15306","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","41458","9218","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","57419","11530","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","37823","12938","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","58740","5741","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","82360","5979","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","99794","5338","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","42618","8589","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","49517","14260","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","52152","6052","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","83500","7914","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","62721","8658","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","47292","16028","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","62275","7670","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","60769","8276","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","69432","24389","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","68125","9950","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","27852","5872","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","62381","21224","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","12225","3730","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","69107","13974","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","35590","3303","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","48039","10465","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","80125","13181","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","74970","14719","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","58667","21965","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","52339","9673","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","52045","7582","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","38393","9686","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","62827","12561","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","56148","8041","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","41989","7645","null","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","70000","25596","null","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","157639","133277","null","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","101667","59173","null","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","**","**","-",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","114375","103272","null","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","49570","7560","null","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","43198","8425","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","47158","3675","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","42304","2925","null","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","39578","7666","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","34041","8082","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","41667","6063","null","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","29054","10896","null","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","38611","7550","null","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","32344","10020","null","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","28800","12621","null","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","47000","16827","null","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","44762","10607","null","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","49688","35746","null","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","**","**","-",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","19091","71038","null","null",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","**","**","-",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","48026","5287","null","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","44766","18650","null","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","54104","7349","null","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","35673","9780","null","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","49013","11752","null","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","51439","8432","null","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","52500","21070","null","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","48732","3512","null","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","44000","17494","null","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","57462","7609","null","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","41298","5026","null","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","35409","9069","null","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","36463","14680","null","null",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","57794","11497","null","null",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","32475","11430","null","null",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","41294","11957","null","null",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","30875","13818","null","null",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","47656","15212","null","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","31339","3858","null","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","**","**","-",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","107083","16389","null","null",
