"GEO_ID","NAME","B19013H_001M","B19013H_001MA","B19013H_001E","B19013H_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","8865","null","96442","null",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","4845","null","94030","null",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","13960","null","88750","null",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","15477","null","82543","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","6481","null","63575","null",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","9975","null","81250","null",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","19914","null","71688","null",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","5293","null","45503","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","5263","null","53594","null",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","15251","null","26012","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","2793","null","31620","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","8299","null","29276","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","6824","null","63945","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","18191","null","74514","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","7146","null","55885","null",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","7421","null","49253","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","10145","null","94638","null",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","6750","null","59271","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","9639","null","87824","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","9103","null","62024","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","9546","null","44201","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","20040","null","88229","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","35706","null","67981","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","13313","null","81429","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","13410","null","31852","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","6270","null","48850","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","10682","null","56463","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","7412","null","48098","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","5425","null","45893","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","6399","null","51783","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","10354","null","69583","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","6821","null","51602","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","7035","null","55977","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","7252","null","43176","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","14086","null","49516","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","3074","null","49702","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","15807","null","65244","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","31888","null","54830","null",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","3301","null","51349","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","4339","null","53668","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","8064","null","57422","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","18912","null","47284","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","7826","null","70917","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","9349","null","72662","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","10752","null","64318","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","33058","null","95104","null",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","13573","null","69141","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","5744","null","63227","null",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","11301","null","56250","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","6700","null","67733","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","10132","null","48030","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","7447","null","33364","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","9962","null","26787","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","5787","null","22321","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","17194","null","29982","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","19349","null","32292","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","11672","null","37083","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","15310","null","50435","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","4506","null","27269","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","16166","null","87308","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","11169","null","54049","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","9288","null","78309","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","25255","null","153438","null",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","19198","null","114421","null",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","34559","null","115536","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","13355","null","111385","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","14646","null","85556","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","16976","null","199242","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","7038","null","45581","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","18677","null","60750","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","23220","null","85500","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","26670","null","41012","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","13114","null","17292","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","8253","null","29655","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","14500","null","43798","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","11546","null","51117","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","10942","null","72143","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","6445","null","46827","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","6404","null","57950","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","14827","null","45464","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","27885","null","45737","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","20185","null","29888","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","12225","null","48250","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","7968","null","64271","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","17645","null","108807","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","6686","null","56567","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","14481","null","66855","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","18223","null","51125","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","5595","null","38956","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","26394","null","84875","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","10126","null","40046","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","10502","null","47145","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","43523","null","56750","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","10036","null","19792","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","10717","null","40667","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","3242","null","48924","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","6390","null","44281","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","4877","null","33320","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","7110","null","24500","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","28820","null","31591","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","10212","null","29318","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","8274","null","41250","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","7039","null","36495","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","10725","null","66642","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","9765","null","31154","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","11279","null","62083","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","12506","null","50948","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","30495","null","82262","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","18079","null","97946","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","49859","null","137250","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","12395","null","67404","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","17256","null","68350","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","21744","null","66615","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","6850","null","53495","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","14292","null","43229","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","23178","null","41929","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","16654","null","57832","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","23330","null","24236","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","7269","null","41949","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","8440","null","35827","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","23085","null","40446","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","2859","null","34316","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","21865","null","28229","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","11620","null","40586","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","13537","null","27162","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","18644","null","55139","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","9848","null","30268","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","12751","null","42431","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","16219","null","40625","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","13144","null","31528","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","14655","null","53810","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","25902","null","48281","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","17626","null","39625","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","11229","null","47738","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","44560","null","48523","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","7181","null","24734","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","31592","null","50147","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","18172","null","49417","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","18361","null","40298","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","19830","null","45114","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","11870","null","26901","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","27397","null","44408","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","17386","null","40938","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","12207","null","36136","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","30502","null","41094","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","5854","null","25648","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","5035","null","48191","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","15402","null","36378","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","5457","null","30093","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","12974","null","63643","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","8246","null","36071","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","13636","null","56364","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","9094","null","35810","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","4926","null","31037","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","13171","null","27098","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","6984","null","34396","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","18171","null","60089","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","16326","null","82930","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","9133","null","46944","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","4836","null","42091","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","10186","null","25313","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","13992","null","35815","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","22169","null","47692","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","20029","null","29950","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","16561","null","44866","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","38819","null","57813","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","11622","null","41098","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","28082","null","34531","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","15312","null","17778","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","5073","null","39190","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","27599","null","57198","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","16998","null","81389","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","14069","null","30278","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","14887","null","25500","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","12544","null","28021","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","50617","null","24375","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","23560","null","21250","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","2718","null","37012","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","6535","null","37819","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","8719","null","46979","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","20005","null","60208","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","14005","null","47031","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","17289","null","31250","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","9478","null","25689","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","10141","null","32125","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","9872","null","45139","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","24764","null","77639","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","16722","null","83704","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","74996","null","38125","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","9027","null","69511","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","13995","null","86364","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","8519","null","12768","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","9103","null","23438","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","10292","null","30764","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","4120","null","28735","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","6400","null","40920","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","2250","null","13838","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","21559","null","14773","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","59078","null","34896","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","6285","null","13304","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","1666","null","9302","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","22256","null","40774","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","14801","null","32833","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","7812","null","50670","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","19229","null","26957","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","12850","null","50893","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","14309","null","43105","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","10829","null","26648","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","38948","null","18125","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","30397","null","62000","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","2629","null","40208","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","15041","null","36208","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","133471","null","12404","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","29167","null","15972","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","20375","null","21607","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","39586","null","34861","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","72894","null","41429","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","42794","null","55208","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","894","null","8468","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","27429","null","32019","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","85478","null","26908","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","21849","null","14375","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","16356","null","47813","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","14006","null","73017","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","23049","null","90594","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","5185","null","25741","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","21636","null","45152","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","8593","null","50313","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","30502","null","53871","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","17653","null","21613","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","15353","null","48641","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","11257","null","68929","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","29533","null","63233","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","11371","null","40647","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","51128","null","60500","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","52848","null","80625","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","29423","null","42639","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","16774","null","69464","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","15016","null","92120","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","17713","null","81750","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","23430","null","73520","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","7163","null","81484","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","18375","null","75324","null",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","40173","null","87244","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","64169","null","92260","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","19784","null","66699","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","18664","null","104917","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","21376","null","73750","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","21319","null","95911","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","30704","null","59444","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","28903","null","66190","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","9055","null","86076","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","10766","null","72668","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","5901","null","49167","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","10360","null","54650","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","10176","null","128466","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","14521","null","59868","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","8408","null","63817","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","33366","null","78750","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","27544","null","104797","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","18204","null","81587","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","10014","null","53857","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","25530","null","52356","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","12576","null","72883","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","13210","null","65938","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","12719","null","101627","null",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","7592","null","83781","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","11332","null","114574","null",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","12385","null","158400","null",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","22593","null","130739","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","18502","null","119722","null",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","18781","null","103264","null",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","45675","null","95515","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","183678","null","94750","null",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","15319","null","32500","null",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","49253","null","36087","null",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","11008","null","51298","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","15263","null","47553","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","6090","null","28083","null",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","5822","null","56240","null",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","13201","null","77697","null",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","17001","null","115076","null",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","3656","null","30408","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","10091","null","92917","null",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","7025","null","114157","null",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","2984","null","61238","null",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","10488","null","83920","null",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","7232","null","65909","null",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","18405","null","119189","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","14708","null","109293","null",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","10443","null","58707","null",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","20313","null","130542","null",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","8164","null","45054","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","36262","null","111786","null",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","16164","null","80850","null",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","11077","null","64699","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","21713","null","105625","null",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","16435","null","67955","null",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","41283","null","104028","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","6018","null","48385","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","9279","null","86932","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","11239","null","108821","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","25410","null","107934","null",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","41131","null","93452","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","24694","null","124750","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","25898","null","144904","null",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","8268","null","67472","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","17891","null","69545","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","12224","null","95306","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","33747","null","121011","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","22973","null","129803","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","27107","null","158268","null",
