"GEO_ID","NAME","B19013H_001M","B19013H_001MA","B19013H_001E","B19013H_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","8868","null","75466","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","17550","null","154563","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","12793","null","63714","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","9952","null","54140","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","16008","null","71375","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","9125","null","73388","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","5593","null","63258","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","7464","null","61985","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","16131","null","53867","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","8153","null","61667","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","8510","null","33654","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","7720","null","43750","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","9006","null","35589","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","18975","null","69615","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","10804","null","67028","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","9169","null","37791","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","14260","null","41304","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","5266","null","45589","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","6234","null","73230","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","6740","null","53356","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","7657","null","59301","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","20606","null","58750","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","21745","null","32039","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","4495","null","46158","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","5441","null","39344","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","8996","null","39221","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","2950","null","39118","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","5548","null","30893","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","12598","null","35045","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","10717","null","53790","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","16522","null","51008","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","3568","null","16675","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","9827","null","34893","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","9249","null","24527","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","5518","null","33649","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","3609","null","29473","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","11325","null","30250","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","11024","null","67292","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","6302","null","75769","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","9869","null","68803","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","11601","null","58676","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","10955","null","57702","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","11706","null","52125","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","4966","null","44063","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","23113","null","52969","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","10537","null","55427","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","4236","null","44103","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","7574","null","35938","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","9388","null","52738","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","8817","null","71761","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","14577","null","75550","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","11973","null","74816","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","28259","null","68772","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","20230","null","145278","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","9823","null","54643","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","22588","null","89485","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","19421","null","125481","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","6069","null","50417","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","9798","null","17500","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","6448","null","43231","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","4929","null","51183","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","11596","null","65263","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","8501","null","74906","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","10821","null","131575","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","13889","null","95335","null",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","19602","null","94938","null",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","5018","null","86953","null",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","14736","null","52344","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","29496","null","76375","null",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","6859","null","38778","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","15368","null","48078","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","6786","null","32102","null",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","5461","null","30862","null",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","3921","null","43376","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","5866","null","34959","null",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","14414","null","81140","null",
"1400000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","13002","null","78273","null",
"1400000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","10660","null","52966","null",
"1400000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","5267","null","51155","null",
"1400000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","6191","null","80987","null",
"1400000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","5382","null","53750","null",
"1400000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","7289","null","41833","null",
"1400000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","6490","null","33813","null",
"1400000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","9732","null","76295","null",
"1400000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","13819","null","58438","null",
"1400000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","23565","null","115682","null",
"1400000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","20960","null","75208","null",
"1400000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","13720","null","82283","null",
"1400000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","8322","null","88717","null",
"1400000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","2769","null","36449","null",
"1400000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","51120","null","74375","null",
"1400000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","14170","null","47214","null",
"1400000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","9450","null","77636","null",
"1400000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","13302","null","57798","null",
"1400000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","6219","null","76904","null",
"1400000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","20776","null","86087","null",
"1400000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","14419","null","67083","null",
"1400000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","9241","null","54627","null",
"1400000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","23503","null","129028","null",
"1400000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","12259","null","79548","null",
"1400000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","5080","null","34583","null",
"1400000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","6274","null","26641","null",
"1400000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","6331","null","35048","null",
"1400000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","10881","null","34679","null",
"1400000US04013420800","Census Tract 4208, Maricopa County, Arizona","14778","null","59031","null",
"1400000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","18516","null","60750","null",
"1400000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","7400","null","52135","null",
"1400000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","6288","null","33889","null",
"1400000US04013421002","Census Tract 4210.02, Maricopa County, Arizona","9350","null","40313","null",
"1400000US04013421101","Census Tract 4211.01, Maricopa County, Arizona","2574","null","51942","null",
"1400000US04013421102","Census Tract 4211.02, Maricopa County, Arizona","12789","null","55375","null",
"1400000US04013421201","Census Tract 4212.01, Maricopa County, Arizona","2708","null","39562","null",
"1400000US04013421202","Census Tract 4212.02, Maricopa County, Arizona","7886","null","50097","null",
"1400000US04013421302","Census Tract 4213.02, Maricopa County, Arizona","13719","null","39000","null",
"1400000US04013421303","Census Tract 4213.03, Maricopa County, Arizona","8118","null","40568","null",
"1400000US04013421304","Census Tract 4213.04, Maricopa County, Arizona","9012","null","33348","null",
"1400000US04013421400","Census Tract 4214, Maricopa County, Arizona","2490","null","33466","null",
"1400000US04013421501","Census Tract 4215.01, Maricopa County, Arizona","6366","null","34271","null",
"1400000US04013421502","Census Tract 4215.02, Maricopa County, Arizona","8050","null","54194","null",
"1400000US04013421601","Census Tract 4216.01, Maricopa County, Arizona","7008","null","46471","null",
"1400000US04013421602","Census Tract 4216.02, Maricopa County, Arizona","8263","null","28424","null",
"1400000US04013421701","Census Tract 4217.01, Maricopa County, Arizona","5850","null","36975","null",
"1400000US04013421702","Census Tract 4217.02, Maricopa County, Arizona","4435","null","30168","null",
"1400000US04013421801","Census Tract 4218.01, Maricopa County, Arizona","11974","null","42670","null",
"1400000US04013421802","Census Tract 4218.02, Maricopa County, Arizona","21437","null","46786","null",
"1400000US04013421901","Census Tract 4219.01, Maricopa County, Arizona","4171","null","48996","null",
"1400000US04013421902","Census Tract 4219.02, Maricopa County, Arizona","16628","null","38264","null",
"1400000US04013422001","Census Tract 4220.01, Maricopa County, Arizona","11478","null","25927","null",
"1400000US04013422002","Census Tract 4220.02, Maricopa County, Arizona","6538","null","35433","null",
"1400000US04013422102","Census Tract 4221.02, Maricopa County, Arizona","10777","null","31050","null",
"1400000US04013422103","Census Tract 4221.03, Maricopa County, Arizona","5420","null","25594","null",
"1400000US04013422104","Census Tract 4221.04, Maricopa County, Arizona","5834","null","29503","null",
"1400000US04013422105","Census Tract 4221.05, Maricopa County, Arizona","5355","null","51250","null",
"1400000US04013422106","Census Tract 4221.06, Maricopa County, Arizona","3106","null","28244","null",
"1400000US04013422107","Census Tract 4221.07, Maricopa County, Arizona","3084","null","35493","null",
"1400000US04013422203","Census Tract 4222.03, Maricopa County, Arizona","2989","null","41296","null",
"1400000US04013422204","Census Tract 4222.04, Maricopa County, Arizona","13940","null","55938","null",
"1400000US04013422205","Census Tract 4222.05, Maricopa County, Arizona","20738","null","64464","null",
"1400000US04013422209","Census Tract 4222.09, Maricopa County, Arizona","5739","null","56343","null",
"1400000US04013422210","Census Tract 4222.10, Maricopa County, Arizona","9428","null","68327","null",
"1400000US04013422211","Census Tract 4222.11, Maricopa County, Arizona","6326","null","77708","null",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","6911","null","79826","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","12954","null","58203","null",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","11514","null","66728","null",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","6316","null","71309","null",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","5718","null","70179","null",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","8855","null","76513","null",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","4459","null","65098","null",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","4208","null","82035","null",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","6683","null","43013","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","16670","null","56641","null",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","6644","null","43818","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","12438","null","59219","null",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","11915","null","54539","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","21844","null","95066","null",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","12710","null","62310","null",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","10943","null","77604","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","15124","null","90865","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","16660","null","53750","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","6237","null","64337","null",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","11029","null","78452","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","11685","null","90469","null",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","5964","null","58684","null",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","7329","null","57367","null",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","14862","null","58684","null",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","11202","null","50602","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","12855","null","66000","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","12209","null","80647","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","8463","null","65184","null",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","6481","null","66689","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","17545","null","93409","null",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","9095","null","93587","null",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","5811","null","90833","null",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","10262","null","55571","null",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","7775","null","61969","null",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","12890","null","106988","null",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","6023","null","36625","null",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","14648","null","43657","null",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","4032","null","39326","null",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","4807","null","74728","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","9049","null","55642","null",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","8482","null","66765","null",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","5085","null","43222","null",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","37740","null","125556","null",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","14278","null","90625","null",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","15551","null","74779","null",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","22179","null","68306","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","3672","null","39358","null",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","7062","null","32430","null",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","2812","null","32967","null",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","8006","null","35659","null",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","5659","null","34745","null",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","14766","null","46103","null",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","8787","null","37031","null",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","8420","null","61091","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","6841","null","49205","null",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","12228","null","43350","null",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","3604","null","40236","null",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","14369","null","47167","null",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","14742","null","50673","null",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","8212","null","73912","null",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","6056","null","58971","null",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","4369","null","40258","null",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","4506","null","49929","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","11780","null","69637","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","11113","null","75074","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","6053","null","86853","null",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","8683","null","72788","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","8351","null","81750","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","8366","null","30357","null",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","6616","null","59593","null",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","11128","null","43750","null",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","12466","null","53750","null",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","12002","null","43295","null",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","10820","null","67672","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","8676","null","70509","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","12176","null","62511","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","6160","null","62436","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","10071","null","52474","null",
"1400000US04013523104","Census Tract 5231.04, Maricopa County, Arizona","5328","null","53097","null",
"1400000US04013610000","Census Tract 6100, Maricopa County, Arizona","16129","null","68832","null",
"1400000US04013610100","Census Tract 6101, Maricopa County, Arizona","39903","null","147917","null",
"1400000US04013610200","Census Tract 6102, Maricopa County, Arizona","18610","null","85982","null",
"1400000US04013610300","Census Tract 6103, Maricopa County, Arizona","10662","null","91496","null",
"1400000US04013610400","Census Tract 6104, Maricopa County, Arizona","13132","null","76721","null",
"1400000US04013610500","Census Tract 6105, Maricopa County, Arizona","19134","null","97955","null",
"1400000US04013610600","Census Tract 6106, Maricopa County, Arizona","15485","null","86186","null",
"1400000US04013610700","Census Tract 6107, Maricopa County, Arizona","14480","null","95833","null",
"1400000US04013610800","Census Tract 6108, Maricopa County, Arizona","6638","null","99697","null",
"1400000US04013610900","Census Tract 6109, Maricopa County, Arizona","14629","null","118405","null",
"1400000US04013611000","Census Tract 6110, Maricopa County, Arizona","15734","null","102100","null",
"1400000US04013611100","Census Tract 6111, Maricopa County, Arizona","14410","null","104531","null",
"1400000US04013611200","Census Tract 6112, Maricopa County, Arizona","12144","null","116042","null",
"1400000US04013611300","Census Tract 6113, Maricopa County, Arizona","17273","null","76450","null",
"1400000US04013611400","Census Tract 6114, Maricopa County, Arizona","9985","null","102316","null",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","26966","null","93000","null",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","15106","null","103646","null",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","10915","null","108309","null",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","4230","null","77314","null",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","21950","null","83537","null",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","7731","null","95886","null",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","39025","null","85455","null",
"1400000US04013612300","Census Tract 6123, Maricopa County, Arizona","13244","null","91492","null",
"1400000US04013612400","Census Tract 6124, Maricopa County, Arizona","9601","null","79567","null",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","15251","null","106458","null",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","18759","null","80433","null",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","14243","null","106447","null",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","23596","null","92768","null",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","16966","null","74410","null",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","27804","null","102875","null",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","19641","null","87855","null",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","31984","null","103185","null",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","9212","null","97724","null",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","8901","null","76272","null",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","14531","null","54186","null",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","10062","null","77500","null",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","7323","null","90671","null",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","6447","null","69818","null",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","7479","null","82298","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","8083","null","98500","null",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","7560","null","88281","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","16734","null","94583","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","13835","null","101250","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","5251","null","57024","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","8830","null","65202","null",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","6498","null","49831","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","6486","null","35192","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","6385","null","50487","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","14879","null","75272","null",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","13497","null","80671","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","27609","null","110882","null",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","10326","null","64366","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","5780","null","50286","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","4386","null","35299","null",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","4961","null","47216","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","4214","null","62776","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","21683","null","95707","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","12966","null","91786","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","17105","null","73938","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","22907","null","84583","null",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","21504","null","65550","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","6885","null","59073","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","17887","null","59306","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","11346","null","50230","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","9783","null","46094","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","8797","null","62313","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","7112","null","57697","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","6124","null","56464","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","11786","null","60455","null",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","11982","null","46091","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","20164","null","79200","null",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","15472","null","67917","null",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","16745","null","64459","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","6891","null","41758","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","4323","null","42112","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","9073","null","60667","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","5400","null","47846","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","14947","null","91304","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","2397","null","63750","null",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","17262","null","73103","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","8279","null","69231","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","8512","null","53358","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","7085","null","74219","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","7581","null","51941","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","10310","null","50732","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","11907","null","45326","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","15969","null","57361","null",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","9729","null","30452","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","5077","null","51075","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","9940","null","60170","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","6028","null","36992","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","2011","null","31378","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","5763","null","33383","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","3373","null","42416","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","15707","null","51250","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","8452","null","67683","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","14952","null","60057","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","16467","null","51050","null",
