"GEO_ID","NAME","B19301_001E","B19301_001EA","B19301_001M","B19301_001MA",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","11122","null","1634","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","12516","null","2136","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","25113","null","4439","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","20723","null","2408","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","22342","null","1964","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","21824","null","2007","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","23825","null","2612","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","27156","null","4435","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","24942","null","3167","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","22078","null","4681","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","23252","null","2995","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","24170","null","2984","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","26580","null","4204","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","27453","null","3944","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","37415","null","6752","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","38235","null","3339","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","39407","null","4026","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","23020","null","2985","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","27028","null","2876","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","38008","null","7597","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","45303","null","5301","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","39790","null","4308","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","24149","null","3011","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","26276","null","2734","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","24950","null","2615","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","41616","null","5212","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","35077","null","3949","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","16228","null","1691","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","37014","null","6444","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","4484","null","379","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","33813","null","3851","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","24076","null","3020","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","41222","null","6640","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","35092","null","4242","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","28816","null","3217","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","37758","null","5081","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","49372","null","10294","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","24673","null","2620","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","30542","null","5282","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","21246","null","2545","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","47924","null","9998","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","31649","null","3220","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","14917","null","1238","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","12227","null","1165","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","15888","null","1982","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","10756","null","1097","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","13218","null","902","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","15962","null","1975","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","30268","null","4243","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","29832","null","4791","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","27248","null","3475","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","25567","null","2700","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","30678","null","4310","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","27320","null","6428","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","23001","null","3632","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","21943","null","3246","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","16604","null","3367","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","17108","null","2115","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","23481","null","3902","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","24546","null","2745","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","22747","null","2748","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","19484","null","2531","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","7353","null","1175","null",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","11365","null","1425","null",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","9607","null","1257","null",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","21366","null","2054","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","18761","null","3024","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","26460","null","2649","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","16775","null","2408","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","23643","null","2269","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","19174","null","1947","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","12666","null","2020","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","14507","null","1956","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","21698","null","3806","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","26708","null","2910","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","27362","null","6589","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","23337","null","3214","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","19870","null","2245","null",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","46300","null","12637","null",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","24997","null","3702","null",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","22193","null","4507","null",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","23940","null","5374","null",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","23972","null","4537","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","15529","null","1547","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","55455","null","7038","null",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","101886","null","15480","null",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","85005","null","14351","null",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","54384","null","6194","null",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","33974","null","7745","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","33467","null","4678","null",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","41219","null","6545","null",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","36153","null","3776","null",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","36132","null","2693","null",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","36350","null","3031","null",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","30336","null","4287","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","36932","null","3870","null",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","28514","null","3920","null",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","32216","null","3770","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","50355","null","5187","null",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","40657","null","4334","null",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","30118","null","3037","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","40352","null","7459","null",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","41675","null","4592","null",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","41651","null","3888","null",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","44173","null","3011","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","40987","null","7408","null",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","34138","null","6343","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","44998","null","4978","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","43620","null","3860","null",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","26128","null","2625","null",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","30482","null","2895","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","20114","null","2321","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","20358","null","3071","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","28404","null","3611","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","40951","null","4089","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","18556","null","1688","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","21602","null","3063","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","23413","null","1712","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","23450","null","2005","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","20819","null","4177","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","18508","null","2252","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","16762","null","1894","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","16921","null","2800","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","19967","null","1829","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","20259","null","2907","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","14508","null","3036","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","15997","null","1804","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","19143","null","2020","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","41738","null","4715","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","39432","null","3796","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","24091","null","3004","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","31175","null","3215","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","32051","null","2867","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","28517","null","2898","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","32771","null","3696","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","37423","null","3633","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","3709","null","1553","null",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","48207","null","4115","null",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","24653","null","1743","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","35947","null","4587","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","28341","null","2871","null",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","28346","null","3101","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","26852","null","2057","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","23847","null","3590","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","27309","null","2460","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","23397","null","2220","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","27180","null","2161","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","27490","null","4497","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","29786","null","3089","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","31306","null","6818","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","29027","null","3496","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","23983","null","1813","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","22345","null","2173","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","28200","null","4800","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","26055","null","3159","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","29784","null","2776","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","31241","null","3793","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","26624","null","2241","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","28959","null","3442","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","25453","null","3231","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","23009","null","2756","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","27309","null","4707","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","22352","null","3985","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","29564","null","3166","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","37495","null","3192","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","25063","null","2656","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","39834","null","3802","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","18913","null","1486","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","13614","null","1885","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","19891","null","2233","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","11746","null","1959","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","14490","null","2321","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","31223","null","2763","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","33692","null","3051","null",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","31687","null","3403","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","32074","null","3875","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","34364","null","3075","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","39501","null","4027","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","29767","null","3159","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","32546","null","4901","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","46733","null","13718","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","37315","null","3191","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","34804","null","2656","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","29589","null","3197","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","27283","null","2844","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","21333","null","6430","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","22188","null","2077","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","24275","null","2677","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","25547","null","2172","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","31618","null","8285","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","26411","null","2816","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","21166","null","2046","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","27437","null","2165","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","22273","null","4270","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","25802","null","3170","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","17126","null","2364","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","25664","null","10420","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","19070","null","2372","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","21182","null","2537","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","19984","null","2938","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","15796","null","1697","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","18187","null","3362","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","14585","null","1323","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","14695","null","1978","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","21525","null","2050","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","22038","null","2419","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","20170","null","1969","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","17181","null","1815","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","31369","null","3308","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","28044","null","4340","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","24491","null","3007","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","22934","null","3095","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","29608","null","3785","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","22691","null","2810","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","24178","null","2322","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","24035","null","2004","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","23962","null","5466","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","18429","null","3644","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","21825","null","2125","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","17950","null","2144","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","18654","null","2246","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","22373","null","2493","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","18133","null","2325","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","15826","null","2691","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","16694","null","2287","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","21417","null","2399","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","23230","null","2296","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","17269","null","1964","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","19361","null","2591","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","24545","null","3382","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","29073","null","9774","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","22245","null","2879","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","23380","null","2960","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","16089","null","2984","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","23032","null","3896","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","23662","null","7252","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","23497","null","2764","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","22159","null","2987","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","10129","null","2571","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","17241","null","1623","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","23390","null","2902","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","25186","null","3500","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","28442","null","1889","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","21477","null","5824","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","25959","null","3945","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","21542","null","2218","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","19876","null","4286","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","18561","null","2522","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","16582","null","2303","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","14271","null","2237","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","24687","null","2259","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","29847","null","4109","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","32276","null","2941","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","28405","null","4185","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","19787","null","2386","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","9967","null","1436","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","10786","null","1208","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","11056","null","1417","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","16341","null","1815","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","12059","null","1843","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","19252","null","6309","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","12734","null","1732","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","13793","null","3737","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","12717","null","1855","null",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","17324","null","4038","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","40754","null","5107","null",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","49909","null","5200","null",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","53116","null","5545","null",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","45341","null","7700","null",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","66964","null","11373","null",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","26513","null","3725","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","43625","null","5591","null",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","49907","null","6202","null",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","51268","null","7569","null",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","40356","null","6550","null",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","43753","null","5909","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","37361","null","3884","null",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","66633","null","11130","null",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","45590","null","6903","null",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","23829","null","2936","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","32416","null","5309","null",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","14433","null","1922","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","17448","null","4055","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","14666","null","1994","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","29858","null","3055","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","32470","null","4767","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","31893","null","2679","null",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","27800","null","3097","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","49635","null","7668","null",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","32764","null","3423","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","42229","null","4479","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","31299","null","3896","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","23501","null","2632","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","62242","null","10138","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","41210","null","4678","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","35394","null","4090","null",
