"GEO_ID","NAME","B19301_001E","B19301_001M","B19301_001MA","B19301_001EA",
"Geography","Geographic Area Name","Estimate!!Per capita income in the past 12 months (in 2011 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2011 inflation-adjusted dollars)","Annotation of Margin of Error!!Per capita income in the past 12 months (in 2011 inflation-adjusted dollars)","Annotation of Estimate!!Per capita income in the past 12 months (in 2011 inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","7172","1370","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","10546","930","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","13661","2364","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","7956","929","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","13198","4172","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","11320","2842","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","8737","776","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","8834","1050","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","9534","1056","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","12876","2360","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","9087","1367","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","9881","1578","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","18631","3257","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","17042","3804","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","19587","2877","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","22228","2949","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","20168","2993","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","25056","7293","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","17599","3982","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","18298","2123","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","19758","2445","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","22152","2909","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","22938","3861","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","19550","2472","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","15017","1767","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","14821","1870","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","14838","2266","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","13966","1596","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","12049","2003","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","11543","2838","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","28220","5882","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","21226","2795","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","22558","6754","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","22656","2249","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","15187","1403","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","20592","5047","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","21934","3604","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","16791","2264","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","27648","3420","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","19698","2793","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","27534","3231","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","22218","2738","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","30778","2741","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","39685","3227","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","39027","2462","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","26967","3215","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","24431","3498","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","31326","4584","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","32429","3057","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","28659","4240","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","16707","2398","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","22913","2709","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","18806","2486","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","37962","7208","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","33108","4930","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","14263","1854","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","27159","3280","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","5623","1022","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","31385","3511","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","21081","2037","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","30008","4011","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","29951","4380","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","26189","2827","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","23874","2849","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","49595","8716","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","20021","2652","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","20282","3572","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","24258","3624","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","30037","4412","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","23685","2531","null","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","12230","1219","null","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","11247","1239","null","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","14837","4090","null","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","11129","1724","null","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","10472","951","null","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","14537","3078","null","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","24401","4682","null","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","19214","3794","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","20829","2506","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","21394","2283","null","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","27430","5710","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","25720","3670","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","20307","9501","null","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","23322","8125","null","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","20715","6966","null","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","18901","3329","null","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","17694","2407","null","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","21249","3102","null","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","22783","2765","null","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","14335","2260","null","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","7002","2175","null","null",
