"GEO_ID","NAME","B19301_001E","B19301_001M","B19301_001MA","B19301_001EA",
"Geography","Geographic Area Name","Estimate!!Per capita income in the past 12 months (in 2021 inflation-adjusted dollars)","Margin of Error!!Per capita income in the past 12 months (in 2021 inflation-adjusted dollars)","Annotation of Margin of Error!!Per capita income in the past 12 months (in 2021 inflation-adjusted dollars)","Annotation of Estimate!!Per capita income in the past 12 months (in 2021 inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","12460","2230","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","15128","1638","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","17935","2486","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","9986","953","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","11794","2508","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","16359","4683","null","null",
"1400000US04001944301","Census Tract 9443.01, Apache County, Arizona","13595","2316","null","null",
"1400000US04001944302","Census Tract 9443.02, Apache County, Arizona","13287","1728","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","12225","1656","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","13898","1471","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","21736","3777","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","13687","1765","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","12963","1725","null","null",
"1400000US04001970201","Census Tract 9702.01, Apache County, Arizona","26189","4883","null","null",
"1400000US04001970202","Census Tract 9702.02, Apache County, Arizona","23850","3751","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","21549","6515","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","24557","3232","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","26977","3229","null","null",
"1400000US04003000101","Census Tract 1.01, Cochise County, Arizona","19074","3139","null","null",
"1400000US04003000102","Census Tract 1.02, Cochise County, Arizona","26303","3684","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","29597","4498","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","17935","2269","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","29839","3884","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","23532","2650","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","28007","3172","null","null",
"1400000US04003000304","Census Tract 3.04, Cochise County, Arizona","31509","7912","null","null",
"1400000US04003000305","Census Tract 3.05, Cochise County, Arizona","35740","9048","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","33590","4345","null","null",
"1400000US04003000501","Census Tract 5.01, Cochise County, Arizona","27018","4699","null","null",
"1400000US04003000502","Census Tract 5.02, Cochise County, Arizona","29583","5320","null","null",
"1400000US04003000503","Census Tract 5.03, Cochise County, Arizona","14859","3286","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","21768","5933","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","19465","2368","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","22804","5365","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","15700","3859","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","14656","2418","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","36634","6586","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","21129","3480","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","25120","2822","null","null",
"1400000US04003001301","Census Tract 13.01, Cochise County, Arizona","28433","6457","null","null",
"1400000US04003001302","Census Tract 13.02, Cochise County, Arizona","28533","4755","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","23161","2234","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","31071","5460","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","24403","3293","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","27667","8943","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","44475","10867","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","23846","4400","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","30100","3776","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","27505","3339","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","38678","8066","null","null",
"1400000US04003001801","Census Tract 18.01, Cochise County, Arizona","48220","4698","null","null",
"1400000US04003001802","Census Tract 18.02, Cochise County, Arizona","38187","5564","null","null",
