"GEO_ID","NAME","B19301_001M","B19301_001MA","B19301_001E","B19301_001EA",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","3556","null","25549","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","2348","null","22476","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","6371","null","48476","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","7015","null","39801","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","7111","null","38725","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","2200","null","14462","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","5368","null","34807","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","7171","null","36028","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","3478","null","22853","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","2746","null","20973","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","2850","null","22438","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","1799","null","24227","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","2181","null","20731","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","3182","null","19717","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","2840","null","21187","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","2919","null","17873","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","2135","null","24908","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","2359","null","21887","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","4474","null","25030","null",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","3758","null","28496","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","5392","null","28445","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","2762","null","23962","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","2061","null","24325","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","2381","null","25024","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","1956","null","25482","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","2666","null","25935","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","9033","null","38881","null",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","2738","null","27600","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","2793","null","24571","null",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","5630","null","30030","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","5833","null","29314","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","3337","null","22168","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","7686","null","26994","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","3516","null","16864","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","3517","null","23601","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","2627","null","13852","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","1550","null","9535","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","2173","null","17318","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","6024","null","29305","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","2214","null","15582","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","5819","null","45382","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","4608","null","36865","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","4791","null","34911","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","24740","null","109817","null",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","15163","null","67896","null",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","24626","null","89900","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","6684","null","58196","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","9559","null","66557","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","15058","null","93650","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","5412","null","29484","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","5644","null","33536","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","8990","null","48195","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","3131","null","14134","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","4219","null","16299","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","3996","null","19019","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","2619","null","17060","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","3270","null","17992","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","2011","null","23375","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","1958","null","16757","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","2380","null","21398","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","3698","null","20794","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","3021","null","10602","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","4685","null","16613","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","2531","null","17922","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","4036","null","34953","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","8851","null","57046","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","4822","null","30996","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","11254","null","38778","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","12286","null","40399","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","5039","null","28071","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","11991","null","59250","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","3144","null","19316","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","6150","null","30579","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","6666","null","34321","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","1866","null","10042","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","2555","null","17394","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","2117","null","16578","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","1545","null","16455","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","2071","null","13375","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","1376","null","12249","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","2820","null","9539","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","1565","null","10075","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","1827","null","15560","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","2953","null","18232","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","7850","null","41997","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","4386","null","30639","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","5007","null","35500","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","15009","null","53682","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","13057","null","85760","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","13480","null","76304","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","10790","null","66927","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","16087","null","66435","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","6744","null","39701","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","13102","null","65469","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","3499","null","32112","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","7422","null","38159","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","11430","null","30949","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","5014","null","36591","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","2497","null","14272","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","3931","null","21613","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","5356","null","23520","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","4129","null","18428","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","2705","null","17947","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","1873","null","8392","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","2621","null","12084","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","2706","null","14357","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","2237","null","11619","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","1489","null","10371","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","1974","null","11346","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","2530","null","12584","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","1637","null","11178","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","2490","null","14398","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","1902","null","11909","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","1641","null","10888","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","2747","null","15817","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","2509","null","12825","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","1651","null","12595","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","2206","null","12922","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","3041","null","12910","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","1523","null","11175","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","2361","null","14855","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","2833","null","10675","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","2279","null","13059","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","1336","null","11077","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","2252","null","13400","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","1885","null","12250","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","1169","null","9919","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","4957","null","25932","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","5076","null","24171","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","5522","null","27580","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","6096","null","29282","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","2910","null","19214","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","3456","null","18256","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","3541","null","20053","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","3524","null","20320","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","4315","null","22561","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","2798","null","17331","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","4968","null","33826","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","5740","null","41473","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","2906","null","22730","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","3025","null","14628","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","6551","null","24826","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","2563","null","23216","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","3338","null","20949","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","2196","null","12736","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","3219","null","18157","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","2571","null","11153","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","1752","null","12992","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","2450","null","12987","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","1374","null","7261","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","2997","null","20322","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","6859","null","43452","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","17935","null","63498","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","1548","null","8504","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","1804","null","11307","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","2098","null","13222","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","1220","null","9919","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","1819","null","10410","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","1661","null","12895","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","1789","null","12255","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","1203","null","11154","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","1257","null","11988","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","2197","null","13446","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","1582","null","12188","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","2217","null","8251","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","2599","null","14939","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","2303","null","15304","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","1569","null","17411","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","2819","null","20360","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","3115","null","12195","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","1991","null","16053","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","3768","null","19411","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","1880","null","9516","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","1502","null","9488","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","1429","null","11584","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","2633","null","14605","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","5909","null","30038","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","6198","null","24704","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","1779","null","8488","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","3037","null","9745","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","2832","null","9235","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","1514","null","6840","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","1064","null","1492","null",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","1858","null","7984","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","2043","null","10199","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","2754","null","18093","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","1954","null","8509","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","3708","null","15890","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","3657","null","15686","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","2059","null","4358","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","3693","null","14081","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","2907","null","6352","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","4805","null","10048","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","3578","null","7267","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","1740","null","7763","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","2618","null","12197","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","1589","null","7940","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","1296","null","8537","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","1852","null","8324","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","1641","null","11215","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","1487","null","9117","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","1617","null","7570","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","2357","null","11393","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","2866","null","10667","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","2019","null","9779","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","2889","null","12928","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","1971","null","13707","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","1946","null","13083","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","1835","null","11151","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","2809","null","11956","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","1979","null","11646","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","2081","null","15636","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","2113","null","9720","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","1859","null","14388","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","4281","null","27986","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","4156","null","19216","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","2269","null","18047","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","2938","null","16833","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","1518","null","13324","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","2133","null","12638","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","1558","null","13591","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","3691","null","24642","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","6704","null","24192","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","4326","null","25268","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","5584","null","24099","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","5479","null","16073","null",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","5257","null","28909","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","4540","null","30951","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","3723","null","25834","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","6234","null","39542","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","5292","null","24602","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","4673","null","27182","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","1810","null","15523","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","2617","null","21462","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","5264","null","39597","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","4632","null","34963","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","3040","null","33430","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","4740","null","36507","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","7447","null","55538","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","7593","null","36674","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","4209","null","29161","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","4144","null","36426","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","6466","null","44703","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","4024","null","30602","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","3846","null","28730","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","4481","null","29990","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","4493","null","36423","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","4090","null","34978","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","4984","null","41678","null",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","5975","null","42972","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","4166","null","45746","null",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","6207","null","61628","null",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","3776","null","44039","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","8390","null","46417","null",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","13362","null","50036","null",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","5214","null","26712","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","52992","null","86410","null",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","2934","null","15553","null",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","2271","null","8155","null",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","2582","null","16494","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","4390","null","29101","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","2697","null","8967","null",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","2975","null","7263","null",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","9970","null","47290","null",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","4348","null","44060","null",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","9962","null","65574","null",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","18901","null","39171","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","13060","null","72076","null",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","14456","null","68062","null",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","5072","null","39409","null",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","4748","null","47247","null",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","6514","null","39771","null",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","12101","null","68109","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","7566","null","63447","null",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","7699","null","45219","null",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","18342","null","88161","null",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","5493","null","36118","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","16725","null","60019","null",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","18726","null","80665","null",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","9327","null","63392","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","14541","null","66766","null",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","7635","null","44010","null",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","8109","null","53068","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","4153","null","32171","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","5523","null","49924","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","8236","null","57196","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","7612","null","53585","null",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","11701","null","50712","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","13301","null","64741","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","22766","null","98437","null",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","8792","null","54100","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","8805","null","51052","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","6161","null","49099","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","12053","null","71791","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","10223","null","71575","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","10370","null","79116","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","5367","null","39727","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","24384","null","111744","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","11761","null","47627","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","4639","null","43188","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","11353","null","61073","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","5858","null","42605","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","6572","null","48540","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","2487","null","31545","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","6070","null","34913","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","5377","null","32927","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","6885","null","33708","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","4625","null","38338","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","5772","null","28962","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","6982","null","53675","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","4430","null","48724","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","4440","null","22011","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","4262","null","29230","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","3677","null","30810","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","7332","null","38507","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","3395","null","28639","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","4387","null","28486","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","4220","null","30570","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","4106","null","18722","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","3231","null","20721","null",
