"GEO_ID","NAME","B19001F_001E","B19001F_001EA","B19001F_001M","B19001F_001MA","B19001F_002E","B19001F_002EA","B19001F_002M","B19001F_002MA","B19001F_003E","B19001F_003M","B19001F_003MA","B19001F_003EA","B19001F_004E","B19001F_004EA","B19001F_004M","B19001F_004MA","B19001F_005E","B19001F_005EA","B19001F_005M","B19001F_005MA","B19001F_006E","B19001F_006EA","B19001F_006M","B19001F_006MA","B19001F_007E","B19001F_007M","B19001F_007MA","B19001F_007EA","B19001F_008E","B19001F_008EA","B19001F_008M","B19001F_008MA","B19001F_009E","B19001F_009EA","B19001F_009M","B19001F_009MA","B19001F_010E","B19001F_010EA","B19001F_010M","B19001F_010MA","B19001F_011E","B19001F_011EA","B19001F_011M","B19001F_011MA","B19001F_012E","B19001F_012EA","B19001F_012M","B19001F_012MA","B19001F_013E","B19001F_013EA","B19001F_013M","B19001F_013MA","B19001F_014E","B19001F_014EA","B19001F_014M","B19001F_014MA","B19001F_015E","B19001F_015EA","B19001F_015M","B19001F_015MA","B19001F_016E","B19001F_016EA","B19001F_016M","B19001F_016MA","B19001F_017E","B19001F_017EA","B19001F_017M","B19001F_017MA",
"1400000US04013061048","Census Tract 610.48, Maricopa County, Arizona","99","null","77","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","40","null","61","null","0","null","13","null","0","null","13","null","0","null","13","null","21","null","38","null","38","null","57","null",
"1400000US04013061049","Census Tract 610.49, Maricopa County, Arizona","110","null","111","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","82","null","109","null","0","null","19","null","0","null","19","null","9","null","16","null","19","null","35","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013061050","Census Tract 610.50, Maricopa County, Arizona","154","null","68","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","23","null","36","null","75","83","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","42","null","67","null","14","null","30","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013061051","Census Tract 610.51, Maricopa County, Arizona","52","null","44","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","20","null","29","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","26","null","0","null","13","null","17","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061052","Census Tract 610.52, Maricopa County, Arizona","193","null","114","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","113","null","102","null","0","null","19","null","5","null","9","null","0","null","19","null","75","null","91","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013061053","Census Tract 610.53, Maricopa County, Arizona","193","null","131","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","25","null","37","null","53","81","null","null","0","null","19","null","71","null","88","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","44","null","72","null","0","null","19","null","0","null","19","null",
"1400000US04013061054","Census Tract 610.54, Maricopa County, Arizona","209","null","171","null","0","null","19","null","0","19","null","null","0","null","19","null","69","null","106","null","0","null","19","null","0","19","null","null","0","null","19","null","49","null","64","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","91","null","129","null",
"1400000US04013061055","Census Tract 610.55, Maricopa County, Arizona","42","null","36","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","29","null","33","null","0","null","19","null","0","null","19","null","0","null","19","null","13","null","20","null",
"1400000US04013061056","Census Tract 610.56, Maricopa County, Arizona","20","null","19","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null","6","null","10","null","0","null","13","null","9","null","14","null","0","null","13","null",
"1400000US04013061057","Census Tract 610.57, Maricopa County, Arizona","60","null","50","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","19","null","31","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","13","null","20","null","11","null","16","null","0","null","13","null","17","null","29","null","0","null","13","null",
"1400000US04013061058","Census Tract 610.58, Maricopa County, Arizona","45","null","35","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","20","null","0","null","13","null","10","null","18","null","8","null","17","null","0","null","13","null","15","null","18","null",
"1400000US04013061059","Census Tract 610.59, Maricopa County, Arizona","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013061060","Census Tract 610.60, Maricopa County, Arizona","51","null","63","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","36","null","58","null","0","null","13","null","15","null","29","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061061","Census Tract 610.61, Maricopa County, Arizona","42","null","45","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","21","null","36","null","0","null","13","null","0","null","13","null","0","null","13","null","21","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061062","Census Tract 610.62, Maricopa County, Arizona","81","null","87","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","55","null","77","null","26","null","39","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013061063","Census Tract 610.63, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061064","Census Tract 610.64, Maricopa County, Arizona","7","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","12","null","2","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","19","null","21","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","10","null","17","null","0","null","13","null","0","null","13","null","9","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
