"GEO_ID","NAME","B19001D_001E","B19001D_001EA","B19001D_001M","B19001D_001MA","B19001D_002E","B19001D_002EA","B19001D_002M","B19001D_002MA","B19001D_003E","B19001D_003EA","B19001D_003M","B19001D_003MA","B19001D_004E","B19001D_004M","B19001D_004MA","B19001D_004EA","B19001D_005E","B19001D_005M","B19001D_005MA","B19001D_005EA","B19001D_006E","B19001D_006M","B19001D_006MA","B19001D_006EA","B19001D_007E","B19001D_007EA","B19001D_007M","B19001D_007MA","B19001D_008E","B19001D_008EA","B19001D_008M","B19001D_008MA","B19001D_009E","B19001D_009EA","B19001D_009M","B19001D_009MA","B19001D_010E","B19001D_010M","B19001D_010MA","B19001D_010EA","B19001D_011E","B19001D_011M","B19001D_011MA","B19001D_011EA","B19001D_012E","B19001D_012EA","B19001D_012M","B19001D_012MA","B19001D_013E","B19001D_013EA","B19001D_013M","B19001D_013MA","B19001D_014E","B19001D_014EA","B19001D_014M","B19001D_014MA","B19001D_015E","B19001D_015M","B19001D_015MA","B19001D_015EA","B19001D_016E","B19001D_016EA","B19001D_016M","B19001D_016MA","B19001D_017E","B19001D_017M","B19001D_017MA","B19001D_017EA",
"1400000US04021000311","Census Tract 3.11, Pinal County, Arizona","5","null","9","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","5","9","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000312","Census Tract 3.12, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000313","Census Tract 3.13, Pinal County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021000314","Census Tract 3.14, Pinal County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021000315","Census Tract 3.15, Pinal County, Arizona","35","null","41","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","17","null","26","null","18","null","30","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000316","Census Tract 3.16, Pinal County, Arizona","9","null","16","null","0","null","17","null","9","null","16","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021000317","Census Tract 3.17, Pinal County, Arizona","10","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","10","null","16","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000318","Census Tract 3.18, Pinal County, Arizona","75","null","94","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","75","null","94","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021000319","Census Tract 3.19, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000400","Census Tract 4, Pinal County, Arizona","9","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","9","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000603","Census Tract 6.03, Pinal County, Arizona","13","null","20","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","13","null","20","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021000604","Census Tract 6.04, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000700","Census Tract 7, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000801","Census Tract 8.01, Pinal County, Arizona","42","null","49","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","23","36","null","null","19","30","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null",
"1400000US04021000802","Census Tract 8.02, Pinal County, Arizona","3","null","5","null","3","null","5","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000803","Census Tract 8.03, Pinal County, Arizona","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null",
"1400000US04021000901","Census Tract 9.01, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021000902","Census Tract 9.02, Pinal County, Arizona","31","null","45","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","31","45","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001000","Census Tract 10, Pinal County, Arizona","21","null","24","null","0","null","12","null","0","null","12","null","0","12","null","null","11","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","18","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001100","Census Tract 11, Pinal County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001200","Census Tract 12, Pinal County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001301","Census Tract 13.01, Pinal County, Arizona","24","null","27","null","0","null","17","null","0","null","17","null","14","22","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","10","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001303","Census Tract 13.03, Pinal County, Arizona","32","null","22","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","14","null","16","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","18","null","18","null","0","12","null","null",
"1400000US04021001304","Census Tract 13.04, Pinal County, Arizona","84","null","44","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","21","28","null","null","0","null","17","null","19","null","31","null","0","null","17","null","0","17","null","null","0","17","null","null","16","null","23","null","15","null","23","null","0","null","17","null","13","20","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001305","Census Tract 13.05, Pinal County, Arizona","12","null","20","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","12","null","20","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001306","Census Tract 13.06, Pinal County, Arizona","65","null","35","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","22","21","null","null","0","12","null","null","0","null","12","null","16","null","26","null","27","null","18","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001403","Census Tract 14.03, Pinal County, Arizona","12","null","19","null","0","null","17","null","0","null","17","null","0","17","null","null","12","19","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001404","Census Tract 14.04, Pinal County, Arizona","27","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","10","null","16","null","0","12","null","null","0","12","null","null","0","null","12","null","11","null","18","null","0","null","12","null","6","13","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001405","Census Tract 14.05, Pinal County, Arizona","46","null","51","null","0","null","12","null","28","null","45","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","11","null","15","null","0","null","12","null","0","null","12","null","7","13","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001406","Census Tract 14.06, Pinal County, Arizona","6","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","6","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001407","Census Tract 14.07, Pinal County, Arizona","4","null","6","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","4","null","6","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001408","Census Tract 14.08, Pinal County, Arizona","12","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","8","null","14","null","0","12","null","null","0","null","12","null","4","7","null","null",
"1400000US04021001500","Census Tract 15, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001600","Census Tract 16, Pinal County, Arizona","9","null","15","null","0","null","17","null","0","null","17","null","0","17","null","null","9","15","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001701","Census Tract 17.01, Pinal County, Arizona","4","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","4","null","8","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001702","Census Tract 17.02, Pinal County, Arizona","43","null","32","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","23","null","29","null","7","null","10","null","0","12","null","null","7","null","11","null","6","9","null","null",
"1400000US04021001703","Census Tract 17.03, Pinal County, Arizona","30","null","30","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","16","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","6","null","9","null","8","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001704","Census Tract 17.04, Pinal County, Arizona","53","null","61","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","53","61","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001705","Census Tract 17.05, Pinal County, Arizona","46","null","47","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","14","null","31","null","7","null","16","null","25","null","35","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001706","Census Tract 17.06, Pinal County, Arizona","14","null","17","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","14","null","17","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001707","Census Tract 17.07, Pinal County, Arizona","116","null","76","null","6","null","10","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","19","null","35","null","0","null","17","null","0","17","null","null","19","31","null","null","6","null","10","null","46","null","59","null","5","null","8","null","15","19","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001708","Census Tract 17.08, Pinal County, Arizona","54","null","46","null","13","null","20","null","0","null","17","null","0","17","null","null","0","17","null","null","11","18","null","null","0","null","17","null","0","null","17","null","0","null","17","null","9","15","null","null","0","17","null","null","0","null","17","null","0","null","17","null","21","null","34","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021001709","Census Tract 17.09, Pinal County, Arizona","36","null","33","null","5","null","9","null","0","null","12","null","0","12","null","null","9","15","null","null","0","12","null","null","0","null","12","null","0","null","12","null","4","null","8","null","0","12","null","null","0","12","null","null","18","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001710","Census Tract 17.10, Pinal County, Arizona","13","null","14","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","7","null","11","null","0","null","12","null","0","null","12","null","6","10","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001711","Census Tract 17.11, Pinal County, Arizona","4","null","6","null","0","null","12","null","4","null","6","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021001900","Census Tract 19, Pinal County, Arizona","6","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","6","8","null","null","0","null","12","null","0","12","null","null",
"1400000US04021002001","Census Tract 20.01, Pinal County, Arizona","7","null","11","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","7","11","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021002002","Census Tract 20.02, Pinal County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021002003","Census Tract 20.03, Pinal County, Arizona","8","null","13","null","8","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021002101","Census Tract 21.01, Pinal County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021002102","Census Tract 21.02, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021002103","Census Tract 21.03, Pinal County, Arizona","15","null","16","null","6","null","9","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","9","null","14","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021002200","Census Tract 22, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021002300","Census Tract 23, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021002400","Census Tract 24, Pinal County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021941200","Census Tract 9412, Pinal County, Arizona","39","null","44","null","8","null","13","null","0","null","17","null","0","17","null","null","31","43","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04021941300","Census Tract 9413, Pinal County, Arizona","13","null","19","null","0","null","12","null","0","null","12","null","13","19","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04021941400","Census Tract 9414, Pinal County, Arizona","49","null","78","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","49","null","78","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04023966000","Census Tract 9660, Santa Cruz County, Arizona","3","null","7","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","3","null","7","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966101","Census Tract 9661.01, Santa Cruz County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966103","Census Tract 9661.03, Santa Cruz County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966104","Census Tract 9661.04, Santa Cruz County, Arizona","20","null","19","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","9","14","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","11","null","15","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04023966105","Census Tract 9661.05, Santa Cruz County, Arizona","39","null","35","null","9","null","16","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","3","null","8","null","0","17","null","null","0","17","null","null","0","null","17","null","10","null","17","null","11","null","18","null","0","17","null","null","6","null","12","null","0","17","null","null",
"1400000US04023966200","Census Tract 9662, Santa Cruz County, Arizona","36","null","27","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","5","9","null","null","9","null","15","null","0","null","12","null","7","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","20","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966301","Census Tract 9663.01, Santa Cruz County, Arizona","8","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","8","13","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966302","Census Tract 9663.02, Santa Cruz County, Arizona","9","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","9","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966401","Census Tract 9664.01, Santa Cruz County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04023966402","Census Tract 9664.02, Santa Cruz County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04025000202","Census Tract 2.02, Yavapai County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04025000203","Census Tract 2.03, Yavapai County, Arizona","31","null","42","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","31","42","null","null",
"1400000US04025000204","Census Tract 2.04, Yavapai County, Arizona","24","null","41","null","0","null","17","null","0","null","17","null","0","17","null","null","24","41","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04025000300","Census Tract 3, Yavapai County, Arizona","10","null","19","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","10","null","19","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04025000401","Census Tract 4.01, Yavapai County, Arizona","36","null","47","null","6","null","11","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","30","null","47","null","0","17","null","null",
"1400000US04025000402","Census Tract 4.02, Yavapai County, Arizona","43","null","55","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","13","null","22","null","30","null","48","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04025000500","Census Tract 5, Yavapai County, Arizona","50","null","50","null","0","null","17","null","0","null","17","null","18","33","null","null","0","17","null","null","0","17","null","null","18","null","28","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","14","22","null","null","0","null","17","null","0","17","null","null",
"1400000US04025000604","Census Tract 6.04, Yavapai County, Arizona","47","null","56","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","13","null","19","null","0","null","17","null","0","null","17","null","0","17","null","null","34","null","52","null","0","17","null","null",
"1400000US04025000605","Census Tract 6.05, Yavapai County, Arizona","9","null","16","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","9","null","16","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04025000606","Census Tract 6.06, Yavapai County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04025000607","Census Tract 6.07, Yavapai County, Arizona","55","null","53","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","18","null","31","null","0","null","17","null","37","46","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
