"GEO_ID","NAME","B19001D_001E","B19001D_001EA","B19001D_001M","B19001D_001MA","B19001D_002E","B19001D_002EA","B19001D_002M","B19001D_002MA","B19001D_003E","B19001D_003EA","B19001D_003M","B19001D_003MA","B19001D_004E","B19001D_004M","B19001D_004MA","B19001D_004EA","B19001D_005E","B19001D_005M","B19001D_005MA","B19001D_005EA","B19001D_006E","B19001D_006M","B19001D_006MA","B19001D_006EA","B19001D_007E","B19001D_007EA","B19001D_007M","B19001D_007MA","B19001D_008E","B19001D_008EA","B19001D_008M","B19001D_008MA","B19001D_009E","B19001D_009EA","B19001D_009M","B19001D_009MA","B19001D_010E","B19001D_010M","B19001D_010MA","B19001D_010EA","B19001D_011E","B19001D_011M","B19001D_011MA","B19001D_011EA","B19001D_012E","B19001D_012EA","B19001D_012M","B19001D_012MA","B19001D_013E","B19001D_013EA","B19001D_013M","B19001D_013MA","B19001D_014E","B19001D_014EA","B19001D_014M","B19001D_014MA","B19001D_015E","B19001D_015M","B19001D_015MA","B19001D_015EA","B19001D_016E","B19001D_016EA","B19001D_016M","B19001D_016MA","B19001D_017E","B19001D_017M","B19001D_017MA","B19001D_017EA",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","42","null","38","null","0","null","17","null","0","null","17","null","0","17","null","null","13","21","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","13","20","null","null","0","null","17","null","0","null","17","null","0","null","17","null","16","26","null","null","0","null","17","null","0","17","null","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","77","null","51","null","0","null","12","null","11","null","17","null","9","13","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","10","16","null","null","0","12","null","null","0","null","12","null","7","null","11","null","0","null","12","null","0","12","null","null","31","null","47","null","9","13","null","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","19","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","19","null","28","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","6","null","9","null","0","null","12","null","0","null","12","null","6","9","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","9","null","14","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","9","14","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","30","null","24","null","0","null","17","null","10","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","8","null","13","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","12","null","15","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","22","null","33","null","22","null","33","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","23","null","19","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","11","null","17","null","0","null","17","null","12","null","14","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","6","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","6","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","50","null","44","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","29","null","30","null","8","null","13","null","0","null","17","null","13","21","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","5","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","5","8","null","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","51","null","50","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","17","29","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","24","null","36","null","10","null","22","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","12","null","19","null","12","null","19","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","4","null","6","null","0","null","12","null","0","null","12","null","0","12","null","null","4","6","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","10","null","18","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","10","null","18","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","58","null","49","null","0","null","17","null","0","null","17","null","0","17","null","null","25","34","null","null","0","17","null","null","0","null","17","null","0","null","17","null","9","null","14","null","0","17","null","null","0","17","null","null","0","null","17","null","11","null","22","null","8","null","13","null","0","17","null","null","5","null","9","null","0","17","null","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","24","null","21","null","0","null","17","null","0","null","17","null","9","15","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","8","null","11","null","0","17","null","null","0","17","null","null","7","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","32","null","28","null","0","null","12","null","12","null","17","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","25","null","0","null","12","null","0","12","null","null","5","10","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","73","null","71","null","0","null","17","null","0","null","17","null","42","60","null","null","0","17","null","null","0","17","null","null","13","null","22","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","18","null","28","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","52","null","26","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","9","14","null","null","0","null","12","null","0","null","12","null","6","null","10","null","0","12","null","null","0","12","null","null","26","null","22","null","7","null","11","null","0","null","12","null","0","12","null","null","4","null","6","null","0","12","null","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","12","null","18","null","0","null","17","null","0","null","17","null","0","17","null","null","12","18","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","53","null","47","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","34","null","42","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","19","null","21","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","20","null","23","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","9","16","null","null","0","null","12","null","11","null","17","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","4","null","5","null","4","null","5","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","16","null","18","null","6","null","9","null","0","null","12","null","10","16","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","13","null","20","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","13","null","20","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","9","null","10","null","0","null","12","null","0","null","12","null","0","12","null","null","5","8","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","4","null","7","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","33","null","30","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","2","null","6","null","0","null","12","null","0","12","null","null","0","12","null","null","14","null","23","null","8","null","12","null","0","null","12","null","0","12","null","null","9","null","14","null","0","12","null","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","35","null","36","null","8","null","12","null","6","null","9","null","21","33","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","33","null","21","null","0","null","12","null","0","null","12","null","5","7","null","null","0","12","null","null","0","12","null","null","4","null","7","null","0","null","12","null","6","null","8","null","0","12","null","null","0","12","null","null","0","null","12","null","6","null","9","null","5","null","8","null","7","9","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","24","null","25","null","3","null","6","null","0","null","12","null","0","12","null","null","7","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","14","null","22","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","11","null","14","null","8","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","3","null","7","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","31","null","36","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","5","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","19","null","30","null","0","null","12","null","0","12","null","null","0","null","12","null","7","10","null","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","5","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","5","8","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","46","null","30","null","37","null","27","null","5","null","9","null","0","12","null","null","4","6","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","11","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","11","16","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","156","null","47","null","111","null","44","null","26","null","28","null","0","12","null","null","14","22","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","5","7","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","6","null","9","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","6","null","9","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","11","null","16","null","0","null","12","null","0","null","12","null","11","16","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","28","null","29","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","4","null","6","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","16","null","14","null","22","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","24","null","38","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","24","38","null","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","9","null","16","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","9","null","16","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","11","null","17","null","11","null","17","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","23","null","29","null","0","null","17","null","7","null","12","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","16","26","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","121","null","58","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","8","13","null","null","0","null","17","null","10","null","15","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","19","null","23","null","0","null","17","null","0","17","null","null","14","null","21","null","70","54","null","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","5","null","9","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","5","null","9","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","69","null","39","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","16","23","null","null","9","14","null","null","10","null","15","null","0","null","12","null","9","null","14","null","8","14","null","null","8","null","13","null","9","15","null","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","40","null","57","null","0","null","12","null","0","null","12","null","40","57","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","8","null","13","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","6","null","12","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","6","null","12","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","8","null","13","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","8","null","13","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","70","null","41","null","8","null","14","null","11","null","18","null","0","17","null","null","0","17","null","null","0","17","null","null","8","null","14","null","0","null","17","null","24","null","36","null","0","17","null","null","0","17","null","null","8","null","12","null","5","null","10","null","6","null","10","null","0","17","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","78","null","57","null","0","null","17","null","0","null","17","null","0","17","null","null","7","12","null","null","0","17","null","null","6","null","9","null","0","null","17","null","30","null","41","null","0","17","null","null","8","13","null","null","9","null","15","null","7","null","15","null","0","null","17","null","0","17","null","null","11","null","18","null","0","17","null","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","107","null","46","null","29","null","39","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","10","null","15","null","24","null","32","null","0","12","null","null","20","20","null","null","5","null","8","null","0","null","12","null","6","null","11","null","0","12","null","null","8","null","13","null","5","9","null","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","102","null","35","null","0","null","17","null","9","null","16","null","0","17","null","null","10","18","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","28","26","null","null","34","null","34","null","0","null","17","null","9","null","15","null","12","18","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","68","null","35","null","0","null","17","null","0","null","17","null","7","12","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","7","null","12","null","24","null","21","null","10","null","16","null","20","28","null","null","0","null","17","null","0","17","null","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","40","null","25","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","14","15","null","null","18","null","17","null","8","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null",
