"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04021000400","Census Tract 4, Pinal County, Arizona","421","null","81","null","44","22","null","null","72","41","null","null","38","26","null","null","38","null","30","null","24","15","null","null","26","null","26","null","12","17","null","null","18","17","null","null","0","12","null","null","15","16","null","null","29","28","null","null","31","null","27","null","49","39","null","null","25","21","null","null","0","12","null","null","0","12","null","null",
"1400000US04021000603","Census Tract 6.03, Pinal County, Arizona","2654","null","175","null","78","69","null","null","51","46","null","null","43","39","null","null","54","null","39","null","104","68","null","null","76","null","59","null","75","47","null","null","113","81","null","null","139","82","null","null","239","93","null","null","352","129","null","null","404","null","137","null","366","140","null","null","214","102","null","null","232","88","null","null","114","74","null","null",
"1400000US04021000604","Census Tract 6.04, Pinal County, Arizona","2536","null","234","null","78","59","null","null","82","63","null","null","97","94","null","null","58","null","43","null","141","113","null","null","61","null","47","null","86","66","null","null","117","76","null","null","62","48","null","null","108","52","null","null","298","111","null","null","472","null","130","null","286","146","null","null","178","107","null","null","280","116","null","null","132","76","null","null",
"1400000US04021000700","Census Tract 7, Pinal County, Arizona","664","null","115","null","15","19","null","null","11","19","null","null","27","27","null","null","28","null","28","null","55","54","null","null","30","null","35","null","53","49","null","null","41","33","null","null","41","40","null","null","56","66","null","null","178","85","null","null","95","null","51","null","12","17","null","null","22","21","null","null","0","12","null","null","0","12","null","null",
"1400000US04021000801","Census Tract 8.01, Pinal County, Arizona","3573","null","373","null","168","78","null","null","97","63","null","null","113","74","null","null","108","null","69","null","194","100","null","null","133","null","72","null","236","115","null","null","219","93","null","null","282","146","null","null","352","115","null","null","453","187","null","null","643","null","166","null","246","107","null","null","113","77","null","null","89","67","null","null","127","72","null","null",
"1400000US04021000802","Census Tract 8.02, Pinal County, Arizona","1607","null","171","null","83","59","null","null","75","42","null","null","46","34","null","null","47","null","38","null","111","55","null","null","36","null","33","null","70","50","null","null","43","35","null","null","59","46","null","null","141","90","null","null","247","110","null","null","202","null","68","null","196","86","null","null","133","75","null","null","58","52","null","null","60","36","null","null",
"1400000US04021000803","Census Tract 8.03, Pinal County, Arizona","210","null","62","null","28","44","null","null","14","17","null","null","0","19","null","null","17","null","19","null","14","20","null","null","14","null","20","null","0","19","null","null","37","41","null","null","12","10","null","null","14","14","null","null","14","12","null","null","31","null","27","null","5","8","null","null","10","15","null","null","0","19","null","null","0","19","null","null",
"1400000US04021000901","Census Tract 9.01, Pinal County, Arizona","217","null","57","null","24","19","null","null","31","22","null","null","3","4","null","null","20","null","23","null","4","6","null","null","7","null","11","null","7","11","null","null","2","5","null","null","31","23","null","null","28","21","null","null","20","17","null","null","16","null","14","null","0","12","null","null","18","16","null","null","6","9","null","null","0","12","null","null",
"1400000US04021000902","Census Tract 9.02, Pinal County, Arizona","592","null","115","null","77","44","null","null","37","19","null","null","33","21","null","null","46","null","34","null","31","29","null","null","39","null","32","null","22","18","null","null","13","15","null","null","0","12","null","null","79","53","null","null","59","37","null","null","84","null","44","null","51","37","null","null","21","19","null","null","0","12","null","null","0","12","null","null",
"1400000US04021001000","Census Tract 10, Pinal County, Arizona","624","null","123","null","27","23","null","null","85","49","null","null","50","41","null","null","28","null","28","null","45","39","null","null","61","null","45","null","58","39","null","null","18","28","null","null","6","10","null","null","106","61","null","null","38","30","null","null","85","null","50","null","8","12","null","null","0","12","null","null","0","12","null","null","9","14","null","null",
"1400000US04021001100","Census Tract 11, Pinal County, Arizona","1203","null","187","null","77","56","null","null","28","33","null","null","50","80","null","null","48","null","61","null","118","73","null","null","78","null","42","null","44","38","null","null","113","68","null","null","14","24","null","null","147","80","null","null","134","75","null","null","91","null","58","null","113","77","null","null","84","65","null","null","55","52","null","null","9","14","null","null",
"1400000US04021001200","Census Tract 12, Pinal County, Arizona","1047","null","171","null","57","52","null","null","11","22","null","null","41","48","null","null","92","null","59","null","83","57","null","null","61","null","34","null","68","35","null","null","46","34","null","null","0","12","null","null","99","73","null","null","110","76","null","null","125","null","79","null","65","40","null","null","63","68","null","null","56","44","null","null","70","51","null","null",
"1400000US04021001301","Census Tract 13.01, Pinal County, Arizona","1568","null","213","null","190","117","null","null","56","46","null","null","92","89","null","null","88","null","54","null","114","64","null","null","88","null","79","null","22","32","null","null","69","54","null","null","80","59","null","null","154","84","null","null","199","83","null","null","202","null","99","null","126","76","null","null","57","55","null","null","0","17","null","null","31","45","null","null",
"1400000US04021001303","Census Tract 13.03, Pinal County, Arizona","395","null","57","null","26","26","null","null","3","5","null","null","3","6","null","null","9","null","10","null","22","26","null","null","9","null","9","null","5","7","null","null","0","12","null","null","9","8","null","null","61","37","null","null","53","28","null","null","64","null","37","null","16","14","null","null","29","21","null","null","64","40","null","null","22","17","null","null",
"1400000US04021001304","Census Tract 13.04, Pinal County, Arizona","1977","null","195","null","73","53","null","null","15","25","null","null","42","40","null","null","50","null","47","null","25","39","null","null","111","null","69","null","21","26","null","null","151","108","null","null","62","53","null","null","204","102","null","null","346","120","null","null","299","null","121","null","185","85","null","null","171","100","null","null","214","119","null","null","8","14","null","null",
"1400000US04021001305","Census Tract 13.05, Pinal County, Arizona","1283","null","204","null","107","99","null","null","27","29","null","null","81","86","null","null","27","null","35","null","46","43","null","null","83","null","50","null","96","89","null","null","59","49","null","null","98","67","null","null","168","88","null","null","160","82","null","null","132","null","109","null","71","57","null","null","34","37","null","null","73","60","null","null","21","26","null","null",
"1400000US04021001306","Census Tract 13.06, Pinal County, Arizona","910","null","141","null","82","58","null","null","90","50","null","null","22","19","null","null","57","null","55","null","46","31","null","null","49","null","37","null","32","34","null","null","18","16","null","null","47","33","null","null","69","57","null","null","71","49","null","null","166","null","68","null","87","54","null","null","27","26","null","null","19","22","null","null","28","30","null","null",
"1400000US04021001403","Census Tract 14.03, Pinal County, Arizona","734","null","128","null","45","45","null","null","31","28","null","null","17","22","null","null","41","null","33","null","47","43","null","null","57","null","38","null","51","27","null","null","88","60","null","null","62","44","null","null","23","25","null","null","82","36","null","null","96","null","49","null","65","44","null","null","15","19","null","null","14","15","null","null","0","17","null","null",
"1400000US04021001404","Census Tract 14.04, Pinal County, Arizona","821","null","101","null","9","14","null","null","14","17","null","null","16","18","null","null","93","null","64","null","60","53","null","null","27","null","26","null","32","26","null","null","15","17","null","null","42","49","null","null","39","29","null","null","87","51","null","null","118","null","66","null","91","68","null","null","72","45","null","null","54","40","null","null","52","29","null","null",
"1400000US04021001405","Census Tract 14.05, Pinal County, Arizona","1362","null","147","null","79","51","null","null","55","38","null","null","49","25","null","null","79","null","52","null","118","62","null","null","131","null","58","null","80","48","null","null","40","28","null","null","70","39","null","null","162","56","null","null","139","56","null","null","169","null","69","null","67","53","null","null","67","39","null","null","50","40","null","null","7","11","null","null",
"1400000US04021001406","Census Tract 14.06, Pinal County, Arizona","555","null","119","null","54","41","null","null","85","47","null","null","82","61","null","null","36","null","31","null","7","10","null","null","8","null","14","null","55","51","null","null","27","28","null","null","0","17","null","null","87","73","null","null","28","28","null","null","54","null","42","null","7","11","null","null","0","17","null","null","25","23","null","null","0","17","null","null",
"1400000US04021001407","Census Tract 14.07, Pinal County, Arizona","583","null","79","null","55","29","null","null","38","31","null","null","21","15","null","null","22","null","22","null","45","25","null","null","25","null","17","null","47","29","null","null","47","27","null","null","31","15","null","null","49","31","null","null","98","44","null","null","55","null","23","null","23","17","null","null","14","13","null","null","9","7","null","null","4","6","null","null",
"1400000US04021001408","Census Tract 14.08, Pinal County, Arizona","953","null","106","null","40","26","null","null","5","8","null","null","13","14","null","null","31","null","29","null","41","28","null","null","57","null","37","null","62","54","null","null","39","28","null","null","58","38","null","null","104","44","null","null","152","59","null","null","130","null","52","null","119","48","null","null","41","31","null","null","46","33","null","null","15","20","null","null",
"1400000US04021001500","Census Tract 15, Pinal County, Arizona","285","null","83","null","51","45","null","null","60","36","null","null","29","37","null","null","37","null","37","null","0","12","null","null","13","null","20","null","0","12","null","null","6","10","null","null","8","12","null","null","17","26","null","null","28","26","null","null","13","null","14","null","0","12","null","null","0","12","null","null","16","14","null","null","7","11","null","null",
"1400000US04021001600","Census Tract 16, Pinal County, Arizona","1000","null","153","null","65","76","null","null","18","20","null","null","29","29","null","null","139","null","70","null","56","35","null","null","42","null","37","null","8","12","null","null","69","41","null","null","31","23","null","null","51","38","null","null","59","42","null","null","206","null","97","null","76","56","null","null","67","47","null","null","84","66","null","null","0","17","null","null",
"1400000US04021001701","Census Tract 17.01, Pinal County, Arizona","343","null","44","null","17","16","null","null","16","17","null","null","16","14","null","null","12","null","15","null","33","25","null","null","35","null","30","null","0","12","null","null","15","14","null","null","35","26","null","null","16","16","null","null","47","32","null","null","38","null","23","null","32","20","null","null","15","16","null","null","4","7","null","null","12","15","null","null",
"1400000US04021001702","Census Tract 17.02, Pinal County, Arizona","374","null","60","null","36","30","null","null","0","12","null","null","5","9","null","null","12","null","14","null","0","12","null","null","8","null","9","null","0","12","null","null","4","7","null","null","6","8","null","null","21","17","null","null","54","29","null","null","54","null","25","null","67","32","null","null","12","10","null","null","33","25","null","null","62","31","null","null",
"1400000US04021001703","Census Tract 17.03, Pinal County, Arizona","395","null","56","null","21","16","null","null","25","25","null","null","11","13","null","null","21","null","21","null","24","26","null","null","19","null","22","null","13","12","null","null","11","14","null","null","31","29","null","null","57","25","null","null","68","29","null","null","43","null","24","null","22","16","null","null","16","18","null","null","8","9","null","null","5","7","null","null",
"1400000US04021001704","Census Tract 17.04, Pinal County, Arizona","1199","null","155","null","44","55","null","null","38","59","null","null","87","68","null","null","44","null","40","null","66","49","null","null","16","null","27","null","71","73","null","null","53","46","null","null","28","26","null","null","150","107","null","null","151","72","null","null","194","null","110","null","187","95","null","null","29","35","null","null","25","28","null","null","16","26","null","null",
"1400000US04021001705","Census Tract 17.05, Pinal County, Arizona","1403","null","186","null","26","27","null","null","17","30","null","null","48","57","null","null","37","null","40","null","62","51","null","null","36","null","50","null","38","41","null","null","19","24","null","null","20","26","null","null","192","132","null","null","216","112","null","null","274","null","161","null","210","104","null","null","133","87","null","null","75","57","null","null","0","17","null","null",
"1400000US04021001706","Census Tract 17.06, Pinal County, Arizona","971","null","107","null","38","40","null","null","0","12","null","null","26","34","null","null","12","null","14","null","18","19","null","null","21","null","33","null","40","35","null","null","47","40","null","null","58","49","null","null","59","44","null","null","135","70","null","null","228","null","72","null","108","61","null","null","73","54","null","null","60","53","null","null","48","33","null","null",
"1400000US04021001707","Census Tract 17.07, Pinal County, Arizona","747","null","88","null","30","27","null","null","29","33","null","null","18","14","null","null","31","null","25","null","35","40","null","null","12","null","15","null","19","18","null","null","10","13","null","null","75","43","null","null","86","45","null","null","95","49","null","null","120","null","57","null","52","32","null","null","60","39","null","null","39","34","null","null","36","24","null","null",
"1400000US04021001708","Census Tract 17.08, Pinal County, Arizona","1722","null","155","null","120","82","null","null","22","25","null","null","36","34","null","null","34","null","32","null","81","53","null","null","115","null","65","null","79","66","null","null","30","28","null","null","88","52","null","null","81","56","null","null","183","74","null","null","349","null","115","null","164","77","null","null","162","74","null","null","53","37","null","null","125","67","null","null",
"1400000US04021001709","Census Tract 17.09, Pinal County, Arizona","802","null","83","null","7","11","null","null","0","12","null","null","8","10","null","null","6","null","10","null","35","29","null","null","50","null","32","null","0","12","null","null","48","30","null","null","23","26","null","null","64","38","null","null","193","63","null","null","123","null","49","null","151","60","null","null","52","29","null","null","37","24","null","null","5","8","null","null",
"1400000US04021001710","Census Tract 17.10, Pinal County, Arizona","998","null","137","null","49","33","null","null","18","19","null","null","33","36","null","null","52","null","41","null","22","18","null","null","35","null","30","null","13","14","null","null","53","40","null","null","60","43","null","null","91","42","null","null","140","49","null","null","131","null","68","null","74","46","null","null","96","47","null","null","78","56","null","null","53","48","null","null",
"1400000US04021001711","Census Tract 17.11, Pinal County, Arizona","518","null","58","null","28","20","null","null","0","12","null","null","8","9","null","null","7","null","10","null","8","11","null","null","16","null","14","null","8","8","null","null","0","12","null","null","18","15","null","null","57","28","null","null","104","37","null","null","132","null","47","null","35","19","null","null","43","26","null","null","45","33","null","null","9","11","null","null",
"1400000US04021001900","Census Tract 19, Pinal County, Arizona","284","null","70","null","18","20","null","null","4","7","null","null","37","27","null","null","11","null","11","null","24","22","null","null","5","null","7","null","0","12","null","null","18","19","null","null","0","12","null","null","31","21","null","null","19","20","null","null","47","null","35","null","29","18","null","null","27","23","null","null","14","15","null","null","0","12","null","null",
"1400000US04021002001","Census Tract 20.01, Pinal County, Arizona","811","null","138","null","58","33","null","null","56","53","null","null","22","27","null","null","41","null","36","null","38","26","null","null","51","null","27","null","34","24","null","null","16","19","null","null","43","34","null","null","83","47","null","null","91","47","null","null","144","null","53","null","46","26","null","null","33","29","null","null","33","34","null","null","22","22","null","null",
"1400000US04021002002","Census Tract 20.02, Pinal County, Arizona","92","null","22","null","2","3","null","null","7","5","null","null","2","2","null","null","0","null","17","null","8","9","null","null","3","null","4","null","4","3","null","null","7","8","null","null","2","2","null","null","3","4","null","null","13","12","null","null","12","null","7","null","18","11","null","null","9","10","null","null","2","3","null","null","0","17","null","null",
"1400000US04021002003","Census Tract 20.03, Pinal County, Arizona","166","null","64","null","15","17","null","null","59","46","null","null","18","19","null","null","13","null","21","null","23","27","null","null","6","null","9","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","16","18","null","null","16","null","19","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04021002101","Census Tract 21.01, Pinal County, Arizona","2150","null","286","null","151","108","null","null","82","74","null","null","215","130","null","null","183","null","126","null","153","114","null","null","0","null","17","null","193","105","null","null","93","81","null","null","138","105","null","null","233","135","null","null","184","126","null","null","315","null","130","null","50","52","null","null","75","81","null","null","48","59","null","null","37","43","null","null",
"1400000US04021002102","Census Tract 21.02, Pinal County, Arizona","300","null","69","null","29","31","null","null","31","30","null","null","51","43","null","null","0","null","12","null","2","4","null","null","9","null","14","null","23","23","null","null","24","30","null","null","25","31","null","null","14","14","null","null","16","16","null","null","13","null","11","null","41","38","null","null","22","34","null","null","0","12","null","null","0","12","null","null",
"1400000US04021002103","Census Tract 21.03, Pinal County, Arizona","1403","null","145","null","65","48","null","null","42","31","null","null","29","29","null","null","134","null","69","null","73","72","null","null","62","null","38","null","53","41","null","null","42","36","null","null","92","66","null","null","182","72","null","null","135","71","null","null","214","null","67","null","100","55","null","null","101","61","null","null","50","31","null","null","29","34","null","null",
"1400000US04021002200","Census Tract 22, Pinal County, Arizona","1266","null","203","null","79","69","null","null","82","81","null","null","0","17","null","null","27","null","31","null","103","91","null","null","140","null","102","null","51","57","null","null","86","85","null","null","101","97","null","null","120","36","null","null","235","138","null","null","195","null","108","null","15","20","null","null","0","17","null","null","15","21","null","null","17","31","null","null",
"1400000US04021002300","Census Tract 23, Pinal County, Arizona","627","null","100","null","22","22","null","null","4","6","null","null","47","32","null","null","43","null","35","null","105","59","null","null","7","null","7","null","28","20","null","null","27","22","null","null","28","26","null","null","40","30","null","null","72","38","null","null","120","null","56","null","26","26","null","null","34","46","null","null","4","5","null","null","20","22","null","null",
"1400000US04021002400","Census Tract 24, Pinal County, Arizona","315","null","57","null","20","21","null","null","11","13","null","null","25","24","null","null","5","null","7","null","45","21","null","null","17","null","14","null","11","12","null","null","23","22","null","null","15","16","null","null","58","32","null","null","27","18","null","null","35","null","17","null","10","12","null","null","6","7","null","null","7","6","null","null","0","12","null","null",
"1400000US04021941200","Census Tract 9412, Pinal County, Arizona","28","null","25","null","9","14","null","null","0","17","null","null","0","17","null","null","0","null","17","null","9","14","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","10","16","null","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US04021941300","Census Tract 9413, Pinal County, Arizona","15","null","13","null","0","12","null","null","6","9","null","null","0","12","null","null","0","null","12","null","0","12","null","null","4","null","6","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","5","8","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04021941400","Census Tract 9414, Pinal County, Arizona","1133","null","194","null","118","88","null","null","21","34","null","null","109","95","null","null","57","null","46","null","53","41","null","null","43","null","47","null","41","38","null","null","52","42","null","null","28","31","null","null","104","78","null","null","165","95","null","null","207","null","122","null","0","17","null","null","44","39","null","null","91","82","null","null","0","17","null","null",
"1400000US04023966000","Census Tract 9660, Santa Cruz County, Arizona","1088","null","115","null","92","50","null","null","103","57","null","null","50","26","null","null","45","null","32","null","31","25","null","null","58","null","39","null","49","32","null","null","62","37","null","null","73","41","null","null","96","42","null","null","53","30","null","null","128","null","42","null","89","40","null","null","62","35","null","null","77","45","null","null","20","15","null","null",
"1400000US04023966101","Census Tract 9661.01, Santa Cruz County, Arizona","788","null","101","null","0","12","null","null","48","45","null","null","10","16","null","null","72","null","59","null","53","50","null","null","62","null","59","null","24","28","null","null","72","49","null","null","0","12","null","null","100","65","null","null","26","31","null","null","122","null","61","null","29","36","null","null","16","25","null","null","104","73","null","null","50","46","null","null",
"1400000US04023966103","Census Tract 9661.03, Santa Cruz County, Arizona","9","null","9","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","4","7","null","null","0","12","null","null","0","12","null","null","5","7","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04023966104","Census Tract 9661.04, Santa Cruz County, Arizona","792","null","133","null","39","35","null","null","0","19","null","null","16","25","null","null","15","null","20","null","40","37","null","null","13","null","19","null","46","36","null","null","72","47","null","null","61","53","null","null","117","85","null","null","109","82","null","null","117","null","53","null","70","65","null","null","17","16","null","null","15","25","null","null","45","43","null","null",
"1400000US04023966105","Census Tract 9661.05, Santa Cruz County, Arizona","516","null","164","null","41","63","null","null","0","17","null","null","136","115","null","null","15","null","21","null","15","25","null","null","40","null","33","null","18","32","null","null","26","35","null","null","21","24","null","null","17","26","null","null","0","17","null","null","46","null","43","null","72","78","null","null","20","30","null","null","24","39","null","null","25","29","null","null",
"1400000US04023966200","Census Tract 9662, Santa Cruz County, Arizona","63","null","45","null","10","15","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","null","14","null","0","12","null","null","0","12","null","null","0","12","null","null","13","15","null","null","0","12","null","null","20","null","32","null","0","12","null","null","7","11","null","null","0","12","null","null","5","12","null","null",
"1400000US04023966301","Census Tract 9663.01, Santa Cruz County, Arizona","60","null","37","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","9","null","16","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","15","null","null","19","null","21","null","0","12","null","null","11","22","null","null","0","12","null","null","11","18","null","null",
"1400000US04023966302","Census Tract 9663.02, Santa Cruz County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04023966401","Census Tract 9664.01, Santa Cruz County, Arizona","47","null","39","null","0","12","null","null","6","11","null","null","13","16","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","18","25","null","null","0","12","null","null","0","12","null","null","0","12","null","null","10","null","16","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04023966402","Census Tract 9664.02, Santa Cruz County, Arizona","69","null","39","null","0","12","null","null","13","18","null","null","0","12","null","null","0","null","12","null","10","17","null","null","0","null","12","null","0","12","null","null","10","16","null","null","0","12","null","null","10","16","null","null","9","15","null","null","0","null","12","null","0","12","null","null","10","15","null","null","7","11","null","null","0","12","null","null",
"1400000US04025000202","Census Tract 2.02, Yavapai County, Arizona","3048","null","300","null","62","51","null","null","142","99","null","null","94","57","null","null","247","null","151","null","209","109","null","null","99","null","65","null","96","68","null","null","338","164","null","null","196","141","null","null","364","165","null","null","268","165","null","null","449","null","176","null","197","104","null","null","42","68","null","null","169","124","null","null","76","75","null","null",
"1400000US04025000203","Census Tract 2.03, Yavapai County, Arizona","2216","null","216","null","108","78","null","null","87","58","null","null","114","70","null","null","43","null","44","null","112","94","null","null","260","null","140","null","57","54","null","null","257","141","null","null","81","57","null","null","166","98","null","null","302","160","null","null","246","null","136","null","155","109","null","null","92","66","null","null","120","73","null","null","16","27","null","null",
"1400000US04025000204","Census Tract 2.04, Yavapai County, Arizona","2313","null","260","null","89","77","null","null","241","139","null","null","188","117","null","null","155","null","123","null","103","70","null","null","144","null","124","null","89","63","null","null","150","93","null","null","174","103","null","null","188","131","null","null","184","81","null","null","288","null","123","null","38","36","null","null","200","131","null","null","0","17","null","null","82","70","null","null",
"1400000US04025000300","Census Tract 3, Yavapai County, Arizona","2048","null","147","null","200","91","null","null","39","31","null","null","40","39","null","null","42","null","45","null","76","56","null","null","166","null","81","null","101","67","null","null","182","132","null","null","49","48","null","null","161","83","null","null","102","67","null","null","184","null","89","null","317","120","null","null","132","97","null","null","211","120","null","null","46","41","null","null",
"1400000US04025000401","Census Tract 4.01, Yavapai County, Arizona","2667","null","209","null","155","101","null","null","56","44","null","null","84","60","null","null","111","null","67","null","166","81","null","null","180","null","97","null","47","50","null","null","75","54","null","null","273","152","null","null","408","134","null","null","276","95","null","null","162","null","85","null","255","105","null","null","134","79","null","null","193","115","null","null","92","61","null","null",
"1400000US04025000402","Census Tract 4.02, Yavapai County, Arizona","2148","null","191","null","77","54","null","null","62","46","null","null","123","72","null","null","136","null","77","null","102","74","null","null","126","null","67","null","77","50","null","null","88","55","null","null","81","68","null","null","263","104","null","null","317","120","null","null","319","null","107","null","91","62","null","null","92","57","null","null","100","64","null","null","94","57","null","null",
"1400000US04025000500","Census Tract 5, Yavapai County, Arizona","2229","null","184","null","69","47","null","null","111","97","null","null","85","64","null","null","99","null","59","null","166","88","null","null","97","null","60","null","243","141","null","null","165","83","null","null","97","53","null","null","154","67","null","null","363","133","null","null","336","null","135","null","50","43","null","null","110","64","null","null","31","36","null","null","53","50","null","null",
"1400000US04025000604","Census Tract 6.04, Yavapai County, Arizona","1782","null","117","null","98","54","null","null","34","29","null","null","38","30","null","null","36","null","31","null","139","63","null","null","95","null","59","null","176","93","null","null","109","58","null","null","62","40","null","null","149","60","null","null","268","97","null","null","274","null","107","null","168","88","null","null","59","37","null","null","77","52","null","null","0","17","null","null",
"1400000US04025000605","Census Tract 6.05, Yavapai County, Arizona","3377","null","250","null","186","79","null","null","205","138","null","null","109","79","null","null","137","null","74","null","196","128","null","null","101","null","55","null","88","66","null","null","233","101","null","null","180","105","null","null","336","143","null","null","602","215","null","null","515","null","163","null","144","117","null","null","166","98","null","null","57","47","null","null","122","70","null","null",
"1400000US04025000606","Census Tract 6.06, Yavapai County, Arizona","2023","null","208","null","209","127","null","null","139","97","null","null","244","149","null","null","146","null","83","null","143","104","null","null","125","null","80","null","79","65","null","null","115","75","null","null","93","88","null","null","71","52","null","null","179","112","null","null","301","null","146","null","120","73","null","null","7","13","null","null","52","49","null","null","0","17","null","null",
"1400000US04025000607","Census Tract 6.07, Yavapai County, Arizona","2403","null","195","null","88","62","null","null","119","107","null","null","28","32","null","null","130","null","85","null","102","60","null","null","97","null","61","null","155","77","null","null","155","75","null","null","95","71","null","null","361","141","null","null","275","107","null","null","307","null","108","null","130","78","null","null","111","69","null","null","99","74","null","null","151","75","null","null",
"1400000US04025000608","Census Tract 6.08, Yavapai County, Arizona","1067","null","144","null","16","17","null","null","40","28","null","null","104","69","null","null","57","null","33","null","171","86","null","null","22","null","26","null","51","34","null","null","47","29","null","null","20","22","null","null","82","43","null","null","163","61","null","null","224","null","99","null","35","35","null","null","16","19","null","null","8","12","null","null","11","16","null","null",
"1400000US04025000609","Census Tract 6.09, Yavapai County, Arizona","1419","null","132","null","130","84","null","null","111","67","null","null","122","57","null","null","147","null","76","null","58","32","null","null","52","null","36","null","83","55","null","null","74","61","null","null","52","54","null","null","136","64","null","null","185","93","null","null","136","null","68","null","43","44","null","null","15","17","null","null","33","29","null","null","42","39","null","null",
"1400000US04025000610","Census Tract 6.10, Yavapai County, Arizona","2029","null","183","null","267","122","null","null","71","59","null","null","100","76","null","null","119","null","94","null","198","95","null","null","159","null","103","null","86","72","null","null","100","72","null","null","93","99","null","null","246","122","null","null","221","105","null","null","111","null","65","null","123","75","null","null","74","62","null","null","37","42","null","null","24","28","null","null",
"1400000US04025000700","Census Tract 7, Yavapai County, Arizona","1668","null","210","null","95","73","null","null","107","72","null","null","122","81","null","null","155","null","91","null","84","47","null","null","114","null","59","null","39","34","null","null","30","21","null","null","94","61","null","null","130","65","null","null","201","76","null","null","232","null","81","null","170","93","null","null","25","24","null","null","9","11","null","null","61","46","null","null",
"1400000US04025000801","Census Tract 8.01, Yavapai County, Arizona","1572","null","204","null","131","95","null","null","83","81","null","null","204","106","null","null","125","null","80","null","60","44","null","null","12","null","21","null","108","55","null","null","65","59","null","null","42","39","null","null","134","59","null","null","178","89","null","null","207","null","99","null","50","40","null","null","58","45","null","null","37","35","null","null","78","70","null","null",
"1400000US04025000802","Census Tract 8.02, Yavapai County, Arizona","1531","null","128","null","57","39","null","null","53","35","null","null","103","50","null","null","122","null","51","null","69","40","null","null","57","null","46","null","108","62","null","null","55","47","null","null","164","80","null","null","120","50","null","null","135","62","null","null","182","null","61","null","110","51","null","null","77","48","null","null","51","30","null","null","68","41","null","null",
"1400000US04025000900","Census Tract 9, Yavapai County, Arizona","1716","null","210","null","135","89","null","null","241","115","null","null","108","70","null","null","120","null","62","null","201","118","null","null","105","null","76","null","60","44","null","null","141","104","null","null","147","76","null","null","124","67","null","null","132","97","null","null","52","null","63","null","57","41","null","null","27","30","null","null","66","63","null","null","0","17","null","null",
"1400000US04025001001","Census Tract 10.01, Yavapai County, Arizona","1879","null","146","null","66","53","null","null","170","90","null","null","103","59","null","null","100","null","73","null","76","73","null","null","0","null","12","null","72","53","null","null","58","47","null","null","41","37","null","null","294","124","null","null","122","94","null","null","311","null","129","null","138","74","null","null","127","84","null","null","150","70","null","null","51","37","null","null",
"1400000US04025001002","Census Tract 10.02, Yavapai County, Arizona","1436","null","136","null","64","49","null","null","59","40","null","null","47","51","null","null","46","null","34","null","65","56","null","null","81","null","53","null","93","40","null","null","98","45","null","null","55","35","null","null","113","57","null","null","173","73","null","null","244","null","70","null","198","71","null","null","25","23","null","null","32","25","null","null","43","33","null","null",
