"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","14","null","9","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","3","null","4","null","0","12","null","null","0","12","null","null","0","12","null","null","4","7","null","null","0","12","null","null","5","null","5","null","0","12","null","null","0","12","null","null","0","12","null","null","2","3","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","110","null","34","null","0","17","null","null","0","17","null","null","0","17","null","null","6","null","9","null","5","7","null","null","0","null","17","null","0","17","null","null","20","23","null","null","0","17","null","null","8","12","null","null","11","13","null","null","13","null","15","null","20","17","null","null","14","14","null","null","5","9","null","null","8","11","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","7","null","7","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","4","6","null","null","0","17","null","null","3","null","5","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","101","null","42","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","8","12","null","null","0","12","null","null","19","19","null","null","27","30","null","null","34","null","24","null","7","12","null","null","0","12","null","null","6","10","null","null","0","12","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","23","null","21","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","15","null","17","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","54","null","22","null","8","10","null","null","0","17","null","null","4","7","null","null","0","null","17","null","2","3","null","null","0","null","17","null","0","17","null","null","2","3","null","null","6","8","null","null","15","14","null","null","8","9","null","null","9","null","9","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","22","null","12","null","4","5","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","6","5","null","null","0","12","null","null","0","12","null","null","3","5","null","null","2","5","null","null","7","null","8","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","17","null","10","null","2","3","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","2","3","null","null","0","12","null","null","3","4","null","null","5","4","null","null","0","12","null","null","5","null","5","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","14","null","17","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","6","null","10","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","13","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","37","null","24","null","8","13","null","null","0","12","null","null","4","6","null","null","2","null","3","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","1","3","null","null","22","null","22","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","40","null","25","null","3","5","null","null","0","12","null","null","6","9","null","null","7","null","7","null","0","12","null","null","0","null","12","null","3","6","null","null","0","12","null","null","21","21","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1496","null","195","null","103","55","null","null","60","41","null","null","123","81","null","null","84","null","69","null","38","31","null","null","71","null","55","null","49","45","null","null","101","80","null","null","132","106","null","null","273","112","null","null","126","82","null","null","128","null","87","null","98","57","null","null","82","60","null","null","19","21","null","null","9","14","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","657","null","175","null","75","64","null","null","31","43","null","null","38","33","null","null","22","null","19","null","23","35","null","null","12","null","15","null","15","20","null","null","16","22","null","null","25","38","null","null","91","78","null","null","49","58","null","null","92","null","53","null","58","56","null","null","72","38","null","null","28","47","null","null","10","16","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1304","null","217","null","42","31","null","null","106","73","null","null","73","61","null","null","77","null","70","null","13","15","null","null","70","null","70","null","68","65","null","null","54","49","null","null","73","62","null","null","100","64","null","null","190","88","null","null","191","null","77","null","147","76","null","null","39","29","null","null","40","35","null","null","21","29","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1297","null","155","null","25","20","null","null","37","36","null","null","59","43","null","null","29","null","21","null","80","56","null","null","57","null","48","null","51","52","null","null","105","70","null","null","30","21","null","null","118","64","null","null","170","87","null","null","306","null","84","null","69","41","null","null","71","44","null","null","50","33","null","null","40","45","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","543","null","63","null","54","27","null","null","55","24","null","null","41","17","null","null","40","null","21","null","35","20","null","null","28","null","17","null","20","14","null","null","48","19","null","null","17","12","null","null","41","21","null","null","70","32","null","null","28","null","13","null","41","17","null","null","5","5","null","null","13","9","null","null","7","5","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","816","null","122","null","8","12","null","null","37","30","null","null","73","54","null","null","51","null","49","null","24","24","null","null","83","null","57","null","38","25","null","null","0","12","null","null","45","50","null","null","187","94","null","null","108","50","null","null","71","null","47","null","26","18","null","null","47","48","null","null","18","20","null","null","0","12","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","676","null","124","null","72","53","null","null","117","64","null","null","73","56","null","null","49","null","56","null","34","30","null","null","9","null","14","null","34","42","null","null","34","27","null","null","61","57","null","null","55","40","null","null","45","29","null","null","65","null","43","null","22","22","null","null","6","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1019","null","120","null","89","35","null","null","43","21","null","null","117","76","null","null","85","null","48","null","27","22","null","null","76","null","38","null","51","35","null","null","54","35","null","null","30","21","null","null","102","41","null","null","129","46","null","null","78","null","47","null","71","38","null","null","1","4","null","null","29","18","null","null","37","39","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1353","null","215","null","110","71","null","null","125","63","null","null","224","110","null","null","185","null","78","null","137","92","null","null","87","null","63","null","33","31","null","null","53","36","null","null","29","43","null","null","72","34","null","null","118","58","null","null","103","null","67","null","36","30","null","null","41","33","null","null","0","12","null","null","0","12","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","1807","null","199","null","227","140","null","null","131","90","null","null","62","51","null","null","103","null","95","null","34","40","null","null","142","null","124","null","75","50","null","null","76","60","null","null","149","98","null","null","123","85","null","null","173","74","null","null","115","null","72","null","175","111","null","null","92","76","null","null","32","36","null","null","98","66","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1305","null","139","null","70","59","null","null","74","66","null","null","72","37","null","null","53","null","37","null","122","68","null","null","74","null","39","null","39","29","null","null","54","38","null","null","15","18","null","null","161","74","null","null","162","79","null","null","155","null","84","null","98","67","null","null","7","8","null","null","119","83","null","null","30","28","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","938","null","88","null","80","43","null","null","78","32","null","null","58","29","null","null","107","null","54","null","69","36","null","null","76","null","28","null","55","28","null","null","82","42","null","null","63","40","null","null","56","36","null","null","41","24","null","null","92","null","47","null","33","27","null","null","18","20","null","null","19","29","null","null","11","12","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1197","null","100","null","139","53","null","null","112","42","null","null","112","40","null","null","80","null","33","null","99","56","null","null","42","null","20","null","55","25","null","null","63","28","null","null","69","30","null","null","86","38","null","null","73","30","null","null","62","null","22","null","95","48","null","null","48","26","null","null","50","30","null","null","12","9","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","278","null","68","null","25","32","null","null","27","33","null","null","5","8","null","null","39","null","41","null","8","14","null","null","0","null","12","null","0","12","null","null","7","12","null","null","19","21","null","null","8","13","null","null","68","54","null","null","72","null","41","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","145","null","49","null","9","12","null","null","26","26","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","3","7","null","null","28","32","null","null","0","12","null","null","12","14","null","null","11","14","null","null","19","null","17","null","15","16","null","null","15","12","null","null","7","11","null","null","0","12","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","191","null","57","null","38","33","null","null","11","12","null","null","12","13","null","null","0","null","12","null","7","11","null","null","16","null","17","null","0","12","null","null","19","29","null","null","23","22","null","null","14","16","null","null","26","28","null","null","0","null","12","null","10","11","null","null","0","12","null","null","0","12","null","null","15","22","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","21","null","16","null","0","12","null","null","5","8","null","null","0","12","null","null","6","null","9","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","6","9","null","null","0","12","null","null","4","null","8","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","81","null","34","null","12","20","null","null","6","10","null","null","0","12","null","null","0","null","12","null","5","8","null","null","6","null","12","null","9","13","null","null","0","12","null","null","3","5","null","null","0","12","null","null","11","10","null","null","21","null","20","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","647","null","96","null","92","44","null","null","88","50","null","null","23","27","null","null","56","null","40","null","53","33","null","null","55","null","41","null","18","20","null","null","36","26","null","null","25","24","null","null","40","35","null","null","41","35","null","null","25","null","23","null","47","35","null","null","16","19","null","null","32","29","null","null","0","12","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","888","null","134","null","137","81","null","null","66","44","null","null","45","35","null","null","57","null","40","null","89","51","null","null","16","null","19","null","67","47","null","null","61","49","null","null","11","18","null","null","78","50","null","null","78","39","null","null","57","null","47","null","76","42","null","null","38","33","null","null","6","11","null","null","6","10","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","867","null","112","null","99","50","null","null","39","33","null","null","90","52","null","null","67","null","53","null","12","15","null","null","25","null","29","null","49","36","null","null","73","40","null","null","17","22","null","null","58","38","null","null","109","75","null","null","99","null","57","null","33","31","null","null","53","47","null","null","0","12","null","null","44","33","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1823","null","177","null","82","46","null","null","126","85","null","null","97","64","null","null","163","null","81","null","69","47","null","null","142","null","67","null","136","91","null","null","86","55","null","null","128","92","null","null","109","60","null","null","229","102","null","null","259","null","99","null","26","16","null","null","143","80","null","null","6","7","null","null","22","23","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","353","null","97","null","31","37","null","null","5","8","null","null","6","10","null","null","27","null","24","null","38","37","null","null","11","null","12","null","19","16","null","null","6","10","null","null","10","12","null","null","29","27","null","null","55","43","null","null","31","null","26","null","5","9","null","null","56","68","null","null","24","26","null","null","0","12","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","202","null","39","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","9","13","null","null","0","12","null","null","9","12","null","null","32","19","null","null","17","15","null","null","70","null","36","null","24","15","null","null","22","20","null","null","19","22","null","null","0","12","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","737","null","156","null","65","46","null","null","54","37","null","null","65","51","null","null","41","null","35","null","88","54","null","null","16","null","18","null","61","50","null","null","36","41","null","null","1","7","null","null","48","51","null","null","52","44","null","null","119","null","55","null","35","23","null","null","10","15","null","null","31","28","null","null","15","16","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","772","null","126","null","90","62","null","null","47","46","null","null","81","64","null","null","7","null","12","null","102","71","null","null","32","null","31","null","7","11","null","null","70","50","null","null","20","21","null","null","61","48","null","null","31","27","null","null","113","null","53","null","20","23","null","null","53","45","null","null","30","32","null","null","8","13","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1260","null","178","null","68","56","null","null","127","101","null","null","65","58","null","null","55","null","46","null","105","75","null","null","31","null","36","null","66","49","null","null","112","90","null","null","37","43","null","null","85","55","null","null","70","65","null","null","254","null","121","null","41","50","null","null","42","48","null","null","56","73","null","null","46","50","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","861","null","131","null","73","62","null","null","61","51","null","null","66","40","null","null","87","null","55","null","81","73","null","null","26","null","39","null","43","35","null","null","37","39","null","null","21","23","null","null","48","31","null","null","101","49","null","null","71","null","46","null","92","47","null","null","18","18","null","null","29","30","null","null","7","12","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1339","null","212","null","49","62","null","null","82","63","null","null","158","145","null","null","73","null","74","null","119","72","null","null","17","null","34","null","60","63","null","null","0","12","null","null","50","40","null","null","142","111","null","null","135","85","null","null","149","null","111","null","253","139","null","null","0","12","null","null","38","36","null","null","14","27","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","989","null","136","null","77","44","null","null","77","66","null","null","78","73","null","null","59","null","52","null","71","67","null","null","82","null","69","null","42","33","null","null","34","29","null","null","10","16","null","null","122","60","null","null","58","39","null","null","83","null","47","null","82","46","null","null","32","29","null","null","36","31","null","null","46","31","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1354","null","173","null","34","35","null","null","53","47","null","null","81","76","null","null","54","null","66","null","69","56","null","null","9","null","15","null","58","52","null","null","45","43","null","null","82","86","null","null","81","55","null","null","201","94","null","null","174","null","73","null","130","91","null","null","142","95","null","null","72","62","null","null","69","67","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","2916","null","250","null","71","53","null","null","31","27","null","null","87","83","null","null","87","null","56","null","47","41","null","null","134","null","71","null","124","65","null","null","96","61","null","null","98","60","null","null","207","84","null","null","453","153","null","null","466","null","147","null","367","119","null","null","203","100","null","null","254","96","null","null","191","92","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2025","null","223","null","40","38","null","null","13","21","null","null","63","72","null","null","14","null","23","null","24","27","null","null","81","null","93","null","30","34","null","null","102","63","null","null","42","43","null","null","140","71","null","null","199","115","null","null","360","null","140","null","332","123","null","null","283","126","null","null","119","71","null","null","183","108","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1521","null","162","null","61","56","null","null","50","45","null","null","44","48","null","null","122","null","95","null","0","17","null","null","114","null","75","null","62","51","null","null","63","54","null","null","76","80","null","null","134","108","null","null","273","123","null","null","316","null","149","null","57","47","null","null","102","66","null","null","15","26","null","null","32","37","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1464","null","126","null","75","57","null","null","85","68","null","null","29","27","null","null","43","null","34","null","39","33","null","null","124","null","70","null","103","82","null","null","77","55","null","null","106","68","null","null","125","76","null","null","83","47","null","null","137","null","61","null","196","80","null","null","83","52","null","null","41","35","null","null","118","63","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1804","null","248","null","101","92","null","null","83","64","null","null","157","136","null","null","111","null","66","null","47","44","null","null","8","null","15","null","0","12","null","null","17","28","null","null","76","58","null","null","212","129","null","null","319","169","null","null","289","null","122","null","87","56","null","null","68","58","null","null","112","62","null","null","117","91","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1143","null","87","null","50","32","null","null","22","21","null","null","9","13","null","null","16","null","19","null","0","12","null","null","0","null","12","null","87","65","null","null","22","21","null","null","18","20","null","null","87","42","null","null","71","38","null","null","153","null","62","null","244","77","null","null","93","51","null","null","128","48","null","null","143","48","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1243","null","130","null","108","65","null","null","41","33","null","null","10","16","null","null","49","null","33","null","43","31","null","null","51","null","39","null","43","28","null","null","8","13","null","null","37","27","null","null","100","57","null","null","96","47","null","null","182","null","64","null","137","48","null","null","104","45","null","null","71","34","null","null","163","60","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","1347","null","255","null","11","19","null","null","144","102","null","null","62","61","null","null","30","null","34","null","34","37","null","null","82","null","74","null","57","69","null","null","78","82","null","null","46","41","null","null","207","117","null","null","99","61","null","null","188","null","112","null","139","113","null","null","62","65","null","null","24","36","null","null","84","61","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1251","null","109","null","0","17","null","null","33","39","null","null","43","30","null","null","45","null","50","null","64","44","null","null","26","null","23","null","27","24","null","null","36","38","null","null","59","30","null","null","153","86","null","null","140","70","null","null","234","null","83","null","115","59","null","null","77","40","null","null","156","73","null","null","43","29","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","841","null","108","null","31","30","null","null","21","23","null","null","55","66","null","null","17","null","20","null","61","38","null","null","15","null","19","null","87","47","null","null","35","29","null","null","23","24","null","null","42","28","null","null","132","61","null","null","97","null","51","null","109","56","null","null","65","59","null","null","36","33","null","null","15","20","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1901","null","255","null","43","41","null","null","69","59","null","null","73","57","null","null","58","null","69","null","47","33","null","null","33","null","33","null","107","112","null","null","36","55","null","null","110","87","null","null","132","96","null","null","225","137","null","null","238","null","99","null","116","59","null","null","279","154","null","null","119","82","null","null","216","110","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1119","null","122","null","36","31","null","null","11","17","null","null","0","12","null","null","37","null","38","null","25","24","null","null","55","null","49","null","37","32","null","null","57","49","null","null","22","19","null","null","138","54","null","null","203","80","null","null","189","null","66","null","100","43","null","null","69","59","null","null","69","40","null","null","71","42","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","1051","null","168","null","88","45","null","null","86","66","null","null","124","72","null","null","128","null","80","null","81","63","null","null","30","null","30","null","76","78","null","null","52","50","null","null","20","26","null","null","78","44","null","null","111","73","null","null","79","null","62","null","10","16","null","null","33","32","null","null","16","26","null","null","39","31","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","1843","null","280","null","184","143","null","null","34","31","null","null","141","142","null","null","61","null","88","null","71","66","null","null","129","null","94","null","34","38","null","null","59","43","null","null","96","67","null","null","64","38","null","null","157","82","null","null","220","null","95","null","117","56","null","null","105","58","null","null","182","84","null","null","189","92","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","333","null","81","null","123","52","null","null","78","42","null","null","27","24","null","null","16","null","16","null","19","22","null","null","9","null","11","null","10","14","null","null","13","15","null","null","0","19","null","null","27","30","null","null","11","12","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","19","null","null","0","19","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1612","null","142","null","207","105","null","null","69","51","null","null","57","52","null","null","46","null","30","null","57","39","null","null","90","null","51","null","86","67","null","null","52","43","null","null","44","35","null","null","32","23","null","null","152","59","null","null","187","null","79","null","155","54","null","null","100","53","null","null","170","66","null","null","108","59","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","2001","null","240","null","206","105","null","null","129","79","null","null","182","121","null","null","95","null","80","null","132","83","null","null","75","null","52","null","117","88","null","null","35","27","null","null","71","47","null","null","273","133","null","null","135","83","null","null","265","null","135","null","160","70","null","null","23","29","null","null","53","47","null","null","50","52","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","1101","null","93","null","11","17","null","null","30","30","null","null","74","55","null","null","52","null","33","null","20","18","null","null","83","null","61","null","39","39","null","null","54","60","null","null","36","41","null","null","115","59","null","null","97","65","null","null","168","null","74","null","107","58","null","null","52","37","null","null","47","31","null","null","116","58","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1449","null","135","null","74","50","null","null","61","47","null","null","10","15","null","null","14","null","18","null","9","14","null","null","8","null","12","null","8","13","null","null","52","32","null","null","48","29","null","null","92","53","null","null","161","77","null","null","328","null","112","null","190","74","null","null","170","90","null","null","96","56","null","null","128","68","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1508","null","145","null","88","63","null","null","35","32","null","null","45","54","null","null","6","null","10","null","66","52","null","null","26","null","30","null","20","24","null","null","34","31","null","null","67","41","null","null","93","64","null","null","212","91","null","null","313","null","119","null","217","102","null","null","129","86","null","null","78","51","null","null","79","46","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1297","null","210","null","58","46","null","null","53","40","null","null","31","23","null","null","48","null","41","null","36","38","null","null","49","null","46","null","79","56","null","null","43","45","null","null","26","16","null","null","199","105","null","null","225","125","null","null","195","null","86","null","72","35","null","null","21","19","null","null","108","53","null","null","54","50","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1654","null","152","null","195","107","null","null","76","78","null","null","63","45","null","null","29","null","44","null","96","54","null","null","56","null","59","null","102","63","null","null","55","47","null","null","39","30","null","null","62","39","null","null","200","86","null","null","225","null","74","null","144","64","null","null","104","66","null","null","86","40","null","null","122","50","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","937","null","104","null","88","47","null","null","51","30","null","null","60","33","null","null","79","null","50","null","49","31","null","null","27","null","25","null","34","32","null","null","47","35","null","null","30","22","null","null","72","34","null","null","84","39","null","null","181","null","62","null","29","21","null","null","50","31","null","null","56","32","null","null","0","12","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","649","null","84","null","18","20","null","null","32","26","null","null","50","37","null","null","65","null","37","null","42","30","null","null","23","null","22","null","59","41","null","null","4","6","null","null","28","30","null","null","40","32","null","null","52","38","null","null","100","null","49","null","58","37","null","null","46","35","null","null","0","12","null","null","32","33","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1299","null","275","null","0","17","null","null","174","105","null","null","80","129","null","null","105","null","96","null","118","85","null","null","0","null","17","null","52","54","null","null","77","75","null","null","78","84","null","null","61","60","null","null","210","99","null","null","155","null","101","null","114","83","null","null","22","35","null","null","37","46","null","null","16","25","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2186","null","217","null","48","45","null","null","32","51","null","null","13","21","null","null","99","null","76","null","109","112","null","null","32","null","35","null","97","103","null","null","99","109","null","null","67","71","null","null","174","129","null","null","213","114","null","null","267","null","130","null","366","177","null","null","64","55","null","null","193","99","null","null","313","159","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","2019","null","255","null","113","96","null","null","50","52","null","null","56","46","null","null","64","null","40","null","44","38","null","null","278","null","180","null","106","97","null","null","116","69","null","null","42","37","null","null","208","73","null","null","261","128","null","null","190","null","84","null","244","116","null","null","133","69","null","null","88","51","null","null","26","38","null","null",
