"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","1390","null","170","null","0","null","101","null","0","101","null","null","71","69","null","null","78","66","null","null","111","95","null","null","10","null","16","null","52","null","60","null","69","64","null","null","55","52","null","null","230","117","null","null","184","null","113","null","197","null","114","null","101","76","null","null","16","25","null","null","100","107","null","null","116","78","null","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","909","null","161","null","51","null","56","null","15","24","null","null","14","23","null","null","0","101","null","null","75","61","null","null","13","null","23","null","0","null","101","null","149","103","null","null","0","101","null","null","88","68","null","null","130","null","84","null","147","null","98","null","111","80","null","null","67","60","null","null","0","101","null","null","49","51","null","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","2766","null","215","null","65","null","81","null","0","101","null","null","129","117","null","null","71","73","null","null","137","84","null","null","26","null","31","null","90","null","86","null","37","37","null","null","69","70","null","null","172","113","null","null","317","null","235","null","468","null","152","null","293","166","null","null","308","155","null","null","321","143","null","null","263","127","null","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","1716","null","210","null","105","null","65","null","26","40","null","null","0","101","null","null","23","27","null","null","57","44","null","null","7","null","11","null","23","null","25","null","49","77","null","null","29","35","null","null","174","99","null","null","151","null","94","null","178","null","81","null","145","85","null","null","141","69","null","null","236","113","null","null","372","120","null","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","2011","null","207","null","19","null","24","null","42","40","null","null","0","101","null","null","0","101","null","null","0","101","null","null","29","null","33","null","0","null","101","null","114","81","null","null","20","31","null","null","44","40","null","null","68","null","50","null","181","null","102","null","296","124","null","null","293","112","null","null","238","100","null","null","667","188","null","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","2307","null","162","null","50","null","80","null","64","78","null","null","30","42","null","null","55","85","null","null","37","39","null","null","31","null","33","null","0","null","101","null","74","91","null","null","27","29","null","null","0","101","null","null","100","null","59","null","186","null","73","null","226","106","null","null","179","87","null","null","217","112","null","null","1031","207","null","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","1630","null","222","null","85","null","83","null","9","15","null","null","39","62","null","null","84","80","null","null","15","25","null","null","26","null","32","null","62","null","75","null","102","77","null","null","153","119","null","null","103","74","null","null","80","null","59","null","378","null","164","null","208","110","null","null","101","69","null","null","127","65","null","null","58","46","null","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","1364","null","180","null","0","null","101","null","0","101","null","null","22","31","null","null","56","60","null","null","27","32","null","null","22","null","26","null","12","null","19","null","75","74","null","null","0","101","null","null","41","37","null","null","37","null","37","null","45","null","44","null","150","105","null","null","138","122","null","null","238","118","null","null","501","144","null","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","1335","null","215","null","27","null","32","null","24","40","null","null","18","29","null","null","40","42","null","null","0","101","null","null","26","null","41","null","49","null","53","null","88","68","null","null","22","37","null","null","125","107","null","null","315","null","243","null","242","null","128","null","62","53","null","null","82","71","null","null","38","46","null","null","177","127","null","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","2287","null","270","null","158","null","189","null","16","26","null","null","290","184","null","null","195","113","null","null","189","129","null","null","117","null","88","null","107","null","107","null","101","88","null","null","34","40","null","null","107","99","null","null","375","null","166","null","209","null","83","null","83","56","null","null","95","75","null","null","77","55","null","null","134","67","null","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","1626","null","155","null","26","null","20","null","84","57","null","null","35","27","null","null","57","38","null","null","66","61","null","null","39","null","30","null","109","null","52","null","64","38","null","null","44","36","null","null","140","75","null","null","220","null","91","null","188","null","74","null","92","44","null","null","198","90","null","null","124","67","null","null","140","63","null","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","1625","null","106","null","81","null","64","null","51","40","null","null","62","30","null","null","74","43","null","null","95","50","null","null","154","null","82","null","17","null","20","null","66","45","null","null","31","27","null","null","49","33","null","null","159","null","74","null","225","null","67","null","209","75","null","null","130","73","null","null","96","59","null","null","126","70","null","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","2365","null","215","null","113","null","59","null","101","73","null","null","119","83","null","null","70","50","null","null","131","73","null","null","86","null","62","null","133","null","80","null","91","62","null","null","200","124","null","null","173","98","null","null","237","null","112","null","294","null","93","null","130","60","null","null","133","88","null","null","209","112","null","null","145","88","null","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","2247","null","147","null","57","null","42","null","58","49","null","null","181","100","null","null","62","52","null","null","58","45","null","null","81","null","53","null","78","null","78","null","117","90","null","null","127","73","null","null","272","96","null","null","268","null","117","null","468","null","131","null","212","95","null","null","81","60","null","null","52","45","null","null","75","55","null","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","1179","null","112","null","53","null","57","null","21","22","null","null","32","51","null","null","56","56","null","null","132","74","null","null","81","null","62","null","74","null","86","null","80","69","null","null","54","34","null","null","106","58","null","null","87","null","59","null","222","null","98","null","71","46","null","null","49","40","null","null","34","24","null","null","27","24","null","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","1087","null","135","null","46","null","45","null","24","26","null","null","31","29","null","null","65","58","null","null","35","32","null","null","33","null","31","null","78","null","59","null","57","41","null","null","48","42","null","null","98","63","null","null","179","null","95","null","101","null","58","null","112","55","null","null","89","64","null","null","66","43","null","null","25","28","null","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","608","null","103","null","51","null","50","null","63","37","null","null","65","45","null","null","10","16","null","null","40","39","null","null","22","null","36","null","38","null","34","null","18","23","null","null","12","20","null","null","59","45","null","null","55","null","40","null","36","null","42","null","66","41","null","null","40","44","null","null","5","10","null","null","28","25","null","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","1777","null","143","null","25","null","38","null","136","88","null","null","139","71","null","null","214","92","null","null","88","50","null","null","109","null","93","null","55","null","48","null","114","77","null","null","90","60","null","null","149","94","null","null","132","null","108","null","184","null","73","null","81","77","null","null","62","51","null","null","141","81","null","null","58","42","null","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","1290","null","167","null","224","null","141","null","88","74","null","null","139","95","null","null","127","86","null","null","51","43","null","null","15","null","23","null","94","null","79","null","69","55","null","null","79","52","null","null","76","59","null","null","84","null","59","null","162","null","111","null","45","43","null","null","37","55","null","null","0","101","null","null","0","101","null","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","1155","null","178","null","53","null","73","null","53","56","null","null","86","71","null","null","52","43","null","null","73","62","null","null","57","null","45","null","22","null","24","null","16","25","null","null","31","28","null","null","56","39","null","null","103","null","62","null","135","null","77","null","65","42","null","null","71","67","null","null","135","76","null","null","147","58","null","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","1560","null","131","null","88","null","45","null","13","20","null","null","93","55","null","null","51","38","null","null","150","61","null","null","27","null","30","null","79","null","52","null","40","41","null","null","52","36","null","null","100","67","null","null","154","null","58","null","231","null","75","null","179","80","null","null","52","35","null","null","145","82","null","null","106","56","null","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","947","null","172","null","88","null","90","null","31","34","null","null","62","47","null","null","82","54","null","null","52","46","null","null","142","null","105","null","39","null","44","null","0","101","null","null","33","37","null","null","24","25","null","null","112","null","84","null","139","null","83","null","0","101","null","null","32","48","null","null","18","29","null","null","93","85","null","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","1284","null","162","null","173","null","118","null","40","42","null","null","90","72","null","null","89","83","null","null","84","79","null","null","68","null","55","null","154","null","91","null","14","24","null","null","7","14","null","null","109","94","null","null","102","null","82","null","76","null","54","null","243","139","null","null","13","21","null","null","12","20","null","null","10","16","null","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","1671","null","240","null","70","null","48","null","82","57","null","null","76","63","null","null","121","79","null","null","105","66","null","null","97","null","58","null","115","null","88","null","183","114","null","null","122","91","null","null","182","105","null","null","134","null","83","null","133","null","95","null","76","61","null","null","107","87","null","null","68","71","null","null","0","101","null","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","1803","null","150","null","58","null","47","null","57","37","null","null","65","47","null","null","85","62","null","null","30","27","null","null","104","null","87","null","83","null","54","null","49","47","null","null","69","68","null","null","72","56","null","null","314","null","121","null","284","null","82","null","155","81","null","null","169","91","null","null","78","58","null","null","131","113","null","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","2171","null","227","null","55","null","43","null","69","50","null","null","171","103","null","null","130","104","null","null","77","48","null","null","99","null","70","null","50","null","41","null","128","70","null","null","79","56","null","null","160","90","null","null","193","null","132","null","548","null","200","null","128","68","null","null","119","95","null","null","155","88","null","null","10","18","null","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","1553","null","128","null","51","null","37","null","103","72","null","null","103","55","null","null","53","43","null","null","86","50","null","null","96","null","64","null","80","null","55","null","125","79","null","null","41","38","null","null","99","80","null","null","107","null","62","null","275","null","104","null","174","77","null","null","60","52","null","null","64","48","null","null","36","33","null","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","1958","null","158","null","63","null","49","null","57","65","null","null","196","104","null","null","103","78","null","null","91","85","null","null","123","null","91","null","86","null","51","null","71","60","null","null","81","68","null","null","71","67","null","null","353","null","131","null","387","null","130","null","86","55","null","null","98","56","null","null","92","73","null","null","0","101","null","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","690","null","88","null","90","null","53","null","67","53","null","null","21","22","null","null","11","15","null","null","11","13","null","null","46","null","50","null","34","null","29","null","28","32","null","null","0","101","null","null","38","32","null","null","28","null","26","null","176","null","72","null","39","37","null","null","41","40","null","null","51","16","null","null","9","16","null","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","1555","null","168","null","93","null","82","null","152","70","null","null","72","66","null","null","79","73","null","null","65","52","null","null","82","null","77","null","142","null","104","null","106","91","null","null","100","73","null","null","72","71","null","null","285","null","133","null","232","null","92","null","64","70","null","null","0","101","null","null","11","19","null","null","0","101","null","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","1995","null","215","null","166","null","94","null","112","67","null","null","166","84","null","null","197","90","null","null","76","42","null","null","218","null","127","null","174","null","99","null","82","54","null","null","90","66","null","null","212","121","null","null","97","null","71","null","156","null","115","null","124","103","null","null","32","42","null","null","15","24","null","null","78","82","null","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","1361","null","169","null","364","null","143","null","42","44","null","null","41","35","null","null","9","14","null","null","82","58","null","null","53","null","54","null","2","null","8","null","82","75","null","null","82","84","null","null","86","63","null","null","135","null","67","null","173","null","102","null","112","70","null","null","7","14","null","null","71","78","null","null","20","33","null","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","1202","null","114","null","155","null","66","null","37","31","null","null","57","62","null","null","63","40","null","null","60","47","null","null","77","null","68","null","104","null","61","null","118","80","null","null","62","43","null","null","155","75","null","null","55","null","39","null","150","null","102","null","68","44","null","null","20","24","null","null","8","12","null","null","13","20","null","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","278","null","97","null","56","null","35","null","34","38","null","null","0","101","null","null","0","101","null","null","24","29","null","null","17","null","29","null","0","null","101","null","71","79","null","null","6","11","null","null","0","101","null","null","9","null","17","null","18","null","29","null","34","34","null","null","9","15","null","null","0","101","null","null","0","101","null","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","1808","null","264","null","305","null","127","null","107","76","null","null","183","98","null","null","148","93","null","null","41","44","null","null","120","null","81","null","69","null","49","null","100","73","null","null","142","99","null","null","208","139","null","null","218","null","115","null","109","null","79","null","20","32","null","null","28","30","null","null","0","101","null","null","10","16","null","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","1823","null","202","null","174","null","84","null","77","71","null","null","110","84","null","null","57","49","null","null","202","114","null","null","37","null","29","null","201","null","132","null","55","47","null","null","23","25","null","null","148","81","null","null","211","null","99","null","357","null","139","null","119","78","null","null","37","35","null","null","15","22","null","null","0","101","null","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","609","null","78","null","24","null","23","null","23","26","null","null","40","40","null","null","30","49","null","null","55","62","null","null","30","null","28","null","17","null","19","null","31","28","null","null","22","25","null","null","57","41","null","null","50","null","43","null","75","null","53","null","29","29","null","null","38","28","null","null","53","37","null","null","35","29","null","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","445","null","123","null","113","null","74","null","59","45","null","null","103","72","null","null","49","48","null","null","30","30","null","null","11","null","17","null","0","null","101","null","27","43","null","null","0","101","null","null","0","101","null","null","0","null","101","null","18","null","23","null","0","101","null","null","0","101","null","null","0","101","null","null","35","55","null","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","773","null","140","null","143","null","106","null","41","34","null","null","159","111","null","null","17","31","null","null","147","97","null","null","0","null","101","null","34","null","53","null","47","66","null","null","36","44","null","null","67","65","null","null","0","null","101","null","29","null","47","null","35","46","null","null","0","101","null","null","18","30","null","null","0","101","null","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","1555","null","325","null","246","null","112","null","35","33","null","null","195","112","null","null","51","43","null","null","169","105","null","null","97","null","78","null","80","null","68","null","269","142","null","null","104","125","null","null","209","145","null","null","14","null","22","null","27","null","50","null","0","101","null","null","40","48","null","null","19","31","null","null","0","101","null","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","1300","null","191","null","195","null","106","null","156","114","null","null","122","70","null","null","50","51","null","null","27","33","null","null","141","null","106","null","52","null","48","null","66","56","null","null","12","19","null","null","98","95","null","null","157","null","105","null","130","null","116","null","46","72","null","null","48","58","null","null","0","101","null","null","0","101","null","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","894","null","158","null","173","null","104","null","49","55","null","null","52","64","null","null","123","100","null","null","48","41","null","null","67","null","55","null","127","null","75","null","26","26","null","null","14","24","null","null","102","86","null","null","54","null","57","null","39","null","38","null","20","25","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","503","null","99","null","171","null","77","null","29","25","null","null","21","20","null","null","52","49","null","null","56","40","null","null","17","null","17","null","53","null","47","null","0","101","null","null","7","11","null","null","14","16","null","null","54","null","47","null","8","null","14","null","14","21","null","null","7","18","null","null","0","101","null","null","0","101","null","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","1567","null","202","null","28","null","37","null","60","47","null","null","28","31","null","null","163","120","null","null","17","25","null","null","48","null","67","null","11","null","19","null","109","84","null","null","42","37","null","null","273","133","null","null","166","null","92","null","391","null","164","null","116","62","null","null","73","52","null","null","42","48","null","null","0","101","null","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","1197","null","122","null","22","null","25","null","45","33","null","null","65","58","null","null","6","10","null","null","48","34","null","null","46","null","40","null","71","null","54","null","50","39","null","null","36","35","null","null","54","51","null","null","125","null","55","null","266","null","96","null","122","61","null","null","146","63","null","null","55","37","null","null","40","31","null","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","1308","null","151","null","39","null","39","null","61","47","null","null","104","77","null","null","119","68","null","null","46","45","null","null","16","null","19","null","40","null","32","null","20","23","null","null","29","28","null","null","147","72","null","null","159","null","61","null","202","null","96","null","118","54","null","null","101","51","null","null","84","57","null","null","23","20","null","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","1101","null","148","null","55","null","43","null","75","57","null","null","32","24","null","null","91","61","null","null","61","38","null","null","27","null","22","null","63","null","60","null","30","26","null","null","43","35","null","null","57","41","null","null","109","null","51","null","144","null","59","null","110","50","null","null","85","55","null","null","65","49","null","null","54","39","null","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","1833","null","144","null","120","null","93","null","100","87","null","null","87","60","null","null","11","19","null","null","111","84","null","null","100","null","84","null","91","null","59","null","15","23","null","null","160","109","null","null","190","98","null","null","248","null","114","null","155","null","74","null","265","103","null","null","62","44","null","null","27","32","null","null","91","66","null","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","1581","null","198","null","151","null","68","null","59","45","null","null","25","29","null","null","59","45","null","null","98","82","null","null","54","null","44","null","39","null","35","null","111","102","null","null","59","44","null","null","186","120","null","null","142","null","94","null","172","null","80","null","113","70","null","null","71","51","null","null","185","72","null","null","57","57","null","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","1256","null","207","null","218","null","110","null","29","32","null","null","70","52","null","null","77","52","null","null","40","37","null","null","68","null","45","null","39","null","38","null","103","77","null","null","124","107","null","null","236","121","null","null","74","null","50","null","102","null","82","null","47","41","null","null","29","31","null","null","0","101","null","null","0","101","null","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","246","null","74","null","11","null","10","null","22","26","null","null","30","33","null","null","8","13","null","null","3","6","null","null","2","null","6","null","4","null","8","null","57","57","null","null","0","101","null","null","0","101","null","null","38","null","31","null","50","null","29","null","3","6","null","null","13","18","null","null","5","8","null","null","0","101","null","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","888","null","147","null","45","null","45","null","25","30","null","null","14","22","null","null","71","78","null","null","84","51","null","null","63","null","56","null","10","null","18","null","63","44","null","null","68","51","null","null","79","62","null","null","59","null","55","null","116","null","89","null","127","79","null","null","33","36","null","null","0","101","null","null","31","36","null","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","1054","null","183","null","99","null","84","null","63","62","null","null","78","69","null","null","24","27","null","null","0","101","null","null","34","null","56","null","60","null","66","null","66","58","null","null","86","80","null","null","114","67","null","null","160","null","103","null","146","null","82","null","23","39","null","null","88","86","null","null","13","22","null","null","0","101","null","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","1689","null","227","null","266","null","130","null","101","69","null","null","69","74","null","null","261","159","null","null","47","50","null","null","34","null","39","null","155","null","106","null","79","61","null","null","62","47","null","null","190","104","null","null","155","null","97","null","146","null","78","null","35","36","null","null","32","50","null","null","37","36","null","null","20","26","null","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","740","null","113","null","0","null","101","null","24","28","null","null","69","46","null","null","44","36","null","null","28","26","null","null","33","null","35","null","79","null","58","null","20","22","null","null","71","57","null","null","50","32","null","null","62","null","40","null","128","null","65","null","106","67","null","null","26","24","null","null","0","101","null","null","0","101","null","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","1865","null","200","null","95","null","76","null","37","36","null","null","68","58","null","null","53","44","null","null","0","101","null","null","69","null","69","null","29","null","26","null","46","37","null","null","32","34","null","null","254","134","null","null","269","null","133","null","321","null","119","null","192","85","null","null","103","66","null","null","124","69","null","null","173","87","null","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","1521","null","135","null","44","null","34","null","55","58","null","null","0","101","null","null","13","22","null","null","95","75","null","null","16","null","22","null","61","null","39","null","46","33","null","null","68","49","null","null","94","50","null","null","231","null","83","null","289","null","98","null","264","105","null","null","91","58","null","null","122","82","null","null","32","29","null","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","1646","null","114","null","99","null","82","null","54","48","null","null","78","85","null","null","26","31","null","null","45","50","null","null","120","null","88","null","12","null","21","null","44","60","null","null","13","19","null","null","125","66","null","null","216","null","122","null","376","null","179","null","140","74","null","null","203","124","null","null","34","28","null","null","61","56","null","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","1085","null","96","null","65","null","55","null","27","24","null","null","0","101","null","null","32","38","null","null","56","36","null","null","55","null","53","null","31","null","27","null","11","16","null","null","76","73","null","null","81","50","null","null","37","null","30","null","217","null","97","null","166","70","null","null","103","54","null","null","92","62","null","null","36","35","null","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","656","null","83","null","0","null","101","null","0","101","null","null","5","9","null","null","10","15","null","null","0","101","null","null","0","null","101","null","14","null","17","null","8","12","null","null","3","6","null","null","49","35","null","null","29","null","24","null","104","null","69","null","82","45","null","null","48","32","null","null","163","69","null","null","141","46","null","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","627","null","99","null","12","null","19","null","21","23","null","null","36","29","null","null","34","31","null","null","4","6","null","null","0","null","101","null","45","null","33","null","52","31","null","null","77","62","null","null","46","35","null","null","64","null","38","null","110","null","66","null","41","33","null","null","20","20","null","null","51","33","null","null","14","18","null","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","840","null","66","null","11","null","18","null","30","25","null","null","15","16","null","null","6","10","null","null","99","60","null","null","0","null","101","null","27","null","23","null","0","101","null","null","31","28","null","null","28","31","null","null","96","null","46","null","91","null","53","null","76","48","null","null","154","61","null","null","54","35","null","null","122","58","null","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","1009","null","102","null","0","null","101","null","12","20","null","null","10","17","null","null","10","16","null","null","0","101","null","null","28","null","28","null","12","null","18","null","11","18","null","null","5","9","null","null","26","24","null","null","44","null","30","null","116","null","55","null","189","74","null","null","148","64","null","null","126","58","null","null","272","69","null","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","1285","null","172","null","19","null","23","null","64","67","null","null","107","75","null","null","46","58","null","null","48","46","null","null","50","null","46","null","160","null","70","null","65","51","null","null","68","75","null","null","171","74","null","null","247","null","99","null","119","null","74","null","65","40","null","null","19","28","null","null","10","15","null","null","27","45","null","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","111","null","58","null","29","null","34","null","14","21","null","null","33","33","null","null","0","101","null","null","16","17","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","19","25","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","1980","null","206","null","163","null","124","null","128","73","null","null","36","27","null","null","93","91","null","null","58","47","null","null","145","null","111","null","180","null","109","null","158","108","null","null","72","51","null","null","254","109","null","null","193","null","108","null","333","null","127","null","101","83","null","null","9","16","null","null","57","52","null","null","0","101","null","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","1205","null","116","null","85","null","53","null","6","11","null","null","43","37","null","null","69","51","null","null","63","44","null","null","90","null","60","null","20","null","30","null","40","32","null","null","132","94","null","null","95","65","null","null","214","null","111","null","116","null","90","null","132","86","null","null","39","36","null","null","52","67","null","null","9","14","null","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","1689","null","190","null","76","null","73","null","13","22","null","null","56","47","null","null","48","39","null","null","170","119","null","null","39","null","37","null","36","null","34","null","111","84","null","null","85","53","null","null","205","88","null","null","155","null","91","null","252","null","95","null","229","128","null","null","139","87","null","null","46","44","null","null","29","36","null","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","1419","null","103","null","36","null","55","null","18","21","null","null","63","50","null","null","44","49","null","null","0","101","null","null","48","null","31","null","57","null","40","null","53","37","null","null","72","38","null","null","115","71","null","null","170","null","86","null","262","null","95","null","189","59","null","null","98","52","null","null","105","63","null","null","89","52","null","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","2266","null","198","null","85","null","69","null","0","101","null","null","0","101","null","null","27","29","null","null","29","36","null","null","60","null","73","null","23","null","36","null","78","69","null","null","59","52","null","null","100","63","null","null","174","null","96","null","111","null","75","null","280","117","null","null","485","203","null","null","240","96","null","null","515","193","null","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","379","null","62","null","0","null","101","null","13","25","null","null","0","101","null","null","0","101","null","null","18","25","null","null","11","null","21","null","0","null","101","null","0","101","null","null","43","41","null","null","0","101","null","null","12","null","20","null","33","null","31","null","68","41","null","null","40","50","null","null","115","60","null","null","26","30","null","null",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","1126","null","96","null","26","null","29","null","12","22","null","null","0","101","null","null","20","25","null","null","0","101","null","null","42","null","51","null","46","null","55","null","30","27","null","null","0","101","null","null","95","61","null","null","127","null","87","null","164","null","94","null","132","95","null","null","207","94","null","null","69","52","null","null","156","84","null","null",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","1547","null","136","null","24","null","37","null","13","22","null","null","28","32","null","null","26","30","null","null","41","44","null","null","33","null","39","null","51","null","79","null","0","101","null","null","18","15","null","null","69","47","null","null","144","null","81","null","323","null","102","null","228","94","null","null","113","82","null","null","237","96","null","null","199","90","null","null",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","833","null","157","null","37","null","44","null","37","39","null","null","11","21","null","null","27","36","null","null","15","28","null","null","50","null","54","null","35","null","43","null","86","77","null","null","81","67","null","null","74","63","null","null","137","null","89","null","93","null","63","null","50","48","null","null","44","46","null","null","0","101","null","null","56","59","null","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","883","null","130","null","0","null","101","null","29","44","null","null","20","37","null","null","0","101","null","null","0","101","null","null","57","null","60","null","37","null","41","null","23","36","null","null","60","65","null","null","65","69","null","null","96","null","63","null","147","null","80","null","168","88","null","null","97","67","null","null","55","60","null","null","29","39","null","null",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","1321","null","157","null","184","null","101","null","74","63","null","null","82","60","null","null","96","65","null","null","105","64","null","null","157","null","107","null","104","null","70","null","85","54","null","null","86","70","null","null","109","67","null","null","114","null","69","null","85","null","53","null","40","47","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","962","null","112","null","69","null","49","null","133","109","null","null","36","47","null","null","100","82","null","null","46","48","null","null","46","null","40","null","92","null","63","null","31","36","null","null","12","18","null","null","172","96","null","null","52","null","43","null","34","null","51","null","19","32","null","null","69","77","null","null","40","54","null","null","11","22","null","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","916","null","168","null","109","null","62","null","44","43","null","null","77","83","null","null","93","63","null","null","159","94","null","null","124","null","90","null","70","null","55","null","81","57","null","null","15","25","null","null","29","43","null","null","23","null","29","null","61","null","56","null","31","39","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
