"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","25","11","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","3","5","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","5","5","null","null","6","6","null","null","5","5","null","null","0","12","null","null","0","null","12","null","6","null","6","null","0","12","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","108","42","null","null","8","12","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","7","11","null","null","0","17","null","null","0","null","17","null","15","null","18","null","0","17","null","null","6","9","null","null","6","9","null","null","33","29","null","null","24","null","28","null","0","null","17","null","9","14","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","22","12","null","null","3","4","null","null","4","5","null","null","0","null","17","null","0","null","17","null","0","17","null","null","4","5","null","null","0","17","null","null","3","null","5","null","0","null","17","null","3","4","null","null","0","17","null","null","5","7","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","106","54","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","6","null","11","null","9","null","16","null","22","21","null","null","23","18","null","null","27","25","null","null","0","12","null","null","0","null","12","null","19","null","29","null","0","12","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","36","23","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","8","13","null","null","28","19","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","44","17","null","null","2","5","null","null","0","17","null","null","0","null","17","null","0","null","17","null","2","3","null","null","2","3","null","null","2","3","null","null","3","null","6","null","17","null","13","null","0","17","null","null","16","13","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","29","16","null","null","7","6","null","null","4","6","null","null","0","null","12","null","0","null","12","null","2","3","null","null","0","12","null","null","0","12","null","null","0","null","12","null","4","null","5","null","0","12","null","null","0","12","null","null","8","8","null","null","4","5","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","17","12","null","null","2","3","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","2","3","null","null","0","null","12","null","1","null","4","null","7","6","null","null","0","12","null","null","5","6","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","51","41","null","null","21","23","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","8","12","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","22","34","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","4","5","null","null","0","12","null","null","0","12","null","null","2","null","3","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","2","3","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","39","21","null","null","0","12","null","null","8","12","null","null","15","null","14","null","6","null","9","null","0","12","null","null","4","6","null","null","0","12","null","null","2","null","3","null","0","null","12","null","0","12","null","null","4","7","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1414","178","null","null","162","73","null","null","71","44","null","null","125","null","80","null","87","null","57","null","63","40","null","null","114","73","null","null","86","80","null","null","116","null","66","null","49","null","38","null","119","67","null","null","156","86","null","null","127","59","null","null","108","57","null","null","0","null","12","null","17","null","20","null","14","18","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","749","162","null","null","50","43","null","null","86","59","null","null","107","null","77","null","26","null","29","null","77","53","null","null","0","12","null","null","57","48","null","null","32","null","39","null","0","null","12","null","74","74","null","null","23","23","null","null","38","33","null","null","128","72","null","null","33","null","48","null","18","null","24","null","0","12","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1168","195","null","null","7","9","null","null","90","59","null","null","104","null","58","null","56","null","53","null","83","58","null","null","92","66","null","null","95","70","null","null","8","null","9","null","54","null","41","null","209","113","null","null","74","44","null","null","160","83","null","null","59","52","null","null","10","null","10","null","62","null","58","null","5","7","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1254","161","null","null","52","42","null","null","46","35","null","null","57","null","34","null","78","null","49","null","89","57","null","null","36","30","null","null","65","39","null","null","108","null","68","null","55","null","34","null","109","51","null","null","124","70","null","null","176","70","null","null","100","47","null","null","75","null","63","null","33","null","25","null","51","45","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","550","68","null","null","64","34","null","null","69","30","null","null","28","null","17","null","56","null","24","null","30","16","null","null","27","12","null","null","33","19","null","null","30","null","18","null","51","null","21","null","33","16","null","null","57","28","null","null","32","16","null","null","23","12","null","null","9","null","10","null","3","null","4","null","5","5","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","777","143","null","null","26","33","null","null","42","47","null","null","108","null","87","null","66","null","63","null","35","32","null","null","71","57","null","null","27","27","null","null","14","null","18","null","69","null","60","null","21","26","null","null","136","100","null","null","89","57","null","null","70","50","null","null","0","null","12","null","3","null","12","null","0","12","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","825","118","null","null","135","74","null","null","78","58","null","null","60","null","40","null","28","null","36","null","76","61","null","null","64","54","null","null","27","33","null","null","0","null","12","null","92","null","77","null","61","42","null","null","88","59","null","null","59","46","null","null","23","25","null","null","10","null","16","null","0","null","12","null","24","39","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1092","115","null","null","92","43","null","null","76","47","null","null","77","null","38","null","63","null","31","null","84","46","null","null","87","36","null","null","58","32","null","null","111","null","67","null","71","null","45","null","63","32","null","null","100","41","null","null","82","29","null","null","43","31","null","null","20","null","27","null","35","null","35","null","30","30","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1301","156","null","null","179","85","null","null","87","36","null","null","187","null","129","null","103","null","66","null","118","84","null","null","70","42","null","null","94","65","null","null","64","null","57","null","75","null","53","null","156","73","null","null","23","25","null","null","72","49","null","null","46","32","null","null","27","null","26","null","0","null","12","null","0","12","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","2052","192","null","null","232","144","null","null","72","93","null","null","151","null","118","null","128","null","86","null","203","167","null","null","124","73","null","null","96","66","null","null","118","null","93","null","124","null","79","null","248","130","null","null","124","95","null","null","189","86","null","null","88","76","null","null","93","null","90","null","37","null","40","null","25","30","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1354","164","null","null","108","79","null","null","76","66","null","null","20","null","20","null","97","null","50","null","84","58","null","null","76","76","null","null","45","33","null","null","17","null","20","null","52","null","49","null","328","116","null","null","94","52","null","null","122","65","null","null","103","84","null","null","25","null","27","null","97","null","78","null","10","18","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","904","82","null","null","122","55","null","null","88","43","null","null","89","null","43","null","57","null","32","null","95","42","null","null","68","32","null","null","53","30","null","null","86","null","45","null","39","null","24","null","59","38","null","null","29","20","null","null","66","39","null","null","10","11","null","null","21","null","25","null","10","null","12","null","12","12","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1128","92","null","null","107","37","null","null","70","30","null","null","56","null","23","null","83","null","30","null","104","59","null","null","71","36","null","null","48","24","null","null","79","null","33","null","67","null","30","null","94","34","null","null","85","30","null","null","103","42","null","null","79","36","null","null","54","null","27","null","24","null","21","null","4","6","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","196","68","null","null","48","42","null","null","9","13","null","null","30","null","35","null","2","null","4","null","0","12","null","null","9","14","null","null","0","12","null","null","10","null","15","null","7","null","11","null","9","13","null","null","39","38","null","null","25","29","null","null","8","11","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","135","47","null","null","9","10","null","null","4","8","null","null","16","null","19","null","4","null","6","null","11","17","null","null","5","7","null","null","7","10","null","null","0","null","12","null","0","null","12","null","5","8","null","null","16","16","null","null","20","24","null","null","21","18","null","null","5","null","9","null","0","null","12","null","12","18","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","165","62","null","null","10","16","null","null","4","7","null","null","30","null","24","null","10","null","11","null","7","10","null","null","11","13","null","null","33","31","null","null","12","null","18","null","0","null","12","null","4","6","null","null","16","17","null","null","22","22","null","null","0","12","null","null","6","null","9","null","0","null","12","null","0","12","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","52","26","null","null","22","20","null","null","0","12","null","null","0","null","12","null","5","null","8","null","0","12","null","null","0","12","null","null","6","9","null","null","0","null","12","null","10","null","11","null","0","12","null","null","4","7","null","null","5","8","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","72","40","null","null","0","12","null","null","7","12","null","null","8","null","13","null","4","null","6","null","0","12","null","null","9","13","null","null","0","12","null","null","7","null","7","null","0","null","12","null","0","12","null","null","17","15","null","null","7","11","null","null","0","12","null","null","0","null","12","null","0","null","12","null","13","23","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","627","99","null","null","151","57","null","null","46","28","null","null","25","null","20","null","40","null","28","null","65","32","null","null","62","41","null","null","26","25","null","null","22","null","20","null","17","null","19","null","38","30","null","null","28","25","null","null","59","40","null","null","28","25","null","null","14","null","23","null","0","null","12","null","6","8","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","993","121","null","null","200","80","null","null","70","51","null","null","37","null","27","null","80","null","57","null","62","50","null","null","62","48","null","null","81","61","null","null","12","null","19","null","43","null","37","null","60","36","null","null","75","37","null","null","79","38","null","null","93","54","null","null","17","null","19","null","18","null","20","null","4","9","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","717","103","null","null","54","35","null","null","47","32","null","null","102","null","68","null","20","null","19","null","28","26","null","null","62","41","null","null","30","28","null","null","31","null","30","null","40","null","31","null","62","37","null","null","58","39","null","null","89","57","null","null","44","33","null","null","21","null","22","null","13","null","16","null","16","18","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1836","167","null","null","197","115","null","null","88","44","null","null","106","null","80","null","94","null","50","null","87","52","null","null","155","60","null","null","27","21","null","null","99","null","58","null","122","null","116","null","178","73","null","null","145","91","null","null","304","133","null","null","45","38","null","null","173","null","93","null","12","null","16","null","4","6","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","365","80","null","null","33","31","null","null","3","6","null","null","3","null","6","null","28","null","24","null","20","26","null","null","27","24","null","null","59","68","null","null","15","null","13","null","8","null","14","null","11","14","null","null","37","35","null","null","31","28","null","null","0","12","null","null","48","null","53","null","42","null","38","null","0","12","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","156","33","null","null","0","12","null","null","0","12","null","null","5","null","7","null","0","null","12","null","5","7","null","null","10","13","null","null","0","12","null","null","8","null","12","null","14","null","20","null","13","11","null","null","34","23","null","null","26","21","null","null","11","9","null","null","18","null","21","null","12","null","12","null","0","12","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","843","133","null","null","153","88","null","null","55","37","null","null","121","null","82","null","30","null","24","null","34","41","null","null","25","28","null","null","18","21","null","null","10","null","15","null","24","null","26","null","92","55","null","null","96","72","null","null","85","44","null","null","39","47","null","null","23","null","22","null","22","null","23","null","16","17","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","969","144","null","null","88","67","null","null","38","33","null","null","58","null","53","null","46","null","45","null","85","58","null","null","46","35","null","null","78","43","null","null","111","null","101","null","30","null","46","null","86","56","null","null","70","37","null","null","127","60","null","null","32","40","null","null","39","null","41","null","35","null","34","null","0","12","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1092","168","null","null","50","46","null","null","111","80","null","null","38","null","44","null","31","null","34","null","43","44","null","null","44","42","null","null","57","51","null","null","49","null","60","null","55","null","64","null","14","23","null","null","196","94","null","null","213","109","null","null","44","47","null","null","40","null","45","null","87","null","89","null","20","35","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","820","147","null","null","113","65","null","null","106","81","null","null","43","null","31","null","65","null","50","null","0","12","null","null","45","42","null","null","90","58","null","null","39","null","36","null","31","null","28","null","55","41","null","null","81","50","null","null","86","56","null","null","25","23","null","null","28","null","35","null","13","null","23","null","0","12","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1172","204","null","null","62","70","null","null","101","67","null","null","51","null","77","null","0","null","12","null","87","59","null","null","14","23","null","null","0","12","null","null","61","null","60","null","39","null","36","null","129","81","null","null","179","148","null","null","165","82","null","null","210","128","null","null","20","null","33","null","41","null","40","null","13","21","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","1047","157","null","null","121","83","null","null","108","66","null","null","52","null","49","null","91","null","73","null","45","49","null","null","36","41","null","null","67","34","null","null","79","null","102","null","29","null","28","null","43","28","null","null","42","36","null","null","191","102","null","null","39","29","null","null","66","null","39","null","20","null","22","null","18","17","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1317","169","null","null","45","45","null","null","17","26","null","null","16","null","28","null","110","null","96","null","171","108","null","null","27","43","null","null","59","58","null","null","14","null","24","null","85","null","67","null","129","95","null","null","94","64","null","null","268","95","null","null","50","39","null","null","109","null","67","null","83","null","72","null","40","57","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","2974","235","null","null","73","51","null","null","30","35","null","null","65","null","54","null","111","null","81","null","63","50","null","null","81","55","null","null","56","48","null","null","167","null","94","null","75","null","50","null","209","84","null","null","504","156","null","null","523","145","null","null","387","124","null","null","238","null","115","null","206","null","100","null","186","95","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2065","190","null","null","14","23","null","null","82","51","null","null","91","null","63","null","24","null","32","null","24","28","null","null","79","59","null","null","96","63","null","null","41","null","42","null","60","null","50","null","125","75","null","null","156","82","null","null","222","106","null","null","298","128","null","null","228","null","129","null","164","null","73","null","361","141","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1480","170","null","null","86","57","null","null","87","74","null","null","67","null","54","null","92","null","62","null","172","109","null","null","160","101","null","null","64","53","null","null","70","null","90","null","17","null","27","null","114","73","null","null","147","88","null","null","161","91","null","null","108","68","null","null","57","null","53","null","59","null","52","null","19","32","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1438","139","null","null","121","96","null","null","113","114","null","null","22","null","25","null","51","null","50","null","23","26","null","null","129","74","null","null","71","56","null","null","87","null","55","null","66","null","56","null","131","77","null","null","125","77","null","null","187","101","null","null","109","57","null","null","94","null","56","null","43","null","35","null","66","59","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1865","192","null","null","79","54","null","null","68","53","null","null","165","null","141","null","42","null","39","null","117","103","null","null","109","80","null","null","84","87","null","null","53","null","42","null","55","null","48","null","309","140","null","null","168","98","null","null","322","144","null","null","79","55","null","null","9","null","15","null","87","null","61","null","119","98","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1225","108","null","null","56","37","null","null","10","15","null","null","28","null","27","null","14","null","20","null","12","18","null","null","36","25","null","null","55","49","null","null","11","null","18","null","41","null","26","null","67","45","null","null","131","59","null","null","267","71","null","null","209","83","null","null","105","null","45","null","99","null","50","null","84","47","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1293","146","null","null","116","65","null","null","49","47","null","null","20","null","19","null","75","null","41","null","20","23","null","null","79","72","null","null","38","31","null","null","70","null","37","null","66","null","44","null","148","67","null","null","152","60","null","null","145","59","null","null","90","55","null","null","78","null","51","null","63","null","34","null","84","38","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","1218","194","null","null","87","72","null","null","117","69","null","null","43","null","67","null","31","null","36","null","106","55","null","null","104","85","null","null","109","80","null","null","14","null","21","null","60","null","37","null","158","86","null","null","52","44","null","null","154","78","null","null","115","69","null","null","0","null","17","null","32","null","40","null","36","35","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1172","139","null","null","25","38","null","null","35","39","null","null","40","null","29","null","16","null","17","null","108","52","null","null","78","61","null","null","52","34","null","null","22","null","22","null","102","null","62","null","50","33","null","null","183","76","null","null","153","64","null","null","136","79","null","null","95","null","66","null","41","null","33","null","36","29","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","933","96","null","null","25","25","null","null","33","30","null","null","28","null","21","null","23","null","21","null","53","39","null","null","30","31","null","null","22","23","null","null","47","null","39","null","50","null","47","null","107","66","null","null","139","71","null","null","137","60","null","null","109","62","null","null","90","null","65","null","27","null","27","null","13","20","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1931","221","null","null","19","31","null","null","47","37","null","null","57","null","45","null","48","null","45","null","93","53","null","null","82","68","null","null","129","129","null","null","76","null","95","null","149","null","103","null","142","81","null","null","106","59","null","null","272","115","null","null","167","91","null","null","153","null","88","null","83","null","56","null","308","147","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1030","103","null","null","93","56","null","null","24","31","null","null","35","null","48","null","22","null","22","null","15","12","null","null","68","46","null","null","25","24","null","null","34","null","30","null","38","null","30","null","115","71","null","null","110","50","null","null","140","53","null","null","110","64","null","null","51","null","32","null","96","null","50","null","54","31","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","1002","166","null","null","178","91","null","null","87","89","null","null","110","null","94","null","135","null","70","null","50","41","null","null","103","54","null","null","10","14","null","null","95","null","62","null","43","null","34","null","27","22","null","null","65","53","null","null","80","45","null","null","19","18","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","1841","219","null","null","133","93","null","null","29","34","null","null","149","null","133","null","64","null","48","null","114","85","null","null","134","81","null","null","76","58","null","null","67","null","53","null","54","null","45","null","94","61","null","null","160","88","null","null","201","91","null","null","118","63","null","null","224","null","86","null","49","null","37","null","175","80","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","369","82","null","null","149","71","null","null","59","41","null","null","45","null","39","null","55","null","52","null","9","11","null","null","0","17","null","null","0","17","null","null","11","null","12","null","0","null","17","null","15","20","null","null","14","13","null","null","12","19","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1483","159","null","null","184","96","null","null","66","55","null","null","17","null","19","null","59","null","33","null","60","43","null","null","29","25","null","null","22","21","null","null","28","null","32","null","29","null","23","null","69","46","null","null","182","121","null","null","210","115","null","null","219","66","null","null","105","null","75","null","147","null","57","null","57","35","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","2017","291","null","null","294","135","null","null","179","95","null","null","151","null","89","null","83","null","53","null","116","74","null","null","87","115","null","null","204","117","null","null","72","null","47","null","125","null","103","null","189","108","null","null","126","85","null","null","168","106","null","null","113","76","null","null","56","null","71","null","33","null","33","null","21","34","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","975","110","null","null","76","58","null","null","48","51","null","null","19","null","21","null","55","null","53","null","44","37","null","null","86","38","null","null","19","18","null","null","86","null","66","null","62","null","47","null","78","41","null","null","76","46","null","null","136","65","null","null","60","33","null","null","48","null","33","null","28","null","18","null","54","38","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1483","157","null","null","36","27","null","null","9","14","null","null","0","null","17","null","61","null","64","null","14","17","null","null","44","48","null","null","34","34","null","null","87","null","60","null","30","null","28","null","54","42","null","null","163","98","null","null","355","103","null","null","217","106","null","null","167","null","92","null","158","null","86","null","54","37","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1581","167","null","null","79","56","null","null","0","17","null","null","82","null","65","null","64","null","46","null","109","72","null","null","46","41","null","null","24","27","null","null","43","null","35","null","48","null","37","null","147","78","null","null","189","84","null","null","305","105","null","null","182","91","null","null","143","null","76","null","94","null","54","null","26","29","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1255","192","null","null","36","28","null","null","93","65","null","null","17","null","15","null","68","null","46","null","91","71","null","null","98","65","null","null","19","22","null","null","65","null","62","null","82","null","47","null","118","76","null","null","116","71","null","null","230","109","null","null","86","48","null","null","20","null","24","null","103","null","75","null","13","16","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1554","154","null","null","89","56","null","null","77","57","null","null","90","null","61","null","25","null","22","null","143","69","null","null","67","53","null","null","75","54","null","null","58","null","57","null","37","null","38","null","196","81","null","null","173","78","null","null","204","80","null","null","114","57","null","null","18","null","20","null","80","null","55","null","108","45","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","1078","125","null","null","147","69","null","null","15","13","null","null","59","null","33","null","110","null","57","null","31","25","null","null","18","15","null","null","90","60","null","null","75","null","49","null","18","null","22","null","104","46","null","null","107","58","null","null","170","54","null","null","36","30","null","null","43","null","36","null","38","null","29","null","17","15","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","708","102","null","null","36","34","null","null","42","36","null","null","53","null","35","null","77","null","41","null","55","38","null","null","61","41","null","null","19","23","null","null","39","null","32","null","28","null","24","null","94","32","null","null","79","49","null","null","72","41","null","null","33","32","null","null","6","null","6","null","0","null","12","null","14","23","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1406","202","null","null","61","66","null","null","57","63","null","null","87","null","78","null","24","null","38","null","39","47","null","null","42","52","null","null","60","58","null","null","70","null","51","null","118","null","80","null","56","56","null","null","170","102","null","null","272","136","null","null","179","99","null","null","58","null","58","null","25","null","29","null","88","71","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2055","246","null","null","123","143","null","null","127","115","null","null","87","null","74","null","75","null","81","null","74","76","null","null","76","85","null","null","13","22","null","null","63","null","72","null","102","null","86","null","277","151","null","null","40","62","null","null","414","191","null","null","142","99","null","null","58","null","47","null","150","null","99","null","234","133","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","2043","210","null","null","206","99","null","null","66","42","null","null","229","null","121","null","57","null","39","null","103","70","null","null","194","104","null","null","51","38","null","null","123","null","64","null","120","null","71","null","208","93","null","null","225","104","null","null","181","91","null","null","163","80","null","null","99","null","53","null","10","null","10","null","8","9","null","null",
