"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","942","124","null","null","40","29","null","null","68","48","null","null","81","null","56","null","90","null","55","null","65","45","null","null","17","18","null","null","91","56","null","null","57","null","49","null","45","null","46","null","69","40","null","null","105","72","null","null","110","69","null","null","44","30","null","null","15","null","17","null","23","null","17","null","22","22","null","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","813","145","null","null","149","75","null","null","36","24","null","null","19","null","25","null","53","null","35","null","35","33","null","null","24","28","null","null","53","40","null","null","75","null","43","null","49","null","32","null","36","27","null","null","210","100","null","null","27","21","null","null","23","22","null","null","24","null","29","null","0","null","12","null","0","12","null","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","1076","156","null","null","140","71","null","null","117","58","null","null","57","null","45","null","119","null","60","null","189","88","null","null","73","44","null","null","56","37","null","null","63","null","48","null","27","null","25","null","101","56","null","null","28","23","null","null","40","36","null","null","51","38","null","null","0","null","12","null","10","null","15","null","5","8","null","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","1258","118","null","null","29","27","null","null","20","23","null","null","28","null","24","null","20","null","22","null","48","59","null","null","32","30","null","null","42","30","null","null","59","null","51","null","57","null","48","null","96","45","null","null","51","32","null","null","122","55","null","null","167","73","null","null","82","null","43","null","246","null","68","null","159","57","null","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","2183","166","null","null","123","93","null","null","100","60","null","null","50","null","40","null","134","null","71","null","61","51","null","null","77","65","null","null","121","76","null","null","64","null","46","null","54","null","47","null","212","116","null","null","128","68","null","null","214","107","null","null","225","99","null","null","154","null","76","null","273","null","110","null","193","85","null","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","1308","91","null","null","50","36","null","null","38","33","null","null","20","null","22","null","66","null","40","null","61","45","null","null","27","26","null","null","83","42","null","null","30","null","27","null","67","null","37","null","179","67","null","null","134","74","null","null","166","76","null","null","162","66","null","null","96","null","53","null","70","null","40","null","59","38","null","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","1063","110","null","null","71","57","null","null","11","17","null","null","8","null","14","null","9","null","16","null","49","53","null","null","19","21","null","null","32","30","null","null","27","null","43","null","0","null","12","null","36","27","null","null","44","37","null","null","62","44","null","null","98","57","null","null","55","null","43","null","88","null","46","null","454","100","null","null",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","1601","135","null","null","93","53","null","null","71","82","null","null","72","null","65","null","34","null","32","null","22","27","null","null","20","23","null","null","0","12","null","null","11","null","16","null","4","null","9","null","24","29","null","null","95","52","null","null","193","114","null","null","114","65","null","null","57","null","40","null","107","null","59","null","684","116","null","null",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","1145","139","null","null","59","57","null","null","0","12","null","null","33","null","30","null","76","null","88","null","17","19","null","null","16","17","null","null","23","35","null","null","17","null","19","null","8","null","13","null","26","28","null","null","55","39","null","null","83","48","null","null","79","51","null","null","37","null","30","null","112","null","73","null","504","123","null","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","1611","79","null","null","67","57","null","null","9","14","null","null","62","null","49","null","14","null","17","null","26","21","null","null","64","36","null","null","15","18","null","null","22","null","22","null","20","null","18","null","55","48","null","null","196","75","null","null","175","58","null","null","205","81","null","null","147","null","74","null","174","null","64","null","360","84","null","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","1822","207","null","null","109","69","null","null","109","105","null","null","32","null","37","null","26","null","27","null","0","12","null","null","123","93","null","null","71","76","null","null","54","null","45","null","45","null","40","null","153","75","null","null","152","83","null","null","281","93","null","null","150","73","null","null","66","null","56","null","175","null","78","null","276","102","null","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","1163","121","null","null","31","28","null","null","32","42","null","null","9","null","14","null","18","null","19","null","31","25","null","null","12","18","null","null","19","22","null","null","16","null","19","null","18","null","21","null","71","55","null","null","50","50","null","null","129","71","null","null","99","66","null","null","56","null","51","null","78","null","48","null","494","99","null","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","1979","211","null","null","219","135","null","null","46","47","null","null","89","null","59","null","121","null","86","null","68","54","null","null","79","55","null","null","60","51","null","null","58","null","47","null","55","null","42","null","312","113","null","null","238","121","null","null","106","66","null","null","240","139","null","null","101","null","86","null","89","null","84","null","98","63","null","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","1637","149","null","null","171","73","null","null","102","61","null","null","84","null","51","null","29","null","32","null","67","52","null","null","40","36","null","null","96","60","null","null","66","null","52","null","47","null","53","null","129","64","null","null","160","76","null","null","311","128","null","null","150","96","null","null","79","null","55","null","44","null","37","null","62","44","null","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","1091","103","null","null","42","33","null","null","38","28","null","null","9","null","15","null","48","null","25","null","20","21","null","null","18","18","null","null","60","35","null","null","65","null","57","null","56","null","47","null","56","35","null","null","56","33","null","null","150","57","null","null","138","53","null","null","61","null","45","null","95","null","54","null","179","55","null","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","302","73","null","null","42","29","null","null","10","15","null","null","5","null","7","null","36","null","25","null","46","33","null","null","28","26","null","null","40","32","null","null","9","null","9","null","13","null","10","null","30","28","null","null","5","8","null","null","20","19","null","null","5","8","null","null","7","null","11","null","6","null","8","null","0","12","null","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","355","86","null","null","95","55","null","null","5","8","null","null","41","null","26","null","54","null","32","null","26","26","null","null","18","17","null","null","9","9","null","null","10","null","13","null","13","null","19","null","27","22","null","null","13","19","null","null","44","37","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","728","138","null","null","115","83","null","null","111","56","null","null","163","null","82","null","17","null","27","null","35","36","null","null","51","40","null","null","44","42","null","null","47","null","31","null","21","null","35","null","5","10","null","null","54","61","null","null","5","7","null","null","15","17","null","null","8","null","12","null","0","null","12","null","37","58","null","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","543","86","null","null","45","40","null","null","58","34","null","null","14","null","15","null","72","null","45","null","45","31","null","null","12","14","null","null","14","16","null","null","70","null","53","null","37","null","28","null","33","31","null","null","19","21","null","null","61","47","null","null","34","39","null","null","11","null","16","null","18","null","29","null","0","12","null","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","1156","164","null","null","142","101","null","null","142","110","null","null","51","null","52","null","15","null","19","null","76","70","null","null","72","69","null","null","45","58","null","null","129","null","85","null","12","null","18","null","63","79","null","null","85","61","null","null","142","100","null","null","62","58","null","null","11","null","18","null","44","null","47","null","65","68","null","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","741","97","null","null","40","50","null","null","36","44","null","null","40","null","31","null","23","null","27","null","31","30","null","null","61","47","null","null","54","43","null","null","47","null","33","null","29","null","29","null","70","42","null","null","93","61","null","null","101","68","null","null","79","47","null","null","14","null","23","null","23","null","35","null","0","12","null","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","686","117","null","null","45","44","null","null","36","43","null","null","58","null","38","null","64","null","44","null","41","37","null","null","59","50","null","null","46","35","null","null","12","null","14","null","67","null","46","null","78","42","null","null","42","29","null","null","111","64","null","null","23","23","null","null","0","null","12","null","4","null","7","null","0","12","null","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","1118","125","null","null","7","11","null","null","118","74","null","null","15","null","21","null","60","null","41","null","19","21","null","null","89","64","null","null","61","65","null","null","91","null","53","null","62","null","41","null","101","51","null","null","164","74","null","null","217","94","null","null","74","42","null","null","15","null","19","null","12","null","13","null","13","16","null","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","1192","140","null","null","202","83","null","null","81","62","null","null","148","null","89","null","87","null","56","null","45","54","null","null","112","77","null","null","59","40","null","null","50","null","35","null","29","null","27","null","56","37","null","null","89","63","null","null","32","25","null","null","105","50","null","null","55","null","49","null","21","null","21","null","21","26","null","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","331","84","null","null","42","33","null","null","8","11","null","null","31","null","24","null","22","null","30","null","33","29","null","null","61","43","null","null","21","24","null","null","0","null","12","null","0","null","12","null","59","35","null","null","41","48","null","null","4","8","null","null","5","9","null","null","0","null","12","null","4","null","7","null","0","12","null","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","608","88","null","null","89","50","null","null","99","59","null","null","23","null","22","null","91","null","48","null","61","29","null","null","39","33","null","null","20","18","null","null","26","null","20","null","35","null","23","null","44","29","null","null","25","14","null","null","29","16","null","null","22","21","null","null","0","null","12","null","0","null","12","null","5","8","null","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","601","107","null","null","91","58","null","null","26","22","null","null","53","null","44","null","50","null","35","null","36","40","null","null","52","43","null","null","50","35","null","null","17","null","23","null","0","null","12","null","36","28","null","null","75","52","null","null","79","58","null","null","18","24","null","null","12","null","15","null","0","null","12","null","6","10","null","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","1852","246","null","null","39","42","null","null","85","61","null","null","192","null","123","null","128","null","120","null","117","73","null","null","44","70","null","null","106","74","null","null","86","null","66","null","52","null","36","null","223","131","null","null","153","109","null","null","123","75","null","null","196","114","null","null","62","null","44","null","120","null","72","null","126","72","null","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","1053","99","null","null","20","22","null","null","16","19","null","null","11","null","16","null","0","null","12","null","30","27","null","null","39","30","null","null","26","24","null","null","0","null","12","null","25","null","24","null","97","58","null","null","37","29","null","null","84","40","null","null","71","39","null","null","88","null","55","null","117","null","52","null","392","96","null","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","1970","166","null","null","159","96","null","null","30","34","null","null","82","null","56","null","140","null","107","null","59","39","null","null","166","103","null","null","178","103","null","null","107","null","68","null","103","null","80","null","105","76","null","null","159","90","null","null","155","86","null","null","155","95","null","null","99","null","84","null","209","null","77","null","64","52","null","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","997","140","null","null","68","52","null","null","0","12","null","null","40","null","45","null","30","null","38","null","30","44","null","null","53","38","null","null","85","50","null","null","101","null","80","null","21","null","16","null","67","42","null","null","45","29","null","null","118","63","null","null","111","53","null","null","54","null","43","null","87","null","51","null","87","51","null","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","1091","114","null","null","130","74","null","null","55","37","null","null","8","null","13","null","50","null","44","null","67","52","null","null","46","33","null","null","35","23","null","null","51","null","35","null","27","null","29","null","78","52","null","null","214","88","null","null","78","34","null","null","161","74","null","null","67","null","59","null","17","null","15","null","7","11","null","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","1307","148","null","null","109","73","null","null","66","35","null","null","62","null","62","null","82","null","46","null","64","38","null","null","55","41","null","null","32","27","null","null","65","null","43","null","118","null","89","null","99","56","null","null","179","81","null","null","112","61","null","null","105","59","null","null","39","null","24","null","54","null","34","null","66","41","null","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","1286","108","null","null","22","20","null","null","60","48","null","null","64","null","45","null","29","null","27","null","22","20","null","null","21","22","null","null","35","33","null","null","45","null","48","null","25","null","41","null","27","26","null","null","128","64","null","null","102","61","null","null","100","47","null","null","97","null","54","null","104","null","59","null","405","74","null","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","745","123","null","null","140","63","null","null","160","73","null","null","15","null","17","null","40","null","36","null","7","11","null","null","26","31","null","null","21","27","null","null","23","null","30","null","24","null","28","null","80","57","null","null","32","28","null","null","73","53","null","null","49","52","null","null","22","null","17","null","26","null","28","null","7","12","null","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","421","53","null","null","35","23","null","null","19","15","null","null","73","null","52","null","4","null","7","null","14","11","null","null","15","11","null","null","4","8","null","null","43","null","26","null","15","null","11","null","33","24","null","null","37","27","null","null","21","18","null","null","31","20","null","null","20","null","16","null","0","null","12","null","57","34","null","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","714","74","null","null","30","18","null","null","35","35","null","null","36","null","22","null","62","null","36","null","9","10","null","null","17","14","null","null","28","20","null","null","14","null","14","null","24","null","14","null","85","39","null","null","64","35","null","null","117","55","null","null","94","38","null","null","15","null","13","null","17","null","14","null","67","29","null","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","504","125","null","null","59","51","null","null","104","65","null","null","77","null","52","null","67","null","52","null","54","51","null","null","15","24","null","null","38","35","null","null","22","null","34","null","3","null","6","null","25","29","null","null","15","23","null","null","23","23","null","null","0","12","null","null","0","null","12","null","0","null","12","null","2","10","null","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","830","106","null","null","45","38","null","null","106","67","null","null","86","null","58","null","49","null","49","null","110","58","null","null","15","18","null","null","26","24","null","null","9","null","15","null","60","null","41","null","94","57","null","null","39","34","null","null","110","67","null","null","10","15","null","null","45","null","38","null","0","null","12","null","26","38","null","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","858","154","null","null","79","73","null","null","56","57","null","null","41","null","52","null","69","null","50","null","62","64","null","null","35","31","null","null","36","44","null","null","73","null","51","null","10","null","16","null","70","57","null","null","120","81","null","null","46","47","null","null","70","65","null","null","62","null","58","null","29","null","49","null","0","17","null","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","1029","175","null","null","303","146","null","null","141","94","null","null","12","null","19","null","51","null","37","null","0","17","null","null","94","77","null","null","11","18","null","null","44","null","38","null","107","null","79","null","29","34","null","null","110","75","null","null","54","47","null","null","73","73","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","367","111","null","null","74","61","null","null","69","62","null","null","14","null","22","null","30","null","45","null","14","17","null","null","17","16","null","null","0","12","null","null","8","null","12","null","7","null","11","null","39","27","null","null","25","18","null","null","34","29","null","null","15","17","null","null","4","null","9","null","17","null","15","null","0","12","null","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","317","78","null","null","69","52","null","null","36","28","null","null","10","null","15","null","0","null","17","null","0","17","null","null","33","38","null","null","25","27","null","null","62","null","62","null","12","null","18","null","9","13","null","null","29","27","null","null","15","22","null","null","0","17","null","null","17","null","21","null","0","null","17","null","0","17","null","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","254","77","null","null","23","21","null","null","49","38","null","null","24","null","30","null","58","null","43","null","12","17","null","null","0","12","null","null","10","16","null","null","18","null","20","null","26","null","30","null","0","12","null","null","19","30","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","null","23","null","0","12","null","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","495","88","null","null","82","57","null","null","40","49","null","null","51","null","54","null","32","null","33","null","19","21","null","null","36","31","null","null","9","15","null","null","30","null","26","null","26","null","32","null","53","35","null","null","54","46","null","null","25","27","null","null","7","11","null","null","31","null","35","null","0","null","17","null","0","17","null","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","939","179","null","null","146","85","null","null","92","83","null","null","142","null","86","null","31","null","37","null","61","47","null","null","14","22","null","null","29","34","null","null","56","null","37","null","83","null","80","null","101","60","null","null","40","45","null","null","65","54","null","null","71","70","null","null","0","null","17","null","8","null","16","null","0","17","null","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","1477","210","null","null","141","95","null","null","205","117","null","null","114","null","88","null","64","null","50","null","196","108","null","null","92","72","null","null","30","34","null","null","18","null","23","null","81","null","88","null","0","17","null","null","162","102","null","null","100","67","null","null","172","103","null","null","37","null","38","null","65","null","42","null","0","17","null","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","1360","132","null","null","43","28","null","null","43","28","null","null","42","null","29","null","54","null","34","null","36","26","null","null","61","37","null","null","24","26","null","null","81","null","45","null","102","null","71","null","110","67","null","null","95","54","null","null","214","81","null","null","105","73","null","null","103","null","65","null","96","null","47","null","151","62","null","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","1280","145","null","null","172","71","null","null","86","66","null","null","89","null","57","null","116","null","80","null","57","39","null","null","93","63","null","null","47","45","null","null","56","null","45","null","41","null","33","null","88","69","null","null","132","68","null","null","116","57","null","null","73","41","null","null","44","null","36","null","43","null","32","null","27","22","null","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","937","127","null","null","69","37","null","null","40","29","null","null","18","null","20","null","46","null","43","null","15","17","null","null","29","29","null","null","66","59","null","null","65","null","65","null","30","null","28","null","96","51","null","null","128","101","null","null","65","37","null","null","60","36","null","null","99","null","85","null","41","null","33","null","70","43","null","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","1329","168","null","null","57","51","null","null","38","33","null","null","57","null","35","null","119","null","95","null","89","86","null","null","83","57","null","null","155","68","null","null","83","null","50","null","9","null","15","null","172","82","null","null","105","71","null","null","115","51","null","null","72","39","null","null","17","null","21","null","34","null","25","null","124","43","null","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","1270","125","null","null","55","41","null","null","8","12","null","null","0","null","12","null","18","null","14","null","19","21","null","null","20","21","null","null","50","38","null","null","15","null","17","null","36","null","32","null","106","54","null","null","175","70","null","null","92","55","null","null","218","69","null","null","108","null","55","null","74","null","38","null","276","93","null","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","1598","98","null","null","16","18","null","null","45","43","null","null","8","null","13","null","44","null","47","null","49","51","null","null","80","56","null","null","74","42","null","null","142","null","84","null","8","null","14","null","187","88","null","null","90","68","null","null","85","41","null","null","66","46","null","null","112","null","49","null","205","null","73","null","387","104","null","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","1017","73","null","null","23","26","null","null","0","12","null","null","0","null","12","null","0","null","12","null","39","42","null","null","0","12","null","null","16","20","null","null","50","null","36","null","0","null","12","null","22","25","null","null","41","38","null","null","55","45","null","null","92","61","null","null","135","null","64","null","105","null","66","null","439","104","null","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","687","70","null","null","27","16","null","null","33","26","null","null","30","null","23","null","14","null","12","null","18","15","null","null","28","25","null","null","20","21","null","null","66","null","41","null","9","null","10","null","35","21","null","null","76","46","null","null","46","27","null","null","61","37","null","null","58","null","31","null","34","null","21","null","132","41","null","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","1182","87","null","null","66","44","null","null","46","48","null","null","37","null","25","null","56","null","36","null","110","61","null","null","52","31","null","null","34","30","null","null","56","null","40","null","42","null","47","null","104","49","null","null","148","49","null","null","89","43","null","null","106","57","null","null","109","null","58","null","66","null","37","null","61","38","null","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","1425","127","null","null","40","33","null","null","64","45","null","null","37","null","37","null","0","null","12","null","53","41","null","null","87","83","null","null","23","22","null","null","113","null","74","null","16","null","19","null","45","29","null","null","64","41","null","null","233","108","null","null","148","69","null","null","141","null","79","null","52","null","37","null","309","110","null","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","1277","114","null","null","84","54","null","null","72","66","null","null","51","null","36","null","62","null","34","null","68","55","null","null","111","68","null","null","79","66","null","null","135","null","75","null","64","null","51","null","110","66","null","null","101","67","null","null","109","64","null","null","50","27","null","null","26","null","28","null","81","null","43","null","74","34","null","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","1766","226","null","null","207","116","null","null","39","36","null","null","131","null","65","null","94","null","58","null","76","54","null","null","10","18","null","null","162","96","null","null","23","null","27","null","107","null","70","null","150","105","null","null","83","57","null","null","313","114","null","null","122","73","null","null","75","null","50","null","122","null","94","null","52","40","null","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","625","115","null","null","61","37","null","null","0","12","null","null","0","null","12","null","11","null","18","null","18","20","null","null","12","17","null","null","33","30","null","null","25","null","19","null","33","null","29","null","157","105","null","null","33","25","null","null","123","82","null","null","76","68","null","null","10","null","16","null","5","null","9","null","28","46","null","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","1485","222","null","null","85","67","null","null","67","81","null","null","70","null","52","null","67","null","80","null","206","129","null","null","107","108","null","null","46","47","null","null","39","null","46","null","67","null","59","null","80","84","null","null","180","112","null","null","131","91","null","null","96","65","null","null","108","null","88","null","87","null","61","null","49","35","null","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","413","108","null","null","108","53","null","null","52","48","null","null","48","null","42","null","25","null","30","null","0","12","null","null","35","40","null","null","9","16","null","null","19","null","19","null","8","null","13","null","46","44","null","null","44","38","null","null","13","14","null","null","0","12","null","null","6","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","1034","186","null","null","84","72","null","null","53","52","null","null","84","null","55","null","11","null","20","null","89","82","null","null","56","41","null","null","74","54","null","null","94","null","68","null","39","null","43","null","138","84","null","null","155","98","null","null","85","60","null","null","41","41","null","null","31","null","49","null","0","null","12","null","0","12","null","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","638","81","null","null","43","24","null","null","42","24","null","null","48","null","29","null","48","null","42","null","11","10","null","null","26","17","null","null","14","17","null","null","55","null","45","null","29","null","27","null","44","28","null","null","118","54","null","null","30","28","null","null","46","27","null","null","47","null","28","null","28","null","26","null","9","10","null","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","595","113","null","null","61","46","null","null","15","15","null","null","72","null","48","null","50","null","54","null","16","18","null","null","30","35","null","null","5","8","null","null","11","null","18","null","5","null","10","null","82","48","null","null","89","43","null","null","48","30","null","null","53","30","null","null","29","null","22","null","23","null","25","null","6","10","null","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","952","146","null","null","116","67","null","null","60","31","null","null","27","null","24","null","36","null","36","null","108","76","null","null","60","43","null","null","78","52","null","null","3","null","6","null","30","null","24","null","196","71","null","null","53","50","null","null","104","62","null","null","68","60","null","null","7","null","12","null","0","null","12","null","6","10","null","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","332","100","null","null","80","46","null","null","50","41","null","null","37","null","43","null","8","null","13","null","22","29","null","null","76","68","null","null","9","17","null","null","8","null","12","null","5","null","12","null","11","17","null","null","7","13","null","null","19","23","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","371","109","null","null","65","65","null","null","18","25","null","null","46","null","33","null","42","null","37","null","13","15","null","null","16","16","null","null","32","31","null","null","44","null","50","null","14","null","16","null","28","29","null","null","2","9","null","null","33","33","null","null","18","23","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","252","89","null","null","103","60","null","null","51","34","null","null","0","null","17","null","17","null","19","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","14","null","23","null","7","11","null","null","49","44","null","null","0","17","null","null","11","18","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","219","58","null","null","25","24","null","null","28","25","null","null","0","null","12","null","53","null","39","null","5","8","null","null","16","19","null","null","9","11","null","null","4","null","6","null","0","null","12","null","7","10","null","null","23","20","null","null","18","16","null","null","11","11","null","null","7","null","10","null","13","null","18","null","0","12","null","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","216","75","null","null","24","23","null","null","35","42","null","null","0","null","17","null","9","null","13","null","19","23","null","null","35","44","null","null","9","14","null","null","16","null","27","null","0","null","17","null","0","17","null","null","43","41","null","null","0","17","null","null","26","24","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","355","90","null","null","140","61","null","null","29","27","null","null","30","null","29","null","32","null","25","null","37","33","null","null","21","26","null","null","7","10","null","null","0","null","12","null","7","null","11","null","6","11","null","null","16","18","null","null","7","11","null","null","8","12","null","null","0","null","12","null","0","null","12","null","15","24","null","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","184","62","null","null","4","6","null","null","16","21","null","null","16","null","23","null","0","null","17","null","26","29","null","null","0","17","null","null","23","23","null","null","0","null","17","null","7","null","12","null","42","50","null","null","11","14","null","null","30","34","null","null","4","9","null","null","5","null","11","null","0","null","17","null","0","17","null","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","449","137","null","null","122","94","null","null","51","40","null","null","46","null","47","null","56","null","55","null","4","9","null","null","0","17","null","null","11","20","null","null","52","null","48","null","0","null","17","null","0","17","null","null","0","17","null","null","58","53","null","null","30","43","null","null","0","null","17","null","0","null","17","null","19","31","null","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","502","106","null","null","10","17","null","null","0","17","null","null","38","null","31","null","38","null","29","null","10","15","null","null","70","46","null","null","28","26","null","null","0","null","17","null","93","null","67","null","102","54","null","null","48","55","null","null","36","28","null","null","20","21","null","null","9","null","13","null","0","null","17","null","0","17","null","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","270","83","null","null","43","39","null","null","4","8","null","null","21","null","25","null","6","null","9","null","19","21","null","null","0","17","null","null","3","7","null","null","40","null","42","null","23","null","20","null","29","27","null","null","21","19","null","null","34","36","null","null","27","24","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","290","83","null","null","27","31","null","null","23","29","null","null","17","null","20","null","0","null","17","null","0","17","null","null","11","15","null","null","8","13","null","null","9","null","15","null","18","null","26","null","71","45","null","null","67","51","null","null","39","33","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","245","105","null","null","26","28","null","null","11","14","null","null","35","null","32","null","13","null","16","null","3","6","null","null","74","73","null","null","0","17","null","null","0","null","17","null","0","null","17","null","15","22","null","null","4","10","null","null","50","55","null","null","14","22","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
