"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","1323","null","104","null","23","27","null","null","0","null","13","null","11","null","18","null","10","null","15","null","77","null","54","null","1","11","null","null","40","33","null","null","21","24","null","null","16","null","27","null","37","32","null","null","157","null","77","null","305","105","null","null","206","null","83","null","134","null","85","null","202","93","null","null","83","null","46","null",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","1657","null","135","null","16","25","null","null","17","null","26","null","11","null","19","null","0","null","18","null","65","null","48","null","14","23","null","null","129","82","null","null","36","37","null","null","90","null","57","null","57","43","null","null","96","null","72","null","298","86","null","null","248","null","112","null","210","null","74","null","197","80","null","null","173","null","70","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","1629","null","115","null","32","23","null","null","46","null","48","null","32","null","23","null","15","null","17","null","14","null","13","null","51","45","null","null","109","71","null","null","29","27","null","null","39","null","27","null","56","34","null","null","124","null","49","null","253","94","null","null","238","null","73","null","176","null","61","null","247","94","null","null","168","null","72","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","929","null","94","null","19","22","null","null","20","null","20","null","0","null","13","null","26","null","36","null","27","null","28","null","7","10","null","null","50","37","null","null","52","72","null","null","0","null","13","null","90","52","null","null","83","null","51","null","66","37","null","null","89","null","49","null","53","null","26","null","204","75","null","null","143","null","75","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","1131","null","106","null","64","57","null","null","20","null","23","null","84","null","46","null","52","null","35","null","49","null","25","null","65","54","null","null","28","25","null","null","28","25","null","null","59","null","36","null","147","64","null","null","94","null","45","null","219","85","null","null","82","null","36","null","47","null","50","null","60","34","null","null","33","null","30","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","1201","null","148","null","37","44","null","null","19","null","31","null","23","null","28","null","39","null","57","null","61","null","62","null","7","13","null","null","63","62","null","null","62","68","null","null","0","null","13","null","103","66","null","null","184","null","87","null","199","116","null","null","102","null","61","null","118","null","85","null","142","87","null","null","42","null","44","null",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","1981","null","226","null","19","31","null","null","91","null","97","null","71","null","85","null","57","null","53","null","86","null","57","null","173","109","null","null","49","49","null","null","367","175","null","null","153","null","142","null","182","110","null","null","128","null","88","null","326","155","null","null","99","null","83","null","51","null","52","null","72","67","null","null","57","null","75","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","862","null","106","null","75","47","null","null","48","null","40","null","88","null","52","null","53","null","34","null","136","null","64","null","30","25","null","null","48","41","null","null","84","61","null","null","7","null","11","null","146","69","null","null","45","null","40","null","53","37","null","null","49","null","62","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","1397","null","117","null","39","30","null","null","54","null","50","null","37","null","38","null","106","null","54","null","150","null","87","null","141","73","null","null","89","50","null","null","97","61","null","null","57","null","44","null","147","91","null","null","199","null","94","null","77","42","null","null","141","null","58","null","34","null","28","null","16","18","null","null","13","null","22","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","1244","null","118","null","47","49","null","null","52","null","61","null","68","null","61","null","38","null","30","null","68","null","68","null","86","56","null","null","93","58","null","null","49","52","null","null","26","null","24","null","39","30","null","null","138","null","69","null","115","54","null","null","126","null","75","null","215","null","103","null","39","42","null","null","45","null","25","null",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","2431","null","197","null","90","79","null","null","43","null","50","null","98","null","77","null","28","null","31","null","90","null","63","null","33","44","null","null","41","46","null","null","137","118","null","null","29","null","34","null","107","73","null","null","191","null","104","null","319","129","null","null","256","null","117","null","115","null","64","null","273","122","null","null","581","null","181","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","1196","null","90","null","21","32","null","null","70","null","59","null","15","null","20","null","28","null","31","null","15","null","24","null","8","14","null","null","14","21","null","null","20","22","null","null","17","null","14","null","105","69","null","null","73","null","47","null","187","91","null","null","190","null","98","null","83","null","63","null","189","74","null","null","161","null","100","null",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","2633","null","240","null","115","79","null","null","13","null","19","null","52","null","40","null","47","null","41","null","67","null","57","null","15","23","null","null","187","126","null","null","123","93","null","null","119","null","62","null","150","94","null","null","317","null","129","null","305","134","null","null","438","null","183","null","252","null","129","null","238","95","null","null","195","null","94","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","1182","null","140","null","65","40","null","null","47","null","34","null","77","null","55","null","62","null","36","null","67","null","34","null","71","38","null","null","84","46","null","null","47","33","null","null","77","null","44","null","192","70","null","null","116","null","56","null","162","73","null","null","58","null","36","null","20","null","22","null","37","28","null","null","0","null","13","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","1515","null","120","null","115","66","null","null","77","null","41","null","85","null","42","null","116","null","51","null","137","null","62","null","77","42","null","null","50","35","null","null","150","55","null","null","140","null","49","null","113","51","null","null","170","null","70","null","199","79","null","null","49","null","35","null","9","null","15","null","18","21","null","null","10","null","15","null",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","1624","null","141","null","43","33","null","null","41","null","33","null","162","null","65","null","97","null","46","null","74","null","34","null","88","46","null","null","129","54","null","null","76","43","null","null","81","null","40","null","174","67","null","null","274","null","82","null","140","52","null","null","89","null","46","null","82","null","45","null","54","30","null","null","20","null","22","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","1800","null","178","null","25","30","null","null","138","null","89","null","61","null","64","null","57","null","44","null","66","null","44","null","107","70","null","null","222","127","null","null","103","70","null","null","81","null","48","null","160","76","null","null","303","null","131","null","179","94","null","null","109","null","65","null","103","null","65","null","37","36","null","null","49","null","40","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","851","null","112","null","0","13","null","null","20","null","22","null","5","null","8","null","7","null","12","null","12","null","17","null","28","25","null","null","7","11","null","null","36","31","null","null","102","null","66","null","59","30","null","null","90","null","46","null","211","80","null","null","103","null","68","null","72","null","35","null","70","39","null","null","29","null","24","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","1655","null","133","null","145","78","null","null","39","null","25","null","11","null","17","null","55","null","43","null","38","null","30","null","106","71","null","null","99","55","null","null","98","65","null","null","69","null","54","null","110","67","null","null","107","null","55","null","269","100","null","null","136","null","54","null","134","null","57","null","128","64","null","null","111","null","52","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","1357","null","122","null","263","82","null","null","17","null","22","null","28","null","30","null","32","null","30","null","31","null","28","null","59","35","null","null","36","28","null","null","73","50","null","null","31","null","28","null","83","59","null","null","155","null","80","null","103","56","null","null","255","null","93","null","77","null","41","null","62","45","null","null","52","null","34","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","460","null","69","null","71","44","null","null","0","null","13","null","3","null","5","null","3","null","6","null","5","null","8","null","5","8","null","null","10","11","null","null","40","27","null","null","11","null","12","null","52","28","null","null","38","null","25","null","47","28","null","null","79","null","30","null","36","null","22","null","39","32","null","null","21","null","16","null",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","1126","null","125","null","45","37","null","null","38","null","47","null","43","null","37","null","46","null","36","null","43","null","33","null","62","59","null","null","119","80","null","null","55","45","null","null","23","null","26","null","119","73","null","null","213","null","85","null","106","55","null","null","112","null","63","null","62","null","44","null","19","20","null","null","21","null","26","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","926","null","94","null","19","23","null","null","59","null","36","null","0","null","13","null","25","null","24","null","9","null","14","null","25","24","null","null","71","53","null","null","30","21","null","null","56","null","34","null","103","57","null","null","125","null","60","null","211","75","null","null","112","null","72","null","53","null","39","null","28","28","null","null","0","null","13","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","543","null","76","null","0","13","null","null","12","null","13","null","11","null","11","null","42","null","49","null","33","null","33","null","49","40","null","null","5","7","null","null","8","12","null","null","37","null","36","null","30","20","null","null","97","null","49","null","103","35","null","null","56","null","34","null","23","null","16","null","25","28","null","null","12","null","12","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","1492","null","251","null","115","70","null","null","156","null","83","null","115","null","67","null","116","null","73","null","33","null","30","null","67","72","null","null","81","78","null","null","82","83","null","null","73","null","57","null","133","93","null","null","250","null","120","null","66","59","null","null","74","null","62","null","50","null","47","null","62","55","null","null","19","null","30","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","1012","null","138","null","74","48","null","null","33","null","31","null","67","null","50","null","63","null","36","null","65","null","52","null","61","59","null","null","15","16","null","null","95","62","null","null","45","null","32","null","64","36","null","null","209","null","100","null","96","58","null","null","45","null","33","null","45","null","37","null","27","28","null","null","8","null","13","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","1748","null","181","null","208","145","null","null","17","null","19","null","39","null","39","null","23","null","27","null","76","null","76","null","49","46","null","null","123","98","null","null","157","96","null","null","73","null","46","null","184","118","null","null","115","null","111","null","405","161","null","null","150","null","103","null","30","null","37","null","17","29","null","null","82","null","53","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","1578","null","115","null","91","76","null","null","42","null","49","null","12","null","18","null","126","null","79","null","80","null","49","null","53","39","null","null","39","35","null","null","109","69","null","null","53","null","39","null","252","91","null","null","225","null","84","null","218","75","null","null","59","null","40","null","152","null","81","null","36","29","null","null","31","null","29","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","1871","null","139","null","35","56","null","null","51","null","82","null","57","null","50","null","70","null","73","null","107","null","90","null","148","110","null","null","56","54","null","null","103","55","null","null","79","null","70","null","192","114","null","null","179","null","100","null","344","146","null","null","224","null","110","null","159","null","90","null","55","39","null","null","12","null","20","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","1730","null","147","null","41","37","null","null","109","null","96","null","68","null","60","null","61","null","45","null","63","null","75","null","85","70","null","null","58","65","null","null","181","123","null","null","117","null","69","null","113","57","null","null","151","null","89","null","304","109","null","null","146","null","83","null","122","null","112","null","88","65","null","null","23","null","27","null",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","2083","null","220","null","71","81","null","null","227","null","100","null","97","null","64","null","145","null","84","null","89","null","90","null","168","75","null","null","70","60","null","null","219","138","null","null","37","null","42","null","216","92","null","null","247","null","130","null","154","97","null","null","184","null","119","null","37","null","42","null","122","64","null","null","0","null","18","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","788","null","64","null","16","22","null","null","62","null","55","null","5","null","8","null","5","null","8","null","0","null","13","null","27","31","null","null","5","9","null","null","67","48","null","null","32","null","22","null","119","58","null","null","69","null","41","null","155","67","null","null","82","null","52","null","84","null","46","null","41","28","null","null","19","null","24","null",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","917","null","68","null","14","18","null","null","26","null","26","null","15","null","20","null","11","null","23","null","8","null","14","null","18","21","null","null","86","76","null","null","0","13","null","null","18","null","25","null","66","48","null","null","184","null","101","null","165","62","null","null","143","null","87","null","68","null","39","null","95","56","null","null","0","null","13","null",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","1078","null","94","null","15","18","null","null","8","null","12","null","25","null","28","null","18","null","27","null","9","null","13","null","23","29","null","null","58","49","null","null","16","20","null","null","122","null","72","null","181","99","null","null","121","null","77","null","159","64","null","null","169","null","73","null","71","null","46","null","71","40","null","null","12","null","19","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","3471","null","244","null","174","87","null","null","120","null","80","null","292","null","116","null","354","null","135","null","203","null","89","null","262","109","null","null","156","84","null","null","144","78","null","null","336","null","158","null","305","91","null","null","563","null","178","null","249","111","null","null","157","null","71","null","112","null","66","null","24","27","null","null","20","null","31","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","1735","null","139","null","118","71","null","null","190","null","82","null","142","null","69","null","92","null","56","null","139","null","67","null","70","50","null","null","128","72","null","null","85","43","null","null","149","null","71","null","203","74","null","null","155","null","51","null","160","58","null","null","53","null","41","null","0","null","13","null","41","33","null","null","10","null","15","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","1928","null","227","null","37","36","null","null","141","null","113","null","125","null","120","null","135","null","81","null","48","null","47","null","103","94","null","null","82","83","null","null","199","112","null","null","24","null","29","null","263","125","null","null","104","null","67","null","350","148","null","null","129","null","77","null","69","null","45","null","80","57","null","null","39","null","46","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","1151","null","148","null","43","37","null","null","60","null","70","null","13","null","20","null","17","null","18","null","41","null","26","null","83","58","null","null","68","44","null","null","50","49","null","null","91","null","50","null","184","90","null","null","171","null","93","null","138","89","null","null","33","null","51","null","68","null","28","null","36","30","null","null","55","null","41","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","775","null","67","null","12","17","null","null","26","null","31","null","0","null","13","null","10","null","13","null","5","null","9","null","23","20","null","null","41","29","null","null","10","11","null","null","7","null","10","null","28","23","null","null","57","null","33","null","107","39","null","null","132","null","46","null","89","null","37","null","117","47","null","null","111","null","44","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","803","null","100","null","36","28","null","null","17","null","17","null","30","null","26","null","55","null","60","null","16","null","20","null","28","27","null","null","40","40","null","null","17","19","null","null","10","null","16","null","67","50","null","null","138","null","61","null","102","55","null","null","171","null","81","null","20","null","18","null","49","41","null","null","7","null","12","null",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","1280","null","108","null","78","64","null","null","59","null","46","null","33","null","25","null","9","null","14","null","17","null","20","null","88","48","null","null","10","16","null","null","109","75","null","null","44","null","33","null","136","65","null","null","110","null","50","null","181","63","null","null","260","null","94","null","103","null","52","null","22","24","null","null","21","null","24","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","1338","null","88","null","26","23","null","null","36","null","28","null","72","null","45","null","33","null","30","null","41","null","34","null","24","22","null","null","72","41","null","null","93","54","null","null","40","null","35","null","127","50","null","null","118","null","45","null","213","79","null","null","206","null","89","null","90","null","54","null","112","64","null","null","35","null","27","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","1115","null","125","null","21","25","null","null","76","null","73","null","74","null","60","null","32","null","50","null","85","null","51","null","73","70","null","null","84","63","null","null","47","31","null","null","26","null","26","null","88","46","null","null","135","null","62","null","175","76","null","null","97","null","67","null","82","null","56","null","20","26","null","null","0","null","13","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","931","null","66","null","24","27","null","null","7","null","11","null","23","null","25","null","41","null","44","null","18","null","21","null","20","17","null","null","70","46","null","null","30","25","null","null","37","null","31","null","149","58","null","null","130","null","69","null","178","84","null","null","95","null","46","null","69","null","49","null","31","45","null","null","9","null","15","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","1111","null","87","null","41","50","null","null","57","null","46","null","138","null","77","null","43","null","39","null","146","null","79","null","29","26","null","null","76","53","null","null","90","64","null","null","59","null","37","null","155","76","null","null","107","null","46","null","128","62","null","null","23","null","21","null","12","null","18","null","7","11","null","null","0","null","13","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","1194","null","126","null","67","60","null","null","63","null","44","null","29","null","28","null","154","null","86","null","91","null","55","null","153","94","null","null","45","35","null","null","61","38","null","null","30","null","36","null","57","44","null","null","127","null","82","null","222","100","null","null","53","null","42","null","33","null","29","null","9","16","null","null","0","null","13","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","1060","null","114","null","148","71","null","null","20","null","22","null","16","null","19","null","70","null","43","null","48","null","47","null","16","19","null","null","185","83","null","null","47","34","null","null","42","null","46","null","86","59","null","null","122","null","50","null","144","70","null","null","51","null","33","null","36","null","47","null","23","30","null","null","6","null","10","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","799","null","73","null","47","34","null","null","26","null","23","null","6","null","9","null","45","null","41","null","36","null","42","null","62","37","null","null","27","31","null","null","40","32","null","null","58","null","39","null","104","62","null","null","56","null","33","null","77","41","null","null","131","null","50","null","56","null","47","null","23","24","null","null","5","null","8","null",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","1135","null","146","null","153","88","null","null","48","null","36","null","53","null","38","null","124","null","66","null","192","null","87","null","69","60","null","null","79","60","null","null","88","70","null","null","44","null","38","null","46","33","null","null","71","null","37","null","48","47","null","null","58","null","54","null","62","null","59","null","0","13","null","null","0","null","13","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","2149","null","210","null","230","122","null","null","42","null","37","null","67","null","53","null","146","null","89","null","120","null","87","null","95","69","null","null","116","91","null","null","214","103","null","null","38","null","44","null","263","140","null","null","162","null","80","null","186","113","null","null","124","null","79","null","96","null","63","null","177","103","null","null","73","null","57","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","1266","null","98","null","66","54","null","null","59","null","36","null","97","null","63","null","47","null","37","null","70","null","44","null","63","47","null","null","72","45","null","null","81","46","null","null","72","null","45","null","87","48","null","null","100","null","58","null","206","86","null","null","105","null","50","null","82","null","60","null","33","30","null","null","26","null","32","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","810","null","142","null","66","58","null","null","97","null","58","null","98","null","55","null","83","null","52","null","80","null","49","null","18","19","null","null","63","52","null","null","35","31","null","null","63","null","52","null","88","71","null","null","0","null","13","null","86","56","null","null","0","null","13","null","33","null","47","null","0","13","null","null","0","null","13","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","1313","null","195","null","136","87","null","null","99","null","78","null","80","null","50","null","247","null","129","null","135","null","104","null","89","86","null","null","73","76","null","null","159","114","null","null","48","null","66","null","31","36","null","null","111","null","82","null","74","77","null","null","15","null","24","null","3","null","21","null","13","25","null","null","0","null","18","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","1400","null","149","null","110","67","null","null","67","null","54","null","113","null","66","null","117","null","80","null","90","null","55","null","113","76","null","null","96","64","null","null","103","50","null","null","95","null","60","null","110","55","null","null","57","null","39","null","115","68","null","null","88","null","53","null","41","null","37","null","85","76","null","null","0","null","13","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","1301","null","147","null","28","38","null","null","68","null","52","null","50","null","42","null","72","null","48","null","116","null","96","null","64","51","null","null","138","89","null","null","79","70","null","null","187","null","93","null","252","118","null","null","60","null","47","null","79","42","null","null","56","null","43","null","33","null","33","null","19","27","null","null","0","null","13","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","1603","null","131","null","66","40","null","null","27","null","26","null","130","null","67","null","20","null","23","null","34","null","27","null","57","48","null","null","93","57","null","null","82","57","null","null","78","null","51","null","97","61","null","null","233","null","95","null","289","124","null","null","174","null","97","null","190","null","88","null","24","29","null","null","9","null","15","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","576","null","64","null","26","25","null","null","6","null","9","null","11","null","10","null","36","null","26","null","23","null","18","null","45","25","null","null","5","9","null","null","21","22","null","null","45","null","30","null","110","45","null","null","63","null","34","null","58","28","null","null","70","null","39","null","42","null","26","null","15","15","null","null","0","null","13","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","1156","null","105","null","31","27","null","null","34","null","39","null","63","null","46","null","77","null","55","null","45","null","37","null","46","36","null","null","73","41","null","null","60","45","null","null","72","null","42","null","100","49","null","null","196","null","77","null","199","96","null","null","59","null","36","null","55","null","34","null","39","41","null","null","7","null","11","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","1395","null","147","null","85","53","null","null","93","null","59","null","31","null","26","null","39","null","43","null","71","null","42","null","26","26","null","null","66","46","null","null","31","28","null","null","79","null","65","null","79","53","null","null","109","null","61","null","242","95","null","null","162","null","78","null","175","null","103","null","70","48","null","null","37","null","40","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","1882","null","139","null","90","82","null","null","18","null","30","null","44","null","41","null","0","null","18","null","64","null","64","null","0","18","null","null","26","32","null","null","32","30","null","null","67","null","76","null","227","117","null","null","176","null","80","null","196","94","null","null","277","null","125","null","172","null","86","null","205","107","null","null","288","null","108","null",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","13","null","20","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","13","null","20","null","0","13","null","null","0","null","13","null",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","911","null","118","null","97","74","null","null","61","null","45","null","46","null","42","null","43","null","38","null","8","null","13","null","22","24","null","null","39","29","null","null","85","57","null","null","50","null","42","null","35","30","null","null","55","null","42","null","131","73","null","null","83","null","51","null","117","null","67","null","30","23","null","null","9","null","16","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","180","null","60","null","0","13","null","null","17","null","19","null","11","null","15","null","0","null","13","null","15","null","16","null","8","14","null","null","16","17","null","null","11","13","null","null","0","null","13","null","27","24","null","null","15","null","16","null","4","5","null","null","21","null","20","null","17","null","24","null","0","13","null","null","18","null","24","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","16","null","11","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","3","null","4","null","0","13","null","null","3","5","null","null","0","13","null","null","0","null","13","null","2","4","null","null","4","null","6","null","0","13","null","null","0","null","13","null","4","null","6","null","0","13","null","null","0","null","13","null",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","675","null","101","null","14","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null","25","null","26","null","8","13","null","null","9","10","null","null","11","17","null","null","45","null","47","null","44","26","null","null","67","null","38","null","133","97","null","null","145","null","89","null","98","null","63","null","60","42","null","null","16","null","15","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","1795","null","193","null","65","64","null","null","62","null","49","null","0","null","18","null","36","null","40","null","0","null","18","null","71","59","null","null","55","68","null","null","49","62","null","null","36","null","46","null","106","64","null","null","258","null","99","null","290","122","null","null","198","null","103","null","184","null","97","null","290","123","null","null","95","null","64","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","470","null","48","null","19","23","null","null","0","null","13","null","4","null","7","null","0","null","13","null","0","null","13","null","15","18","null","null","26","36","null","null","0","13","null","null","4","null","7","null","33","27","null","null","50","null","29","null","62","28","null","null","55","null","28","null","57","null","26","null","79","37","null","null","66","null","33","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","1918","null","128","null","30","45","null","null","0","null","18","null","0","null","18","null","0","null","18","null","13","null","23","null","28","32","null","null","64","46","null","null","97","55","null","null","32","null","31","null","37","35","null","null","72","null","57","null","373","142","null","null","286","null","107","null","177","null","77","null","366","128","null","null","343","null","107","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","893","null","84","null","33","39","null","null","10","null","17","null","0","null","13","null","10","null","16","null","23","null","25","null","45","56","null","null","52","39","null","null","32","29","null","null","7","null","11","null","60","34","null","null","124","null","64","null","117","56","null","null","132","null","57","null","120","null","56","null","65","31","null","null","63","null","38","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","1615","null","190","null","57","55","null","null","74","null","69","null","38","null","42","null","71","null","54","null","52","null","44","null","79","70","null","null","80","56","null","null","77","55","null","null","39","null","60","null","269","166","null","null","132","null","84","null","284","125","null","null","81","null","52","null","74","null","41","null","141","102","null","null","67","null","44","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","1227","null","121","null","42","53","null","null","28","null","26","null","54","null","51","null","31","null","50","null","47","null","47","null","76","59","null","null","31","39","null","null","65","61","null","null","35","null","44","null","79","47","null","null","84","null","43","null","167","60","null","null","229","null","82","null","83","null","50","null","142","59","null","null","34","null","22","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","1492","null","143","null","14","25","null","null","0","null","18","null","51","null","46","null","23","null","30","null","81","null","51","null","33","37","null","null","62","54","null","null","90","98","null","null","26","null","40","null","68","43","null","null","114","null","83","null","365","151","null","null","180","null","87","null","88","null","52","null","153","72","null","null","144","null","81","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","1780","null","175","null","0","18","null","null","46","null","43","null","0","null","18","null","0","null","18","null","13","null","21","null","56","44","null","null","0","18","null","null","62","101","null","null","51","null","41","null","197","91","null","null","277","null","129","null","384","135","null","null","364","null","176","null","111","null","80","null","181","81","null","null","38","null","35","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","1746","null","257","null","0","18","null","null","21","null","32","null","18","null","25","null","18","null","35","null","121","null","88","null","63","82","null","null","60","73","null","null","170","100","null","null","77","null","74","null","244","119","null","null","219","null","130","null","253","114","null","null","175","null","88","null","167","null","92","null","66","52","null","null","74","null","50","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","1179","null","120","null","9","14","null","null","8","null","12","null","0","null","13","null","89","null","57","null","7","null","11","null","40","29","null","null","41","30","null","null","56","45","null","null","61","null","44","null","97","53","null","null","125","null","69","null","201","77","null","null","207","null","79","null","89","null","45","null","74","41","null","null","75","null","52","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","1636","null","180","null","57","71","null","null","16","null","26","null","28","null","31","null","0","null","18","null","82","null","62","null","15","25","null","null","125","90","null","null","100","71","null","null","72","null","78","null","138","74","null","null","287","null","137","null","176","76","null","null","199","null","108","null","221","null","123","null","109","65","null","null","11","null","18","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","778","null","62","null","0","13","null","null","0","null","13","null","0","null","13","null","57","null","44","null","10","null","14","null","9","13","null","null","16","15","null","null","25","21","null","null","0","null","13","null","60","37","null","null","92","null","51","null","85","37","null","null","171","null","67","null","91","null","37","null","118","58","null","null","44","null","32","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","648","null","78","null","13","14","null","null","5","null","8","null","15","null","20","null","0","null","13","null","10","null","16","null","10","12","null","null","21","18","null","null","64","46","null","null","35","null","42","null","99","43","null","null","54","null","31","null","113","57","null","null","90","null","45","null","19","null","19","null","64","35","null","null","36","null","27","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","735","null","121","null","31","50","null","null","33","null","44","null","7","null","10","null","13","null","17","null","67","null","47","null","46","53","null","null","27","25","null","null","64","53","null","null","0","null","13","null","48","31","null","null","161","null","84","null","93","63","null","null","113","null","63","null","5","null","8","null","12","14","null","null","15","null","22","null",
