"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","21","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","3","null","5","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","3","null","4","null","4","null","7","null","5","null","6","null","0","null","12","null","0","12","null","null","6","null","6","null","0","null","12","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","113","null","40","null","7","10","null","null","0","null","17","null","0","17","null","null","8","null","11","null","0","null","17","null","6","null","10","null","0","null","17","null","9","12","null","null","6","null","10","null","9","null","15","null","4","null","6","null","6","null","10","null","14","null","15","null","35","27","null","null","0","null","17","null","9","null","13","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","22","null","11","null","3","4","null","null","3","null","4","null","0","17","null","null","0","null","17","null","0","null","17","null","4","null","5","null","0","null","17","null","2","5","null","null","0","null","17","null","3","null","4","null","0","null","17","null","7","null","7","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","119","null","46","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","13","15","null","null","0","null","12","null","39","null","32","null","24","null","23","null","37","null","27","null","0","null","12","null","0","12","null","null","6","null","9","null","0","null","12","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","33","null","25","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","9","null","13","null","24","null","22","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","44","null","23","null","3","5","null","null","0","null","17","null","5","7","null","null","0","null","17","null","2","null","3","null","0","null","17","null","4","null","4","null","3","5","null","null","9","null","10","null","5","null","7","null","13","null","13","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","26","null","14","null","5","5","null","null","4","null","7","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","2","null","3","null","0","12","null","null","4","null","6","null","0","null","12","null","0","null","12","null","7","null","8","null","4","null","5","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","23","null","12","null","2","3","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","2","null","3","null","0","12","null","null","0","null","12","null","11","null","8","null","0","null","12","null","8","null","8","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","19","null","21","null","0","17","null","null","11","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","8","null","12","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","25","null","21","null","7","11","null","null","0","null","12","null","6","8","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","1","null","2","null","11","null","16","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","41","null","22","null","0","12","null","null","9","null","13","null","17","13","null","null","7","null","8","null","0","null","12","null","3","null","6","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","5","null","8","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1295","null","205","null","76","42","null","null","104","null","63","null","81","64","null","null","89","null","64","null","62","null","34","null","63","null","51","null","117","null","80","null","114","67","null","null","65","null","83","null","132","null","73","null","95","null","77","null","118","null","85","null","109","null","61","null","31","46","null","null","29","null","25","null","10","null","16","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","746","null","175","null","39","45","null","null","64","null","54","null","85","68","null","null","10","null","17","null","38","null","44","null","28","null","36","null","49","null","42","null","52","55","null","null","29","null","44","null","95","null","80","null","28","null","28","null","54","null","52","null","105","null","80","null","53","61","null","null","17","null","21","null","0","null","12","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1163","null","176","null","18","17","null","null","108","null","60","null","85","65","null","null","83","null","66","null","19","null","19","null","45","null","56","null","111","null","72","null","4","7","null","null","85","null","52","null","128","null","75","null","98","null","58","null","175","null","74","null","140","null","77","null","10","11","null","null","52","null","43","null","2","null","6","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1245","null","189","null","19","19","null","null","39","null","31","null","55","33","null","null","31","null","20","null","106","null","63","null","34","null","33","null","34","null","27","null","107","61","null","null","56","null","35","null","119","null","59","null","191","null","100","null","220","null","85","null","88","null","48","null","74","68","null","null","27","null","26","null","45","null","47","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","552","null","64","null","64","25","null","null","75","null","26","null","39","20","null","null","52","null","24","null","31","null","14","null","13","null","9","null","26","null","20","null","34","18","null","null","33","null","16","null","52","null","25","null","58","null","27","null","34","null","15","null","20","null","11","null","12","11","null","null","2","null","3","null","7","null","7","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","758","null","105","null","22","22","null","null","74","null","50","null","57","50","null","null","33","null","32","null","29","null","26","null","69","null","40","null","32","null","26","null","10","18","null","null","68","null","55","null","93","null","67","null","93","null","62","null","77","null","44","null","89","null","55","null","0","12","null","null","12","null","16","null","0","null","12","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","766","null","127","null","86","64","null","null","106","null","65","null","66","50","null","null","25","null","29","null","53","null","43","null","17","null","20","null","19","null","31","null","31","28","null","null","117","null","88","null","53","null","35","null","52","null","36","null","78","null","46","null","24","null","25","null","17","17","null","null","0","null","12","null","22","null","35","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1070","null","109","null","108","47","null","null","99","null","61","null","66","34","null","null","58","null","32","null","71","null","38","null","89","null","39","null","40","null","28","null","59","36","null","null","77","null","42","null","65","null","36","null","133","null","50","null","78","null","32","null","39","null","29","null","21","25","null","null","35","null","32","null","32","null","34","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1349","null","139","null","153","65","null","null","161","null","65","null","169","112","null","null","171","null","74","null","106","null","78","null","50","null","39","null","54","null","40","null","69","49","null","null","74","null","49","null","164","null","81","null","35","null","32","null","64","null","36","null","40","null","28","null","39","30","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","1950","null","195","null","191","136","null","null","102","null","97","null","93","63","null","null","117","null","108","null","99","null","100","null","170","null","81","null","92","null","45","null","91","58","null","null","112","null","75","null","264","null","134","null","172","null","94","null","162","null","84","null","80","null","61","null","48","55","null","null","112","null","104","null","45","null","44","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1320","null","126","null","91","72","null","null","90","null","63","null","58","32","null","null","104","null","49","null","117","null","58","null","41","null","30","null","37","null","30","null","18","20","null","null","16","null","16","null","242","null","92","null","150","null","69","null","153","null","79","null","74","null","53","null","18","18","null","null","100","null","77","null","11","null","17","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","894","null","84","null","122","49","null","null","105","null","37","null","110","47","null","null","69","null","39","null","71","null","37","null","62","null","30","null","44","null","29","null","61","34","null","null","45","null","29","null","53","null","39","null","33","null","22","null","63","null","40","null","4","null","7","null","31","30","null","null","10","null","12","null","11","null","12","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1183","null","110","null","146","67","null","null","76","null","32","null","57","25","null","null","67","null","27","null","98","null","53","null","87","null","37","null","41","null","22","null","52","30","null","null","71","null","34","null","78","null","38","null","105","null","31","null","102","null","53","null","102","null","47","null","72","42","null","null","25","null","23","null","4","null","4","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","259","null","75","null","49","45","null","null","0","null","12","null","50","45","null","null","2","null","4","null","8","null","12","null","8","null","13","null","0","null","12","null","9","13","null","null","18","null","21","null","9","null","16","null","69","null","44","null","29","null","32","null","8","null","13","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","158","null","50","null","9","12","null","null","10","null","18","null","6","11","null","null","4","null","7","null","11","null","18","null","14","null","16","null","23","null","23","null","0","12","null","null","0","null","12","null","12","null","13","null","21","null","15","null","22","null","25","null","20","null","20","null","6","9","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","188","null","60","null","34","36","null","null","5","null","8","null","24","20","null","null","5","null","8","null","6","null","10","null","12","null","14","null","28","null","35","null","0","12","null","null","10","null","17","null","13","null","15","null","27","null","31","null","24","null","19","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","49","null","26","null","18","19","null","null","0","null","12","null","0","12","null","null","5","null","8","null","0","null","12","null","0","null","12","null","8","null","13","null","0","12","null","null","8","null","10","null","0","null","12","null","5","null","8","null","5","null","7","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","82","null","48","null","0","12","null","null","17","null","20","null","4","7","null","null","5","null","8","null","3","null","6","null","9","null","12","null","0","null","12","null","6","8","null","null","0","null","12","null","0","null","12","null","13","null","10","null","6","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","19","null","21","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","677","null","92","null","192","69","null","null","48","null","34","null","21","20","null","null","35","null","31","null","57","null","34","null","76","null","49","null","45","null","32","null","16","17","null","null","37","null","39","null","32","null","30","null","29","null","25","null","64","null","39","null","19","null","21","null","0","12","null","null","0","null","12","null","6","null","9","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","997","null","128","null","186","76","null","null","91","null","60","null","47","26","null","null","79","null","55","null","29","null","25","null","81","null","54","null","85","null","71","null","23","26","null","null","36","null","34","null","72","null","42","null","73","null","41","null","90","null","48","null","76","null","49","null","16","17","null","null","7","null","12","null","6","null","11","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","694","null","114","null","77","43","null","null","40","null","35","null","95","67","null","null","16","null","21","null","34","null","31","null","34","null","30","null","44","null","34","null","52","39","null","null","41","null","35","null","21","null","26","null","76","null","51","null","48","null","46","null","54","null","42","null","27","28","null","null","14","null","17","null","21","null","25","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1881","null","189","null","204","124","null","null","75","null","40","null","100","76","null","null","101","null","56","null","97","null","68","null","200","null","77","null","36","null","31","null","63","52","null","null","176","null","139","null","136","null","47","null","220","null","116","null","256","null","118","null","24","null","23","null","174","84","null","null","15","null","17","null","4","null","8","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","411","null","97","null","32","32","null","null","6","null","9","null","5","8","null","null","26","null","21","null","46","null","42","null","19","null","18","null","67","null","67","null","18","13","null","null","0","null","12","null","28","null","30","null","53","null","43","null","17","null","14","null","0","null","12","null","58","70","null","null","36","null","32","null","0","null","12","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","157","null","42","null","0","12","null","null","0","null","12","null","4","7","null","null","0","null","12","null","0","null","12","null","10","null","14","null","0","null","12","null","11","12","null","null","0","null","12","null","28","null","18","null","18","null","14","null","36","null","23","null","17","null","14","null","24","29","null","null","9","null","9","null","0","null","12","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","843","null","142","null","114","72","null","null","83","null","52","null","65","51","null","null","81","null","49","null","47","null","45","null","29","null","34","null","26","null","32","null","32","25","null","null","0","null","12","null","102","null","74","null","57","null","41","null","70","null","41","null","79","null","55","null","23","24","null","null","9","null","13","null","26","null","34","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","875","null","117","null","118","71","null","null","28","null","27","null","61","50","null","null","32","null","40","null","78","null","61","null","43","null","36","null","62","null","36","null","68","54","null","null","23","null","28","null","94","null","56","null","78","null","45","null","96","null","53","null","26","null","37","null","48","41","null","null","12","null","15","null","8","null","12","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1126","null","170","null","64","54","null","null","111","null","85","null","67","74","null","null","30","null","44","null","84","null","60","null","28","null","36","null","55","null","44","null","37","43","null","null","77","null","64","null","39","null","37","null","134","null","71","null","207","null","104","null","54","null","55","null","55","53","null","null","68","null","87","null","16","null","28","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","917","null","143","null","103","58","null","null","62","null","47","null","72","67","null","null","82","null","63","null","63","null","66","null","55","null","52","null","49","null","38","null","52","42","null","null","32","null","30","null","89","null","50","null","95","null","61","null","101","null","70","null","25","null","23","null","22","29","null","null","13","null","22","null","2","null","5","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1133","null","185","null","40","62","null","null","147","null","98","null","69","84","null","null","29","null","34","null","104","null","71","null","30","null","39","null","16","null","26","null","29","31","null","null","58","null","52","null","154","null","89","null","103","null","70","null","118","null","68","null","173","null","102","null","26","39","null","null","37","null","35","null","0","null","12","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","1059","null","126","null","68","47","null","null","143","null","88","null","102","79","null","null","75","null","59","null","52","null","62","null","43","null","45","null","46","null","43","null","44","36","null","null","35","null","28","null","72","null","50","null","47","null","30","null","172","null","87","null","68","null","39","null","41","28","null","null","25","null","24","null","26","null","26","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1353","null","141","null","53","51","null","null","42","null","41","null","59","69","null","null","100","null","87","null","140","null","99","null","0","null","12","null","66","null","60","null","46","42","null","null","79","null","48","null","145","null","92","null","131","null","72","null","274","null","113","null","36","null","40","null","79","50","null","null","60","null","54","null","43","null","68","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","3004","null","244","null","97","49","null","null","21","null","32","null","51","48","null","null","146","null","89","null","29","null","33","null","124","null","67","null","65","null","60","null","207","102","null","null","56","null","45","null","251","null","97","null","563","null","179","null","385","null","113","null","394","null","118","null","201","98","null","null","220","null","97","null","194","null","90","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2142","null","195","null","16","26","null","null","51","null","55","null","32","36","null","null","31","null","36","null","14","null","22","null","79","null","55","null","46","null","40","null","97","72","null","null","53","null","53","null","126","null","78","null","242","null","131","null","318","null","135","null","273","null","118","null","247","134","null","null","180","null","78","null","337","null","149","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1548","null","173","null","103","65","null","null","95","null","92","null","71","58","null","null","103","null","74","null","128","null","119","null","173","null","106","null","80","null","59","null","105","101","null","null","52","null","79","null","100","null","86","null","179","null","111","null","173","null","97","null","130","null","78","null","36","41","null","null","0","null","17","null","20","null","31","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1441","null","138","null","110","73","null","null","66","null","63","null","32","30","null","null","35","null","34","null","56","null","53","null","87","null","60","null","75","null","56","null","47","32","null","null","155","null","80","null","125","null","80","null","110","null","57","null","158","null","75","null","111","null","48","null","135","66","null","null","36","null","26","null","103","null","76","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1866","null","193","null","122","106","null","null","85","null","52","null","200","148","null","null","37","null","43","null","64","null","55","null","74","null","58","null","101","null","92","null","53","51","null","null","78","null","58","null","216","null","97","null","174","null","85","null","330","null","124","null","80","null","54","null","33","37","null","null","101","null","72","null","118","null","105","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1137","null","101","null","58","29","null","null","0","null","12","null","16","19","null","null","11","null","17","null","12","null","20","null","16","null","17","null","23","null","13","null","9","15","null","null","50","null","28","null","46","null","31","null","140","null","62","null","209","null","61","null","203","null","70","null","124","45","null","null","105","null","42","null","115","null","44","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1269","null","150","null","115","65","null","null","68","null","55","null","21","23","null","null","57","null","33","null","7","null","11","null","78","null","67","null","41","null","28","null","50","31","null","null","27","null","21","null","123","null","68","null","168","null","62","null","139","null","55","null","123","null","58","null","54","42","null","null","70","null","34","null","128","null","61","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","1282","null","194","null","91","82","null","null","132","null","95","null","29","38","null","null","80","null","73","null","39","null","39","null","107","null","72","null","96","null","75","null","18","27","null","null","76","null","54","null","174","null","84","null","80","null","54","null","160","null","78","null","103","null","78","null","20","32","null","null","21","null","34","null","56","null","40","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1151","null","139","null","32","51","null","null","34","null","37","null","25","19","null","null","46","null","49","null","95","null","58","null","37","null","32","null","35","null","28","null","14","16","null","null","92","null","63","null","68","null","44","null","177","null","72","null","147","null","55","null","148","null","79","null","97","67","null","null","52","null","47","null","52","null","33","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","921","null","127","null","60","38","null","null","21","null","22","null","32","23","null","null","27","null","24","null","59","null","41","null","42","null","37","null","35","null","30","null","31","30","null","null","31","null","46","null","102","null","56","null","145","null","76","null","100","null","60","null","123","null","61","null","73","48","null","null","32","null","29","null","8","null","15","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1979","null","264","null","46","43","null","null","73","null","59","null","76","56","null","null","43","null","47","null","59","null","50","null","67","null","56","null","138","null","138","null","83","93","null","null","161","null","117","null","157","null","87","null","174","null","99","null","292","null","115","null","140","null","90","null","181","87","null","null","61","null","51","null","228","null","133","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1120","null","128","null","91","57","null","null","27","null","36","null","34","45","null","null","32","null","25","null","15","null","17","null","103","null","59","null","17","null","20","null","44","34","null","null","36","null","28","null","145","null","70","null","118","null","58","null","171","null","63","null","101","null","59","null","44","29","null","null","103","null","50","null","39","null","28","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","976","null","165","null","149","77","null","null","88","null","84","null","103","63","null","null","97","null","66","null","79","null","54","null","120","null","63","null","20","null","24","null","50","43","null","null","47","null","31","null","53","null","30","null","52","null","41","null","64","null","47","null","29","null","20","null","6","10","null","null","12","null","18","null","7","null","10","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","1798","null","209","null","119","68","null","null","59","null","53","null","152","135","null","null","42","null","39","null","47","null","46","null","131","null","89","null","59","null","50","null","41","39","null","null","94","null","61","null","38","null","34","null","240","null","100","null","216","null","93","null","153","null","63","null","211","84","null","null","37","null","36","null","159","null","90","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","426","null","103","null","152","62","null","null","87","null","55","null","62","49","null","null","30","null","31","null","5","null","8","null","19","null","20","null","0","null","19","null","0","19","null","null","0","null","19","null","36","null","35","null","18","null","16","null","17","null","26","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1460","null","146","null","179","73","null","null","114","null","80","null","16","18","null","null","69","null","33","null","37","null","30","null","48","null","38","null","30","null","28","null","24","21","null","null","29","null","24","null","40","null","31","null","123","null","81","null","197","null","71","null","211","null","83","null","133","92","null","null","126","null","50","null","84","null","50","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","1962","null","236","null","238","110","null","null","142","null","92","null","160","106","null","null","95","null","60","null","136","null","82","null","30","null","33","null","167","null","110","null","72","46","null","null","144","null","103","null","153","null","98","null","141","null","81","null","210","null","114","null","151","null","69","null","50","62","null","null","25","null","30","null","48","null","43","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","1074","null","99","null","45","41","null","null","43","null","32","null","36","37","null","null","39","null","35","null","40","null","31","null","55","null","32","null","46","null","34","null","51","57","null","null","67","null","58","null","88","null","53","null","124","null","59","null","226","null","102","null","72","null","47","null","36","34","null","null","38","null","31","null","68","null","41","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1563","null","128","null","43","29","null","null","16","null","20","null","0","17","null","null","18","null","21","null","15","null","17","null","51","null","48","null","33","null","33","null","112","70","null","null","29","null","22","null","30","null","30","null","173","null","85","null","356","null","119","null","235","null","88","null","225","98","null","null","186","null","76","null","41","null","30","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1594","null","156","null","73","50","null","null","24","null","29","null","62","55","null","null","37","null","32","null","79","null","57","null","35","null","34","null","49","null","35","null","39","31","null","null","73","null","52","null","181","null","83","null","200","null","80","null","268","null","94","null","226","null","103","null","125","62","null","null","100","null","53","null","23","null","26","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1317","null","201","null","36","29","null","null","94","null","66","null","9","11","null","null","89","null","59","null","120","null","84","null","86","null","64","null","37","null","22","null","65","54","null","null","91","null","57","null","164","null","93","null","92","null","66","null","226","null","93","null","47","null","32","null","38","29","null","null","117","null","80","null","6","null","6","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1512","null","151","null","147","87","null","null","71","null","58","null","86","56","null","null","18","null","20","null","118","null","73","null","54","null","54","null","62","null","49","null","83","60","null","null","43","null","43","null","130","null","77","null","183","null","69","null","216","null","89","null","116","null","54","null","31","24","null","null","56","null","34","null","98","null","40","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","1068","null","113","null","127","55","null","null","40","null","23","null","91","42","null","null","102","null","53","null","45","null","29","null","35","null","26","null","44","null","34","null","50","37","null","null","28","null","27","null","133","null","54","null","73","null","39","null","181","null","58","null","14","null","13","null","47","29","null","null","44","null","29","null","14","null","13","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","656","null","93","null","22","24","null","null","28","null","20","null","56","41","null","null","91","null","37","null","46","null","37","null","52","null","37","null","36","null","33","null","13","14","null","null","8","null","8","null","46","null","31","null","68","null","39","null","83","null","48","null","46","null","39","null","27","26","null","null","0","null","12","null","34","null","37","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1380","null","260","null","61","72","null","null","102","null","86","null","70","82","null","null","51","null","61","null","109","null","82","null","21","null","35","null","60","null","60","null","42","46","null","null","81","null","76","null","60","null","60","null","221","null","104","null","172","null","107","null","147","null","94","null","74","68","null","null","14","null","21","null","95","null","78","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2110","null","244","null","152","125","null","null","125","null","119","null","71","72","null","null","97","null","81","null","74","null","78","null","57","null","71","null","48","null","76","null","60","64","null","null","159","null","124","null","196","null","124","null","67","null","71","null","408","null","174","null","143","null","92","null","86","62","null","null","145","null","94","null","222","null","152","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","2235","null","227","null","169","95","null","null","81","null","63","null","251","126","null","null","67","null","43","null","80","null","57","null","348","null","176","null","109","null","67","null","131","60","null","null","121","null","93","null","132","null","68","null","300","null","133","null","182","null","95","null","166","null","74","null","69","50","null","null","21","null","15","null","8","null","9","null",
