"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","774","null","95","null","48","28","null","null","73","null","34","null","63","43","null","null","48","null","30","null","39","null","22","null","39","null","26","null","19","null","15","null","54","31","null","null","70","null","28","null","65","null","29","null","36","null","28","null","73","null","36","null","44","null","25","null","56","32","null","null","31","null","20","null","16","null","18","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","808","null","134","null","60","60","null","null","91","null","58","null","69","54","null","null","92","null","58","null","47","null","41","null","16","null","18","null","42","null","42","null","48","46","null","null","21","null","20","null","18","null","22","null","120","null","67","null","116","null","73","null","49","null","43","null","0","12","null","null","19","null","23","null","0","null","12","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","780","null","107","null","48","32","null","null","129","null","62","null","59","40","null","null","108","null","53","null","41","null","28","null","29","null","27","null","46","null","38","null","36","29","null","null","40","null","31","null","25","null","22","null","104","null","56","null","33","null","31","null","39","null","31","null","7","10","null","null","0","null","12","null","36","null","34","null",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","288","null","47","null","8","9","null","null","0","null","12","null","6","8","null","null","9","null","9","null","8","null","9","null","8","null","9","null","43","null","31","null","17","13","null","null","9","null","10","null","53","null","29","null","26","null","16","null","58","null","26","null","13","null","16","null","4","6","null","null","14","null","11","null","12","null","10","null",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","770","null","117","null","67","49","null","null","90","null","46","null","45","38","null","null","31","null","22","null","47","null","34","null","46","null","34","null","53","null","32","null","62","37","null","null","20","null","14","null","106","null","53","null","75","null","45","null","80","null","52","null","27","null","21","null","6","9","null","null","15","null","17","null","0","null","12","null",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","2402","null","255","null","282","207","null","null","221","null","194","null","167","181","null","null","315","null","309","null","226","null","215","null","0","null","12","null","32","null","50","null","100","94","null","null","181","null","154","null","360","null","220","null","251","null","229","null","159","null","172","null","108","null","161","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","446","null","84","null","56","45","null","null","40","null","32","null","26","23","null","null","9","null","16","null","70","null","48","null","11","null","18","null","20","null","23","null","22","26","null","null","29","null","32","null","6","null","10","null","35","null","40","null","56","null","45","null","23","null","29","null","13","20","null","null","30","null","50","null","0","null","12","null",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","361","null","78","null","18","12","null","null","7","null","8","null","23","18","null","null","28","null","19","null","16","null","13","null","18","null","18","null","29","null","25","null","23","19","null","null","6","null","8","null","33","null","22","null","31","null","20","null","52","null","25","null","40","null","24","null","14","15","null","null","23","null","18","null","0","null","12","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","435","null","67","null","22","18","null","null","18","null","26","null","44","23","null","null","45","null","22","null","35","null","21","null","32","null","25","null","50","null","33","null","18","19","null","null","17","null","15","null","22","null","21","null","57","null","31","null","41","null","25","null","22","null","16","null","0","12","null","null","12","null","14","null","0","null","12","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","2054","null","165","null","30","33","null","null","15","null","24","null","34","38","null","null","58","null","57","null","81","null","58","null","35","null","40","null","42","null","39","null","69","56","null","null","30","null","37","null","236","null","109","null","207","null","95","null","256","null","100","null","247","null","98","null","103","78","null","null","264","null","116","null","347","null","140","null",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","2003","null","262","null","60","50","null","null","86","null","83","null","15","24","null","null","16","null","24","null","101","null","104","null","53","null","87","null","14","null","22","null","16","26","null","null","43","null","39","null","16","null","25","null","59","null","50","null","238","null","137","null","203","null","114","null","320","159","null","null","301","null","151","null","462","null","139","null",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","2052","null","240","null","0","12","null","null","162","null","120","null","0","12","null","null","71","null","78","null","109","null","101","null","102","null","80","null","45","null","53","null","65","74","null","null","32","null","36","null","87","null","96","null","138","null","101","null","262","null","135","null","379","null","139","null","88","58","null","null","282","null","164","null","230","null","118","null",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","1795","null","187","null","117","62","null","null","45","null","45","null","59","53","null","null","96","null","63","null","80","null","53","null","37","null","36","null","67","null","63","null","54","41","null","null","48","null","31","null","26","null","22","null","145","null","58","null","229","null","104","null","157","null","72","null","282","100","null","null","129","null","59","null","224","null","97","null",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","2136","null","221","null","179","104","null","null","260","null","121","null","228","132","null","null","244","null","132","null","14","null","22","null","84","null","64","null","141","null","70","null","64","52","null","null","39","null","37","null","199","null","111","null","159","null","78","null","134","null","77","null","203","null","126","null","45","43","null","null","51","null","64","null","92","null","53","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","3385","null","256","null","177","83","null","null","103","null","67","null","331","117","null","null","184","null","75","null","452","null","176","null","354","null","158","null","193","null","82","null","148","78","null","null","178","null","78","null","322","null","108","null","309","null","103","null","336","null","113","null","151","null","98","null","29","33","null","null","32","null","35","null","86","null","61","null",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","3926","null","256","null","219","134","null","null","246","null","110","null","358","183","null","null","356","null","104","null","228","null","122","null","506","null","164","null","135","null","69","null","168","85","null","null","147","null","71","null","379","null","137","null","385","null","115","null","298","null","118","null","268","null","111","null","130","67","null","null","46","null","43","null","57","null","46","null",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","950","null","80","null","67","32","null","null","23","null","24","null","37","21","null","null","71","null","33","null","71","null","34","null","53","null","26","null","78","null","29","null","77","31","null","null","101","null","36","null","117","null","36","null","98","null","33","null","67","null","28","null","22","null","17","null","38","22","null","null","16","null","15","null","14","null","15","null",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","1660","null","129","null","35","28","null","null","9","null","14","null","53","40","null","null","109","null","50","null","140","null","73","null","111","null","55","null","64","null","36","null","43","31","null","null","69","null","41","null","212","null","55","null","224","null","69","null","274","null","90","null","155","null","62","null","88","46","null","null","53","null","33","null","21","null","20","null",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","1704","null","144","null","43","30","null","null","78","null","54","null","98","47","null","null","45","null","31","null","305","null","80","null","124","null","64","null","87","null","39","null","123","53","null","null","102","null","39","null","197","null","75","null","143","null","59","null","234","null","68","null","81","null","57","null","25","23","null","null","10","null","15","null","9","null","14","null",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","1602","null","157","null","89","59","null","null","114","null","69","null","87","58","null","null","73","null","51","null","60","null","40","null","62","null","35","null","21","null","24","null","115","57","null","null","84","null","52","null","171","null","69","null","198","null","79","null","254","null","97","null","136","null","64","null","22","21","null","null","77","null","60","null","39","null","26","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","1718","null","148","null","15","17","null","null","51","null","54","null","50","46","null","null","56","null","42","null","53","null","42","null","58","null","37","null","145","null","74","null","122","78","null","null","103","null","57","null","89","null","45","null","139","null","54","null","459","null","120","null","173","null","66","null","57","35","null","null","56","null","34","null","92","null","48","null",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","2249","null","227","null","180","98","null","null","128","null","118","null","61","59","null","null","111","null","76","null","122","null","100","null","99","null","90","null","124","null","76","null","118","59","null","null","126","null","132","null","281","null","131","null","256","null","110","null","358","null","140","null","168","null","84","null","38","34","null","null","59","null","49","null","20","null","33","null",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","1955","null","198","null","58","49","null","null","68","null","77","null","67","44","null","null","98","null","81","null","56","null","49","null","102","null","71","null","77","null","49","null","64","49","null","null","107","null","83","null","113","null","58","null","231","null","103","null","578","null","191","null","174","null","95","null","98","67","null","null","38","null","41","null","26","null","32","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","1716","null","169","null","67","42","null","null","26","null","24","null","23","18","null","null","66","null","59","null","31","null","31","null","48","null","34","null","83","null","48","null","52","29","null","null","62","null","46","null","113","null","60","null","151","null","57","null","343","null","96","null","222","null","80","null","131","59","null","null","164","null","67","null","134","null","56","null",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","1160","null","110","null","20","18","null","null","6","null","9","null","10","16","null","null","30","null","37","null","14","null","18","null","37","null","48","null","0","null","12","null","26","24","null","null","24","null","21","null","107","null","62","null","101","null","49","null","93","null","41","null","185","null","81","null","200","92","null","null","137","null","53","null","170","null","63","null",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","1550","null","170","null","28","26","null","null","0","null","17","null","18","20","null","null","6","null","10","null","9","null","16","null","84","null","49","null","44","null","55","null","58","42","null","null","30","null","27","null","147","null","76","null","139","null","66","null","458","null","116","null","238","null","78","null","100","50","null","null","157","null","86","null","34","null","31","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","2544","null","215","null","208","102","null","null","54","null","46","null","129","70","null","null","131","null","72","null","305","null","109","null","130","null","72","null","144","null","67","null","163","87","null","null","116","null","64","null","161","null","77","null","367","null","138","null","181","null","80","null","219","null","87","null","139","99","null","null","30","null","33","null","67","null","72","null",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","1540","null","140","null","92","76","null","null","2","null","4","null","87","34","null","null","26","null","23","null","52","null","33","null","92","null","45","null","36","null","28","null","60","36","null","null","76","null","50","null","125","null","49","null","211","null","70","null","232","null","79","null","146","null","55","null","97","42","null","null","153","null","67","null","53","null","35","null",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","723","null","74","null","24","17","null","null","5","null","8","null","19","15","null","null","38","null","22","null","10","null","11","null","40","null","31","null","43","null","27","null","38","18","null","null","31","null","26","null","48","null","24","null","112","null","37","null","119","null","38","null","86","null","32","null","26","17","null","null","53","null","22","null","31","null","24","null",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","1729","null","114","null","51","32","null","null","35","null","26","null","26","22","null","null","65","null","43","null","86","null","50","null","106","null","55","null","91","null","42","null","8","13","null","null","110","null","38","null","305","null","93","null","259","null","86","null","210","null","68","null","165","null","59","null","106","43","null","null","49","null","34","null","57","null","32","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","1128","null","126","null","72","39","null","null","35","null","28","null","46","34","null","null","35","null","25","null","53","null","29","null","28","null","25","null","83","null","39","null","26","23","null","null","92","null","40","null","165","null","50","null","161","null","58","null","142","null","52","null","100","null","63","null","45","31","null","null","27","null","25","null","18","null","19","null",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","1425","null","175","null","49","34","null","null","88","null","61","null","44","30","null","null","74","null","47","null","55","null","32","null","151","null","85","null","90","null","61","null","38","27","null","null","48","null","33","null","200","null","70","null","180","null","69","null","157","null","62","null","197","null","93","null","11","17","null","null","43","null","47","null","0","null","12","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","3301","null","248","null","114","101","null","null","45","null","41","null","26","31","null","null","87","null","53","null","172","null","84","null","294","null","127","null","219","null","78","null","184","103","null","null","308","null","105","null","299","null","120","null","334","null","112","null","558","null","137","null","234","null","101","null","114","55","null","null","257","null","94","null","56","null","45","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","1708","null","145","null","44","29","null","null","9","null","13","null","76","40","null","null","83","null","40","null","122","null","62","null","142","null","63","null","111","null","53","null","113","68","null","null","143","null","88","null","137","null","64","null","178","null","52","null","289","null","71","null","115","null","48","null","26","24","null","null","73","null","37","null","47","null","31","null",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","1100","null","107","null","27","25","null","null","45","null","63","null","40","24","null","null","35","null","32","null","46","null","27","null","86","null","39","null","29","null","22","null","51","36","null","null","112","null","58","null","96","null","59","null","246","null","109","null","155","null","55","null","63","null","40","null","22","34","null","null","29","null","27","null","18","null","22","null",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","1770","null","171","null","46","31","null","null","108","null","71","null","205","106","null","null","198","null","100","null","94","null","65","null","145","null","69","null","107","null","64","null","169","90","null","null","90","null","52","null","75","null","43","null","194","null","72","null","164","null","71","null","96","null","48","null","23","22","null","null","10","null","17","null","46","null","30","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","1124","null","130","null","2","3","null","null","39","null","29","null","68","56","null","null","31","null","41","null","66","null","61","null","72","null","53","null","74","null","61","null","65","53","null","null","78","null","50","null","159","null","84","null","256","null","106","null","121","null","63","null","18","null","19","null","25","24","null","null","33","null","31","null","17","null","25","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","743","null","111","null","150","68","null","null","57","null","52","null","17","19","null","null","22","null","20","null","38","null","36","null","24","null","22","null","10","null","12","null","45","37","null","null","31","null","39","null","40","null","44","null","27","null","26","null","129","null","79","null","110","null","61","null","21","20","null","null","21","null","28","null","1","null","6","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","1753","null","157","null","78","75","null","null","51","null","49","null","68","46","null","null","15","null","25","null","43","null","22","null","47","null","50","null","51","null","32","null","130","58","null","null","105","null","59","null","137","null","85","null","201","null","74","null","383","null","107","null","103","null","52","null","149","69","null","null","94","null","41","null","98","null","58","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","2065","null","235","null","37","35","null","null","55","null","42","null","64","66","null","null","0","null","17","null","53","null","46","null","81","null","92","null","49","null","37","null","116","87","null","null","35","null","44","null","197","null","138","null","145","null","95","null","251","null","132","null","315","null","135","null","133","73","null","null","297","null","138","null","237","null","124","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","1192","null","136","null","92","53","null","null","24","null","22","null","24","24","null","null","33","null","27","null","40","null","29","null","41","null","29","null","43","null","25","null","36","34","null","null","58","null","46","null","152","null","75","null","244","null","85","null","251","null","97","null","86","null","50","null","28","21","null","null","28","null","25","null","12","null","15","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","1414","null","225","null","52","43","null","null","0","null","17","null","85","92","null","null","54","null","58","null","91","null","98","null","122","null","101","null","26","null","31","null","79","77","null","null","79","null","59","null","277","null","152","null","180","null","132","null","187","null","84","null","127","null","63","null","27","31","null","null","12","null","17","null","16","null","25","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","1076","null","120","null","20","15","null","null","0","null","12","null","47","29","null","null","61","null","37","null","70","null","44","null","65","null","34","null","96","null","78","null","68","49","null","null","41","null","41","null","137","null","71","null","218","null","76","null","134","null","70","null","60","null","38","null","38","30","null","null","7","null","11","null","14","null","15","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","1480","null","188","null","50","52","null","null","41","null","64","null","36","34","null","null","17","null","26","null","52","null","65","null","14","null","23","null","0","null","17","null","131","89","null","null","53","null","43","null","69","null","60","null","195","null","93","null","307","null","169","null","274","null","135","null","68","45","null","null","157","null","89","null","16","null","25","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","745","null","123","null","7","12","null","null","40","null","25","null","5","9","null","null","8","null","13","null","22","null","23","null","8","null","13","null","26","null","23","null","76","64","null","null","15","null","17","null","126","null","62","null","144","null","79","null","190","null","84","null","31","null","25","null","36","26","null","null","11","null","12","null","0","null","17","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","968","null","136","null","84","62","null","null","24","null","23","null","58","50","null","null","22","null","20","null","40","null","40","null","50","null","40","null","55","null","35","null","8","13","null","null","46","null","42","null","94","null","53","null","185","null","71","null","127","null","54","null","69","null","36","null","24","37","null","null","82","null","50","null","0","null","17","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","892","null","131","null","140","80","null","null","93","null","57","null","105","58","null","null","44","null","36","null","29","null","26","null","52","null","30","null","55","null","39","null","40","40","null","null","57","null","38","null","44","null","30","null","59","null","46","null","129","null","62","null","26","null","24","null","19","24","null","null","0","null","17","null","0","null","17","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","1071","null","186","null","209","103","null","null","141","null","84","null","54","35","null","null","139","null","76","null","64","null","39","null","83","null","48","null","50","null","68","null","10","14","null","null","35","null","45","null","128","null","73","null","36","null","32","null","64","null","37","null","50","null","43","null","8","12","null","null","0","null","17","null","0","null","17","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","446","null","58","null","16","16","null","null","13","null","13","null","6","10","null","null","20","null","14","null","16","null","13","null","33","null","29","null","43","null","22","null","19","12","null","null","33","null","20","null","56","null","28","null","36","null","21","null","76","null","36","null","49","null","31","null","17","17","null","null","8","null","11","null","5","null","9","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","850","null","118","null","0","12","null","null","18","null","19","null","62","48","null","null","22","null","25","null","57","null","44","null","84","null","62","null","82","null","66","null","21","20","null","null","19","null","21","null","84","null","57","null","92","null","62","null","153","null","80","null","114","null","76","null","0","12","null","null","42","null","40","null","0","null","12","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","123","null","50","null","13","21","null","null","11","null","16","null","19","23","null","null","2","null","4","null","15","null","24","null","0","null","12","null","9","null","14","null","0","12","null","null","0","null","12","null","14","null","16","null","0","null","12","null","14","null","22","null","12","null","13","null","0","12","null","null","14","null","21","null","0","null","12","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","536","null","138","null","45","41","null","null","7","null","10","null","21","19","null","null","81","null","59","null","46","null","37","null","18","null","23","null","35","null","36","null","61","48","null","null","6","null","10","null","69","null","47","null","72","null","44","null","30","null","28","null","12","null","20","null","0","17","null","null","8","null","13","null","25","null","31","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","429","null","88","null","22","26","null","null","9","null","9","null","29","26","null","null","8","null","12","null","54","null","62","null","16","null","17","null","23","null","20","null","26","31","null","null","58","null","37","null","50","null","32","null","41","null","27","null","63","null","38","null","0","null","12","null","5","9","null","null","25","null","34","null","0","null","12","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","2401","null","246","null","192","122","null","null","28","null","32","null","57","47","null","null","39","null","35","null","45","null","42","null","68","null","58","null","58","null","48","null","59","47","null","null","83","null","72","null","255","null","153","null","242","null","106","null","325","null","120","null","325","null","122","null","331","137","null","null","72","null","47","null","222","null","103","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","1721","null","163","null","113","79","null","null","45","null","39","null","33","30","null","null","97","null","59","null","77","null","64","null","49","null","32","null","43","null","32","null","41","31","null","null","63","null","42","null","170","null","88","null","139","null","70","null","254","null","78","null","192","null","57","null","192","86","null","null","74","null","42","null","139","null","55","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","1020","null","119","null","16","18","null","null","9","null","15","null","18","19","null","null","18","null","19","null","55","null","43","null","14","null","18","null","13","null","18","null","0","17","null","null","64","null","40","null","163","null","79","null","91","null","53","null","212","null","88","null","105","null","53","null","99","89","null","null","113","null","88","null","30","null","28","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","1640","null","251","null","18","29","null","null","21","null","29","null","17","27","null","null","17","null","28","null","61","null","97","null","87","null","66","null","34","null","41","null","41","39","null","null","46","null","43","null","111","null","91","null","223","null","151","null","252","null","118","null","420","null","142","null","78","64","null","null","74","null","62","null","140","null","69","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","1115","null","126","null","20","23","null","null","9","null","14","null","84","83","null","null","21","null","19","null","29","null","32","null","42","null","36","null","8","null","12","null","97","63","null","null","70","null","68","null","37","null","28","null","229","null","87","null","128","null","63","null","121","null","61","null","77","45","null","null","91","null","43","null","52","null","32","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","993","null","137","null","51","35","null","null","7","null","11","null","6","10","null","null","43","null","39","null","16","null","17","null","86","null","65","null","44","null","38","null","33","25","null","null","65","null","52","null","74","null","52","null","157","null","70","null","141","null","87","null","168","null","73","null","43","40","null","null","37","null","38","null","22","null","21","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","1041","null","156","null","0","17","null","null","31","null","29","null","0","17","null","null","11","null","18","null","0","null","17","null","25","null","25","null","39","null","44","null","111","80","null","null","59","null","61","null","63","null","48","null","193","null","92","null","189","null","110","null","159","null","93","null","95","50","null","null","36","null","29","null","30","null","29","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","1131","null","122","null","27","27","null","null","11","null","18","null","0","17","null","null","18","null","23","null","0","null","17","null","29","null","27","null","63","null","52","null","17","19","null","null","54","null","50","null","127","null","60","null","57","null","45","null","100","null","55","null","248","null","102","null","109","47","null","null","141","null","58","null","130","null","59","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","2422","null","174","null","68","44","null","null","84","null","54","null","53","43","null","null","55","null","43","null","187","null","102","null","178","null","70","null","126","null","75","null","132","92","null","null","101","null","61","null","213","null","84","null","218","null","105","null","461","null","138","null","164","null","65","null","167","78","null","null","149","null","72","null","66","null","47","null",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","699","null","80","null","4","8","null","null","15","null","14","null","18","15","null","null","13","null","14","null","24","null","18","null","41","null","28","null","63","null","45","null","33","25","null","null","31","null","25","null","86","null","38","null","114","null","56","null","81","null","37","null","114","null","43","null","22","19","null","null","16","null","14","null","24","null","22","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","765","null","87","null","8","13","null","null","28","null","43","null","7","11","null","null","16","null","18","null","34","null","48","null","0","null","12","null","35","null","28","null","26","23","null","null","25","null","21","null","34","null","41","null","75","null","50","null","110","null","58","null","147","null","59","null","59","58","null","null","66","null","42","null","95","null","57","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","264","null","49","null","7","10","null","null","0","null","12","null","4","7","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","6","10","null","null","21","null","17","null","17","null","17","null","27","null","25","null","58","null","30","null","60","null","30","null","9","13","null","null","38","null","29","null","17","null","13","null",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","1806","null","188","null","134","91","null","null","0","null","19","null","61","77","null","null","17","null","29","null","36","null","36","null","100","null","94","null","144","null","125","null","102","79","null","null","137","null","86","null","160","null","125","null","96","null","68","null","438","null","184","null","166","null","106","null","57","52","null","null","30","null","35","null","128","null","127","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","1931","null","197","null","56","44","null","null","42","null","49","null","0","19","null","null","43","null","47","null","19","null","30","null","136","null","112","null","72","null","57","null","142","75","null","null","0","null","19","null","65","null","58","null","389","null","164","null","407","null","176","null","290","null","141","null","167","85","null","null","58","null","37","null","45","null","43","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","360","null","57","null","15","18","null","null","7","null","10","null","16","17","null","null","9","null","13","null","10","null","12","null","20","null","21","null","27","null","34","null","25","31","null","null","56","null","37","null","35","null","21","null","32","null","24","null","43","null","28","null","58","null","40","null","7","10","null","null","0","null","12","null","0","null","12","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","2256","null","210","null","40","41","null","null","14","null","23","null","15","24","null","null","29","null","35","null","33","null","46","null","29","null","32","null","147","null","118","null","63","59","null","null","115","null","75","null","164","null","76","null","333","null","140","null","619","null","177","null","171","null","108","null","339","187","null","null","68","null","60","null","77","null","59","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","1315","null","118","null","76","56","null","null","42","null","44","null","60","46","null","null","55","null","49","null","51","null","36","null","51","null","43","null","110","null","55","null","51","31","null","null","78","null","58","null","164","null","71","null","186","null","83","null","141","null","75","null","172","null","65","null","18","21","null","null","49","null","33","null","11","null","17","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","1426","null","184","null","21","33","null","null","39","null","44","null","36","41","null","null","75","null","64","null","174","null","107","null","57","null","66","null","96","null","87","null","101","94","null","null","81","null","90","null","91","null","102","null","191","null","99","null","231","null","106","null","146","null","84","null","75","58","null","null","12","null","20","null","0","null","12","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","830","null","100","null","13","14","null","null","41","null","34","null","23","24","null","null","6","null","9","null","67","null","38","null","63","null","37","null","44","null","37","null","40","38","null","null","54","null","47","null","85","null","50","null","74","null","40","null","123","null","54","null","147","null","59","null","36","35","null","null","14","null","14","null","0","null","12","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","1487","null","137","null","91","51","null","null","79","null","62","null","43","35","null","null","75","null","52","null","92","null","47","null","62","null","44","null","129","null","61","null","103","58","null","null","108","null","54","null","184","null","83","null","183","null","76","null","101","null","61","null","115","null","60","null","70","64","null","null","52","null","38","null","0","null","12","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","1781","null","184","null","63","46","null","null","0","null","17","null","10","17","null","null","12","null","21","null","15","null","26","null","70","null","55","null","100","null","84","null","40","53","null","null","105","null","124","null","228","null","144","null","334","null","135","null","444","null","130","null","205","null","124","null","26","31","null","null","12","null","20","null","117","null","96","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","1030","null","112","null","21","23","null","null","9","null","13","null","19","20","null","null","41","null","33","null","48","null","33","null","61","null","42","null","36","null","33","null","17","18","null","null","31","null","29","null","93","null","58","null","83","null","48","null","294","null","99","null","121","null","56","null","75","42","null","null","50","null","45","null","31","null","30","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","1434","null","112","null","48","32","null","null","52","null","50","null","8","13","null","null","47","null","32","null","70","null","63","null","60","null","40","null","28","null","26","null","57","49","null","null","35","null","29","null","193","null","82","null","86","null","41","null","425","null","126","null","135","null","81","null","144","75","null","null","17","null","16","null","29","null","22","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","1520","null","123","null","40","50","null","null","47","null","33","null","24","27","null","null","19","null","23","null","46","null","46","null","14","null","24","null","49","null","35","null","107","58","null","null","57","null","39","null","113","null","62","null","260","null","74","null","407","null","117","null","149","null","74","null","110","56","null","null","49","null","40","null","29","null","33","null",
