"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","15","18","null","null","0","132","null","null","0","null","132","null","8","10","null","null","0","132","null","null","0","null","132","null","0","null","132","null","7","11","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","76","59","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","26","39","null","null","50","null","58","null","0","132","null","null","0","null","132","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","37","22","null","null","0","132","null","null","4","null","6","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","7","10","null","null","0","null","132","null","0","132","null","null","7","null","10","null","0","132","null","null","19","17","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","157","93","null","null","0","132","null","null","0","null","132","null","0","132","null","null","29","47","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","60","66","null","null","0","null","132","null","0","132","null","null","18","23","null","null","0","null","132","null","0","132","null","null","50","null","60","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","24","41","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","24","null","41","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","27","25","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","18","21","null","null","0","null","132","null","0","132","null","null","7","10","null","null","0","null","132","null","2","5","null","null","0","null","132","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","31","23","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","15","null","16","null","0","132","null","null","8","13","null","null","8","null","12","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","23","25","null","null","5","8","null","null","0","null","132","null","0","132","null","null","0","132","null","null","2","null","4","null","0","null","132","null","0","132","null","null","0","132","null","null","16","null","24","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","40","44","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","14","21","null","null","0","132","null","null","0","null","132","null","26","41","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","10","11","null","null","7","12","null","null","0","null","132","null","3","4","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","44","44","null","null","4","7","null","null","0","null","132","null","0","132","null","null","0","132","null","null","0","null","132","null","0","null","132","null","0","132","null","null","8","14","null","null","0","null","132","null","5","9","null","null","0","null","132","null","27","40","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1284","146","null","null","142","63","null","null","81","null","57","null","88","52","null","null","142","62","null","null","75","null","52","null","100","null","47","null","50","35","null","null","36","22","null","null","66","null","46","null","77","42","null","null","102","null","46","null","165","69","null","null","61","39","null","null","32","null","29","null","27","36","null","null","40","null","60","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","723","159","null","null","55","47","null","null","5","null","7","null","37","41","null","null","39","37","null","null","14","null","18","null","23","null","21","null","75","52","null","null","54","42","null","null","27","null","25","null","43","31","null","null","92","null","63","null","152","82","null","null","61","43","null","null","6","null","10","null","17","20","null","null","23","null","36","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1551","251","null","null","86","64","null","null","217","null","123","null","27","26","null","null","32","33","null","null","75","null","63","null","71","null","72","null","103","137","null","null","42","36","null","null","107","null","95","null","105","82","null","null","231","null","155","null","261","115","null","null","78","84","null","null","65","null","90","null","23","35","null","null","28","null","40","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1414","183","null","null","82","62","null","null","151","null","93","null","52","46","null","null","13","13","null","null","77","null","48","null","103","null","65","null","155","82","null","null","136","97","null","null","77","null","64","null","57","39","null","null","147","null","97","null","197","87","null","null","85","53","null","null","66","null","52","null","10","12","null","null","6","null","9","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","673","115","null","null","104","69","null","null","67","null","45","null","44","32","null","null","41","27","null","null","18","null","14","null","35","null","25","null","40","28","null","null","50","35","null","null","21","null","24","null","36","28","null","null","62","null","39","null","100","54","null","null","29","26","null","null","17","null","22","null","0","132","null","null","9","null","15","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","778","167","null","null","50","34","null","null","54","null","64","null","76","52","null","null","14","25","null","null","30","null","35","null","53","null","62","null","13","20","null","null","0","132","null","null","22","null","34","null","58","50","null","null","57","null","49","null","189","98","null","null","15","25","null","null","15","null","25","null","93","90","null","null","39","null","64","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","949","213","null","null","77","79","null","null","123","null","90","null","28","33","null","null","67","59","null","null","0","null","132","null","43","null","45","null","60","52","null","null","48","55","null","null","66","null","65","null","127","111","null","null","95","null","60","null","173","80","null","null","0","132","null","null","27","null","34","null","0","132","null","null","15","null","27","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1328","183","null","null","65","41","null","null","165","null","75","null","154","56","null","null","86","49","null","null","135","null","59","null","95","null","40","null","164","108","null","null","37","28","null","null","69","null","41","null","66","40","null","null","152","null","98","null","82","46","null","null","29","27","null","null","17","null","17","null","12","16","null","null","0","null","132","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1382","197","null","null","200","111","null","null","67","null","52","null","124","82","null","null","185","120","null","null","144","null","84","null","104","null","69","null","19","31","null","null","68","56","null","null","56","null","51","null","112","85","null","null","147","null","92","null","87","62","null","null","46","54","null","null","5","null","16","null","0","132","null","null","18","null","30","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","1820","222","null","null","114","89","null","null","42","null","39","null","92","92","null","null","167","103","null","null","203","null","109","null","66","null","50","null","140","96","null","null","73","56","null","null","78","null","84","null","182","109","null","null","213","null","100","null","196","117","null","null","139","81","null","null","33","null","32","null","51","48","null","null","31","null","30","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1251","114","null","null","109","61","null","null","96","null","52","null","115","54","null","null","67","61","null","null","85","null","54","null","119","null","89","null","89","59","null","null","41","36","null","null","69","null","53","null","37","34","null","null","182","null","76","null","77","39","null","null","117","79","null","null","25","null","25","null","22","26","null","null","1","null","9","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","728","94","null","null","95","50","null","null","67","null","36","null","89","37","null","null","117","44","null","null","40","null","31","null","33","null","24","null","27","26","null","null","29","29","null","null","21","null","20","null","30","25","null","null","31","null","23","null","89","44","null","null","20","20","null","null","15","null","17","null","25","24","null","null","0","null","132","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1045","100","null","null","104","60","null","null","72","null","32","null","75","31","null","null","97","36","null","null","55","null","28","null","60","null","22","null","42","24","null","null","50","30","null","null","52","null","31","null","91","33","null","null","120","null","59","null","90","36","null","null","71","31","null","null","31","null","25","null","15","12","null","null","20","null","18","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","206","64","null","null","4","7","null","null","26","null","23","null","30","33","null","null","0","132","null","null","11","null","17","null","5","null","13","null","8","13","null","null","20","19","null","null","14","null","19","null","13","25","null","null","15","null","20","null","12","21","null","null","41","32","null","null","3","null","8","null","4","8","null","null","0","null","132","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","285","93","null","null","0","132","null","null","10","null","17","null","0","132","null","null","41","37","null","null","37","null","48","null","0","null","132","null","18","28","null","null","12","19","null","null","20","null","22","null","38","46","null","null","18","null","22","null","45","24","null","null","6","10","null","null","36","null","42","null","4","10","null","null","0","null","132","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","330","115","null","null","11","16","null","null","12","null","19","null","24","29","null","null","0","132","null","null","23","null","26","null","11","null","18","null","10","15","null","null","0","132","null","null","0","null","132","null","65","41","null","null","143","null","98","null","21","24","null","null","10","15","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","145","68","null","null","0","132","null","null","14","null","23","null","0","132","null","null","0","132","null","null","15","null","24","null","10","null","17","null","0","132","null","null","28","33","null","null","29","null","39","null","0","132","null","null","0","null","132","null","31","31","null","null","0","132","null","null","18","null","32","null","0","132","null","null","0","null","132","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","109","76","null","null","0","132","null","null","16","null","27","null","0","132","null","null","0","132","null","null","0","null","132","null","16","null","26","null","0","132","null","null","64","66","null","null","0","null","132","null","0","132","null","null","13","null","20","null","0","132","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","664","180","null","null","48","35","null","null","24","null","37","null","0","132","null","null","23","23","null","null","91","null","64","null","75","null","64","null","36","52","null","null","77","50","null","null","41","null","46","null","58","57","null","null","61","null","51","null","46","58","null","null","43","34","null","null","0","null","132","null","30","36","null","null","11","null","18","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","952","215","null","null","82","48","null","null","78","null","43","null","74","49","null","null","97","56","null","null","38","null","30","null","138","null","107","null","79","69","null","null","25","29","null","null","59","null","52","null","58","43","null","null","67","null","45","null","88","56","null","null","50","45","null","null","0","null","132","null","10","15","null","null","9","null","14","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","564","161","null","null","58","45","null","null","44","null","56","null","34","29","null","null","24","28","null","null","22","null","25","null","4","null","6","null","0","132","null","null","32","30","null","null","19","null","22","null","72","41","null","null","22","null","24","null","67","46","null","null","53","35","null","null","38","null","61","null","21","24","null","null","54","null","55","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1729","158","null","null","163","69","null","null","65","null","42","null","45","26","null","null","115","74","null","null","142","null","61","null","169","null","85","null","169","100","null","null","102","65","null","null","48","null","39","null","96","46","null","null","140","null","58","null","220","100","null","null","147","66","null","null","34","null","30","null","48","33","null","null","26","null","21","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","425","112","null","null","10","18","null","null","0","null","132","null","0","132","null","null","0","132","null","null","58","null","55","null","87","null","73","null","30","46","null","null","7","14","null","null","39","null","48","null","51","59","null","null","77","null","62","null","57","47","null","null","0","132","null","null","0","null","132","null","9","15","null","null","0","null","132","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","205","92","null","null","11","18","null","null","0","null","132","null","29","35","null","null","0","132","null","null","12","null","19","null","24","null","39","null","15","23","null","null","24","28","null","null","0","null","132","null","0","132","null","null","9","null","15","null","28","32","null","null","34","47","null","null","0","null","132","null","19","26","null","null","0","null","132","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","1049","149","null","null","81","66","null","null","33","null","31","null","42","36","null","null","10","18","null","null","25","null","28","null","78","null","65","null","167","118","null","null","58","66","null","null","27","null","31","null","65","46","null","null","171","null","97","null","166","84","null","null","111","88","null","null","0","null","132","null","15","24","null","null","0","null","132","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","933","180","null","null","75","62","null","null","50","null","46","null","110","61","null","null","77","87","null","null","59","null","50","null","76","null","55","null","36","37","null","null","49","43","null","null","44","null","46","null","125","96","null","null","77","null","82","null","38","41","null","null","88","83","null","null","0","null","132","null","11","19","null","null","18","null","29","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1630","160","null","null","99","57","null","null","75","null","79","null","86","66","null","null","81","75","null","null","14","null","24","null","72","null","46","null","44","49","null","null","81","54","null","null","138","null","90","null","175","96","null","null","281","null","142","null","264","109","null","null","134","71","null","null","86","null","82","null","0","132","null","null","0","null","132","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","1267","179","null","null","64","62","null","null","133","null","123","null","73","60","null","null","150","119","null","null","124","null","76","null","74","null","62","null","122","102","null","null","86","82","null","null","96","null","72","null","133","76","null","null","45","null","40","null","68","53","null","null","46","52","null","null","12","null","21","null","41","37","null","null","0","null","132","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1283","186","null","null","79","79","null","null","63","null","53","null","57","71","null","null","35","37","null","null","81","null","49","null","76","null","67","null","68","48","null","null","169","93","null","null","104","null","85","null","112","84","null","null","70","null","47","null","193","80","null","null","109","74","null","null","36","null","33","null","31","33","null","null","0","null","132","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","1040","162","null","null","118","73","null","null","68","null","59","null","52","36","null","null","115","87","null","null","44","null","43","null","14","null","24","null","52","40","null","null","102","67","null","null","57","null","49","null","77","54","null","null","64","null","61","null","161","89","null","null","48","40","null","null","17","null","26","null","30","31","null","null","21","null","24","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1325","171","null","null","38","34","null","null","30","null","33","null","60","65","null","null","119","81","null","null","70","null","76","null","95","null","54","null","27","30","null","null","59","43","null","null","61","null","46","null","140","74","null","null","142","null","67","null","217","84","null","null","145","87","null","null","92","null","61","null","16","19","null","null","14","null","24","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","2823","219","null","null","39","30","null","null","52","null","47","null","142","102","null","null","53","52","null","null","81","null","57","null","56","null","45","null","52","47","null","null","132","88","null","null","163","null","74","null","183","86","null","null","371","null","120","null","506","127","null","null","414","110","null","null","259","null","103","null","183","77","null","null","137","null","95","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2204","134","null","null","41","38","null","null","16","null","25","null","12","21","null","null","32","30","null","null","94","null","63","null","27","null","30","null","88","42","null","null","30","29","null","null","94","null","57","null","127","65","null","null","266","null","96","null","380","115","null","null","409","104","null","null","211","null","85","null","213","75","null","null","164","null","70","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1353","173","null","null","36","40","null","null","69","null","63","null","55","66","null","null","106","80","null","null","54","null","68","null","158","null","98","null","80","57","null","null","33","40","null","null","35","null","29","null","110","66","null","null","176","null","85","null","165","92","null","null","206","114","null","null","48","null","53","null","0","132","null","null","22","null","35","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1361","147","null","null","79","86","null","null","87","null","68","null","34","36","null","null","29","33","null","null","62","null","51","null","77","null","55","null","96","66","null","null","111","81","null","null","107","null","63","null","78","50","null","null","180","null","93","null","130","71","null","null","113","64","null","null","98","null","63","null","51","47","null","null","29","null","31","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1546","159","null","null","66","57","null","null","62","null","59","null","20","24","null","null","68","54","null","null","130","null","56","null","66","null","41","null","52","31","null","null","76","44","null","null","31","null","30","null","195","101","null","null","123","null","47","null","245","107","null","null","135","67","null","null","101","null","53","null","88","64","null","null","88","null","46","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1221","119","null","null","97","66","null","null","16","null","20","null","16","19","null","null","9","14","null","null","12","null","19","null","53","null","41","null","52","47","null","null","83","48","null","null","45","null","33","null","72","43","null","null","229","null","69","null","211","67","null","null","107","54","null","null","101","null","53","null","72","41","null","null","46","null","31","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1293","136","null","null","76","39","null","null","140","null","87","null","38","36","null","null","28","24","null","null","67","null","56","null","104","null","90","null","80","61","null","null","57","38","null","null","22","null","27","null","113","70","null","null","184","null","76","null","146","64","null","null","145","72","null","null","40","null","41","null","14","17","null","null","39","null","37","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","910","178","null","null","17","29","null","null","89","null","75","null","31","35","null","null","54","68","null","null","35","null","33","null","27","null","27","null","30","25","null","null","81","48","null","null","84","null","53","null","131","108","null","null","108","null","65","null","69","47","null","null","110","76","null","null","0","null","132","null","33","36","null","null","11","null","17","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1182","103","null","null","38","29","null","null","47","null","47","null","28","27","null","null","49","33","null","null","52","null","48","null","61","null","58","null","83","66","null","null","87","59","null","null","67","null","48","null","137","73","null","null","93","null","41","null","218","77","null","null","101","55","null","null","47","null","36","null","56","41","null","null","18","null","20","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","791","111","null","null","28","43","null","null","43","null","35","null","8","14","null","null","29","43","null","null","98","null","67","null","27","null","25","null","110","89","null","null","25","28","null","null","36","null","32","null","69","46","null","null","91","null","47","null","156","71","null","null","30","33","null","null","8","null","13","null","11","18","null","null","22","null","25","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1963","214","null","null","65","65","null","null","80","null","73","null","57","76","null","null","128","84","null","null","74","null","71","null","7","null","11","null","41","35","null","null","94","71","null","null","103","null","64","null","137","75","null","null","174","null","98","null","418","182","null","null","253","95","null","null","158","null","80","null","77","50","null","null","97","null","53","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1240","124","null","null","86","58","null","null","36","null","47","null","8","12","null","null","59","36","null","null","45","null","39","null","37","null","36","null","81","82","null","null","38","29","null","null","46","null","35","null","89","62","null","null","140","null","79","null","252","100","null","null","124","59","null","null","109","null","61","null","51","37","null","null","39","null","45","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","657","124","null","null","86","53","null","null","46","null","35","null","48","52","null","null","67","49","null","null","69","null","52","null","12","null","18","null","47","49","null","null","48","55","null","null","24","null","26","null","39","40","null","null","115","null","75","null","56","42","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","2239","240","null","null","354","161","null","null","126","null","70","null","75","81","null","null","125","100","null","null","74","null","69","null","191","null","132","null","38","46","null","null","45","33","null","null","58","null","58","null","122","90","null","null","195","null","107","null","229","102","null","null","268","95","null","null","210","null","86","null","68","52","null","null","61","null","68","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","488","96","null","null","142","77","null","null","37","null","32","null","79","55","null","null","47","58","null","null","6","null","10","null","54","null","48","null","20","22","null","null","79","15","null","null","0","null","132","null","0","132","null","null","8","null","13","null","16","18","null","null","0","132","null","null","0","null","132","null","0","132","null","null","0","null","132","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1425","157","null","null","84","66","null","null","34","null","36","null","70","49","null","null","41","35","null","null","13","null","20","null","92","null","47","null","47","48","null","null","31","32","null","null","46","null","56","null","77","55","null","null","132","null","75","null","209","91","null","null","236","96","null","null","142","null","76","null","155","81","null","null","16","null","21","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","1895","248","null","null","326","145","null","null","189","null","98","null","58","64","null","null","121","72","null","null","84","null","81","null","106","null","74","null","82","56","null","null","114","86","null","null","86","null","64","null","152","75","null","null","178","null","97","null","158","83","null","null","157","100","null","null","47","null","45","null","23","29","null","null","14","null","25","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","1074","118","null","null","95","71","null","null","68","null","56","null","55","56","null","null","123","92","null","null","44","null","38","null","72","null","54","null","15","20","null","null","82","65","null","null","32","null","29","null","124","74","null","null","49","null","37","null","104","47","null","null","89","62","null","null","53","null","53","null","53","38","null","null","16","null","18","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1798","203","null","null","56","53","null","null","0","null","132","null","27","42","null","null","140","113","null","null","92","null","87","null","54","null","49","null","57","50","null","null","28","32","null","null","95","null","96","null","183","115","null","null","180","null","92","null","300","123","null","null","291","133","null","null","58","null","47","null","112","56","null","null","125","null","71","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1904","190","null","null","73","95","null","null","79","null","102","null","58","61","null","null","49","49","null","null","85","null","75","null","25","null","29","null","54","40","null","null","69","81","null","null","60","null","55","null","465","157","null","null","219","null","77","null","320","120","null","null","161","117","null","null","127","null","75","null","60","60","null","null","0","null","132","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1434","228","null","null","154","84","null","null","126","null","87","null","24","25","null","null","96","80","null","null","73","null","67","null","34","null","54","null","62","43","null","null","32","28","null","null","43","null","33","null","147","93","null","null","368","null","128","null","114","63","null","null","127","89","null","null","20","null","21","null","14","24","null","null","0","null","132","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1473","187","null","null","137","77","null","null","50","null","44","null","49","40","null","null","62","49","null","null","122","null","61","null","93","null","62","null","132","96","null","null","41","51","null","null","67","null","45","null","77","52","null","null","135","null","73","null","116","70","null","null","87","60","null","null","31","null","30","null","133","69","null","null","141","null","62","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","839","126","null","null","51","39","null","null","45","null","33","null","39","36","null","null","58","36","null","null","10","null","11","null","36","null","29","null","46","34","null","null","66","45","null","null","14","null","17","null","131","68","null","null","154","null","57","null","115","52","null","null","50","31","null","null","0","null","132","null","24","21","null","null","0","null","132","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","658","97","null","null","61","58","null","null","60","null","37","null","16","19","null","null","67","48","null","null","14","null","14","null","44","null","33","null","29","25","null","null","29","29","null","null","46","null","35","null","51","33","null","null","74","null","49","null","77","35","null","null","54","52","null","null","0","null","132","null","36","33","null","null","0","null","132","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1636","326","null","null","35","57","null","null","32","null","44","null","115","90","null","null","76","68","null","null","57","null","54","null","73","null","89","null","172","128","null","null","47","55","null","null","12","null","19","null","151","113","null","null","189","null","132","null","368","181","null","null","224","124","null","null","37","null","35","null","48","78","null","null","0","null","132","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2353","288","null","null","24","28","null","null","182","null","95","null","162","105","null","null","126","96","null","null","17","null","27","null","144","null","94","null","151","93","null","null","116","99","null","null","33","null","37","null","221","146","null","null","276","null","113","null","318","150","null","null","218","114","null","null","130","null","73","null","124","72","null","null","111","null","69","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","1531","178","null","null","85","44","null","null","197","null","90","null","37","22","null","null","94","50","null","null","50","null","42","null","82","null","51","null","49","35","null","null","115","68","null","null","54","null","44","null","265","149","null","null","143","null","69","null","119","55","null","null","116","65","null","null","62","null","46","null","25","26","null","null","38","null","33","null",
