"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","1370","99","null","null","0","null","13","null","40","null","37","null","10","null","15","null","54","null","38","null","59","45","null","null","41","35","null","null","55","null","36","null","97","null","57","null","71","null","49","null","149","86","null","null","123","55","null","null","290","null","79","null","157","null","72","null","115","null","55","null","63","null","32","null","46","32","null","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","715","70","null","null","15","null","21","null","0","null","13","null","19","null","21","null","21","null","24","null","13","20","null","null","62","42","null","null","47","null","35","null","9","null","10","null","20","null","24","null","104","49","null","null","107","48","null","null","116","null","55","null","49","null","33","null","87","null","45","null","22","null","23","null","24","20","null","null",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","531","82","null","null","7","null","10","null","25","null","38","null","5","null","7","null","10","null","15","null","11","16","null","null","43","30","null","null","17","null","27","null","4","null","7","null","16","null","17","null","102","65","null","null","44","32","null","null","98","null","46","null","52","null","39","null","14","null","16","null","83","null","63","null","0","13","null","null",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","1593","92","null","null","30","null","27","null","22","null","25","null","34","null","41","null","49","null","52","null","37","35","null","null","36","29","null","null","40","null","42","null","93","null","57","null","55","null","43","null","208","81","null","null","244","91","null","null","309","null","104","null","226","null","81","null","93","null","57","null","55","null","38","null","62","50","null","null",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","1078","150","null","null","12","null","18","null","27","null","28","null","41","null","35","null","27","null","29","null","25","28","null","null","34","29","null","null","61","null","65","null","74","null","47","null","72","null","51","null","69","42","null","null","105","66","null","null","236","null","111","null","153","null","77","null","93","null","63","null","34","null","31","null","15","22","null","null",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","786","93","null","null","42","null","44","null","0","null","13","null","0","null","13","null","16","null","23","null","51","41","null","null","0","13","null","null","58","null","48","null","38","null","39","null","45","null","36","null","80","49","null","null","61","51","null","null","175","null","71","null","80","null","49","null","59","null","45","null","50","null","53","null","31","33","null","null",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","894","90","null","null","16","null","14","null","32","null","29","null","17","null","20","null","23","null","20","null","38","38","null","null","97","65","null","null","10","null","15","null","12","null","17","null","30","null","25","null","93","48","null","null","117","72","null","null","210","null","88","null","126","null","68","null","45","null","35","null","13","null","19","null","15","23","null","null",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","589","72","null","null","5","null","9","null","12","null","18","null","0","null","13","null","0","null","13","null","26","24","null","null","34","32","null","null","21","null","23","null","12","null","13","null","0","null","13","null","32","28","null","null","64","57","null","null","154","null","58","null","85","null","43","null","64","null","34","null","70","null","43","null","10","15","null","null",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","1401","173","null","null","69","null","50","null","132","null","100","null","164","null","105","null","59","null","54","null","26","31","null","null","75","49","null","null","115","null","88","null","135","null","97","null","108","null","94","null","130","81","null","null","167","93","null","null","90","null","57","null","82","null","48","null","15","null","20","null","18","null","26","null","16","25","null","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","511","116","null","null","4","null","7","null","0","null","13","null","4","null","7","null","46","null","62","null","12","18","null","null","55","63","null","null","42","null","59","null","16","null","20","null","21","null","22","null","87","71","null","null","45","33","null","null","51","null","35","null","45","null","28","null","66","null","70","null","4","null","8","null","13","19","null","null",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","761","116","null","null","79","null","60","null","52","null","53","null","0","null","19","null","23","null","23","null","55","57","null","null","25","24","null","null","80","null","59","null","18","null","22","null","86","null","53","null","87","64","null","null","116","71","null","null","33","null","26","null","48","null","36","null","38","null","36","null","21","null","22","null","0","19","null","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","1040","112","null","null","26","null","29","null","41","null","37","null","40","null","32","null","48","null","41","null","35","31","null","null","56","41","null","null","49","null","49","null","62","null","47","null","98","null","84","null","101","62","null","null","165","67","null","null","218","null","76","null","51","null","38","null","23","null","24","null","27","null","25","null","0","19","null","null",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","829","122","null","null","29","null","28","null","27","null","44","null","6","null","10","null","0","null","13","null","108","70","null","null","35","24","null","null","67","null","64","null","115","null","66","null","6","null","12","null","102","81","null","null","92","53","null","null","144","null","78","null","62","null","39","null","16","null","19","null","20","null","24","null","0","13","null","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","1928","164","null","null","14","null","23","null","43","null","42","null","79","null","81","null","31","null","46","null","55","56","null","null","31","37","null","null","13","null","20","null","154","null","120","null","73","null","48","null","123","77","null","null","115","89","null","null","154","null","85","null","362","null","130","null","215","null","135","null","202","null","97","null","264","132","null","null",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","1061","124","null","null","17","null","19","null","53","null","72","null","10","null","15","null","63","null","46","null","17","19","null","null","64","34","null","null","82","null","59","null","19","null","22","null","71","null","54","null","61","48","null","null","96","68","null","null","136","null","49","null","69","null","40","null","107","null","60","null","136","null","61","null","60","51","null","null",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","1345","128","null","null","101","null","68","null","52","null","52","null","38","null","45","null","48","null","37","null","45","31","null","null","65","35","null","null","28","null","25","null","67","null","50","null","46","null","36","null","69","51","null","null","135","70","null","null","222","null","84","null","115","null","59","null","106","null","50","null","168","null","82","null","40","32","null","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","1451","112","null","null","66","null","66","null","29","null","27","null","22","null","32","null","17","null","18","null","37","37","null","null","8","14","null","null","60","null","60","null","110","null","72","null","35","null","43","null","131","77","null","null","229","90","null","null","162","null","68","null","212","null","79","null","151","null","85","null","138","null","63","null","44","42","null","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","641","116","null","null","20","null","24","null","22","null","18","null","26","null","33","null","76","null","48","null","26","33","null","null","5","9","null","null","40","null","39","null","59","null","49","null","27","null","30","null","64","37","null","null","28","30","null","null","136","null","74","null","73","null","62","null","28","null","27","null","11","null","18","null","0","13","null","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","1243","117","null","null","107","null","81","null","63","null","56","null","32","null","24","null","19","null","22","null","77","55","null","null","79","69","null","null","39","null","26","null","75","null","51","null","106","null","55","null","85","53","null","null","140","87","null","null","90","null","58","null","130","null","63","null","89","null","46","null","52","null","36","null","60","51","null","null",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","1382","102","null","null","7","null","12","null","59","null","43","null","61","null","51","null","29","null","36","null","28","24","null","null","38","37","null","null","11","null","18","null","90","null","57","null","41","null","31","null","138","74","null","null","199","72","null","null","216","null","87","null","201","null","90","null","116","null","57","null","108","null","55","null","40","32","null","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","1299","109","null","null","13","null","21","null","26","null","27","null","25","null","38","null","39","null","30","null","34","25","null","null","19","28","null","null","13","null","19","null","69","null","48","null","89","null","51","null","89","64","null","null","124","65","null","null","186","null","83","null","248","null","87","null","127","null","58","null","94","null","43","null","104","67","null","null",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","1365","121","null","null","14","null","24","null","14","null","16","null","65","null","42","null","81","null","64","null","41","38","null","null","108","65","null","null","27","null","17","null","146","null","75","null","40","null","31","null","103","58","null","null","249","93","null","null","271","null","93","null","88","null","46","null","54","null","52","null","26","null","29","null","38","38","null","null",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","1167","152","null","null","24","null","25","null","18","null","20","null","27","null","31","null","27","null","28","null","95","72","null","null","90","71","null","null","37","null","33","null","126","null","72","null","73","null","81","null","185","85","null","null","82","44","null","null","168","null","62","null","72","null","36","null","56","null","35","null","58","null","44","null","29","31","null","null",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","1353","207","null","null","27","null","31","null","66","null","58","null","32","null","36","null","41","null","41","null","89","93","null","null","79","83","null","null","77","null","75","null","46","null","45","null","157","null","92","null","134","106","null","null","255","107","null","null","229","null","104","null","69","null","81","null","22","null","26","null","0","null","19","null","30","27","null","null",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","1409","122","null","null","11","null","16","null","43","null","35","null","82","null","79","null","50","null","54","null","42","33","null","null","53","43","null","null","74","null","57","null","32","null","31","null","179","null","101","null","128","71","null","null","123","69","null","null","204","null","69","null","202","null","82","null","33","null","31","null","79","null","46","null","74","52","null","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","1383","134","null","null","77","null","60","null","55","null","46","null","18","null","21","null","6","null","10","null","29","28","null","null","78","49","null","null","72","null","51","null","61","null","43","null","97","null","70","null","120","90","null","null","168","88","null","null","180","null","76","null","196","null","79","null","80","null","51","null","97","null","52","null","49","37","null","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","1506","141","null","null","42","null","55","null","58","null","49","null","35","null","29","null","26","null","25","null","70","58","null","null","54","41","null","null","67","null","44","null","74","null","61","null","10","null","15","null","74","53","null","null","75","48","null","null","278","null","110","null","223","null","84","null","210","null","85","null","119","null","50","null","91","46","null","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","1106","107","null","null","0","null","13","null","87","null","62","null","72","null","61","null","12","null","21","null","50","37","null","null","36","35","null","null","25","null","25","null","86","null","53","null","33","null","33","null","132","83","null","null","119","71","null","null","123","null","59","null","72","null","42","null","126","null","56","null","20","null","22","null","113","92","null","null",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","1542","103","null","null","30","null","23","null","15","null","17","null","24","null","27","null","47","null","35","null","35","26","null","null","45","46","null","null","34","null","29","null","71","null","60","null","48","null","26","null","117","70","null","null","318","103","null","null","316","null","94","null","164","null","70","null","144","null","61","null","77","null","44","null","57","49","null","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","860","90","null","null","4","null","8","null","12","null","19","null","0","null","13","null","20","null","25","null","8","13","null","null","26","27","null","null","21","null","21","null","25","null","27","null","27","null","29","null","26","23","null","null","70","51","null","null","157","null","64","null","154","null","72","null","116","null","54","null","132","null","50","null","62","38","null","null",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","795","91","null","null","9","null","11","null","17","null","19","null","5","null","8","null","9","null","16","null","32","29","null","null","0","13","null","null","10","null","11","null","12","null","18","null","31","null","33","null","43","30","null","null","46","35","null","null","200","null","75","null","123","null","87","null","74","null","38","null","72","null","36","null","112","67","null","null",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","1495","73","null","null","34","null","31","null","48","null","48","null","0","null","19","null","25","null","19","null","48","50","null","null","60","50","null","null","59","null","44","null","10","null","19","null","25","null","27","null","126","93","null","null","158","77","null","null","242","null","87","null","223","null","78","null","199","null","83","null","134","null","58","null","104","51","null","null",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","1439","93","null","null","58","null","35","null","22","null","24","null","104","null","49","null","51","null","36","null","146","88","null","null","46","36","null","null","95","null","68","null","57","null","35","null","88","null","59","null","105","49","null","null","153","79","null","null","123","null","77","null","122","null","72","null","114","null","92","null","61","null","37","null","94","62","null","null",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","1098","114","null","null","0","null","13","null","24","null","28","null","31","null","43","null","0","null","13","null","60","39","null","null","25","20","null","null","43","null","32","null","10","null","17","null","94","null","67","null","140","67","null","null","251","84","null","null","169","null","69","null","172","null","85","null","51","null","42","null","28","null","30","null","0","13","null","null",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","2260","162","null","null","24","null","29","null","15","null","23","null","0","null","19","null","44","null","40","null","42","43","null","null","171","104","null","null","18","null","29","null","39","null","52","null","32","null","41","null","176","106","null","null","142","82","null","null","322","null","103","null","525","null","158","null","278","null","129","null","188","null","90","null","244","117","null","null",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","2193","202","null","null","122","null","83","null","165","null","70","null","357","null","145","null","247","null","100","null","104","66","null","null","221","75","null","null","72","null","73","null","148","null","79","null","120","null","78","null","137","69","null","null","200","87","null","null","122","null","61","null","107","null","63","null","16","null","19","null","32","null","50","null","23","26","null","null",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","1199","141","null","null","43","null","31","null","86","null","72","null","35","null","28","null","132","null","54","null","74","37","null","null","73","40","null","null","87","null","44","null","18","null","20","null","18","null","21","null","162","61","null","null","113","60","null","null","129","null","57","null","146","null","70","null","54","null","45","null","29","null","27","null","0","13","null","null",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","1565","170","null","null","89","null","50","null","88","null","54","null","88","null","45","null","165","null","91","null","136","66","null","null","138","70","null","null","141","null","56","null","113","null","52","null","135","null","65","null","169","76","null","null","87","46","null","null","85","null","56","null","57","null","40","null","28","null","26","null","33","null","30","null","13","21","null","null",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","1666","151","null","null","65","null","56","null","47","null","58","null","0","null","19","null","26","null","30","null","19","22","null","null","0","19","null","null","93","null","58","null","136","null","73","null","99","null","64","null","169","76","null","null","147","76","null","null","438","null","138","null","224","null","89","null","78","null","53","null","117","null","73","null","8","13","null","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","1540","182","null","null","0","null","19","null","29","null","29","null","73","null","53","null","20","null","31","null","108","82","null","null","89","70","null","null","186","null","118","null","170","null","116","null","189","null","122","null","85","59","null","null","205","115","null","null","149","null","81","null","113","null","80","null","96","null","84","null","28","null","33","null","0","19","null","null",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","1607","112","null","null","36","null","35","null","66","null","80","null","13","null","20","null","4","null","10","null","13","22","null","null","64","46","null","null","74","null","46","null","76","null","67","null","64","null","45","null","184","98","null","null","265","109","null","null","379","null","130","null","230","null","94","null","51","null","43","null","88","null","55","null","0","19","null","null",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","1776","110","null","null","101","null","49","null","114","null","52","null","80","null","37","null","88","null","44","null","150","60","null","null","154","66","null","null","83","null","42","null","160","null","72","null","106","null","47","null","217","65","null","null","133","67","null","null","264","null","91","null","82","null","40","null","34","null","23","null","0","null","13","null","10","16","null","null",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","916","62","null","null","0","null","13","null","0","null","13","null","0","null","13","null","34","null","39","null","20","24","null","null","6","11","null","null","22","null","26","null","27","null","27","null","67","null","45","null","19","23","null","null","146","76","null","null","94","null","56","null","136","null","65","null","47","null","35","null","251","null","107","null","47","36","null","null",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","1026","93","null","null","20","null","30","null","41","null","53","null","0","null","13","null","9","null","15","null","41","27","null","null","30","29","null","null","9","null","15","null","86","null","52","null","0","null","13","null","103","59","null","null","134","93","null","null","113","null","62","null","200","null","100","null","163","null","85","null","41","null","34","null","36","37","null","null",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","1071","114","null","null","5","null","10","null","9","null","17","null","0","null","13","null","10","null","16","null","16","25","null","null","20","30","null","null","35","null","44","null","49","null","42","null","28","null","34","null","59","47","null","null","235","120","null","null","322","null","125","null","124","null","71","null","37","null","36","null","75","null","52","null","47","44","null","null",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","1172","140","null","null","110","null","110","null","34","null","54","null","96","null","141","null","38","null","42","null","50","57","null","null","43","53","null","null","0","null","13","null","16","null","27","null","37","null","41","null","86","118","null","null","79","77","null","null","185","null","130","null","212","null","154","null","56","null","59","null","99","null","72","null","31","30","null","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","1850","217","null","null","189","null","72","null","74","null","50","null","158","null","114","null","142","null","84","null","145","104","null","null","121","75","null","null","110","null","81","null","231","null","122","null","95","null","71","null","107","68","null","null","179","79","null","null","166","null","76","null","64","null","48","null","26","null","30","null","43","null","46","null","0","13","null","null",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","1513","167","null","null","158","null","97","null","177","null","98","null","106","null","74","null","95","null","58","null","148","79","null","null","66","48","null","null","101","null","75","null","62","null","88","null","158","null","102","null","115","73","null","null","128","84","null","null","105","null","70","null","54","null","76","null","17","null","30","null","0","null","13","null","23","34","null","null",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","1501","192","null","null","219","null","113","null","80","null","47","null","146","null","90","null","112","null","63","null","87","45","null","null","133","91","null","null","75","null","54","null","108","null","81","null","109","null","80","null","173","97","null","null","195","115","null","null","40","null","37","null","16","null","24","null","8","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","1195","178","null","null","40","null","35","null","133","null","87","null","163","null","98","null","132","null","83","null","153","83","null","null","103","68","null","null","90","null","54","null","51","null","39","null","106","null","75","null","65","57","null","null","85","53","null","null","74","null","81","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","1135","130","null","null","140","null","76","null","140","null","82","null","134","null","113","null","48","null","46","null","33","39","null","null","139","69","null","null","95","null","65","null","101","null","81","null","73","null","58","null","78","62","null","null","88","56","null","null","6","null","15","null","22","null","27","null","8","null","14","null","30","null","48","null","0","13","null","null",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","912","124","null","null","54","null","74","null","16","null","31","null","70","null","66","null","141","null","95","null","42","42","null","null","37","37","null","null","59","null","50","null","0","null","13","null","26","null","32","null","38","39","null","null","129","89","null","null","227","null","113","null","61","null","67","null","0","null","13","null","12","null","20","null","0","13","null","null",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","1830","207","null","null","220","null","114","null","132","null","97","null","151","null","98","null","139","null","82","null","221","102","null","null","73","59","null","null","113","null","66","null","41","null","38","null","127","null","68","null","198","138","null","null","229","101","null","null","129","null","60","null","32","null","36","null","15","null","21","null","0","null","13","null","10","17","null","null",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","1164","143","null","null","19","null","30","null","0","null","13","null","36","null","33","null","36","null","34","null","80","58","null","null","0","13","null","null","47","null","50","null","60","null","52","null","96","null","59","null","110","59","null","null","195","82","null","null","298","null","94","null","86","null","48","null","27","null","34","null","56","null","54","null","18","29","null","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","1331","168","null","null","68","null","67","null","116","null","62","null","85","null","47","null","44","null","38","null","54","53","null","null","77","53","null","null","94","null","60","null","27","null","22","null","102","null","132","null","169","103","null","null","95","55","null","null","213","null","99","null","125","null","81","null","32","null","39","null","21","null","26","null","9","14","null","null",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","944","198","null","null","149","null","110","null","28","null","32","null","67","null","57","null","21","null","28","null","40","40","null","null","46","54","null","null","91","null","63","null","22","null","27","null","25","null","28","null","200","110","null","null","40","40","null","null","186","null","87","null","29","null","39","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","1438","176","null","null","142","null","96","null","86","null","58","null","111","null","87","null","72","null","55","null","77","59","null","null","114","61","null","null","113","null","59","null","75","null","55","null","127","null","63","null","160","74","null","null","122","69","null","null","157","null","114","null","69","null","60","null","0","null","13","null","13","null","21","null","0","13","null","null",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","844","174","null","null","42","null","25","null","42","null","42","null","56","null","31","null","22","null","34","null","16","15","null","null","35","32","null","null","55","null","45","null","34","null","25","null","44","null","31","null","115","73","null","null","103","56","null","null","134","null","54","null","63","null","37","null","13","null","22","null","70","null","64","null","0","13","null","null",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","803","184","null","null","0","null","13","null","0","null","13","null","41","null","51","null","8","null","15","null","45","50","null","null","52","50","null","null","41","null","52","null","205","null","155","null","0","null","13","null","62","51","null","null","161","104","null","null","103","null","86","null","10","null","20","null","66","null","49","null","0","null","13","null","9","19","null","null",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","784","132","null","null","30","null","36","null","0","null","13","null","0","null","13","null","16","null","22","null","5","10","null","null","0","13","null","null","29","null","32","null","90","null","85","null","14","null","24","null","107","77","null","null","158","108","null","null","166","null","86","null","115","null","74","null","18","null","23","null","36","null","46","null","0","13","null","null",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","939","182","null","null","138","null","104","null","19","null","32","null","64","null","61","null","53","null","48","null","49","38","null","null","61","60","null","null","13","null","21","null","51","null","44","null","61","null","62","null","16","19","null","null","148","103","null","null","141","null","78","null","12","null","13","null","69","null","59","null","10","null","17","null","34","40","null","null",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","2142","194","null","null","126","null","80","null","170","null","101","null","137","null","91","null","132","null","81","null","132","98","null","null","103","72","null","null","195","null","122","null","170","null","79","null","138","null","94","null","163","80","null","null","286","143","null","null","128","null","63","null","123","null","53","null","52","null","43","null","24","null","27","null","63","79","null","null",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","1953","179","null","null","43","null","29","null","70","null","51","null","38","null","37","null","124","null","70","null","210","96","null","null","142","66","null","null","127","null","84","null","151","null","86","null","122","null","85","null","164","95","null","null","150","72","null","null","337","null","121","null","133","null","69","null","71","null","54","null","40","null","37","null","31","34","null","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","1389","149","null","null","15","null","23","null","68","null","70","null","0","null","19","null","58","null","74","null","16","25","null","null","53","72","null","null","22","null","26","null","24","null","28","null","190","null","99","null","93","82","null","null","259","118","null","null","301","null","143","null","193","null","122","null","65","null","55","null","23","null","22","null","9","15","null","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","1444","191","null","null","34","null","51","null","30","null","50","null","67","null","68","null","85","null","100","null","9","14","null","null","74","59","null","null","30","null","36","null","9","null","15","null","95","null","69","null","32","31","null","null","205","97","null","null","306","null","129","null","184","null","87","null","125","null","86","null","126","null","85","null","33","27","null","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","1479","122","null","null","0","null","19","null","12","null","19","null","24","null","36","null","0","null","19","null","0","19","null","null","86","66","null","null","46","null","44","null","50","null","53","null","47","null","44","null","55","49","null","null","171","93","null","null","460","null","167","null","292","null","125","null","166","null","78","null","70","null","55","null","0","19","null","null",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","2231","261","null","null","47","null","45","null","42","null","42","null","87","null","56","null","44","null","37","null","44","41","null","null","94","76","null","null","106","null","74","null","140","null","108","null","140","null","93","null","104","66","null","null","248","111","null","null","399","null","124","null","326","null","140","null","205","null","133","null","120","null","84","null","85","68","null","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","1561","164","null","null","0","null","19","null","0","null","19","null","0","null","19","null","30","null","38","null","47","46","null","null","19","28","null","null","19","null","30","null","10","null","19","null","22","null","41","null","128","70","null","null","253","137","null","null","371","null","114","null","354","null","126","null","126","null","89","null","121","null","63","null","61","54","null","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","450","78","null","null","48","null","38","null","28","null","28","null","12","null","20","null","20","null","20","null","69","49","null","null","58","34","null","null","7","null","10","null","56","null","50","null","0","null","13","null","38","34","null","null","83","46","null","null","18","null","18","null","13","null","18","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","1258","142","null","null","16","null","26","null","26","null","22","null","27","null","21","null","50","null","31","null","79","53","null","null","103","61","null","null","52","null","46","null","41","null","38","null","83","null","64","null","136","61","null","null","216","91","null","null","186","null","76","null","94","null","43","null","110","null","61","null","27","null","30","null","12","18","null","null",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","364","97","null","null","35","null","50","null","16","null","18","null","7","null","13","null","25","null","27","null","59","66","null","null","10","18","null","null","8","null","13","null","37","null","40","null","8","null","15","null","44","36","null","null","54","44","null","null","23","null","39","null","13","null","21","null","25","null","22","null","0","null","13","null","0","13","null","null",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","371","106","null","null","20","null","24","null","0","null","19","null","0","null","19","null","0","null","19","null","58","57","null","null","11","17","null","null","40","null","33","null","13","null","20","null","0","null","19","null","43","35","null","null","67","45","null","null","28","null","29","null","19","null","20","null","54","null","57","null","18","null","29","null","0","19","null","null",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","746","109","null","null","85","null","48","null","18","null","21","null","34","null","33","null","75","null","57","null","0","19","null","null","29","27","null","null","38","null","33","null","0","null","19","null","37","null","34","null","96","70","null","null","45","31","null","null","179","null","72","null","47","null","39","null","29","null","31","null","20","null","17","null","14","21","null","null",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","1530","219","null","null","104","null","79","null","50","null","63","null","12","null","18","null","39","null","39","null","37","39","null","null","34","32","null","null","149","null","113","null","85","null","51","null","81","null","73","null","116","61","null","null","202","101","null","null","383","null","153","null","58","null","42","null","79","null","79","null","47","null","59","null","54","83","null","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","1496","146","null","null","41","null","35","null","16","null","17","null","34","null","29","null","78","null","62","null","97","69","null","null","63","43","null","null","83","null","57","null","63","null","49","null","81","null","43","null","88","55","null","null","187","74","null","null","176","null","69","null","239","null","98","null","144","null","68","null","98","null","54","null","8","13","null","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","1517","180","null","null","122","null","87","null","58","null","58","null","115","null","95","null","98","null","80","null","32","36","null","null","175","116","null","null","64","null","50","null","82","null","62","null","94","null","58","null","80","82","null","null","149","91","null","null","170","null","82","null","127","null","74","null","55","null","52","null","58","null","46","null","38","38","null","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","687","112","null","null","22","null","22","null","14","null","20","null","27","null","21","null","61","null","53","null","7","11","null","null","9","14","null","null","5","null","8","null","44","null","55","null","36","null","34","null","56","45","null","null","134","55","null","null","158","null","67","null","48","null","33","null","37","null","29","null","29","null","36","null","0","19","null","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","1461","231","null","null","49","null","48","null","26","null","30","null","33","null","39","null","82","null","95","null","83","73","null","null","72","74","null","null","43","null","40","null","112","null","65","null","77","null","51","null","213","89","null","null","245","127","null","null","68","null","45","null","178","null","97","null","81","null","68","null","99","null","72","null","0","19","null","null",
