"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","1119","124","null","null","13","null","20","null","24","null","18","null","0","null","13","null","41","null","33","null","8","12","null","null","56","38","null","null","32","null","32","null","32","null","29","null","24","null","25","null","120","53","null","null","137","79","null","null","141","null","69","null","106","null","55","null","65","null","46","null","108","null","49","null","212","81","null","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","1567","121","null","null","16","null","17","null","27","null","26","null","15","null","17","null","39","null","45","null","100","67","null","null","59","59","null","null","119","null","76","null","71","null","58","null","0","null","13","null","131","84","null","null","93","68","null","null","68","null","39","null","110","null","51","null","86","null","53","null","134","null","51","null","499","105","null","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","1022","103","null","null","0","null","13","null","57","null","62","null","0","null","13","null","29","null","30","null","0","13","null","null","6","11","null","null","31","null","29","null","8","null","13","null","27","null","42","null","59","46","null","null","79","62","null","null","44","null","33","null","113","null","74","null","126","null","59","null","80","null","44","null","363","89","null","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","843","47","null","null","35","null","26","null","39","null","33","null","26","null","21","null","14","null","13","null","19","21","null","null","32","26","null","null","60","null","46","null","56","null","39","null","49","null","47","null","50","35","null","null","122","62","null","null","94","null","56","null","61","null","36","null","41","null","27","null","40","null","29","null","105","41","null","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","1244","119","null","null","87","null","49","null","56","null","45","null","42","null","29","null","51","null","33","null","132","84","null","null","44","33","null","null","32","null","28","null","70","null","45","null","35","null","31","null","46","30","null","null","113","61","null","null","144","null","57","null","124","null","59","null","127","null","60","null","64","null","38","null","77","55","null","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","1546","146","null","null","0","null","13","null","71","null","52","null","51","null","41","null","51","null","47","null","24","38","null","null","136","92","null","null","22","null","23","null","168","null","106","null","27","null","31","null","99","69","null","null","95","57","null","null","185","null","92","null","89","null","64","null","176","null","83","null","98","null","72","null","254","119","null","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","1161","142","null","null","72","null","54","null","78","null","58","null","24","null","27","null","98","null","59","null","49","35","null","null","28","45","null","null","26","null","31","null","95","null","63","null","98","null","64","null","122","89","null","null","84","51","null","null","107","null","66","null","0","null","13","null","87","null","75","null","164","null","95","null","29","36","null","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","1625","215","null","null","295","null","121","null","85","null","84","null","72","null","54","null","98","null","61","null","42","32","null","null","78","75","null","null","124","null","72","null","33","null","37","null","62","null","62","null","186","104","null","null","51","42","null","null","230","null","92","null","72","null","46","null","34","null","32","null","85","null","62","null","78","56","null","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","455","157","null","null","39","null","39","null","14","null","24","null","26","null","32","null","0","null","13","null","57","69","null","null","14","21","null","null","8","null","16","null","0","null","13","null","57","null","58","null","121","97","null","null","31","30","null","null","54","null","47","null","23","null","26","null","11","null","18","null","0","null","13","null","0","13","null","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","1353","226","null","null","75","null","81","null","78","null","66","null","40","null","30","null","52","null","40","null","189","112","null","null","69","69","null","null","84","null","84","null","56","null","70","null","63","null","60","null","58","51","null","null","116","64","null","null","114","null","71","null","125","null","96","null","90","null","59","null","65","null","69","null","79","53","null","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","387","109","null","null","102","null","68","null","36","null","36","null","61","null","49","null","22","null","24","null","0","13","null","null","7","12","null","null","0","null","13","null","11","null","19","null","0","null","13","null","74","44","null","null","16","20","null","null","43","null","38","null","0","null","13","null","15","null","21","null","0","null","13","null","0","13","null","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","972","153","null","null","131","null","88","null","104","null","71","null","74","null","57","null","0","null","13","null","38","39","null","null","21","31","null","null","63","null","51","null","133","null","76","null","98","null","73","null","88","54","null","null","74","67","null","null","64","null","66","null","55","null","59","null","0","null","13","null","29","null","45","null","0","13","null","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","640","124","null","null","54","null","30","null","36","null","29","null","59","null","41","null","51","null","47","null","49","38","null","null","15","18","null","null","61","null","46","null","48","null","29","null","46","null","55","null","71","52","null","null","32","26","null","null","44","null","33","null","20","null","28","null","22","null","27","null","20","null","21","null","12","17","null","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","688","118","null","null","100","null","63","null","17","null","19","null","58","null","37","null","56","null","59","null","73","53","null","null","20","24","null","null","9","null","15","null","15","null","17","null","0","null","13","null","54","35","null","null","75","50","null","null","93","null","65","null","42","null","31","null","46","null","37","null","30","null","34","null","0","13","null","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","1213","180","null","null","98","null","52","null","106","null","90","null","38","null","38","null","32","null","38","null","110","101","null","null","114","96","null","null","155","null","86","null","25","null","30","null","7","null","13","null","198","96","null","null","123","68","null","null","94","null","62","null","79","null","67","null","27","null","29","null","7","null","13","null","0","13","null","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","356","114","null","null","71","null","62","null","98","null","94","null","0","null","13","null","37","null","47","null","18","27","null","null","51","54","null","null","13","null","21","null","13","null","20","null","0","null","13","null","41","48","null","null","0","13","null","null","14","null","23","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","322","121","null","null","77","null","72","null","18","null","20","null","43","null","52","null","7","null","12","null","44","41","null","null","7","15","null","null","22","null","32","null","0","null","13","null","20","null","32","null","27","33","null","null","33","33","null","null","0","null","13","null","5","null","10","null","0","null","13","null","19","null","27","null","0","13","null","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","247","104","null","null","56","null","55","null","107","null","74","null","16","null","25","null","0","null","19","null","15","25","null","null","0","19","null","null","0","null","19","null","0","null","19","null","15","null","23","null","10","16","null","null","16","25","null","null","12","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","214","72","null","null","21","null","29","null","18","null","21","null","15","null","17","null","22","null","26","null","13","21","null","null","18","23","null","null","3","null","7","null","4","null","10","null","17","null","26","null","0","13","null","null","39","41","null","null","44","null","38","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","209","79","null","null","50","null","42","null","0","null","19","null","11","null","19","null","7","null","11","null","28","30","null","null","43","44","null","null","43","null","51","null","0","null","19","null","15","null","23","null","0","19","null","null","12","20","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","418","98","null","null","114","null","76","null","52","null","35","null","17","null","29","null","26","null","24","null","0","13","null","null","44","41","null","null","7","null","10","null","18","null","20","null","25","null","23","null","39","34","null","null","29","29","null","null","30","null","35","null","17","null","19","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","267","73","null","null","45","null","43","null","18","null","17","null","8","null","13","null","10","null","16","null","6","10","null","null","23","37","null","null","22","null","21","null","8","null","14","null","18","null","21","null","37","39","null","null","44","41","null","null","7","null","13","null","21","null","24","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","583","145","null","null","169","null","106","null","66","null","48","null","51","null","44","null","55","null","56","null","16","27","null","null","15","27","null","null","52","null","49","null","9","null","15","null","28","null","35","null","10","17","null","null","28","40","null","null","40","null","43","null","13","null","22","null","12","null","19","null","19","null","29","null","0","19","null","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","452","91","null","null","25","null","25","null","0","null","19","null","49","null","36","null","20","null","22","null","0","19","null","null","50","55","null","null","18","null","20","null","30","null","47","null","31","null","29","null","83","47","null","null","55","39","null","null","36","null","28","null","21","null","21","null","25","null","24","null","9","null","14","null","0","19","null","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","291","92","null","null","26","null","28","null","16","null","19","null","44","null","42","null","29","null","33","null","15","22","null","null","8","14","null","null","17","null","21","null","11","null","17","null","14","null","16","null","39","32","null","null","28","26","null","null","32","null","33","null","12","null","18","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","294","81","null","null","78","null","63","null","11","null","17","null","8","null","13","null","11","null","19","null","0","19","null","null","0","19","null","null","13","null","22","null","11","null","18","null","25","null","28","null","70","51","null","null","17","23","null","null","38","null","43","null","12","null","21","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","329","99","null","null","52","null","66","null","25","null","28","null","0","null","13","null","9","null","14","null","29","42","null","null","15","25","null","null","15","null","23","null","0","null","13","null","33","null","52","null","52","44","null","null","26","30","null","null","43","null","43","null","15","null","23","null","15","null","24","null","0","null","13","null","0","13","null","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","255","74","null","null","0","null","13","null","0","null","13","null","61","null","46","null","53","null","48","null","19","18","null","null","0","13","null","null","18","null","21","null","0","null","13","null","0","null","13","null","29","25","null","null","11","18","null","null","16","null","19","null","37","null","26","null","0","null","13","null","11","null","19","null","0","13","null","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","346","118","null","null","61","null","65","null","28","null","46","null","32","null","32","null","0","null","19","null","93","73","null","null","0","19","null","null","33","null","37","null","21","null","35","null","0","null","19","null","0","19","null","null","26","40","null","null","42","null","38","null","0","null","19","null","0","null","19","null","10","null","16","null","0","19","null","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","247","85","null","null","25","null","30","null","14","null","17","null","7","null","10","null","22","null","21","null","0","13","null","null","16","17","null","null","52","null","52","null","9","null","13","null","6","null","11","null","19","24","null","null","43","27","null","null","6","null","11","null","16","null","18","null","12","null","20","null","0","null","13","null","0","13","null","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","129","51","null","null","14","null","24","null","5","null","7","null","6","null","9","null","0","null","13","null","0","13","null","null","29","25","null","null","17","null","19","null","18","null","22","null","0","null","13","null","7","11","null","null","11","18","null","null","22","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","118","38","null","null","21","null","27","null","12","null","15","null","10","null","15","null","12","null","16","null","3","5","null","null","0","13","null","null","5","null","8","null","30","null","31","null","0","null","13","null","14","19","null","null","5","10","null","null","6","null","10","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","124","52","null","null","0","null","13","null","8","null","13","null","9","null","14","null","0","null","13","null","0","13","null","null","10","14","null","null","9","null","11","null","13","null","28","null","39","null","42","null","4","8","null","null","8","13","null","null","17","null","18","null","3","null","7","null","4","null","7","null","0","null","13","null","0","13","null","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","207","68","null","null","0","null","13","null","19","null","19","null","26","null","30","null","26","null","32","null","43","37","null","null","7","11","null","null","8","null","12","null","25","null","30","null","0","null","13","null","43","24","null","null","10","16","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","223","77","null","null","32","null","36","null","0","null","19","null","0","null","19","null","34","null","34","null","12","18","null","null","16","25","null","null","0","null","19","null","11","null","18","null","34","null","46","null","22","31","null","null","36","30","null","null","12","null","19","null","0","null","19","null","14","null","22","null","0","null","19","null","0","19","null","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","319","103","null","null","27","null","24","null","28","null","28","null","29","null","38","null","42","null","38","null","0","19","null","null","24","24","null","null","5","null","7","null","40","null","38","null","22","null","20","null","79","59","null","null","10","12","null","null","7","null","11","null","0","null","19","null","6","null","10","null","0","null","19","null","0","19","null","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","275","104","null","null","13","null","22","null","11","null","17","null","37","null","47","null","22","null","24","null","33","51","null","null","28","28","null","null","10","null","17","null","5","null","7","null","31","null","31","null","36","30","null","null","21","21","null","null","0","null","13","null","28","null","26","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","217","79","null","null","46","null","52","null","18","null","25","null","10","null","16","null","12","null","19","null","39","26","null","null","16","21","null","null","0","null","13","null","7","null","12","null","10","null","13","null","22","25","null","null","0","13","null","null","37","null","32","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","211","76","null","null","14","null","15","null","10","null","16","null","23","null","26","null","75","null","52","null","33","34","null","null","10","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","10","14","null","null","29","null","28","null","0","null","19","null","0","null","19","null","7","null","12","null","0","19","null","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","1326","193","null","null","219","null","138","null","22","null","35","null","82","null","96","null","36","null","41","null","47","44","null","null","149","110","null","null","37","null","50","null","0","null","13","null","74","null","59","null","108","75","null","null","65","54","null","null","231","null","122","null","54","null","47","null","80","null","62","null","47","null","45","null","75","77","null","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","1210","171","null","null","183","null","131","null","19","null","16","null","89","null","53","null","134","null","87","null","72","59","null","null","43","31","null","null","60","null","50","null","96","null","84","null","144","null","88","null","85","47","null","null","108","81","null","null","87","null","59","null","47","null","39","null","32","null","41","null","11","null","16","null","0","13","null","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","757","182","null","null","161","null","102","null","23","null","27","null","51","null","42","null","27","null","32","null","92","74","null","null","52","67","null","null","14","null","22","null","53","null","44","null","0","null","13","null","111","84","null","null","41","36","null","null","50","null","40","null","82","null","80","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","1313","220","null","null","75","null","70","null","65","null","62","null","70","null","51","null","34","null","28","null","13","25","null","null","35","30","null","null","70","null","51","null","63","null","67","null","11","null","19","null","237","122","null","null","186","117","null","null","163","null","92","null","72","null","78","null","10","null","16","null","58","null","71","null","151","93","null","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","429","106","null","null","25","null","39","null","14","null","22","null","45","null","34","null","22","null","18","null","10","16","null","null","25","39","null","null","40","null","34","null","65","null","52","null","30","null","30","null","56","38","null","null","41","36","null","null","34","null","39","null","6","null","12","null","0","null","13","null","16","null","24","null","0","13","null","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","788","115","null","null","123","null","79","null","99","null","62","null","40","null","33","null","14","null","17","null","40","32","null","null","32","29","null","null","27","null","28","null","35","null","40","null","25","null","26","null","51","35","null","null","68","45","null","null","95","null","62","null","95","null","63","null","23","null","25","null","12","null","19","null","9","14","null","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","1077","179","null","null","158","null","102","null","70","null","54","null","123","null","98","null","76","null","82","null","40","36","null","null","52","62","null","null","59","null","50","null","59","null","71","null","32","null","34","null","21","23","null","null","90","57","null","null","161","null","103","null","18","null","28","null","87","null","69","null","13","null","21","null","18","29","null","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","627","102","null","null","49","null","53","null","100","null","64","null","39","null","44","null","43","null","46","null","27","26","null","null","34","31","null","null","67","null","47","null","22","null","24","null","6","null","10","null","16","16","null","null","46","41","null","null","47","null","47","null","55","null","42","null","36","null","32","null","40","null","28","null","0","13","null","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","965","167","null","null","142","null","67","null","101","null","63","null","77","null","63","null","127","null","77","null","18","26","null","null","95","89","null","null","29","null","38","null","0","null","13","null","23","null","25","null","55","48","null","null","165","97","null","null","34","null","42","null","35","null","35","null","42","null","64","null","0","null","13","null","22","25","null","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","997","197","null","null","63","null","41","null","81","null","55","null","42","null","35","null","52","null","37","null","76","77","null","null","78","48","null","null","83","null","58","null","45","null","40","null","124","null","110","null","35","33","null","null","92","79","null","null","100","null","56","null","54","null","46","null","72","null","62","null","0","null","13","null","0","13","null","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","1355","198","null","null","103","null","118","null","48","null","46","null","61","null","50","null","55","null","48","null","51","46","null","null","62","97","null","null","27","null","31","null","90","null","93","null","16","null","25","null","113","62","null","null","196","105","null","null","198","null","78","null","71","null","56","null","63","null","46","null","128","null","85","null","73","52","null","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","1474","150","null","null","119","null","74","null","62","null","62","null","56","null","48","null","54","null","58","null","58","40","null","null","36","31","null","null","79","null","52","null","57","null","45","null","24","null","26","null","67","47","null","null","77","48","null","null","165","null","61","null","157","null","59","null","148","null","69","null","213","null","88","null","102","53","null","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","1445","177","null","null","157","null","113","null","137","null","86","null","101","null","56","null","73","null","50","null","63","50","null","null","124","83","null","null","71","null","68","null","87","null","58","null","53","null","45","null","180","89","null","null","102","65","null","null","57","null","55","null","204","null","100","null","23","null","38","null","13","null","21","null","0","19","null","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","314","62","null","null","10","null","17","null","21","null","23","null","0","null","13","null","10","null","11","null","30","32","null","null","11","18","null","null","27","null","25","null","74","null","44","null","26","null","26","null","5","8","null","null","32","23","null","null","23","null","21","null","20","null","27","null","25","null","27","null","0","null","13","null","0","13","null","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","401","79","null","null","138","null","67","null","39","null","39","null","37","null","29","null","0","null","13","null","55","44","null","null","5","7","null","null","13","null","14","null","0","null","13","null","0","null","13","null","32","26","null","null","37","34","null","null","25","null","23","null","20","null","21","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","569","114","null","null","76","null","56","null","67","null","41","null","39","null","29","null","23","null","22","null","51","40","null","null","16","19","null","null","51","null","48","null","25","null","34","null","87","null","53","null","42","32","null","null","50","43","null","null","25","null","25","null","0","null","13","null","10","null","14","null","7","null","10","null","0","13","null","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","1186","171","null","null","99","null","102","null","81","null","75","null","7","null","15","null","15","null","23","null","121","69","null","null","67","46","null","null","55","null","43","null","57","null","52","null","24","null","28","null","22","26","null","null","110","70","null","null","226","null","119","null","189","null","107","null","83","null","56","null","30","null","32","null","0","19","null","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","412","108","null","null","31","null","30","null","32","null","28","null","9","null","15","null","16","null","19","null","22","24","null","null","80","70","null","null","15","null","17","null","21","null","20","null","17","null","21","null","32","25","null","null","60","47","null","null","20","null","22","null","57","null","62","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","356","82","null","null","22","null","21","null","29","null","27","null","16","null","21","null","7","null","11","null","12","19","null","null","28","31","null","null","40","null","31","null","33","null","32","null","0","null","13","null","15","19","null","null","40","34","null","null","54","null","39","null","20","null","22","null","18","null","23","null","22","null","26","null","0","13","null","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","78","35","null","null","3","null","5","null","7","null","10","null","5","null","8","null","9","null","14","null","4","9","null","null","9","15","null","null","0","null","13","null","7","null","11","null","0","null","13","null","0","13","null","null","19","20","null","null","0","null","13","null","0","null","13","null","6","null","13","null","0","null","13","null","9","13","null","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","626","171","null","null","102","null","67","null","30","null","30","null","77","null","72","null","17","null","22","null","40","51","null","null","36","33","null","null","34","null","33","null","36","null","46","null","90","null","82","null","30","36","null","null","44","40","null","null","71","null","48","null","13","null","21","null","0","null","19","null","6","null","10","null","0","19","null","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","284","69","null","null","46","null","34","null","35","null","29","null","9","null","13","null","22","null","27","null","16","17","null","null","18","29","null","null","22","null","22","null","7","null","11","null","0","null","13","null","26","25","null","null","26","22","null","null","36","null","22","null","21","null","32","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","196","73","null","null","21","null","27","null","19","null","24","null","21","null","26","null","22","null","23","null","24","29","null","null","0","19","null","null","21","null","23","null","7","null","13","null","0","null","19","null","4","7","null","null","4","7","null","null","45","null","34","null","8","null","11","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","1279","206","null","null","277","null","146","null","99","null","75","null","16","null","27","null","28","null","32","null","21","24","null","null","93","79","null","null","52","null","40","null","60","null","48","null","88","null","88","null","90","55","null","null","109","65","null","null","168","null","78","null","81","null","52","null","31","null","36","null","34","null","53","null","32","31","null","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","1589","162","null","null","137","null","79","null","115","null","80","null","76","null","71","null","10","null","17","null","43","39","null","null","109","58","null","null","35","null","33","null","30","null","34","null","87","null","77","null","94","56","null","null","71","47","null","null","273","null","123","null","200","null","74","null","90","null","56","null","134","null","67","null","85","53","null","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","960","88","null","null","43","null","47","null","33","null","41","null","15","null","20","null","23","null","26","null","9","14","null","null","12","20","null","null","0","null","13","null","44","null","32","null","24","null","23","null","78","57","null","null","204","88","null","null","89","null","44","null","70","null","43","null","56","null","39","null","41","null","27","null","219","57","null","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","69","43","null","null","17","null","21","null","0","null","13","null","10","null","14","null","0","null","13","null","0","13","null","null","12","19","null","null","6","null","10","null","13","null","22","null","11","null","18","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","83","41","null","null","13","null","21","null","0","null","13","null","19","null","26","null","27","null","28","null","3","6","null","null","0","13","null","null","21","null","25","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","285","78","null","null","0","null","13","null","61","null","53","null","0","null","13","null","13","null","15","null","5","10","null","null","33","25","null","null","19","null","20","null","30","null","44","null","37","null","37","null","8","14","null","null","45","41","null","null","26","null","28","null","0","null","13","null","8","null","14","null","0","null","13","null","0","13","null","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","144","62","null","null","25","null","29","null","4","null","10","null","30","null","28","null","8","null","14","null","37","41","null","null","0","19","null","null","0","null","19","null","0","null","19","null","5","null","9","null","21","17","null","null","0","19","null","null","14","null","16","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","257","101","null","null","48","null","46","null","84","null","63","null","0","null","19","null","34","null","32","null","0","19","null","null","0","19","null","null","14","null","23","null","0","null","19","null","23","null","36","null","22","21","null","null","32","38","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","168","71","null","null","0","null","19","null","9","null","15","null","10","null","16","null","16","null","22","null","0","19","null","null","23","25","null","null","57","null","47","null","0","null","19","null","12","null","19","null","8","15","null","null","11","15","null","null","11","null","23","null","0","null","19","null","0","null","19","null","11","null","20","null","0","19","null","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","117","53","null","null","11","null","18","null","16","null","24","null","0","null","19","null","0","null","19","null","22","24","null","null","0","19","null","null","15","null","23","null","0","null","19","null","0","null","19","null","27","31","null","null","0","19","null","null","13","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","13","20","null","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","215","67","null","null","34","null","33","null","29","null","28","null","0","null","19","null","13","null","20","null","11","17","null","null","11","17","null","null","0","null","19","null","19","null","21","null","25","null","28","null","0","19","null","null","25","29","null","null","23","null","28","null","14","null","22","null","0","null","19","null","0","null","19","null","11","16","null","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","438","87","null","null","23","null","21","null","0","null","19","null","7","null","12","null","31","null","28","null","38","57","null","null","15","18","null","null","18","null","22","null","37","null","43","null","47","null","38","null","50","39","null","null","107","57","null","null","46","null","45","null","10","null","17","null","9","null","14","null","0","null","19","null","0","19","null","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","159","59","null","null","17","null","18","null","0","null","13","null","29","null","33","null","0","null","13","null","20","22","null","null","0","13","null","null","5","null","11","null","19","null","29","null","13","null","16","null","30","20","null","null","0","13","null","null","18","null","22","null","0","null","13","null","0","null","13","null","8","null","14","null","0","13","null","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","237","89","null","null","22","null","37","null","24","null","23","null","19","null","30","null","33","null","40","null","13","23","null","null","26","31","null","null","0","null","19","null","0","null","19","null","31","null","49","null","0","19","null","null","33","45","null","null","0","null","19","null","22","null","35","null","0","null","19","null","14","null","23","null","0","19","null","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","76","58","null","null","0","null","13","null","0","null","13","null","14","null","17","null","34","null","40","null","28","42","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","321","62","null","null","0","null","13","null","40","null","35","null","41","null","38","null","27","null","23","null","40","39","null","null","45","36","null","null","9","null","15","null","20","null","18","null","33","null","28","null","30","29","null","null","22","20","null","null","4","null","8","null","10","null","16","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","383","155","null","null","31","null","36","null","0","null","19","null","0","null","19","null","7","null","16","null","0","19","null","null","13","23","null","null","26","null","44","null","43","null","44","null","73","null","74","null","15","24","null","null","105","86","null","null","59","null","77","null","11","null","18","null","0","null","19","null","0","null","19","null","0","19","null","null",
