"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","26","15","null","null","0","null","18","null","0","18","null","null","4","5","null","null","0","18","null","null","4","6","null","null","0","18","null","null","0","null","18","null","0","null","18","null","0","18","null","null","2","4","null","null","7","null","6","null","0","null","18","null","0","null","18","null","0","null","18","null","9","10","null","null","0","18","null","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","111","60","null","null","12","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","18","null","null","8","14","null","null","0","null","18","null","0","null","18","null","11","17","null","null","0","18","null","null","5","null","13","null","0","null","18","null","38","null","40","null","37","null","39","null","0","18","null","null","0","18","null","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","41","21","null","null","2","null","3","null","10","11","null","null","0","18","null","null","0","18","null","null","0","18","null","null","4","7","null","null","0","null","18","null","4","null","6","null","5","9","null","null","0","18","null","null","8","null","11","null","3","null","5","null","1","null","2","null","4","null","7","null","0","18","null","null","0","18","null","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","152","85","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","8","null","13","null","10","17","null","null","37","46","null","null","0","null","13","null","29","null","32","null","16","null","28","null","4","null","6","null","25","40","null","null","23","34","null","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","24","23","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","9","null","14","null","15","null","17","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","32","18","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","18","null","null","3","4","null","null","0","null","18","null","2","null","3","null","11","9","null","null","5","7","null","null","8","null","9","null","0","null","18","null","0","null","18","null","0","null","18","null","3","5","null","null","0","18","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","47","23","null","null","7","null","6","null","5","7","null","null","0","13","null","null","0","13","null","null","3","5","null","null","7","11","null","null","0","null","13","null","4","null","5","null","13","14","null","null","0","13","null","null","0","null","13","null","4","null","6","null","4","null","6","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","25","18","null","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","0","18","null","null","3","5","null","null","0","null","18","null","0","null","18","null","1","3","null","null","18","16","null","null","0","null","18","null","3","null","4","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","78","67","null","null","26","null","29","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","13","null","null","17","null","28","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","35","null","53","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","5","7","null","null","0","null","13","null","0","13","null","null","5","7","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","50","30","null","null","16","null","18","null","0","13","null","null","13","12","null","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","11","null","15","null","0","13","null","null","10","11","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1495","171","null","null","156","null","62","null","113","61","null","null","99","51","null","null","83","55","null","null","156","90","null","null","146","73","null","null","38","null","31","null","132","null","58","null","43","33","null","null","45","39","null","null","135","null","81","null","171","null","79","null","123","null","77","null","0","null","18","null","17","19","null","null","38","51","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","807","188","null","null","79","null","69","null","43","33","null","null","139","103","null","null","34","38","null","null","74","58","null","null","14","17","null","null","88","null","66","null","40","null","40","null","53","48","null","null","38","40","null","null","25","null","30","null","137","null","86","null","4","null","6","null","4","null","7","null","4","8","null","null","31","48","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1159","144","null","null","19","null","23","null","130","70","null","null","47","47","null","null","5","8","null","null","105","68","null","null","84","63","null","null","69","null","66","null","35","null","32","null","76","65","null","null","132","72","null","null","138","null","83","null","145","null","73","null","64","null","60","null","46","null","56","null","51","55","null","null","13","18","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1152","158","null","null","74","null","43","null","44","34","null","null","36","27","null","null","87","55","null","null","80","62","null","null","24","20","null","null","128","null","71","null","103","null","70","null","35","33","null","null","130","68","null","null","99","null","60","null","129","null","68","null","85","null","49","null","45","null","46","null","39","28","null","null","14","13","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","594","82","null","null","70","null","56","null","49","26","null","null","42","23","null","null","33","22","null","null","55","25","null","null","31","17","null","null","30","null","21","null","55","null","34","null","44","23","null","null","50","27","null","null","43","null","26","null","52","null","30","null","19","null","14","null","18","null","18","null","3","5","null","null","0","13","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","782","135","null","null","66","null","60","null","14","38","null","null","74","71","null","null","73","69","null","null","37","46","null","null","50","78","null","null","18","null","23","null","27","null","32","null","24","29","null","null","13","22","null","null","95","null","68","null","59","null","63","null","60","null","52","null","32","null","48","null","140","120","null","null","0","13","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","882","148","null","null","123","null","87","null","94","88","null","null","48","45","null","null","23","27","null","null","93","64","null","null","73","64","null","null","24","null","26","null","44","null","45","null","51","76","null","null","79","54","null","null","109","null","94","null","65","null","49","null","0","null","13","null","18","null","21","null","0","13","null","null","38","57","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1080","144","null","null","99","null","44","null","73","46","null","null","128","60","null","null","46","29","null","null","74","38","null","null","85","37","null","null","125","null","75","null","94","null","54","null","28","27","null","null","82","44","null","null","67","null","41","null","99","null","58","null","47","null","34","null","17","null","27","null","16","21","null","null","0","13","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1218","206","null","null","174","null","77","null","201","152","null","null","84","68","null","null","172","84","null","null","111","84","null","null","74","54","null","null","38","null","46","null","76","null","62","null","40","44","null","null","136","103","null","null","9","null","15","null","64","null","57","null","13","null","25","null","13","null","23","null","0","13","null","null","13","22","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","1890","251","null","null","119","null","97","null","15","24","null","null","147","111","null","null","117","77","null","null","167","133","null","null","96","59","null","null","138","null","81","null","160","null","99","null","87","72","null","null","223","144","null","null","165","null","86","null","230","null","118","null","66","null","63","null","117","null","99","null","27","31","null","null","16","25","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1263","152","null","null","57","null","51","null","55","38","null","null","57","44","null","null","115","78","null","null","101","65","null","null","63","41","null","null","34","null","29","null","38","null","35","null","73","47","null","null","224","102","null","null","110","null","60","null","170","null","77","null","123","null","88","null","39","null","37","null","3","5","null","null","1","4","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","774","81","null","null","90","null","43","null","97","43","null","null","84","36","null","null","55","27","null","null","126","57","null","null","41","29","null","null","8","null","9","null","53","null","41","null","40","25","null","null","31","33","null","null","53","null","34","null","55","null","36","null","14","null","16","null","11","null","12","null","16","18","null","null","0","13","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1106","114","null","null","127","null","67","null","68","27","null","null","52","22","null","null","108","31","null","null","58","25","null","null","56","28","null","null","32","null","17","null","108","null","35","null","43","23","null","null","77","35","null","null","87","null","36","null","142","null","53","null","86","null","35","null","43","null","41","null","19","20","null","null","0","18","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","190","61","null","null","24","null","28","null","25","27","null","null","35","32","null","null","3","5","null","null","10","16","null","null","0","13","null","null","7","null","12","null","0","null","13","null","17","20","null","null","10","17","null","null","23","null","25","null","16","null","16","null","0","null","13","null","14","null","20","null","6","11","null","null","0","13","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","179","59","null","null","7","null","11","null","8","13","null","null","15","18","null","null","18","19","null","null","8","13","null","null","7","11","null","null","12","null","18","null","0","null","13","null","10","15","null","null","0","13","null","null","18","null","17","null","17","null","26","null","19","null","25","null","8","null","13","null","14","19","null","null","18","27","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","255","77","null","null","0","null","13","null","0","13","null","null","48","34","null","null","16","20","null","null","0","13","null","null","18","20","null","null","21","null","21","null","0","null","13","null","0","13","null","null","26","20","null","null","82","null","59","null","17","null","17","null","18","null","21","null","9","null","14","null","0","13","null","null","0","13","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","112","52","null","null","21","null","22","null","0","13","null","null","0","13","null","null","0","13","null","null","10","15","null","null","0","13","null","null","22","null","30","null","7","null","13","null","0","13","null","null","29","41","null","null","6","null","9","null","0","null","13","null","17","null","22","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","89","53","null","null","0","null","13","null","8","15","null","null","13","19","null","null","4","7","null","null","0","13","null","null","0","13","null","null","0","null","13","null","35","null","39","null","0","13","null","null","0","13","null","null","7","null","12","null","3","null","8","null","0","null","13","null","0","null","13","null","0","13","null","null","19","30","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","713","121","null","null","97","null","59","null","66","42","null","null","15","14","null","null","29","25","null","null","62","41","null","null","77","53","null","null","48","null","59","null","21","null","21","null","18","21","null","null","127","73","null","null","36","null","41","null","47","null","47","null","23","null","22","null","14","null","22","null","28","31","null","null","5","9","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","937","125","null","null","149","null","71","null","76","48","null","null","43","33","null","null","44","39","null","null","66","52","null","null","108","70","null","null","46","null","50","null","8","null","16","null","66","47","null","null","32","28","null","null","64","null","44","null","105","null","52","null","86","null","66","null","31","null","25","null","0","13","null","null","13","20","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","705","136","null","null","98","null","54","null","17","20","null","null","90","72","null","null","50","30","null","null","24","24","null","null","30","29","null","null","0","null","13","null","35","null","28","null","12","16","null","null","83","52","null","null","68","null","53","null","90","null","57","null","46","null","34","null","37","null","33","null","7","12","null","null","18","20","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1960","169","null","null","263","null","125","null","121","76","null","null","77","46","null","null","67","46","null","null","135","67","null","null","114","96","null","null","112","null","86","null","82","null","54","null","119","100","null","null","230","98","null","null","110","null","68","null","396","null","179","null","57","null","39","null","51","null","43","null","14","19","null","null","12","11","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","425","102","null","null","18","null","29","null","0","13","null","null","0","13","null","null","4","7","null","null","72","52","null","null","43","37","null","null","89","null","85","null","17","null","15","null","8","12","null","null","7","13","null","null","91","null","51","null","71","null","54","null","0","null","13","null","0","null","13","null","5","8","null","null","0","13","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","198","71","null","null","0","null","13","null","0","13","null","null","2","4","null","null","0","13","null","null","6","13","null","null","0","13","null","null","29","null","44","null","34","null","27","null","13","19","null","null","6","9","null","null","27","null","19","null","16","null","14","null","4","null","6","null","40","null","56","null","5","7","null","null","16","22","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","1058","163","null","null","139","null","84","null","65","46","null","null","78","87","null","null","0","13","null","null","11","19","null","null","68","84","null","null","61","null","67","null","69","null","80","null","8","14","null","null","99","60","null","null","183","null","110","null","123","null","57","null","91","null","79","null","45","null","52","null","11","18","null","null","7","11","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","1086","172","null","null","143","null","87","null","47","42","null","null","48","36","null","null","21","25","null","null","81","58","null","null","125","85","null","null","68","null","43","null","128","null","107","null","0","13","null","null","164","99","null","null","80","null","47","null","77","null","57","null","65","null","47","null","0","null","13","null","39","34","null","null","0","13","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1344","203","null","null","113","null","74","null","45","46","null","null","42","51","null","null","36","44","null","null","51","47","null","null","34","54","null","null","46","null","47","null","35","null","46","null","105","86","null","null","40","36","null","null","353","null","142","null","216","null","91","null","122","null","72","null","73","null","64","null","33","38","null","null","0","13","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","1027","163","null","null","69","null","59","null","193","127","null","null","54","39","null","null","90","78","null","null","15","24","null","null","74","55","null","null","83","null","63","null","52","null","46","null","47","46","null","null","90","54","null","null","71","null","50","null","97","null","73","null","27","null","30","null","41","null","40","null","24","28","null","null","0","13","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1124","194","null","null","23","null","36","null","61","53","null","null","78","92","null","null","17","25","null","null","49","47","null","null","0","13","null","null","33","null","38","null","116","null","80","null","56","46","null","null","166","101","null","null","157","null","150","null","153","null","95","null","174","null","75","null","0","null","13","null","13","21","null","null","28","33","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","1132","155","null","null","160","null","88","null","68","53","null","null","7","13","null","null","74","54","null","null","87","78","null","null","42","46","null","null","47","null","44","null","165","null","116","null","14","22","null","null","71","55","null","null","33","null","28","null","188","null","85","null","44","null","41","null","82","null","60","null","24","41","null","null","26","34","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1283","171","null","null","69","null","58","null","37","42","null","null","15","24","null","null","100","88","null","null","137","94","null","null","73","65","null","null","14","null","23","null","44","null","44","null","105","56","null","null","200","114","null","null","156","null","96","null","171","null","78","null","56","null","51","null","39","null","42","null","67","59","null","null","0","13","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","2928","222","null","null","66","null","52","null","43","41","null","null","68","52","null","null","72","80","null","null","107","83","null","null","69","55","null","null","27","null","30","null","132","null","78","null","88","59","null","null","191","103","null","null","370","null","112","null","611","null","152","null","407","null","139","null","298","null","114","null","190","80","null","null","189","83","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2247","167","null","null","30","null","34","null","74","47","null","null","90","68","null","null","26","31","null","null","29","36","null","null","91","59","null","null","34","null","40","null","15","null","25","null","69","52","null","null","98","60","null","null","209","null","89","null","350","null","102","null","462","null","145","null","233","null","99","null","187","81","null","null","250","100","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1422","166","null","null","119","null","64","null","67","73","null","null","91","74","null","null","81","60","null","null","89","65","null","null","163","96","null","null","110","null","81","null","86","null","90","null","20","30","null","null","137","74","null","null","50","null","45","null","120","null","82","null","112","null","78","null","102","null","81","null","75","62","null","null","0","13","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1398","160","null","null","135","null","97","null","118","118","null","null","13","19","null","null","49","48","null","null","53","42","null","null","48","39","null","null","48","null","43","null","153","null","78","null","56","54","null","null","100","61","null","null","130","null","84","null","208","null","116","null","110","null","60","null","119","null","60","null","38","34","null","null","20","22","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1688","207","null","null","38","null","31","null","54","68","null","null","72","86","null","null","23","22","null","null","160","108","null","null","121","86","null","null","122","null","85","null","29","null","29","null","96","58","null","null","247","114","null","null","52","null","43","null","303","null","129","null","138","null","79","null","46","null","44","null","71","55","null","null","116","82","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1244","112","null","null","54","null","38","null","24","26","null","null","42","31","null","null","0","13","null","null","18","21","null","null","41","27","null","null","76","null","71","null","50","null","47","null","32","25","null","null","57","34","null","null","168","null","64","null","236","null","67","null","225","null","77","null","107","null","53","null","65","41","null","null","49","34","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1343","123","null","null","54","null","32","null","70","51","null","null","43","31","null","null","55","40","null","null","24","24","null","null","102","84","null","null","29","null","24","null","91","null","51","null","93","50","null","null","137","65","null","null","198","null","77","null","201","null","86","null","97","null","50","null","41","null","37","null","37","27","null","null","71","36","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","1066","190","null","null","64","null","47","null","114","76","null","null","35","54","null","null","36","36","null","null","122","88","null","null","42","41","null","null","63","null","46","null","14","null","21","null","25","29","null","null","177","134","null","null","55","null","38","null","138","null","81","null","101","null","73","null","25","null","30","null","34","32","null","null","21","26","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1234","135","null","null","28","null","44","null","6","9","null","null","26","23","null","null","47","29","null","null","62","40","null","null","173","83","null","null","94","null","55","null","15","null","16","null","24","20","null","null","125","63","null","null","148","null","75","null","170","null","64","null","119","null","58","null","67","null","51","null","91","56","null","null","39","33","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","835","111","null","null","26","null","27","null","17","18","null","null","42","37","null","null","18","21","null","null","41","30","null","null","11","12","null","null","41","null","48","null","82","null","76","null","51","41","null","null","97","57","null","null","129","null","72","null","135","null","68","null","60","null","39","null","79","null","80","null","0","18","null","null","6","10","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1947","201","null","null","15","null","22","null","113","100","null","null","0","18","null","null","96","72","null","null","80","65","null","null","57","52","null","null","38","null","35","null","85","null","94","null","74","51","null","null","248","126","null","null","171","null","68","null","260","null","139","null","202","null","91","null","208","null","84","null","105","57","null","null","195","107","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1083","137","null","null","87","null","52","null","79","70","null","null","8","12","null","null","43","33","null","null","8","12","null","null","61","39","null","null","73","null","51","null","62","null","57","null","23","20","null","null","99","61","null","null","136","null","61","null","150","null","67","null","65","null","33","null","47","null","31","null","107","66","null","null","35","30","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","1005","146","null","null","235","null","109","null","64","69","null","null","72","59","null","null","80","56","null","null","101","61","null","null","95","75","null","null","11","null","19","null","99","null","66","null","30","30","null","null","8","13","null","null","82","null","61","null","106","null","56","null","22","null","21","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","1863","231","null","null","173","null","96","null","47","36","null","null","43","60","null","null","64","46","null","null","94","78","null","null","54","45","null","null","156","null","99","null","55","null","48","null","29","27","null","null","138","88","null","null","171","null","89","null","219","null","93","null","154","null","75","null","259","null","95","null","126","56","null","null","81","54","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","415","92","null","null","141","null","79","null","83","37","null","null","79","53","null","null","35","39","null","null","14","18","null","null","0","18","null","null","12","null","14","null","17","null","19","null","0","18","null","null","5","9","null","null","10","null","16","null","19","null","31","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1487","157","null","null","158","null","98","null","44","57","null","null","19","30","null","null","81","57","null","null","67","45","null","null","66","54","null","null","42","null","42","null","17","null","26","null","12","19","null","null","80","59","null","null","227","null","149","null","205","null","103","null","240","null","104","null","123","null","75","null","75","46","null","null","31","26","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","2015","241","null","null","392","null","142","null","292","157","null","null","100","63","null","null","58","51","null","null","61","60","null","null","114","121","null","null","211","null","136","null","63","null","52","null","78","75","null","null","186","105","null","null","142","null","72","null","141","null","95","null","116","null","108","null","16","null","27","null","45","39","null","null","0","18","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","1027","131","null","null","108","null","63","null","105","76","null","null","22","24","null","null","77","60","null","null","52","50","null","null","73","37","null","null","55","null","63","null","42","null","50","null","66","52","null","null","86","62","null","null","79","null","68","null","90","null","38","null","31","null","25","null","72","null","59","null","61","37","null","null","8","13","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1572","183","null","null","0","null","18","null","11","19","null","null","18","29","null","null","89","75","null","null","29","32","null","null","75","75","null","null","24","null","28","null","121","null","106","null","77","86","null","null","157","107","null","null","210","null","109","null","262","null","87","null","220","null","109","null","113","null","54","null","110","61","null","null","56","48","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1645","175","null","null","42","null","42","null","10","16","null","null","60","49","null","null","100","68","null","null","85","76","null","null","57","42","null","null","23","null","25","null","97","null","79","null","15","24","null","null","251","116","null","null","144","null","71","null","394","null","147","null","135","null","85","null","102","null","65","null","118","70","null","null","12","21","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1226","176","null","null","44","null","30","null","126","81","null","null","49","52","null","null","74","63","null","null","133","74","null","null","69","38","null","null","17","null","22","null","81","null","56","null","57","38","null","null","17","22","null","null","196","null","80","null","243","null","88","null","87","null","60","null","21","null","24","null","2","3","null","null","10","16","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1626","144","null","null","146","null","103","null","43","31","null","null","110","71","null","null","46","33","null","null","179","84","null","null","102","60","null","null","94","null","61","null","84","null","63","null","48","48","null","null","189","85","null","null","101","null","53","null","116","null","50","null","87","null","54","null","35","null","29","null","135","87","null","null","111","54","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","1032","144","null","null","79","null","42","null","51","41","null","null","43","32","null","null","60","35","null","null","24","23","null","null","11","13","null","null","43","null","32","null","51","null","42","null","56","42","null","null","144","78","null","null","123","null","56","null","198","null","50","null","57","null","35","null","35","null","32","null","39","40","null","null","18","17","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","632","113","null","null","81","null","57","null","56","48","null","null","41","24","null","null","58","34","null","null","68","44","null","null","33","22","null","null","28","null","29","null","40","null","34","null","16","20","null","null","56","48","null","null","42","null","27","null","56","null","54","null","29","null","24","null","3","null","5","null","11","18","null","null","14","23","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1888","283","null","null","75","null","88","null","26","41","null","null","113","99","null","null","57","58","null","null","88","81","null","null","23","37","null","null","132","null","103","null","101","null","99","null","54","52","null","null","59","63","null","null","282","null","139","null","412","null","181","null","291","null","152","null","73","null","63","null","29","33","null","null","73","60","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2165","263","null","null","88","null","102","null","197","131","null","null","146","108","null","null","113","70","null","null","19","30","null","null","83","85","null","null","70","null","57","null","45","null","57","null","114","110","null","null","258","128","null","null","80","null","83","null","442","null","203","null","130","null","72","null","83","null","61","null","160","67","null","null","137","98","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","1793","212","null","null","180","null","96","null","117","68","null","null","231","154","null","null","94","54","null","null","30","29","null","null","178","84","null","null","100","null","78","null","104","null","55","null","107","95","null","null","125","62","null","null","115","null","70","null","176","null","96","null","122","null","61","null","49","null","44","null","44","39","null","null","21","20","null","null",
