"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Annotation of Margin of Error!!Total:!!Less than $10,000","Annotation of Estimate!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Annotation of Margin of Error!!Total:!!$10,000 to $14,999","Annotation of Estimate!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Annotation of Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Annotation of Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Annotation of Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Annotation of Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Annotation of Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Annotation of Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Annotation of Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Annotation of Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Annotation of Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Annotation of Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Annotation of Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Annotation of Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Annotation of Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Annotation of Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Annotation of Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Annotation of Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Annotation of Margin of Error!!Total:!!$60,000 to $74,999","Annotation of Estimate!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Annotation of Margin of Error!!Total:!!$75,000 to $99,999","Annotation of Estimate!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Annotation of Margin of Error!!Total:!!$100,000 to $124,999","Annotation of Estimate!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Annotation of Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Annotation of Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Annotation of Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Annotation of Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Annotation of Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more","Annotation of Margin of Error!!Total:!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","12","11","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","3","null","5","null","0","null","17","null","0","null","17","null","0","null","17","null","6","null","7","null","0","17","null","null","1","3","null","null","0","17","null","null","0","null","17","null","0","null","17","null","2","null","4","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","88","35","null","null","0","17","null","null","0","17","null","null","0","null","17","null","5","null","8","null","5","null","9","null","0","null","17","null","0","null","17","null","15","null","21","null","7","null","12","null","0","null","17","null","8","13","null","null","14","15","null","null","22","20","null","null","6","null","9","null","6","null","9","null","0","null","17","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","10","7","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","6","null","7","null","0","17","null","null","4","5","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","105","45","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","14","null","17","null","19","null","18","29","null","null","14","16","null","null","19","21","null","null","21","null","31","null","6","null","11","null","0","null","12","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","17","20","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","16","null","null","0","12","null","null","7","13","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","50","22","null","null","5","5","null","null","0","17","null","null","5","null","7","null","0","null","17","null","2","null","4","null","0","null","17","null","0","null","17","null","0","null","17","null","8","null","9","null","12","null","13","null","13","11","null","null","5","8","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","26","14","null","null","6","6","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","5","null","5","null","0","null","12","null","0","null","12","null","6","6","null","null","6","6","null","null","0","12","null","null","0","null","12","null","3","null","6","null","0","null","12","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","14","8","null","null","2","3","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","2","null","3","null","0","null","12","null","2","null","4","null","3","null","4","null","0","12","null","null","5","5","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","23","21","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","8","null","13","null","7","null","11","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","8","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","41","25","null","null","11","16","null","null","0","12","null","null","4","null","7","null","2","null","3","null","4","null","5","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","1","3","null","null","19","20","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","40","24","null","null","3","5","null","null","0","12","null","null","6","null","10","null","5","null","6","null","0","null","12","null","0","null","12","null","3","null","5","null","0","null","12","null","19","null","19","null","0","null","12","null","0","12","null","null","0","12","null","null","4","6","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","1497","159","null","null","126","69","null","null","65","45","null","null","105","null","64","null","84","null","76","null","80","null","57","null","51","null","42","null","72","null","64","null","87","null","85","null","149","null","111","null","187","null","86","null","139","89","null","null","143","109","null","null","93","67","null","null","93","null","68","null","14","null","16","null","9","null","15","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","591","149","null","null","76","59","null","null","21","26","null","null","26","null","33","null","7","null","13","null","31","null","34","null","18","null","20","null","15","null","20","null","24","null","28","null","31","null","43","null","55","null","42","null","64","63","null","null","89","60","null","null","92","74","null","null","40","null","30","null","0","null","12","null","2","null","4","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","1273","188","null","null","45","34","null","null","101","80","null","null","61","null","52","null","54","null","54","null","19","null","23","null","75","null","84","null","81","null","71","null","38","null","32","null","49","null","33","null","138","null","95","null","201","97","null","null","150","60","null","null","157","71","null","null","44","null","33","null","35","null","31","null","25","null","23","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","1227","175","null","null","58","35","null","null","5","9","null","null","38","null","32","null","16","null","17","null","39","null","37","null","51","null","36","null","71","null","61","null","97","null","69","null","51","null","51","null","131","null","59","null","181","94","null","null","248","92","null","null","81","41","null","null","81","null","43","null","48","null","33","null","31","null","35","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","553","63","null","null","55","25","null","null","59","31","null","null","44","null","22","null","57","null","27","null","32","null","17","null","19","null","14","null","27","null","19","null","41","null","18","null","18","null","15","null","33","null","18","null","64","28","null","null","49","19","null","null","30","15","null","null","11","null","9","null","11","null","10","null","3","null","3","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","876","108","null","null","9","13","null","null","23","17","null","null","50","null","36","null","42","null","45","null","29","null","25","null","69","null","51","null","53","null","34","null","56","null","52","null","87","null","74","null","153","null","75","null","131","72","null","null","97","56","null","null","27","26","null","null","21","null","17","null","29","null","26","null","0","null","12","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","690","147","null","null","37","28","null","null","112","70","null","null","90","null","57","null","68","null","61","null","49","null","38","null","19","null","20","null","30","null","29","null","27","null","26","null","57","null","61","null","59","null","48","null","36","30","null","null","69","56","null","null","25","24","null","null","5","null","14","null","7","null","13","null","0","null","12","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","1023","123","null","null","106","49","null","null","46","23","null","null","38","null","20","null","115","null","57","null","24","null","17","null","47","null","24","null","59","null","40","null","40","null","35","null","43","null","42","null","108","null","47","null","133","47","null","null","102","46","null","null","62","41","null","null","29","null","21","null","69","null","52","null","2","null","4","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","1294","177","null","null","113","68","null","null","84","48","null","null","209","null","91","null","178","null","79","null","104","null","60","null","158","null","95","null","41","null","33","null","24","null","22","null","0","null","12","null","59","null","42","null","117","63","null","null","110","65","null","null","19","22","null","null","78","null","57","null","0","null","12","null","0","null","12","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","1757","206","null","null","221","131","null","null","124","90","null","null","67","null","50","null","37","null","41","null","36","null","40","null","91","null","92","null","98","null","61","null","67","null","54","null","102","null","57","null","102","null","63","null","189","88","null","null","141","80","null","null","104","105","null","null","224","null","141","null","48","null","45","null","106","null","71","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","1333","150","null","null","67","53","null","null","70","58","null","null","93","null","56","null","86","null","55","null","142","null","78","null","76","null","44","null","43","null","29","null","72","null","44","null","6","null","9","null","55","null","34","null","170","84","null","null","214","90","null","null","99","84","null","null","3","null","5","null","111","null","80","null","26","null","26","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","872","97","null","null","48","31","null","null","52","26","null","null","74","null","30","null","79","null","44","null","73","null","36","null","55","null","29","null","53","null","27","null","65","null","36","null","55","null","32","null","109","null","66","null","32","20","null","null","89","48","null","null","52","39","null","null","18","null","21","null","13","null","14","null","5","null","8","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","1200","104","null","null","125","58","null","null","91","34","null","null","127","null","47","null","90","null","37","null","76","null","56","null","47","null","23","null","52","null","27","null","49","null","31","null","71","null","34","null","106","null","38","null","89","30","null","null","70","25","null","null","98","51","null","null","56","null","36","null","40","null","19","null","13","null","9","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","222","86","null","null","25","38","null","null","27","37","null","null","7","null","11","null","25","null","28","null","30","null","36","null","0","null","12","null","0","null","12","null","19","null","23","null","0","null","12","null","0","null","12","null","64","55","null","null","21","18","null","null","0","12","null","null","4","null","7","null","0","null","12","null","0","null","12","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","158","45","null","null","9","11","null","null","22","25","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","4","null","8","null","33","null","37","null","0","null","12","null","7","null","12","null","6","9","null","null","32","24","null","null","11","10","null","null","23","null","18","null","11","null","13","null","0","null","12","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","192","56","null","null","28","31","null","null","6","9","null","null","11","null","13","null","4","null","11","null","6","null","10","null","9","null","11","null","0","null","12","null","19","null","31","null","10","null","13","null","13","null","16","null","26","28","null","null","22","21","null","null","25","22","null","null","0","null","12","null","0","null","12","null","13","null","19","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","13","14","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","8","null","13","null","0","12","null","null","5","7","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","76","38","null","null","15","24","null","null","8","14","null","null","0","null","12","null","0","null","12","null","4","null","7","null","8","null","12","null","13","null","15","null","0","null","12","null","2","null","5","null","0","null","12","null","5","7","null","null","10","13","null","null","5","10","null","null","0","null","12","null","0","null","12","null","6","null","10","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","618","103","null","null","71","42","null","null","68","44","null","null","23","null","26","null","63","null","52","null","21","null","20","null","55","null","46","null","18","null","21","null","26","null","22","null","18","null","21","null","46","null","43","null","68","47","null","null","26","25","null","null","47","37","null","null","32","null","25","null","36","null","32","null","0","null","12","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","869","124","null","null","102","70","null","null","69","41","null","null","38","null","27","null","66","null","44","null","154","null","73","null","18","null","22","null","64","null","47","null","56","null","48","null","4","null","9","null","84","null","50","null","64","36","null","null","62","50","null","null","67","42","null","null","11","null","18","null","6","null","9","null","4","null","7","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","932","121","null","null","97","50","null","null","54","38","null","null","65","null","58","null","81","null","55","null","3","null","5","null","39","null","34","null","48","null","41","null","61","null","42","null","35","null","25","null","65","null","42","null","119","65","null","null","145","68","null","null","34","28","null","null","12","null","15","null","39","null","48","null","35","null","27","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","1940","187","null","null","76","50","null","null","156","97","null","null","89","null","65","null","231","null","127","null","73","null","48","null","53","null","31","null","173","null","106","null","56","null","42","null","95","null","54","null","213","null","101","null","241","90","null","null","256","107","null","null","42","34","null","null","143","null","105","null","16","null","22","null","27","null","38","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","307","87","null","null","30","37","null","null","6","10","null","null","0","null","12","null","12","null","14","null","17","null","15","null","6","null","10","null","21","null","18","null","6","null","10","null","7","null","10","null","24","null","24","null","63","43","null","null","21","24","null","null","14","14","null","null","49","null","67","null","31","null","28","null","0","null","12","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","192","42","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","7","null","9","null","0","null","12","null","0","null","12","null","33","null","21","null","19","18","null","null","83","35","null","null","24","19","null","null","15","null","18","null","11","null","17","null","0","null","12","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","769","146","null","null","28","21","null","null","44","35","null","null","101","null","75","null","52","null","42","null","55","null","42","null","21","null","23","null","66","null","48","null","26","null","24","null","14","null","17","null","31","null","50","null","70","51","null","null","145","71","null","null","52","37","null","null","17","null","18","null","23","null","20","null","24","null","21","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","830","146","null","null","127","84","null","null","69","52","null","null","83","null","65","null","30","null","28","null","34","null","31","null","85","null","65","null","13","null","15","null","69","null","50","null","63","null","47","null","35","null","35","null","18","19","null","null","125","60","null","null","32","28","null","null","11","null","15","null","28","null","33","null","8","null","12","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","1294","208","null","null","43","41","null","null","78","74","null","null","54","null","48","null","89","null","65","null","89","null","66","null","87","null","94","null","57","null","46","null","63","null","63","null","118","null","98","null","80","null","52","null","53","52","null","null","221","105","null","null","32","33","null","null","46","null","41","null","71","null","65","null","113","null","115","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","893","134","null","null","65","52","null","null","55","51","null","null","55","null","34","null","83","null","65","null","87","null","73","null","68","null","63","null","26","null","27","null","90","null","62","null","0","null","12","null","62","null","41","null","113","49","null","null","55","38","null","null","70","47","null","null","22","null","21","null","27","null","27","null","15","null","16","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","1234","160","null","null","26","22","null","null","73","65","null","null","115","null","106","null","47","null","50","null","87","null","85","null","72","null","68","null","59","null","55","null","0","null","12","null","49","null","47","null","95","null","59","null","211","121","null","null","169","105","null","null","182","98","null","null","12","null","19","null","37","null","38","null","0","null","12","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","1073","125","null","null","64","43","null","null","109","84","null","null","51","null","58","null","65","null","50","null","31","null","28","null","98","null","83","null","34","null","32","null","23","null","26","null","55","null","50","null","131","null","60","null","129","56","null","null","100","59","null","null","67","42","null","null","43","null","34","null","32","null","28","null","41","null","32","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","1311","168","null","null","36","33","null","null","33","37","null","null","68","null","68","null","0","null","12","null","36","null","34","null","53","null","46","null","64","null","61","null","33","null","39","null","137","null","98","null","93","null","66","null","147","85","null","null","128","70","null","null","150","102","null","null","140","null","77","null","105","null","69","null","88","null","73","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","2888","195","null","null","89","58","null","null","23","28","null","null","91","null","89","null","86","null","59","null","44","null","41","null","97","null","67","null","111","null","62","null","79","null","54","null","162","null","82","null","191","null","85","null","318","122","null","null","461","139","null","null","516","148","null","null","154","null","74","null","208","null","87","null","258","null","100","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","2149","147","null","null","25","29","null","null","13","21","null","null","69","null","88","null","27","null","32","null","26","null","27","null","43","null","52","null","103","null","91","null","64","null","53","null","83","null","52","null","60","null","49","null","222","113","null","null","407","123","null","null","335","116","null","null","287","null","125","null","200","null","79","null","185","null","89","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","1629","172","null","null","132","111","null","null","50","45","null","null","44","null","51","null","113","null","108","null","0","null","17","null","111","null","77","null","61","null","51","null","105","null","67","null","104","null","85","null","199","null","105","null","232","129","null","null","287","140","null","null","28","35","null","null","113","null","68","null","18","null","27","null","32","null","45","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","1365","123","null","null","73","52","null","null","118","77","null","null","9","null","15","null","42","null","31","null","42","null","26","null","116","null","73","null","75","null","49","null","71","null","42","null","88","null","71","null","115","null","67","null","88","53","null","null","135","62","null","null","191","77","null","null","77","null","62","null","45","null","32","null","80","null","49","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","1851","243","null","null","15","25","null","null","74","67","null","null","188","null","153","null","97","null","74","null","82","null","67","null","16","null","26","null","0","null","12","null","36","null","43","null","31","null","35","null","163","null","85","null","316","206","null","null","294","115","null","null","146","82","null","null","163","null","95","null","129","null","68","null","101","null","89","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","1229","98","null","null","60","44","null","null","36","29","null","null","8","null","14","null","7","null","12","null","9","null","15","null","0","null","12","null","78","null","68","null","24","null","23","null","12","null","19","null","76","null","42","null","91","46","null","null","149","65","null","null","262","73","null","null","111","null","55","null","134","null","57","null","172","null","61","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","1343","120","null","null","122","75","null","null","55","46","null","null","21","null","22","null","65","null","39","null","56","null","40","null","37","null","34","null","49","null","37","null","26","null","23","null","23","null","23","null","99","null","47","null","119","56","null","null","140","53","null","null","151","61","null","null","98","null","51","null","108","null","59","null","174","null","76","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","1054","235","null","null","12","20","null","null","59","68","null","null","50","null","49","null","30","null","30","null","11","null","19","null","82","null","77","null","98","null","124","null","34","null","54","null","32","null","28","null","161","null","123","null","147","114","null","null","172","109","null","null","73","50","null","null","21","null","33","null","64","null","57","null","8","null","14","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","1255","128","null","null","7","11","null","null","21","35","null","null","25","null","24","null","41","null","43","null","74","null","58","null","23","null","21","null","47","null","35","null","21","null","19","null","71","null","62","null","121","null","69","null","74","39","null","null","264","91","null","null","106","50","null","null","109","null","66","null","200","null","74","null","51","null","33","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","1009","135","null","null","62","53","null","null","21","35","null","null","66","null","67","null","19","null","24","null","34","null","27","null","20","null","22","null","100","null","62","null","45","null","37","null","45","null","40","null","51","null","33","null","123","63","null","null","143","69","null","null","144","67","null","null","60","null","72","null","33","null","35","null","43","null","44","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","1862","241","null","null","45","42","null","null","76","63","null","null","52","null","52","null","73","null","87","null","23","null","29","null","23","null","26","null","37","null","36","null","84","null","77","null","76","null","70","null","130","null","75","null","259","143","null","null","270","117","null","null","123","64","null","null","188","null","137","null","201","null","151","null","202","null","94","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","1092","135","null","null","46","33","null","null","10","16","null","null","7","null","11","null","26","null","35","null","36","null","31","null","26","null","26","null","58","null","38","null","53","null","48","null","16","null","19","null","112","null","59","null","185","75","null","null","146","54","null","null","173","60","null","null","26","null","23","null","89","null","41","null","83","null","46","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","1176","189","null","null","127","67","null","null","106","61","null","null","149","null","77","null","62","null","59","null","73","null","62","null","43","null","32","null","140","null","86","null","18","null","21","null","9","null","15","null","95","null","55","null","139","84","null","null","57","56","null","null","56","47","null","null","29","null","32","null","27","null","32","null","46","null","25","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","1890","218","null","null","179","142","null","null","40","34","null","null","123","null","105","null","36","null","42","null","68","null","78","null","11","null","19","null","79","null","88","null","68","null","60","null","94","null","70","null","137","null","86","null","153","72","null","null","277","110","null","null","136","62","null","null","114","null","72","null","212","null","101","null","163","null","97","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","311","70","null","null","139","57","null","null","64","45","null","null","27","null","21","null","1","null","4","null","20","null","25","null","8","null","12","null","15","null","15","null","25","null","21","null","0","null","19","null","0","null","19","null","12","7","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","1632","146","null","null","223","90","null","null","60","41","null","null","53","null","47","null","46","null","35","null","58","null","41","null","29","null","33","null","161","null","96","null","58","null","44","null","41","null","39","null","33","null","31","null","126","65","null","null","239","77","null","null","86","38","null","null","159","null","64","null","163","null","73","null","97","null","56","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","2032","241","null","null","183","100","null","null","166","91","null","null","125","null","87","null","140","null","96","null","85","null","78","null","65","null","50","null","151","null","103","null","58","null","51","null","73","null","49","null","191","null","93","null","138","91","null","null","267","133","null","null","167","89","null","null","61","null","45","null","83","null","60","null","79","null","61","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","1071","100","null","null","9","15","null","null","20","24","null","null","85","null","65","null","55","null","37","null","7","null","10","null","44","null","31","null","51","null","36","null","16","null","21","null","40","null","48","null","151","null","56","null","109","56","null","null","180","79","null","null","89","58","null","null","60","null","43","null","42","null","35","null","113","null","53","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","1483","134","null","null","65","50","null","null","67","44","null","null","20","null","22","null","0","null","17","null","26","null","24","null","18","null","21","null","27","null","28","null","50","null","29","null","44","null","31","null","79","null","42","null","164","70","null","null","275","107","null","null","207","81","null","null","166","null","85","null","122","null","66","null","153","null","75","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","1390","160","null","null","48","46","null","null","39","40","null","null","48","null","62","null","9","null","14","null","27","null","30","null","26","null","29","null","36","null","35","null","23","null","27","null","25","null","24","null","91","null","57","null","242","105","null","null","327","134","null","null","160","65","null","null","52","null","43","null","148","null","105","null","89","null","58","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","1334","211","null","null","58","47","null","null","34","32","null","null","30","null","27","null","93","null","82","null","41","null","39","null","43","null","46","null","62","null","48","null","29","null","43","null","20","null","18","null","203","null","105","null","222","98","null","null","222","100","null","null","99","40","null","null","17","null","17","null","88","null","48","null","73","null","53","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","1600","158","null","null","196","107","null","null","81","77","null","null","71","null","48","null","14","null","27","null","71","null","38","null","61","null","52","null","94","null","46","null","36","null","29","null","59","null","40","null","56","null","34","null","205","96","null","null","200","90","null","null","129","64","null","null","64","null","45","null","152","null","68","null","111","null","41","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","984","191","null","null","79","45","null","null","67","39","null","null","67","null","41","null","51","null","31","null","60","null","40","null","38","null","35","null","14","null","15","null","66","null","44","null","32","null","21","null","51","null","32","null","166","84","null","null","156","69","null","null","43","29","null","null","40","null","25","null","44","null","27","null","10","null","16","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","588","84","null","null","22","21","null","null","18","19","null","null","23","null","20","null","56","null","29","null","21","null","19","null","44","null","33","null","26","null","23","null","22","null","24","null","26","null","30","null","64","null","42","null","49","40","null","null","80","41","null","null","58","50","null","null","51","null","37","null","0","null","12","null","28","null","31","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","1201","294","null","null","40","66","null","null","222","147","null","null","0","null","17","null","115","null","102","null","104","null","80","null","0","null","17","null","36","null","43","null","20","null","39","null","72","null","67","null","13","null","23","null","170","118","null","null","208","125","null","null","50","52","null","null","49","null","41","null","68","null","80","null","34","null","55","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","2326","271","null","null","111","99","null","null","39","59","null","null","14","null","23","null","107","null","82","null","63","null","85","null","33","null","37","null","95","null","105","null","37","null","55","null","171","null","118","null","205","null","139","null","172","100","null","null","225","91","null","null","390","185","null","null","126","null","73","null","184","null","110","null","354","null","157","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","2025","200","null","null","147","114","null","null","54","50","null","null","52","null","49","null","71","null","44","null","41","null","29","null","240","null","144","null","112","null","97","null","117","null","74","null","36","null","32","null","196","null","89","null","198","114","null","null","230","100","null","null","235","122","null","null","115","null","69","null","136","null","67","null","45","null","43","null",
