"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","1746","109","null","null","76","59","null","null","47","29","null","null","10","null","16","null","8","null","12","null","26","null","27","null","31","null","27","null","42","null","33","null","18","null","20","null","48","null","34","null","74","null","44","null","54","38","null","null","156","64","null","null","86","55","null","null","168","null","63","null","312","null","109","null","590","null","124","null",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","1330","142","null","null","54","38","null","null","41","34","null","null","13","null","19","null","36","null","33","null","11","null","18","null","61","null","42","null","33","null","30","null","9","null","14","null","0","null","12","null","24","null","24","null","72","42","null","null","94","50","null","null","107","70","null","null","180","null","95","null","191","null","76","null","404","null","102","null",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","1302","107","null","null","43","39","null","null","0","12","null","null","11","null","17","null","11","null","18","null","10","null","17","null","22","null","24","null","30","null","33","null","50","null","51","null","21","null","23","null","44","null","51","null","173","76","null","null","105","49","null","null","171","77","null","null","88","null","52","null","166","null","66","null","357","null","88","null",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","2196","173","null","null","15","24","null","null","0","17","null","null","0","null","17","null","59","null","65","null","14","null","22","null","13","null","22","null","16","null","25","null","136","null","109","null","75","null","51","null","65","null","53","null","206","109","null","null","205","95","null","null","264","100","null","null","243","null","121","null","423","null","127","null","462","null","147","null",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","1234","81","null","null","27","27","null","null","9","13","null","null","79","null","47","null","53","null","36","null","9","null","14","null","68","null","61","null","61","null","40","null","61","null","41","null","26","null","29","null","87","null","46","null","175","55","null","null","222","96","null","null","134","48","null","null","99","null","50","null","84","null","52","null","40","null","33","null",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","1384","118","null","null","9","13","null","null","40","29","null","null","40","null","26","null","56","null","37","null","67","null","49","null","72","null","52","null","92","null","47","null","51","null","35","null","49","null","48","null","93","null","43","null","177","71","null","null","253","74","null","null","137","62","null","null","87","null","48","null","98","null","56","null","63","null","44","null",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","1601","137","null","null","59","51","null","null","0","17","null","null","0","null","17","null","79","null","42","null","64","null","36","null","43","null","37","null","61","null","41","null","0","null","17","null","40","null","33","null","75","null","57","null","101","44","null","null","181","65","null","null","255","90","null","null","286","null","92","null","216","null","93","null","141","null","55","null",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","1374","89","null","null","31","25","null","null","19","20","null","null","32","null","25","null","16","null","18","null","19","null","22","null","17","null","19","null","19","null","17","null","39","null","26","null","72","null","62","null","97","null","44","null","90","49","null","null","317","103","null","null","159","59","null","null","175","null","57","null","215","null","76","null","57","null","42","null",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","1176","81","null","null","10","15","null","null","0","12","null","null","0","null","12","null","0","null","12","null","61","null","39","null","10","null","16","null","7","null","11","null","56","null","46","null","10","null","16","null","124","null","58","null","45","38","null","null","238","77","null","null","223","71","null","null","76","null","53","null","142","null","54","null","174","null","79","null",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","1703","99","null","null","12","19","null","null","14","22","null","null","15","null","23","null","19","null","31","null","28","null","46","null","61","null","86","null","30","null","35","null","0","null","17","null","58","null","53","null","67","null","53","null","115","75","null","null","294","128","null","null","365","128","null","null","247","null","119","null","211","null","92","null","167","null","74","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","1236","86","null","null","0","12","null","null","21","22","null","null","0","null","12","null","19","null","23","null","11","null","17","null","12","null","19","null","10","null","16","null","0","null","12","null","10","null","16","null","122","null","45","null","107","56","null","null","210","70","null","null","198","74","null","null","125","null","55","null","198","null","77","null","193","null","69","null",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","1711","173","null","null","38","45","null","null","19","31","null","null","10","null","18","null","12","null","21","null","29","null","34","null","55","null","57","null","45","null","42","null","56","null","48","null","0","null","17","null","145","null","112","null","280","155","null","null","130","70","null","null","198","78","null","null","348","null","142","null","91","null","65","null","255","null","118","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","1457","125","null","null","36","35","null","null","11","17","null","null","60","null","35","null","45","null","35","null","12","null","18","null","21","null","24","null","44","null","37","null","85","null","71","null","63","null","49","null","49","null","35","null","107","52","null","null","255","103","null","null","161","68","null","null","193","null","97","null","171","null","60","null","144","null","52","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","927","93","null","null","19","22","null","null","0","12","null","null","10","null","15","null","10","null","15","null","0","null","12","null","22","null","25","null","6","null","10","null","28","null","22","null","21","null","22","null","69","null","47","null","44","34","null","null","119","56","null","null","160","65","null","null","136","null","51","null","101","null","50","null","182","null","65","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","1147","98","null","null","102","57","null","null","59","63","null","null","15","null","17","null","17","null","19","null","95","null","54","null","34","null","26","null","47","null","34","null","126","null","65","null","0","null","12","null","101","null","57","null","89","51","null","null","158","75","null","null","116","60","null","null","50","null","42","null","79","null","75","null","59","null","41","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","1056","116","null","null","51","54","null","null","19","22","null","null","30","null","28","null","9","null","15","null","62","null","51","null","32","null","31","null","22","null","35","null","21","null","23","null","9","null","14","null","93","null","61","null","163","68","null","null","195","71","null","null","110","48","null","null","81","null","47","null","99","null","60","null","60","null","50","null",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","1976","217","null","null","0","17","null","null","55","52","null","null","69","null","61","null","47","null","54","null","205","null","138","null","41","null","45","null","15","null","25","null","113","null","78","null","228","null","130","null","292","null","155","null","213","135","null","null","209","91","null","null","219","128","null","null","191","null","117","null","79","null","69","null","0","null","17","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","941","125","null","null","15","17","null","null","63","47","null","null","91","null","51","null","59","null","40","null","91","null","52","null","65","null","48","null","53","null","38","null","128","null","80","null","21","null","27","null","22","null","24","null","180","96","null","null","78","51","null","null","41","31","null","null","18","null","20","null","16","null","17","null","0","null","12","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","1413","127","null","null","70","48","null","null","18","20","null","null","52","null","34","null","25","null","24","null","44","null","36","null","124","null","80","null","51","null","35","null","121","null","74","null","104","null","78","null","136","null","64","null","292","123","null","null","198","73","null","null","119","51","null","null","20","null","24","null","39","null","33","null","0","null","12","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","1277","130","null","null","23","22","null","null","48","42","null","null","51","null","55","null","32","null","25","null","0","null","12","null","47","null","43","null","52","null","52","null","63","null","55","null","93","null","54","null","98","null","64","null","120","69","null","null","186","86","null","null","82","44","null","null","125","null","70","null","125","null","60","null","132","null","76","null",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","3315","183","null","null","33","39","null","null","90","83","null","null","135","null","87","null","55","null","51","null","0","null","19","null","53","null","49","null","100","null","61","null","80","null","56","null","137","null","94","null","71","null","57","null","213","118","null","null","554","226","null","null","302","123","null","null","423","null","161","null","142","null","81","null","927","null","141","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","1386","109","null","null","18","20","null","null","0","12","null","null","23","null","24","null","0","null","12","null","0","null","12","null","10","null","15","null","18","null","20","null","44","null","40","null","11","null","19","null","28","null","32","null","58","36","null","null","133","62","null","null","225","81","null","null","227","null","82","null","156","null","68","null","435","null","96","null",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","3417","372","null","null","207","103","null","null","54","62","null","null","68","null","64","null","44","null","50","null","22","null","39","null","86","null","69","null","141","null","118","null","83","null","72","null","124","null","97","null","155","null","123","null","487","201","null","null","620","203","null","null","284","123","null","null","376","null","186","null","251","null","154","null","415","null","160","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","917","129","null","null","48","32","null","null","17","18","null","null","32","null","26","null","50","null","40","null","51","null","40","null","59","null","34","null","68","null","36","null","110","null","59","null","47","null","29","null","106","null","52","null","74","38","null","null","167","60","null","null","23","23","null","null","41","null","33","null","7","null","12","null","17","null","21","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","1475","131","null","null","110","58","null","null","35","27","null","null","131","null","58","null","83","null","36","null","74","null","48","null","143","null","62","null","81","null","51","null","105","null","64","null","56","null","46","null","124","null","46","null","193","76","null","null","173","58","null","null","51","31","null","null","41","null","29","null","31","null","21","null","44","null","48","null",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","1482","116","null","null","83","54","null","null","59","47","null","null","66","null","35","null","100","null","43","null","33","null","26","null","64","null","29","null","84","null","40","null","33","null","26","null","87","null","40","null","248","null","97","null","166","57","null","null","121","52","null","null","101","44","null","null","68","null","35","null","103","null","49","null","66","null","40","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","1628","172","null","null","145","103","null","null","14","24","null","null","126","null","97","null","47","null","44","null","63","null","66","null","100","null","62","null","122","null","68","null","89","null","55","null","34","null","38","null","150","null","73","null","292","114","null","null","158","77","null","null","83","57","null","null","74","null","45","null","75","null","40","null","56","null","68","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","970","79","null","null","24","24","null","null","15","18","null","null","13","null","15","null","17","null","23","null","14","null","23","null","17","null","17","null","0","null","12","null","21","null","20","null","0","null","12","null","58","null","55","null","151","73","null","null","180","65","null","null","156","67","null","null","80","null","45","null","94","null","54","null","130","null","45","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","1598","125","null","null","82","46","null","null","9","14","null","null","38","null","46","null","106","null","70","null","22","null","23","null","20","null","22","null","29","null","30","null","50","null","40","null","32","null","30","null","44","null","30","null","198","82","null","null","236","76","null","null","177","66","null","null","225","null","84","null","201","null","67","null","129","null","60","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","1432","123","null","null","182","67","null","null","23","25","null","null","10","null","15","null","29","null","28","null","73","null","42","null","58","null","58","null","50","null","34","null","48","null","40","null","50","null","41","null","109","null","49","null","120","55","null","null","156","63","null","null","159","71","null","null","146","null","74","null","132","null","62","null","87","null","47","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","475","62","null","null","33","22","null","null","6","9","null","null","19","null","16","null","26","null","30","null","13","null","13","null","11","null","12","null","7","null","10","null","32","null","31","null","12","null","14","null","30","null","19","null","34","26","null","null","91","37","null","null","86","36","null","null","29","null","23","null","33","null","23","null","13","null","15","null",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","1228","94","null","null","59","52","null","null","16","22","null","null","81","null","61","null","92","null","71","null","35","null","34","null","11","null","16","null","54","null","42","null","18","null","20","null","62","null","39","null","125","null","57","null","240","99","null","null","216","69","null","null","83","49","null","null","66","null","42","null","43","null","28","null","27","null","25","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","994","97","null","null","0","12","null","null","11","18","null","null","20","null","24","null","34","null","32","null","0","null","12","null","41","null","33","null","29","null","26","null","111","null","81","null","52","null","53","null","137","null","75","null","136","59","null","null","170","68","null","null","136","56","null","null","19","null","22","null","50","null","35","null","48","null","31","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","604","63","null","null","33","22","null","null","12","14","null","null","11","null","15","null","12","null","12","null","16","null","17","null","11","null","12","null","18","null","13","null","10","null","10","null","5","null","8","null","66","null","33","null","54","27","null","null","127","45","null","null","80","37","null","null","42","null","26","null","51","null","33","null","56","null","27","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","1701","277","null","null","45","43","null","null","78","100","null","null","242","null","166","null","66","null","54","null","38","null","44","null","43","null","46","null","0","null","17","null","93","null","68","null","87","null","67","null","137","null","108","null","286","125","null","null","337","144","null","null","121","74","null","null","19","null","30","null","62","null","56","null","47","null","52","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","1029","131","null","null","73","48","null","null","32","43","null","null","44","null","30","null","70","null","52","null","42","null","48","null","45","null","30","null","44","null","32","null","99","null","88","null","91","null","57","null","42","null","29","null","111","59","null","null","154","67","null","null","89","50","null","null","15","null","18","null","68","null","54","null","10","null","17","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","1555","139","null","null","34","39","null","null","32","37","null","null","54","null","49","null","33","null","36","null","48","null","42","null","107","null","76","null","94","null","97","null","19","null","29","null","82","null","55","null","208","null","88","null","276","129","null","null","219","99","null","null","117","69","null","null","157","null","74","null","75","null","53","null","0","null","17","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","1732","126","null","null","56","68","null","null","12","19","null","null","64","null","52","null","76","null","49","null","54","null","51","null","57","null","52","null","43","null","42","null","123","null","74","null","80","null","69","null","178","null","85","null","109","64","null","null","529","161","null","null","150","81","null","null","73","null","49","null","128","null","82","null","0","null","17","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","1794","204","null","null","113","96","null","null","30","35","null","null","78","null","93","null","18","null","28","null","114","null","90","null","17","null","27","null","60","null","53","null","46","null","54","null","75","null","62","null","82","null","57","null","457","171","null","null","207","85","null","null","275","119","null","null","32","null","37","null","104","null","70","null","86","null","57","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","1623","181","null","null","101","118","null","null","42","49","null","null","82","null","75","null","99","null","74","null","32","null","40","null","36","null","42","null","40","null","45","null","45","null","51","null","32","null","35","null","119","null","68","null","308","128","null","null","226","119","null","null","202","97","null","null","105","null","80","null","100","null","49","null","54","null","61","null",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","1922","232","null","null","46","44","null","null","52","48","null","null","94","null","91","null","214","null","116","null","39","null","28","null","61","null","55","null","187","null","110","null","112","null","71","null","36","null","40","null","198","null","128","null","173","87","null","null","300","126","null","null","145","79","null","null","109","null","77","null","44","null","43","null","112","null","105","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","804","44","null","null","0","12","null","null","6","9","null","null","5","null","8","null","30","null","30","null","11","null","12","null","26","null","27","null","41","null","35","null","34","null","21","null","35","null","22","null","25","null","19","null","104","44","null","null","134","44","null","null","131","43","null","null","99","null","49","null","58","null","29","null","65","null","28","null",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","784","94","null","null","11","18","null","null","0","12","null","null","23","null","25","null","49","null","45","null","9","null","15","null","23","null","26","null","8","null","13","null","31","null","37","null","54","null","47","null","41","null","33","null","76","36","null","null","122","55","null","null","107","56","null","null","81","null","57","null","114","null","68","null","35","null","31","null",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","986","110","null","null","47","37","null","null","16","22","null","null","41","null","45","null","15","null","24","null","33","null","28","null","55","null","52","null","38","null","39","null","30","null","31","null","0","null","12","null","23","null","23","null","120","54","null","null","175","97","null","null","85","54","null","null","131","null","62","null","119","null","55","null","58","null","57","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","3307","277","null","null","254","137","null","null","133","93","null","null","121","null","72","null","176","null","85","null","102","null","68","null","182","null","95","null","215","null","94","null","219","null","116","null","94","null","69","null","400","null","152","null","597","165","null","null","412","153","null","null","99","70","null","null","202","null","121","null","57","null","58","null","44","null","41","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","1825","117","null","null","97","50","null","null","57","52","null","null","128","null","75","null","121","null","57","null","83","null","56","null","118","null","67","null","102","null","50","null","139","null","78","null","39","null","31","null","163","null","65","null","176","69","null","null","215","59","null","null","158","60","null","null","71","null","42","null","66","null","55","null","92","null","59","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","1893","190","null","null","205","132","null","null","26","30","null","null","68","null","47","null","87","null","85","null","91","null","66","null","64","null","50","null","99","null","66","null","51","null","42","null","14","null","24","null","148","null","80","null","211","85","null","null","433","142","null","null","110","70","null","null","128","null","75","null","114","null","94","null","44","null","43","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","1163","128","null","null","119","67","null","null","14","16","null","null","54","null","42","null","42","null","34","null","84","null","74","null","45","null","32","null","106","null","62","null","8","null","13","null","36","null","28","null","150","null","84","null","120","64","null","null","136","71","null","null","62","38","null","null","46","null","33","null","93","null","66","null","48","null","45","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","748","58","null","null","26","31","null","null","8","12","null","null","6","null","9","null","12","null","12","null","6","null","10","null","31","null","20","null","18","null","16","null","6","null","9","null","34","null","24","null","40","null","25","null","104","41","null","null","96","41","null","null","73","26","null","null","91","null","34","null","92","null","31","null","105","null","37","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","867","86","null","null","44","35","null","null","11","18","null","null","10","null","17","null","34","null","29","null","28","null","31","null","51","null","40","null","35","null","29","null","10","null","17","null","63","null","49","null","47","null","36","null","114","54","null","null","150","65","null","null","64","38","null","null","62","null","38","null","63","null","40","null","81","null","47","null",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","1347","90","null","null","87","52","null","null","25","28","null","null","22","null","24","null","45","null","54","null","72","null","42","null","63","null","54","null","47","null","30","null","13","null","19","null","26","null","24","null","103","null","47","null","71","49","null","null","323","93","null","null","185","72","null","null","80","null","46","null","123","null","57","null","62","null","36","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","1366","118","null","null","36","32","null","null","13","19","null","null","59","null","37","null","24","null","27","null","43","null","34","null","34","null","29","null","69","null","43","null","54","null","36","null","82","null","49","null","97","null","48","null","139","62","null","null","261","63","null","null","210","102","null","null","131","null","55","null","84","null","44","null","30","null","29","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","1073","130","null","null","91","71","null","null","41","54","null","null","9","null","13","null","31","null","28","null","79","null","37","null","34","null","27","null","7","null","11","null","86","null","61","null","36","null","28","null","124","null","73","null","138","77","null","null","192","70","null","null","120","71","null","null","22","null","22","null","47","null","32","null","16","null","17","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","984","61","null","null","9","15","null","null","18","19","null","null","47","null","41","null","7","null","11","null","62","null","45","null","8","null","12","null","57","null","39","null","33","null","26","null","64","null","54","null","113","null","62","null","106","65","null","null","177","73","null","null","91","46","null","null","102","null","47","null","56","null","34","null","34","null","31","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","1185","97","null","null","43","33","null","null","31","29","null","null","49","null","39","null","19","null","20","null","88","null","69","null","24","null","26","null","38","null","37","null","113","null","75","null","58","null","32","null","145","null","70","null","185","91","null","null","225","75","null","null","124","63","null","null","43","null","35","null","0","null","12","null","0","null","12","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","1074","127","null","null","56","52","null","null","17","19","null","null","17","null","18","null","19","null","22","null","52","null","43","null","82","null","55","null","121","null","88","null","107","null","75","null","74","null","56","null","136","null","63","null","118","58","null","null","149","70","null","null","37","30","null","null","27","null","24","null","43","null","42","null","19","null","24","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","1220","135","null","null","78","61","null","null","40","34","null","null","96","null","59","null","25","null","23","null","68","null","45","null","107","null","54","null","63","null","58","null","58","null","41","null","88","null","80","null","98","null","58","null","120","63","null","null","194","93","null","null","33","30","null","null","99","null","47","null","16","null","17","null","37","null","34","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","671","54","null","null","16","16","null","null","0","12","null","null","35","null","31","null","43","null","36","null","43","null","26","null","31","null","21","null","24","null","19","null","36","null","31","null","32","null","22","null","59","null","27","null","120","50","null","null","87","38","null","null","75","43","null","null","21","null","17","null","25","null","22","null","24","null","25","null",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","1206","160","null","null","117","75","null","null","36","40","null","null","216","null","123","null","125","null","62","null","114","null","87","null","64","null","50","null","71","null","49","null","47","null","48","null","75","null","59","null","100","null","88","null","70","44","null","null","73","45","null","null","34","27","null","null","28","null","34","null","36","null","37","null","0","null","12","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","2194","201","null","null","88","72","null","null","143","144","null","null","117","null","101","null","279","null","189","null","44","null","71","null","134","null","74","null","58","null","48","null","103","null","89","null","98","null","65","null","155","null","86","null","229","97","null","null","400","143","null","null","149","86","null","null","85","null","61","null","85","null","64","null","27","null","32","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","1155","118","null","null","38","47","null","null","70","37","null","null","75","null","40","null","65","null","53","null","25","null","22","null","42","null","47","null","43","null","31","null","78","null","39","null","34","null","30","null","65","null","36","null","140","64","null","null","108","62","null","null","165","67","null","null","65","null","45","null","108","null","66","null","34","null","26","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","822","141","null","null","62","44","null","null","11","16","null","null","19","null","22","null","68","null","48","null","50","null","37","null","51","null","45","null","158","null","83","null","46","null","49","null","36","null","47","null","100","null","69","null","61","36","null","null","52","34","null","null","79","55","null","null","29","null","38","null","0","null","12","null","0","null","12","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","1173","236","null","null","70","83","null","null","38","44","null","null","37","null","42","null","66","null","59","null","68","null","64","null","16","null","25","null","81","null","58","null","154","null","109","null","51","null","46","null","89","null","64","null","218","123","null","null","103","69","null","null","61","78","null","null","18","null","30","null","0","null","17","null","103","null","115","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","1315","129","null","null","68","44","null","null","59","40","null","null","26","null","25","null","112","null","49","null","105","null","44","null","88","null","63","null","45","null","26","null","69","null","68","null","43","null","33","null","172","null","55","null","117","51","null","null","246","82","null","null","72","47","null","null","24","null","23","null","20","null","25","null","49","null","36","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","1405","140","null","null","99","57","null","null","60","46","null","null","101","null","60","null","130","null","68","null","78","null","45","null","66","null","48","null","134","null","77","null","58","null","48","null","56","null","41","null","92","null","42","null","152","58","null","null","204","87","null","null","78","40","null","null","28","null","25","null","29","null","31","null","40","null","35","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","1562","182","null","null","29","33","null","null","54","57","null","null","12","null","19","null","70","null","52","null","54","null","60","null","100","null","108","null","59","null","61","null","37","null","41","null","57","null","48","null","188","null","115","null","175","77","null","null","344","118","null","null","138","88","null","null","65","null","69","null","155","null","104","null","25","null","29","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","633","54","null","null","5","7","null","null","19","19","null","null","7","null","9","null","13","null","15","null","22","null","18","null","16","null","15","null","51","null","33","null","26","null","21","null","25","null","19","null","78","null","42","null","82","36","null","null","149","52","null","null","85","49","null","null","27","null","25","null","19","null","15","null","9","null","10","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","1173","87","null","null","65","41","null","null","49","32","null","null","12","null","16","null","64","null","36","null","37","null","25","null","30","null","28","null","28","null","26","null","125","null","81","null","49","null","47","null","46","null","37","null","144","69","null","null","138","60","null","null","137","57","null","null","44","null","35","null","102","null","49","null","103","null","51","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","1527","184","null","null","39","43","null","null","23","36","null","null","115","null","111","null","112","null","74","null","56","null","53","null","60","null","55","null","105","null","99","null","17","null","28","null","55","null","60","null","59","null","54","null","124","70","null","null","210","110","null","null","197","94","null","null","138","null","119","null","76","null","61","null","141","null","87","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","1586","157","null","null","52","49","null","null","0","17","null","null","0","null","17","null","28","null","32","null","0","null","17","null","30","null","26","null","23","null","27","null","72","null","52","null","9","null","16","null","128","null","84","null","83","65","null","null","239","125","null","null","173","85","null","null","186","null","86","null","226","null","99","null","337","null","129","null",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","5","7","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","5","null","7","null","0","null","12","null",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","1328","115","null","null","40","31","null","null","27","24","null","null","9","null","14","null","20","null","19","null","40","null","41","null","48","null","32","null","70","null","55","null","42","null","28","null","45","null","36","null","196","null","74","null","161","74","null","null","207","68","null","null","206","82","null","null","73","null","50","null","75","null","36","null","69","null","40","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","221","63","null","null","10","15","null","null","11","17","null","null","16","null","21","null","15","null","17","null","26","null","21","null","10","null","16","null","15","null","18","null","10","null","15","null","10","null","13","null","0","null","12","null","22","24","null","null","38","26","null","null","10","16","null","null","0","null","12","null","21","null","23","null","7","null","11","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","31","25","null","null","14","22","null","null","0","17","null","null","5","null","8","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","4","null","7","null","0","null","17","null","0","17","null","null","8","8","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","null","17","null",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","498","70","null","null","6","9","null","null","0","12","null","null","6","null","9","null","30","null","28","null","7","null","9","null","4","null","7","null","4","null","7","null","10","null","11","null","0","null","12","null","68","null","35","null","37","29","null","null","89","30","null","null","38","26","null","null","86","null","44","null","64","null","36","null","49","null","25","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","2535","236","null","null","139","82","null","null","28","35","null","null","0","null","17","null","25","null","31","null","120","null","112","null","28","null","34","null","37","null","34","null","93","null","70","null","14","null","21","null","100","null","65","null","222","110","null","null","389","144","null","null","529","146","null","null","272","null","120","null","254","null","111","null","285","null","111","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","697","94","null","null","8","13","null","null","19","21","null","null","8","null","13","null","36","null","41","null","5","null","9","null","0","null","12","null","13","null","16","null","9","null","12","null","10","null","16","null","22","null","18","null","35","41","null","null","61","40","null","null","115","59","null","null","96","null","61","null","132","null","51","null","128","null","50","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","2081","118","null","null","69","67","null","null","13","21","null","null","0","null","17","null","38","null","35","null","48","null","56","null","14","null","22","null","16","null","24","null","15","null","24","null","0","null","17","null","41","null","38","null","142","77","null","null","379","137","null","null","274","122","null","null","244","null","84","null","360","null","139","null","428","null","117","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","801","92","null","null","10","15","null","null","0","12","null","null","7","null","12","null","0","null","12","null","10","null","15","null","39","null","30","null","0","null","12","null","45","null","51","null","10","null","17","null","26","null","23","null","141","54","null","null","139","55","null","null","70","38","null","null","68","null","42","null","191","null","88","null","45","null","30","null",
