"GEO_ID","NAME","B25001_001M","B25001_001MA","B25001_001E","B25001_001EA",
"Geography","Geographic Area Name","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total","Annotation of Estimate!!Total",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","66","null","1914","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","35","null","1490","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","30","null","2642","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","59","null","2409","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","26","null","2505","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","21","null","1291","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","33","null","1984","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","101","null","2525","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","84","null","1774","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","33","null","2504","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","145","null","2783","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","108","null","2561","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","45","null","1939","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","33","null","2480","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","20","null","1179","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","93","null","2555","null",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","20","null","1491","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","28","null","1990","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","39","null","2415","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","49","null","854","null",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","42","null","1761","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","46","null","2090","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","86","null","2103","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","32","null","1722","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","14","null","1077","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","48","null","2191","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","46","null","2337","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","25","null","645","null",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","46","null","2641","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","22","null","1450","null",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","81","null","1930","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","25","null","858","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","21","null","1310","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","119","null","2437","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","27","null","2465","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","42","null","1596","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","48","null","1561","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","41","null","1704","null",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","57","null","2095","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","58","null","1732","null",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","78","null","2154","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","61","null","1697","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","48","null","2945","null",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","24","null","1749","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","90","null","1255","null",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","110","null","1717","null",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","107","null","1428","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","22","null","1864","null",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","33","null","2680","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","75","null","1375","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","78","null","3153","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","91","null","2633","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","72","null","1540","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","18","null","1086","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","35","null","1073","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","28","null","2073","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","20","null","1269","null",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","33","null","2651","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","49","null","1253","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","23","null","1521","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","68","null","2211","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","116","null","2216","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","26","null","694","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","95","null","1179","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","20","null","1469","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","126","null","2773","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","20","null","1405","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","122","null","2724","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","78","null","1572","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","82","null","1727","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","39","null","2203","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","78","null","1744","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","71","null","2146","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","12","null","692","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","16","null","1030","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","83","null","2141","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","19","null","1619","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","32","null","2430","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","35","null","2846","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","31","null","1287","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","50","null","1913","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","59","null","1539","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","24","null","1472","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","91","null","2452","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","93","null","3305","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","47","null","1934","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","97","null","2058","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","80","null","1478","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","60","null","2379","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","79","null","1958","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","39","null","2099","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","65","null","1221","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","57","null","911","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","41","null","1717","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","18","null","1978","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","38","null","1707","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","96","null","2990","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","105","null","1137","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","83","null","2384","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","85","null","1423","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","98","null","2523","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","88","null","1562","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","43","null","1425","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","78","null","2455","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","54","null","1874","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","76","null","1743","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","85","null","2037","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","17","null","932","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","19","null","1748","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","37","null","1735","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","19","null","1212","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","86","null","2621","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","38","null","1460","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","24","null","1458","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","27","null","1833","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","52","null","1263","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","67","null","1054","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","40","null","2737","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","46","null","1329","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","21","null","913","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","14","null","627","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","12","null","516","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","20","null","1133","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","32","null","1241","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","30","null","2013","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","30","null","1080","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","26","null","1305","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","49","null","2030","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","83","null","2575","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","27","null","2231","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","118","null","1794","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","106","null","2653","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","54","null","1314","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","55","null","1642","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","90","null","2617","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","43","null","1150","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","62","null","1818","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","107","null","2294","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","28","null","2542","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","63","null","2106","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","80","null","3072","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","41","null","934","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","15","null","803","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","26","null","1565","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","101","null","2718","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","16","null","1459","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","44","null","1565","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","38","null","666","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","67","null","2321","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","58","null","1161","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","120","null","1749","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","116","null","2649","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","74","null","2380","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","16","null","1268","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","63","null","1012","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","60","null","1150","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","25","null","1623","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","51","null","1822","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","53","null","2352","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","49","null","1603","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","18","null","1339","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","21","null","1357","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","26","null","2146","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","18","null","1218","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","38","null","2681","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","12","null","866","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","14","null","779","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","139","null","2422","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","48","null","1250","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","91","null","1984","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","37","null","832","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","34","null","2460","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","84","null","1126","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","19","null","1121","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","73","null","2084","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","85","null","1924","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","177","null","2149","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","118","null","1420","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","108","null","1496","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","39","null","933","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","58","null","894","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","63","null","953","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","81","null","1913","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","132","null","0","null",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","64","null","1498","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","46","null","822","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","68","null","1672","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","72","null","998","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","164","null","3050","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","101","null","1176","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","132","null","0","null",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","42","null","456","null",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","87","null","1144","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","43","null","377","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","62","null","508","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","47","null","224","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","98","null","970","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","50","null","624","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","73","null","703","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","115","null","1348","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","42","null","528","null",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","39","null","419","null",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","44","null","1011","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","65","null","965","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","47","null","959","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","90","null","822","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","38","null","745","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","22","null","1084","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","56","null","1046","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","43","null","1891","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","74","null","1529","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","77","null","1114","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","37","null","1775","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","79","null","2117","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","93","null","1295","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","31","null","1457","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","99","null","2125","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","20","null","1231","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","55","null","1933","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","65","null","1979","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","100","null","1542","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","73","null","1379","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","85","null","2393","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","85","null","1645","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","64","null","1298","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","102","null","1659","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","51","null","1888","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","105","null","698","null",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","103","null","1044","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","96","null","846","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","112","null","1504","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","104","null","1088","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","103","null","1436","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","120","null","1560","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","107","null","2712","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","25","null","1450","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","135","null","3453","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","22","null","1281","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","52","null","3103","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","21","null","975","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","43","null","1776","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","14","null","879","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","96","null","2885","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","26","null","2663","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","49","null","1274","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","61","null","942","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","41","null","2078","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","51","null","1307","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","30","null","2926","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","28","null","1913","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","48","null","1483","null",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","23","null","2392","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","20","null","1603","null",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","31","null","1770","null",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","23","null","1574","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","56","null","635","null",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","23","null","1254","null",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","50","null","1385","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","51","null","96","null",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","28","null","1263","null",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","45","null","644","null",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","67","null","2580","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","75","null","1647","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","88","null","624","null",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","51","null","526","null",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","38","null","1768","null",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","38","null","2771","null",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","76","null","2257","null",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","23","null","1352","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","40","null","2800","null",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","86","null","2264","null",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","172","null","4217","null",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","145","null","2865","null",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","95","null","2537","null",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","169","null","2949","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","117","null","2310","null",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","51","null","2967","null",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","179","null","3258","null",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","84","null","1938","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","125","null","1267","null",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","25","null","1927","null",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","36","null","2408","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","20","null","1430","null",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","90","null","1890","null",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","51","null","1521","null",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","46","null","3041","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","38","null","2296","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","60","null","1642","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","30","null","2044","null",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","81","null","1396","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","72","null","1533","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","147","null","2161","null",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","152","null","2530","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","70","null","1322","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","50","null","3437","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","135","null","2343","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","91","null","2629","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","136","null","2807","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","91","null","2575","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","150","null","1884","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","78","null","2062","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","44","null","2812","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","65","null","2157","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","53","null","1927","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","84","null","3228","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","85","null","2659","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","21","null","1485","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","25","null","1319","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","78","null","1056","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","82","null","2528","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","96","null","2168","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","121","null","2098","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","32","null","2092","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","99","null","1784","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","75","null","1983","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","82","null","2854","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","61","null","2414","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","44","null","3079","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","43","null","2022","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","91","null","2483","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","46","null","965","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","84","null","2398","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","51","null","2988","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","96","null","2190","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","60","null","1607","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","95","null","481","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","112","null","3690","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","104","null","2883","null",
