"GEO_ID","NAME","B19001C_001E","B19001C_001M","B19001C_001MA","B19001C_001EA","B19001C_002E","B19001C_002M","B19001C_002MA","B19001C_002EA","B19001C_003E","B19001C_003M","B19001C_003MA","B19001C_003EA","B19001C_004E","B19001C_004EA","B19001C_004M","B19001C_004MA","B19001C_005E","B19001C_005EA","B19001C_005M","B19001C_005MA","B19001C_006E","B19001C_006M","B19001C_006MA","B19001C_006EA","B19001C_007E","B19001C_007EA","B19001C_007M","B19001C_007MA","B19001C_008E","B19001C_008M","B19001C_008MA","B19001C_008EA","B19001C_009E","B19001C_009M","B19001C_009MA","B19001C_009EA","B19001C_010E","B19001C_010EA","B19001C_010M","B19001C_010MA","B19001C_011E","B19001C_011EA","B19001C_011M","B19001C_011MA","B19001C_012E","B19001C_012EA","B19001C_012M","B19001C_012MA","B19001C_013E","B19001C_013M","B19001C_013MA","B19001C_013EA","B19001C_014E","B19001C_014M","B19001C_014MA","B19001C_014EA","B19001C_015E","B19001C_015EA","B19001C_015M","B19001C_015MA","B19001C_016E","B19001C_016EA","B19001C_016M","B19001C_016MA","B19001C_017E","B19001C_017EA","B19001C_017M","B19001C_017MA",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","9","15","null","null","9","15","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","23","24","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","15","20","null","null","8","null","12","null","0","null","13","null","0","null","13","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","19","23","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","15","null","23","null","0","13","null","null","0","13","null","null","0","null","13","null","4","null","8","null","0","null","13","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","19","21","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","11","null","17","null","8","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","27","32","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","17","25","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","10","null","17","null","0","null","13","null","0","null","13","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","24","30","null","null","0","13","null","null","0","13","null","null","0","null","13","null","6","null","11","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","18","null","26","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","55","66","null","null","9","14","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","46","null","64","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","37","47","null","null","0","13","null","null","0","13","null","null","9","null","15","null","0","null","13","null","0","13","null","null","0","null","13","null","28","45","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","12","19","null","null","12","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","28","39","null","null","23","36","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","5","10","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","8","14","null","null","0","13","null","null","0","13","null","null","8","null","14","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","3","6","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","3","6","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","16","25","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","16","25","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","122","41","null","null","46","28","null","null","39","32","null","null","0","null","13","null","4","null","6","null","7","10","null","null","9","null","15","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","14","null","12","null","3","5","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","2","5","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","2","null","5","null","0","null","13","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","24","34","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","4","9","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","20","null","32","null","0","null","19","null","0","null","19","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","9","15","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","9","15","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","52","40","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","9","14","null","null","12","19","null","null","0","null","13","null","0","null","13","null","18","null","28","null","8","13","null","null","5","9","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","23","37","null","null","0","13","null","null","0","13","null","null","23","null","37","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","24","36","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","24","null","36","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","29","38","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","29","null","38","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","21","24","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","7","null","12","null","0","null","13","null","0","13","null","null","14","21","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","20","24","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","7","null","12","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","13","null","21","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","53","58","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","14","null","21","null","5","10","null","null","0","13","null","null","0","null","13","null","34","null","53","null","0","null","13","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","10","16","null","null","0","13","null","null","0","13","null","null","10","null","16","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013811800","Census Tract 8118, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013811900","Census Tract 8119, Maricopa County, Arizona","34","39","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","17","27","null","null","0","null","19","null","17","null","28","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013812000","Census Tract 8120, Maricopa County, Arizona","27","33","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","12","19","null","null","0","13","null","null","0","null","13","null","0","null","13","null","15","null","27","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013812100","Census Tract 8121, Maricopa County, Arizona","25","44","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","25","null","44","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013812200","Census Tract 8122, Maricopa County, Arizona","15","21","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","15","null","21","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013812300","Census Tract 8123, Maricopa County, Arizona","23","35","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","23","35","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013812400","Census Tract 8124, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013812500","Census Tract 8125, Maricopa County, Arizona","27","37","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","10","19","null","null","0","13","null","null","0","null","13","null","0","null","13","null","17","null","29","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013812600","Census Tract 8126, Maricopa County, Arizona","5","9","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","5","null","9","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013812700","Census Tract 8127, Maricopa County, Arizona","13","21","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","13","21","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013812800","Census Tract 8128, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013812900","Census Tract 8129, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813000","Census Tract 8130, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813100","Census Tract 8131, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813200","Census Tract 8132, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813300","Census Tract 8133, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813400","Census Tract 8134, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813500","Census Tract 8135, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813600","Census Tract 8136, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813700","Census Tract 8137, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813800","Census Tract 8138, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013813900","Census Tract 8139, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013814000","Census Tract 8140, Maricopa County, Arizona","8","12","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","8","null","12","null",
"1400000US04013814100","Census Tract 8141, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013814200","Census Tract 8142, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013814300","Census Tract 8143, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013814400","Census Tract 8144, Maricopa County, Arizona","8","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","8","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013814500","Census Tract 8145, Maricopa County, Arizona","14","24","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","14","null","24","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013814600","Census Tract 8146, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013814700","Census Tract 8147, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013814800","Census Tract 8148, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013814900","Census Tract 8149, Maricopa County, Arizona","19","24","null","null","0","13","null","null","13","21","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","6","null","10","null","0","null","13","null","0","null","13","null",
