"GEO_ID","NAME","B19001C_001E","B19001C_001M","B19001C_001MA","B19001C_001EA","B19001C_002E","B19001C_002M","B19001C_002MA","B19001C_002EA","B19001C_003E","B19001C_003M","B19001C_003MA","B19001C_003EA","B19001C_004E","B19001C_004EA","B19001C_004M","B19001C_004MA","B19001C_005E","B19001C_005EA","B19001C_005M","B19001C_005MA","B19001C_006E","B19001C_006M","B19001C_006MA","B19001C_006EA","B19001C_007E","B19001C_007EA","B19001C_007M","B19001C_007MA","B19001C_008E","B19001C_008M","B19001C_008MA","B19001C_008EA","B19001C_009E","B19001C_009M","B19001C_009MA","B19001C_009EA","B19001C_010E","B19001C_010EA","B19001C_010M","B19001C_010MA","B19001C_011E","B19001C_011EA","B19001C_011M","B19001C_011MA","B19001C_012E","B19001C_012EA","B19001C_012M","B19001C_012MA","B19001C_013E","B19001C_013M","B19001C_013MA","B19001C_013EA","B19001C_014E","B19001C_014M","B19001C_014MA","B19001C_014EA","B19001C_015E","B19001C_015EA","B19001C_015M","B19001C_015MA","B19001C_016E","B19001C_016EA","B19001C_016M","B19001C_016MA","B19001C_017E","B19001C_017EA","B19001C_017M","B19001C_017MA",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","78","74","null","null","0","13","null","null","35","57","null","null","13","null","23","null","0","null","13","null","12","20","null","null","0","null","13","null","0","13","null","null","11","19","null","null","0","null","13","null","0","null","13","null","7","null","14","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","38","39","null","null","0","19","null","null","0","19","null","null","0","null","19","null","30","null","35","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","8","15","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","27","33","null","null","27","33","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","58","46","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","31","null","42","null","0","19","null","null","12","19","null","null","0","null","19","null","15","null","23","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","21","26","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","21","null","26","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","63","60","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","6","12","null","null","46","null","60","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","11","null","17","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","56","57","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","13","20","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","43","null","51","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","47","53","null","null","0","19","null","null","0","19","null","null","28","null","45","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","13","null","21","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","6","null","15","null","0","null","19","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","16","20","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","6","null","10","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","10","null","18","null","0","null","13","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","17","25","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","17","null","25","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","4","7","null","null","0","13","null","null","0","13","null","null","0","null","13","null","4","null","7","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","6","12","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","6","12","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","16","18","null","null","7","12","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","9","14","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","10","16","null","null","0","13","null","null","0","13","null","null","10","null","16","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","35","39","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","19","null","30","null","8","15","null","null","0","19","null","null","0","null","19","null","0","null","19","null","8","null","14","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","42","40","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","12","20","null","null","0","13","null","null","13","null","21","null","0","null","13","null","0","null","13","null","17","29","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","111","100","null","null","0","13","null","null","0","13","null","null","0","null","13","null","44","null","64","null","0","13","null","null","0","null","13","null","28","45","null","null","39","62","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","131","77","null","null","0","13","null","null","0","13","null","null","8","null","13","null","0","null","13","null","0","13","null","null","14","null","21","null","10","18","null","null","0","13","null","null","0","null","13","null","15","null","23","null","0","null","13","null","41","49","null","null","0","13","null","null","0","null","13","null","43","null","71","null","0","null","13","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","27","32","null","null","0","13","null","null","14","24","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","13","null","22","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","83","62","null","null","26","31","null","null","37","44","null","null","20","null","31","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","27","31","null","null","0","13","null","null","0","13","null","null","11","null","18","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","16","25","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","62","72","null","null","42","66","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","20","null","29","null","0","null","13","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","75","66","null","null","24","22","null","null","0","13","null","null","0","null","13","null","0","null","13","null","51","66","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","30","37","null","null","9","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","21","null","35","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","36","39","null","null","23","33","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","13","null","21","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","68","64","null","null","0","19","null","null","0","19","null","null","0","null","19","null","11","null","20","null","0","19","null","null","0","null","19","null","34","58","null","null","7","17","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","16","22","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","4","7","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","4","7","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","31","28","null","null","0","13","null","null","7","12","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","5","9","null","null","0","13","null","null","0","null","13","null","7","null","12","null","12","null","18","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","125","106","null","null","41","63","null","null","36","58","null","null","10","null","15","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","38","null","58","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","10","16","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","10","null","16","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","12","16","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","5","10","null","null","7","null","12","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","16","18","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","9","null","15","null","4","11","null","null","3","5","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","48","48","null","null","21","33","null","null","10","16","null","null","0","null","19","null","0","null","19","null","17","30","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","7","10","null","null","7","10","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","81","55","null","null","52","44","null","null","15","23","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","14","null","23","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","24","28","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","11","19","null","null","0","null","19","null","13","null","21","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","44","59","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","44","null","59","null","0","null","13","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","15","19","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","12","null","18","null","0","null","13","null","0","13","null","null","3","7","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","8","13","null","null","8","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","15","22","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","15","null","22","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","49","32","null","null","12","21","null","null","0","19","null","null","0","null","19","null","0","null","19","null","9","14","null","null","25","null","24","null","0","19","null","null","0","19","null","null","0","null","19","null","3","null","7","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","28","39","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","28","null","39","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","55","45","null","null","0","19","null","null","8","14","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","47","null","42","null","0","null","19","null","0","null","19","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","0","19","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","8","14","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","8","null","14","null","0","null","19","null","0","null","19","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","10","17","null","null","0","13","null","null","0","13","null","null","0","null","13","null","10","null","17","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","32","52","null","null","32","52","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","31","21","null","null","0","13","null","null","4","9","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","13","null","16","null","0","13","null","null","0","13","null","null","14","null","20","null","0","null","13","null","0","null","13","null",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","150","104","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","56","null","76","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","94","73","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","9","14","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","9","null","14","null","0","null","19","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","14","26","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","14","26","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","135","134","null","null","0","19","null","null","12","20","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","110","131","null","null","0","null","19","null","13","null","22","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","18","31","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","18","null","31","null","0","null","13","null","0","null","13","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","51","36","null","null","17","27","null","null","12","11","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","12","20","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","10","12","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","37","44","null","null","0","19","null","null","0","19","null","null","0","null","19","null","7","null","11","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","30","44","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","34","34","null","null","17","28","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","0","19","null","null","9","null","15","null","8","null","13","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","44","56","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","32","52","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","12","20","null","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","69","62","null","null","20","29","null","null","0","13","null","null","39","null","52","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","10","16","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","32","35","null","null","6","9","null","null","0","13","null","null","0","null","13","null","5","null","10","null","21","33","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","45","44","null","null","17","29","null","null","0","13","null","null","15","null","24","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","13","null","21","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","13","19","null","null","0","13","null","null","0","13","null","null","13","null","19","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null",
