"GEO_ID","NAME","B19001C_001E","B19001C_001EA","B19001C_001M","B19001C_001MA","B19001C_002E","B19001C_002M","B19001C_002MA","B19001C_002EA","B19001C_003E","B19001C_003M","B19001C_003MA","B19001C_003EA","B19001C_004E","B19001C_004EA","B19001C_004M","B19001C_004MA","B19001C_005E","B19001C_005EA","B19001C_005M","B19001C_005MA","B19001C_006E","B19001C_006M","B19001C_006MA","B19001C_006EA","B19001C_007E","B19001C_007M","B19001C_007MA","B19001C_007EA","B19001C_008E","B19001C_008M","B19001C_008MA","B19001C_008EA","B19001C_009E","B19001C_009EA","B19001C_009M","B19001C_009MA","B19001C_010E","B19001C_010M","B19001C_010MA","B19001C_010EA","B19001C_011E","B19001C_011M","B19001C_011MA","B19001C_011EA","B19001C_012E","B19001C_012EA","B19001C_012M","B19001C_012MA","B19001C_013E","B19001C_013M","B19001C_013MA","B19001C_013EA","B19001C_014E","B19001C_014M","B19001C_014MA","B19001C_014EA","B19001C_015E","B19001C_015EA","B19001C_015M","B19001C_015MA","B19001C_016E","B19001C_016EA","B19001C_016M","B19001C_016MA","B19001C_017E","B19001C_017M","B19001C_017MA","B19001C_017EA",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","15","null","20","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","8","14","null","null","0","12","null","null","0","12","null","null","7","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","167","null","136","null","121","120","null","null","0","17","null","null","0","null","17","null","0","null","17","null","46","71","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","31","null","34","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","20","29","null","null","0","null","12","null","11","null","18","null","0","12","null","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","18","null","20","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","10","15","null","null","0","null","12","null","0","12","null","null","8","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","56","null","68","null","56","68","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","84","null","63","null","7","12","null","null","0","12","null","null","22","null","25","null","25","null","38","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","30","48","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","7","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","7","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","9","null","9","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","5","8","null","null","0","null","12","null","4","6","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","31","null","35","null","11","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","20","31","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","24","null","28","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","14","null","22","null","0","12","null","null","0","12","null","null","10","null","17","null","0","null","12","null","0","12","null","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","38","null","52","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","38","null","52","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","21","null","48","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","21","48","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","17","null","22","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","6","null","10","null","11","20","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","20","null","29","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","20","null","29","null","0","null","17","null","0","17","null","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","20","null","21","null","0","12","null","null","8","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","12","19","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","59","null","44","null","0","17","null","null","25","38","null","null","0","null","17","null","0","null","17","null","24","38","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","10","16","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","16","null","29","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","16","29","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","94","null","87","null","0","17","null","null","0","17","null","null","0","null","17","null","41","null","69","null","0","17","null","null","17","30","null","null","0","17","null","null","14","null","22","null","0","17","null","null","0","17","null","null","0","null","17","null","22","35","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","46","null","45","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","25","38","null","null","0","12","null","null","0","12","null","null","0","null","12","null","11","17","null","null","10","15","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","41","null","44","null","0","12","null","null","27","41","null","null","8","null","13","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","6","9","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","55","null","46","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","11","17","null","null","25","null","30","null","10","16","null","null","9","15","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","23","null","36","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","23","36","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","9","null","13","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","9","null","13","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","55","null","49","null","11","17","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","25","null","37","null","0","12","null","null","0","12","null","null","0","null","12","null","19","null","30","null","0","12","null","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","59","null","95","null","0","17","null","null","0","17","null","null","0","null","17","null","59","null","95","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","53","null","34","null","0","12","null","null","0","12","null","null","10","null","18","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","11","null","19","null","32","31","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","109","null","118","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","60","95","null","null","0","12","null","null","0","12","null","null","0","null","12","null","49","79","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","94","null","60","null","20","29","null","null","0","12","null","null","0","null","12","null","0","null","12","null","10","15","null","null","0","12","null","null","10","15","null","null","0","null","12","null","23","38","null","null","13","13","null","null","18","null","21","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","206","null","103","null","49","60","null","null","0","17","null","null","0","null","17","null","18","null","30","null","0","17","null","null","32","51","null","null","0","17","null","null","0","null","17","null","0","17","null","null","71","62","null","null","13","null","22","null","0","17","null","null","0","17","null","null","0","null","17","null","23","null","41","null","0","17","null","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","56","null","48","null","8","13","null","null","0","12","null","null","0","null","12","null","15","null","24","null","0","12","null","null","0","12","null","null","0","12","null","null","20","null","34","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","13","19","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","44","null","45","null","11","16","null","null","10","15","null","null","23","null","37","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","95","null","61","null","0","12","null","null","27","41","null","null","0","null","12","null","0","null","12","null","15","18","null","null","9","14","null","null","0","12","null","null","6","null","12","null","31","49","null","null","0","12","null","null","0","null","12","null","7","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","79","null","59","null","0","17","null","null","35","40","null","null","9","null","13","null","0","null","17","null","28","34","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","7","12","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","91","null","57","null","16","19","null","null","0","12","null","null","23","null","36","null","10","null","15","null","21","23","null","null","7","13","null","null","0","12","null","null","14","null","20","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","20","null","23","null","0","12","null","null","14","21","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","6","9","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","82","null","70","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","32","51","null","null","0","17","null","null","0","17","null","null","22","null","36","null","0","17","null","null","0","17","null","null","8","null","13","null","20","34","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","34","null","34","null","0","12","null","null","0","12","null","null","0","null","12","null","6","null","11","null","0","12","null","null","0","12","null","null","15","24","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","13","22","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","37","null","45","null","0","17","null","null","0","17","null","null","0","null","17","null","28","null","42","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","9","15","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","76","null","80","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","11","19","null","null","0","null","17","null","39","65","null","null","0","17","null","null","26","null","39","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","41","null","43","null","0","17","null","null","0","17","null","null","0","null","17","null","11","null","18","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","7","11","null","null","0","17","null","null","23","null","37","null","0","null","17","null","0","17","null","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","10","null","16","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","10","null","16","null","0","17","null","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","17","null","21","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","11","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","6","10","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","7","null","11","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","7","null","11","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","111","null","79","null","48","59","null","null","0","17","null","null","35","null","57","null","0","null","17","null","28","46","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","9","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","9","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","6","null","10","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","6","null","10","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","11","null","13","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","5","9","null","null","0","null","17","null","0","17","null","null","0","17","null","null","6","null","10","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","65","null","52","null","0","17","null","null","0","17","null","null","0","null","17","null","8","null","14","null","0","17","null","null","0","17","null","null","0","17","null","null","22","null","26","null","0","17","null","null","0","17","null","null","35","null","45","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","18","null","29","null","0","17","null","null","18","29","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","26","null","30","null","5","14","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","14","null","24","null","7","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","8","null","14","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","8","14","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","59","null","46","null","0","17","null","null","0","17","null","null","21","null","32","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","17","null","23","null","0","17","null","null","13","21","null","null","8","null","14","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","166","null","149","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","44","73","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","87","121","null","null","15","24","null","null","0","null","17","null","20","null","32","null","0","17","null","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","122","null","80","null","20","32","null","null","0","12","null","null","0","null","12","null","0","null","12","null","18","21","null","null","31","48","null","null","0","12","null","null","10","null","16","null","0","12","null","null","0","12","null","null","17","null","19","null","26","36","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","58","null","52","null","11","16","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","29","43","null","null","18","null","28","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","48","null","68","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","18","30","null","null","0","null","12","null","30","50","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","25","null","27","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","13","null","20","null","12","19","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","281","null","161","null","0","17","null","null","0","17","null","null","48","null","66","null","24","null","38","null","0","17","null","null","95","87","null","null","33","53","null","null","0","null","17","null","0","17","null","null","0","17","null","null","72","null","70","null","9","20","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","6","null","8","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","6","null","8","null","0","12","null","null",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","31","null","28","null","21","23","null","null","0","17","null","null","0","null","17","null","10","null","16","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","13","null","21","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","13","null","21","null","0","12","null","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","62","null","82","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","46","75","null","null","0","17","null","null","0","null","17","null","16","27","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","15","null","16","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","8","12","null","null","0","null","12","null","0","12","null","null","7","11","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","15","null","21","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","15","21","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
