"GEO_ID","NAME","B19001C_001E","B19001C_001EA","B19001C_001M","B19001C_001MA","B19001C_002E","B19001C_002M","B19001C_002MA","B19001C_002EA","B19001C_003E","B19001C_003M","B19001C_003MA","B19001C_003EA","B19001C_004E","B19001C_004EA","B19001C_004M","B19001C_004MA","B19001C_005E","B19001C_005EA","B19001C_005M","B19001C_005MA","B19001C_006E","B19001C_006M","B19001C_006MA","B19001C_006EA","B19001C_007E","B19001C_007M","B19001C_007MA","B19001C_007EA","B19001C_008E","B19001C_008M","B19001C_008MA","B19001C_008EA","B19001C_009E","B19001C_009EA","B19001C_009M","B19001C_009MA","B19001C_010E","B19001C_010M","B19001C_010MA","B19001C_010EA","B19001C_011E","B19001C_011M","B19001C_011MA","B19001C_011EA","B19001C_012E","B19001C_012EA","B19001C_012M","B19001C_012MA","B19001C_013E","B19001C_013M","B19001C_013MA","B19001C_013EA","B19001C_014E","B19001C_014M","B19001C_014MA","B19001C_014EA","B19001C_015E","B19001C_015EA","B19001C_015M","B19001C_015MA","B19001C_016E","B19001C_016EA","B19001C_016M","B19001C_016MA","B19001C_017E","B19001C_017M","B19001C_017MA","B19001C_017EA",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","59","null","95","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","59","null","95","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","8","null","13","null","0","12","null","null","0","12","null","null","0","null","12","null","8","null","13","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","53","null","52","null","0","17","null","null","0","17","null","null","16","null","26","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","37","60","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","62","null","94","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","62","94","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","10","null","16","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","10","16","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","35","null","36","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","11","17","null","null","0","12","null","null","0","null","12","null","11","21","null","null","0","12","null","null","13","null","21","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","56","null","41","null","26","32","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","11","16","null","null","9","null","15","null","0","12","null","null","10","14","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","37","null","47","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","8","12","null","null","0","12","null","null","0","null","12","null","29","46","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","34","null","42","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","17","27","null","null","0","null","17","null","17","31","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","22","null","32","null","10","18","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","12","20","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","6","null","10","null","6","10","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","167","null","103","null","0","17","null","null","0","17","null","null","0","null","17","null","49","null","52","null","0","17","null","null","58","89","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","30","47","null","null","0","17","null","null","18","null","30","null","12","null","19","null","0","17","null","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","28","null","45","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","28","45","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","31","null","37","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","18","null","32","null","0","12","null","null","0","12","null","null","13","null","20","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","101","null","87","null","18","32","null","null","0","17","null","null","19","null","34","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","49","73","null","null","15","null","25","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","112","null","86","null","0","17","null","null","18","27","null","null","0","null","17","null","0","null","17","null","51","81","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","21","28","null","null","0","17","null","null","0","null","17","null","22","null","37","null","0","17","null","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","91","null","77","null","0","12","null","null","0","12","null","null","0","null","12","null","27","null","43","null","0","12","null","null","33","53","null","null","23","38","null","null","8","null","13","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","84","null","82","null","0","17","null","null","0","17","null","null","31","null","48","null","0","null","17","null","0","17","null","null","20","31","null","null","33","42","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","120","null","76","null","29","41","null","null","18","31","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","24","36","null","null","0","null","17","null","13","23","null","null","19","30","null","null","0","null","17","null","17","28","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","16","null","33","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","16","33","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","94","null","69","null","9","14","null","null","0","12","null","null","0","null","12","null","26","null","38","null","0","12","null","null","23","28","null","null","0","12","null","null","28","null","45","null","0","12","null","null","0","12","null","null","8","null","14","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","19","null","33","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","19","null","33","null","0","null","17","null","0","17","null","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","24","null","33","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","15","26","null","null","9","20","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","11","null","19","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","11","19","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","41","null","52","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","25","43","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","16","28","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","28","null","34","null","0","17","null","null","0","17","null","null","21","null","32","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","7","14","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","14","null","23","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","14","23","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","48","null","38","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","14","22","null","null","0","12","null","null","0","null","12","null","0","12","null","null","22","27","null","null","9","null","17","null","3","5","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","58","null","58","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","16","22","null","null","0","12","null","null","35","null","51","null","7","13","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","32","null","40","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","23","37","null","null","0","null","17","null","9","14","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","27","null","33","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","27","null","33","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","8","null","12","null","8","12","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","25","null","40","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","25","null","40","null","0","null","17","null","0","17","null","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","9","null","14","null","0","12","null","null","9","14","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","5","null","7","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","5","null","7","null","0","null","12","null","0","12","null","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","15","null","16","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","9","13","null","null","6","9","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","19","null","25","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","19","25","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","22","null","35","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","22","35","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","158","null","94","null","0","17","null","null","0","17","null","null","24","null","36","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","26","null","42","null","16","26","null","null","41","45","null","null","10","null","16","null","0","17","null","null","41","61","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","472","null","137","null","67","55","null","null","27","42","null","null","64","null","62","null","27","null","31","null","0","17","null","null","0","17","null","null","52","69","null","null","8","null","12","null","10","15","null","null","94","67","null","null","28","null","43","null","38","45","null","null","0","17","null","null","29","null","46","null","28","null","34","null","0","17","null","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","306","null","184","null","0","17","null","null","48","80","null","null","0","null","17","null","0","null","17","null","52","85","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","64","null","98","null","142","134","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","26","null","41","null","26","41","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","6","null","9","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","6","null","9","null","0","null","12","null","0","12","null","null",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","10","null","15","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","15","null","0","null","12","null","0","12","null","null",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","48","null","45","null","0","17","null","null","12","19","null","null","0","null","17","null","0","null","17","null","0","17","null","null","25","38","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","11","null","18","null","0","17","null","null",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","8","null","14","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","8","null","14","null","0","null","12","null","0","12","null","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","8","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","8","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","16","null","24","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","16","24","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","29","null","27","null","0","12","null","null","0","12","null","null","0","null","12","null","10","null","16","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","9","null","15","null","10","14","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","69","null","82","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","19","30","null","null","0","null","17","null","50","null","77","null","0","17","null","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null",
